code,company_name,market,sector,bm_raw,ep_raw,market_equity_final,gross_profitability,sloan_accruals,distress_review_flag,distress_exclusion_flag,liquidity_flag,avg_daily_value_60d,microcap_flag,one_time_profit_suspected,human_review_required,anomaly_flags,extreme_high_bm_top1pct,extreme_high_ep_top1pct,extreme_high_bm_and_ep_top1pct,scale_check,market_equity_inconsistent,gross_profitability_extreme,sloan_accruals_extreme,liquidity_review_flag,conservative_exclusion_reason,sector_adjusted_exclusion_reason
6231,"KIMURA KOHKI Co.,Ltd.",Standard Market(Domestic),Machinery,0.3001278947247572,0.0636854754147712,39196300000.0,0.3292268526279926,0.0120130960768582,False,False,pass,125058233.33333331,False,False,False,,False,False,False,False,False,False,False,False,,
6137,"KOIKE SANSO KOGYO CO.,LTD.",Standard Market(Domestic),Machinery,1.2609571801604869,0.1156889682089705,36140005955.0,0.2390713855623202,0.0069360573776575,False,False,pass,65208191.666666664,False,False,False,,False,False,False,False,False,False,False,False,,
7088,Forum Engineering Inc.,Prime Market (Domestic),Services,0.1515379419782036,0.0353286194444123,89304367100.0,0.5566332750304765,-0.0442571700421367,False,False,pass,48907260.0,False,False,False,,False,False,False,False,False,False,False,False,,
6958,CMK CORPORATION,Prime Market (Domestic),Electric Appliances,1.4803334568268511,0.0709552178856806,55006525472.0,0.0714941768617509,-0.0251675804459373,False,False,pass,624305203.3333334,False,False,False,,False,False,False,False,False,False,False,False,,
6904,"HARADA INDUSTRY CO.,LTD.",Standard Market(Domestic),Electric Appliances,1.4120896411349146,0.1649992781837583,9476096000.0,0.1340415231092417,0.0108771853483188,False,False,review,3241761.6666666665,False,False,True,,False,False,False,False,False,False,False,True,human_review_required,human_review_required
4187,OSAKA ORGANIC CHEMICAL INDUSTRY LTD.,Prime Market (Domestic),Chemicals,0.4176323247368539,0.0580497710725981,121007161100.0,0.1815691360064099,-0.0011272458017298,False,False,pass,750245975.0,False,False,False,,False,False,False,False,False,False,False,False,,
4620,"FUJIKURA KASEI CO.,LTD.",Standard Market(Domestic),Chemicals,1.4534707492420995,0.0278493934273556,29719606000.0,0.2707140210391118,-0.0419585872158791,False,False,pass,276325670.0,False,False,False,,False,False,False,False,False,False,False,False,,
6246,Techno Smart Corp.,Standard Market(Domestic),Machinery,0.8792967681173351,0.1070876010122112,22326468960.0,0.1476520731233927,0.1254176054960478,False,False,pass,24677913.333333332,False,False,False,,False,False,False,False,False,False,False,False,,
6954,FANUC CORPORATION,Prime Market (Domestic),Electric Appliances,0.2307285020552779,0.0200702726037623,7540854226944.0,0.1522562106646718,-0.053804903253062,False,False,pass,44299332953.333336,False,False,False,,False,False,False,False,False,False,False,False,,
4082,"DAIICHI KIGENSO KAGAKU-KOGYO CO.,LTD",Prime Market (Domestic),Chemicals,0.7212638723786535,0.0451901525394506,55100500000.0,0.1284310559579277,-0.0152153240048906,False,False,pass,1139434183.3333333,False,False,False,,False,False,False,False,False,False,False,False,,
9024,SEIBU HOLDINGS INC.,Prime Market (Domestic),Land Transportation,0.800726928294823,0.3649092917270561,708266426368.0,,-0.1234034138610737,False,False,pass,5192218363.333333,False,False,False,,False,False,False,False,False,False,False,False,,
6677,"SK-Electronics CO.,LTD.",Standard Market(Domestic),Electric Appliances,1.0201148349041818,0.0805406458148069,33908854000.0,0.1626666614611847,-0.0584523858942516,False,False,pass,171537108.33333334,False,False,False,,False,False,False,False,False,False,False,False,,
9651,"Japan Process Development Co.,Ltd.",Standard Market(Domestic),Information & Communication,0.6779987691853774,0.0903772337007247,16355346800.0,0.1578496719535748,0.0718016027620721,False,False,pass,19951051.666666668,False,False,False,,False,False,False,False,False,False,False,False,,
6465,HOSHIZAKI CORPORATION,Prime Market (Domestic),Machinery,0.5632365803316516,0.052699416504598,734884797000.0,0.2933536618884861,0.0131786290850736,False,False,pass,2348703273.3333335,False,False,False,,False,False,False,False,False,False,False,False,,
6727,"Wacom Co.,Ltd.",Prime Market (Domestic),Electric Appliances,0.2634100085141179,0.044597319349214,117153767900.0,0.5672551459615847,-0.0412958416009279,False,False,pass,379380291.6666667,False,False,False,,False,False,False,False,False,False,False,False,,
6224,"JRC Co.,Ltd.",Growth Market(Domestic),Machinery,0.3278024865261304,0.079890588739769,17811972880.0,0.3460530927857718,0.0441358678778634,False,False,pass,80924393.33333333,False,False,False,,False,False,False,False,False,False,False,False,,
3445,"RS Technologies Co.,Ltd.",Prime Market (Domestic),Metal Products,0.8028003874848474,0.0656561090650943,190995174380.0,0.1149243258520041,-0.0118543353725922,False,False,pass,1281878108.3333333,False,False,False,,False,False,False,False,False,False,False,False,,
6986,FUTABA CORPORATION,Prime Market (Domestic),Electric Appliances,3.358164890016613,0.1940093902172384,26297696180.0,0.0877229426951954,0.0046553755953134,True,False,pass,191968891.66666663,False,False,True,,False,False,False,False,False,False,False,False,human_review_required,human_review_required
6947,ZUKEN INC.,Prime Market (Domestic),Electric Appliances,0.3893950048952821,0.0511539713629834,102591369940.0,0.441311364210344,0.0060754605581364,False,False,pass,266918350.0,False,False,False,,False,False,False,False,False,False,False,False,,
7989,TACHIKAWA CORPORATION,Prime Market (Domestic),Metal Products,1.1489609909921372,0.0660533723946992,49046928000.0,0.2587892350465104,-0.0195050355064719,False,False,pass,122935105.0,False,False,False,,False,False,False,False,False,False,False,False,,
6257,"FUJISHOJI CO.,LTD.",Standard Market(Domestic),Machinery,2.2486543069676075,0.1415203360492675,20802664000.0,0.3321798006394583,-0.0319000325315268,False,False,pass,39998180.0,False,False,False,,False,False,False,False,False,False,False,False,,
4374,ROBOT PAYMENT INC.,Growth Market(Domestic),Information & Communication,0.1373954202371533,0.057575035588613,9415990706.0,0.3483162535668563,-0.4342755343711222,False,False,pass,35713790.0,False,False,False,,False,False,False,False,False,False,False,False,,
3441,"SANNO Co.,Ltd.",Standard Market(Domestic),Metal Products,0.5530220700686499,0.0885614584703178,12215494400.0,0.1471029040497553,0.0430141443228856,False,False,pass,242529890.0,False,False,False,,False,False,False,False,False,False,False,False,,
7745,"A&D HOLON Holdings Company,Limited",Prime Market (Domestic),Precision Instruments,0.5564319450096794,0.0838022461303105,77491956360.0,0.4376929208028404,-0.0011915654190693,False,False,pass,457789410.0,False,False,False,,False,False,False,False,False,False,False,False,,
9640,"Saison Technology Co.,Ltd.",Standard Market(Domestic),Information & Communication,0.4283006587696614,0.0495367767210564,33532965000.0,0.4180262165810642,0.0215512380521731,False,False,review,9534301.666666666,False,False,True,,False,False,False,False,False,False,False,True,human_review_required,human_review_required
4928,"Noevir Holdings Co.,Ltd.",Prime Market (Domestic),Chemicals,0.3652681245430985,0.0643290742314553,148408788935.0,0.5657846572190556,0.0211685178768721,False,False,pass,329607316.6666667,False,False,False,,False,False,False,False,False,False,False,False,,
7995,"VALQUA,LTD.",Prime Market (Domestic),Chemicals,0.3433229456041707,0.0350383624143446,147152995880.0,0.3063747221258497,0.0037554986540607,False,False,pass,570078391.6666666,False,False,False,,False,False,False,False,False,False,False,False,,
9202,ANA HOLDINGS INC.,Prime Market (Domestic),Air Transportation,0.9945097324415596,0.1179077441730312,1305071190016.0,0.1151749717165838,-0.0608125179064584,False,False,pass,9395589111.666666,False,False,False,,False,False,False,False,False,False,False,False,,
9795,"STEP CO.,LTD.",Prime Market (Domestic),Services,0.7964989085266232,0.0781225606477838,34428966200.0,0.1537878131187426,-0.0231751107442131,False,False,pass,36396038.333333336,False,False,False,,False,False,False,False,False,False,False,False,,
9476,"CHUOKEIZAI-SHA HOLDINGS,INC.",Standard Market(Domestic),Information & Communication,1.094989090601388,0.0616974291536162,3976065184.0,0.1972769352392179,-0.0201250144229969,False,False,review,3604716.6666666665,False,False,True,,False,False,False,False,False,False,False,True,human_review_required,human_review_required
6807,"Japan Aviation Electronics Industry,Limited",Prime Market (Domestic),Electric Appliances,0.791537691718762,0.068629614366951,168906675448.0,0.195238669909582,-0.109633521305201,False,False,pass,559728078.3333334,False,False,False,,False,False,False,False,False,False,False,False,,
6368,ORGANO CORPORATION,Prime Market (Domestic),Machinery,0.1673437261399113,0.0333958394014546,724221952000.0,0.283863865511636,0.0163670548052368,False,False,pass,4163357991.6666665,False,False,False,,False,False,False,False,False,False,False,False,,
3003,"Hulic Co.,Ltd.",Prime Market (Domestic),Real Estate,0.7491643313819529,0.0919412998566997,1253636833280.0,0.0789494099943298,-0.0469802988648517,False,False,pass,4461544794.166667,False,False,False,,False,False,False,False,False,False,False,False,,
9661,"Kabuki-Za Co.,Ltd.",Standard Market(Domestic),Services,0.2107778653252161,0.0052757637695077,53932665000.0,0.0377098776802622,-0.0173121587021224,False,False,pass,18605858.333333332,False,False,False,,False,False,False,False,False,False,False,False,,
6249,"Gamecard Holdings,Inc.",Standard Market(Domestic),Machinery,1.8090255557274024,0.2033147151880661,32393130000.0,0.2216850210403796,-0.0032432269353768,False,False,pass,50166550.0,False,False,False,,False,False,False,False,False,False,False,False,,
7735,"SCREEN Holdings Co.,Ltd.",Prime Market (Domestic),Electric Appliances,0.2045848523024931,0.0483735551926901,2056330149888.0,0.3505177368249348,0.0418931900199911,False,False,pass,24576668841.666668,False,False,False,,False,False,False,False,False,False,False,False,,
6351,"TSURUMI MANUFACTURING CO.,LTD.",Prime Market (Domestic),Machinery,1.877382943688822,0.1748857854212482,51056179200.0,0.1976928775531802,0.0153611940057422,False,False,pass,142272755.0,False,False,False,,False,False,False,False,False,False,False,False,,
6307,"SANSEI CO.,LTD.",Standard Market(Domestic),Machinery,1.3197968254054249,0.0976310179971345,3543986400.0,0.2114445151148609,0.1226246308513506,False,False,pass,19296533.333333332,False,False,False,,False,False,False,False,False,False,False,False,,
6238,FURYU CORPORATION,Prime Market (Domestic),Machinery,0.6296116495027231,0.0498270995084457,35615659300.0,0.6009203117015877,-0.0737445310224617,False,False,pass,259365638.33333337,False,False,False,,False,False,False,False,False,False,False,False,,
5819,"Canare Electric Co.,Ltd.",Standard Market(Domestic),Nonferrous Metals,1.5865772851137907,0.1000254384475773,12006235800.0,0.2446470576948567,-0.0254232879842051,False,False,pass,21169063.333333332,False,False,False,,False,False,False,False,False,False,False,False,,
4762,XNET Corporation,Standard Market(Domestic),Information & Communication,1.0243089983022071,0.0897271183824664,6479000000.0,0.2250315822875754,-0.0308218113017044,False,False,exclude,2187435.0,False,False,False,,False,False,False,False,False,False,False,False,liquidity_exclusion,liquidity_exclusion
7743,"SEED CO.,LTD.",Standard Market(Domestic),Precision Instruments,1.244849722078975,0.0768715426793903,14769769936.0,0.2826081261437449,-0.036377436074841,False,False,pass,125734150.0,False,False,False,,False,False,False,False,False,False,False,False,,
6158,"WAIDA MFG.CO.,LTD.",Standard Market(Domestic),Machinery,1.6031334820593444,0.0684232225343747,6459663600.0,0.2355830133966739,-0.0384428258840129,False,False,pass,16680193.333333334,False,False,False,,False,False,False,False,False,False,False,False,,
3800,UNIRITA Inc.,Standard Market(Domestic),Information & Communication,0.8054818793908193,0.0482325763857164,14863128900.0,0.4336837116947612,0.0184890676053133,False,False,review,5945501.666666667,False,False,True,,False,False,False,False,False,False,False,True,human_review_required,human_review_required
6378,"KIMURA CHEMICAL PLANTS CO.,LTD.",Standard Market(Domestic),Machinery,0.7986164371975576,0.0963782654831527,23957683700.0,0.1713114512371346,-0.0077899343544857,False,False,pass,1767884553.3333333,False,False,False,,False,False,False,False,False,False,False,False,,
7269,SUZUKI MOTOR CORPORATION,Prime Market (Domestic),Transportation Equipment,0.9100879398179522,0.0617355972356181,3743755796480.0,0.596937187338984,,False,False,pass,16100622640.833334,False,False,False,,False,False,False,False,False,False,False,False,,
9769,"GAKKYUSHA CO.,LTD.",Prime Market (Domestic),Services,0.2718587392166722,0.0688648796109044,27051089184.0,0.3896902565837195,-0.0332228794309618,False,False,pass,37573628.333333336,False,False,False,,False,False,False,False,False,False,False,False,,
3834,"Asahi Net,Inc.",Prime Market (Domestic),Information & Communication,0.8838554715018094,0.10986270209799,15947177400.0,0.3000608642726719,-0.0488543315213651,False,False,pass,36314050.0,False,False,False,,False,False,False,False,False,False,False,False,,
4917,MANDOM CORPORATION,Prime Market (Domestic),Chemicals,0.5506195097066777,0.0185782827280943,139248607520.0,0.3374430722520822,-0.024502377370162,True,False,pass,480976775.0,False,False,True,,False,False,False,False,False,False,False,False,human_review_required,human_review_required
6203,"Howa Machinery,Ltd.",Standard Market(Domestic),Machinery,0.8926666694803581,0.0356857032152427,20988797544.0,0.1234324983113565,0.0215728940006216,False,False,pass,752620498.3333334,False,False,False,,False,False,False,False,False,False,False,False,,
4970,"Toyo Gosei Co.,Ltd.",Standard Market(Domestic),Chemicals,0.1886969125295815,0.0249179322695218,131591978200.0,0.1375409935624924,-0.0560850527591899,False,False,pass,988293166.6666666,False,False,False,,False,False,False,False,False,False,False,False,,
5951,"Dainichi Co.,Ltd.",Standard Market(Domestic),Metal Products,1.805729891812725,0.0750429305590162,15472943172.0,0.179828252247394,-0.0526456615333819,False,False,pass,28572578.333333332,False,False,False,,False,False,False,False,False,False,False,False,,
6496,"NAKAKITA SEISAKUSHO CO.,LTD.",Standard Market(Domestic),Machinery,1.485148601495495,0.1009319279543965,17140810000.0,0.1131815820707626,0.1246040381603901,False,False,pass,167694683.33333334,False,False,False,,False,False,False,False,False,False,False,False,,
6918,AVAL DATA CORPORATION,Standard Market(Domestic),Electric Appliances,0.923497842375662,0.0523899033939772,21720845550.0,0.1497200115504033,0.0667731075333008,True,False,pass,86249375.0,False,False,True,,False,False,False,False,False,False,False,False,human_review_required,human_review_required
6310,"ISEKI & CO.,LTD.",Prime Market (Domestic),Machinery,1.9241062540789584,0.0710978212414038,40760742726.0,0.2657405418307674,-0.0989299987728791,False,False,pass,292670353.3333333,False,False,False,,False,False,False,False,False,False,False,False,,
6433,"HEPHAIST CO.,LTD.",Standard Market(Domestic),Machinery,0.3508146822022507,,8034544000.0,0.0666778630509135,-0.0038639154946764,True,True,pass,1278984505.0,False,False,True,,False,False,False,False,False,False,False,False,distress_exclusion;human_review_required,distress_exclusion;human_review_required
7702,"JMS CO.,LTD.",Standard Market(Domestic),Precision Instruments,3.884262923806971,0.1205320183066155,10536619380.0,0.1636688798898184,-0.0020013206684614,False,False,pass,15761036.666666666,False,False,False,,False,False,False,False,False,False,False,False,,
6849,NIHON KOHDEN CORPORATION,Prime Market (Domestic),Electric Appliances,0.7882255194852027,0.0728730566488217,230002702930.0,0.3792249577585146,0.0049784828284532,False,False,pass,922057090.0,False,False,False,,False,False,False,False,False,False,False,False,,
6364,AIRMAN CORPORATION,Prime Market (Domestic),Machinery,0.8956065749090839,0.1052982297139279,45823961268.0,0.2285058737897413,0.0151790660201318,False,False,pass,147625148.33333334,False,False,False,,False,False,False,False,False,False,False,False,,
3939,"Kanamic Network Co.,LTD",Prime Market (Domestic),Information & Communication,0.2016481749363231,0.0465639051673778,23871021900.0,0.5298328079084313,-0.0272988208404257,False,False,pass,87585605.0,False,False,False,,False,False,False,False,False,False,False,False,,
4684,"OBIC Co.,Ltd.",Prime Market (Domestic),Information & Communication,0.2409929816987152,0.0358953727563735,1800259895296.0,0.1886285286035473,0.0037962058719637,False,False,pass,7176962053.333333,False,False,False,,False,False,False,False,False,False,False,False,,
4272,"NIPPON KAYAKU CO.,LTD.",Prime Market (Domestic),Chemicals,0.7939853178412778,0.0519762919596826,338192651635.0,0.1912776820405236,-0.0215828607332798,False,False,pass,955660666.6666666,False,False,False,,False,False,False,False,False,False,False,False,,
4733,"OBIC BUSINESS CONSULTANTS CO.,LTD.",Prime Market (Domestic),Information & Communication,0.3315424694054681,0.0337463049422416,479546428200.0,0.1885440354827088,-0.0073189822721134,False,False,pass,2034922696.6666667,False,False,False,,False,False,False,False,False,False,False,False,,
9446,"SAKAI Holdings CO.,LTD",Standard Market(Domestic),Information & Communication,0.9272043941557392,0.1936073925063539,5200726000.0,0.3138323185509488,-0.0463775411035154,False,False,pass,10406168.333333334,False,False,False,,False,False,False,False,False,False,False,False,,
6907,"GEOMATEC CO.,LTD.",Standard Market(Domestic),Electric Appliances,1.7983888490322744,0.071199891280988,5062592000.0,0.0939937980642531,-0.0074719016665961,False,False,pass,90657495.0,False,False,False,,False,False,False,False,False,False,False,False,,
6316,"MARUYAMA MFG.CO.,INC.",Standard Market(Domestic),Machinery,2.1026268287454775,0.0793768423855535,9889534232.0,0.2716298815887061,-0.0279152261364658,False,False,review,6920210.0,False,False,True,,False,False,False,False,False,False,False,True,human_review_required,human_review_required
9635,"Musashino Kogyo Co.,Ltd.",Standard Market(Domestic),Services,1.361025693691884,0.0244554289727168,2656301800.0,0.1120565362085441,-0.0224286528534045,False,False,exclude,1259358.3333333333,False,False,False,,False,False,False,False,False,False,False,False,liquidity_exclusion,liquidity_exclusion
9636,Kin-Ei Corp.,Standard Market(Domestic),Services,0.2362266857962697,0.0171446499316881,11681720000.0,0.1113884650716673,-0.0720572324287181,False,False,review,5968258.333333333,False,False,True,,False,False,False,False,False,False,False,True,human_review_required,human_review_required
6908,"IRISO ELECTRONICS CO.,LTD.",Prime Market (Domestic),Electric Appliances,1.028972704264997,0.056813468459825,69191339775.0,0.1775358733300346,-0.0767215533466372,False,False,pass,441843825.0,False,False,False,,False,False,False,False,False,False,False,False,,
5444,"YAMATO KOGYO CO.,LTD.",Prime Market (Domestic),Iron and Steel,0.8360900947689277,0.0631706044833623,721142379000.0,0.0449092825496098,-0.040233316275279,False,False,pass,1899128733.3333333,False,False,False,,False,False,False,False,False,False,False,False,,
4345,"CTS Co.,Ltd.",Prime Market (Domestic),Services,0.3838699424281215,0.0650425666473954,33670258000.0,0.3557377049180328,-0.038591299200947,False,False,pass,55683540.0,False,False,False,,False,False,False,False,False,False,False,False,,
6445,JANOME Corporation,Prime Market (Domestic),Machinery,1.6241163187268393,0.0846839048870605,21822328605.0,0.3030486207660843,-0.0154703832752613,False,False,pass,73976070.0,False,False,False,,False,False,False,False,False,False,False,False,,
2124,"JAC Recruitment Co.,Ltd.",Prime Market (Domestic),Services,0.1735462187820287,0.0608705264424001,137997820800.0,1.3827480174785565,-0.0409784213115906,False,False,pass,335563013.3333333,False,False,False,,False,False,False,False,False,True,False,False,,
9414,Nippon BS Broadcasting Corporation,Standard Market(Domestic),Information & Communication,1.5182379551811145,0.0878728414392838,16088508996.0,0.2092573613049065,-0.0157302934482429,False,False,pass,32297998.333333332,False,False,False,,False,False,False,False,False,False,False,False,,
1928,"Sekisui House,Ltd.",Prime Market (Domestic),Construction,1.0291683111168135,0.1112674769121007,2126218788864.0,0.1677411404102194,0.0041269483881845,False,False,pass,8520466928.333333,False,False,False,,False,False,False,False,False,False,False,False,,
5992,"CHUO SPRING CO.,LTD.",Standard Market(Domestic),Metal Products,0.8121081467378984,0.0193953096141062,99796499180.0,0.0964311299438355,-0.0493410899484928,False,False,pass,103739266.66666669,False,False,False,,False,False,False,False,False,False,False,False,,
6349,KOMORI CORPORATION,Prime Market (Domestic),Machinery,1.4937373625200792,0.1023380613652186,77322160440.0,0.2057058621300357,-0.0480917784450589,False,False,pass,224976855.0,False,False,False,,False,False,False,False,False,False,False,False,,
4828,Business Engineering Corporation,Prime Market (Domestic),Information & Communication,1.0653254599770232,0.2651103561054257,12563790600.0,0.4927276515082538,-0.0112488618257899,False,False,pass,208574455.0,False,False,False,,False,False,False,False,False,False,False,False,,
9679,"HORAI Co.,Ltd.",Standard Market(Domestic),Services,0.9818634088391872,0.0495582279568406,10047251900.0,0.0730213195228859,-0.0223250823547898,False,False,exclude,1351358.3333333333,False,False,False,,False,False,False,False,False,False,False,False,liquidity_exclusion,liquidity_exclusion
9445,"FORVAL TELECOM,INC.",Standard Market(Domestic),Information & Communication,0.3636139649278035,0.0849758322912126,9132020000.0,0.582492065314835,-0.1118599539827672,False,False,exclude,1215823.3333333333,False,False,False,,False,False,False,False,False,False,False,False,liquidity_exclusion,liquidity_exclusion
6757,"OSG CORPORATION CO.,LTD.",Standard Market(Domestic),Electric Appliances,0.654137465194424,0.0248021112841109,4301609600.0,0.7446803146469008,0.0018687450333035,False,False,review,4823628.333333333,False,False,True,,False,False,False,False,False,False,False,True,human_review_required,human_review_required
6408,"OGURA CLUTCH CO.,LTD.",Standard Market(Domestic),Machinery,2.719645000978364,0.1785338393953369,6508570050.0,0.1435134962669899,-0.0341379743128477,True,False,review,9447575.0,False,False,True,,False,False,False,False,False,False,False,True,human_review_required,human_review_required
6287,SATO CORPORATION,Prime Market (Domestic),Machinery,1.1090061337010535,0.1082371852513547,72350366298.0,0.3708919639100556,-0.0277700472509747,False,False,pass,169072476.66666666,False,False,False,,False,False,False,False,False,False,False,False,,
6138,"DIJET INDUSTRIAL CO.,LTD.",Standard Market(Domestic),Machinery,2.4068101497881567,0.062275777211913,3298585890.0,0.1886847110194941,-0.0739937371689115,False,False,review,7583176.666666667,False,False,True,,False,False,False,False,False,False,False,True,human_review_required,human_review_required
6513,"Origin Company,Limited",Standard Market(Domestic),Electric Appliances,4.562416244951553,0.0852951776008086,5675092234.0,0.1489495061557803,0.0192349440808961,True,False,exclude,2614773.3333333335,False,False,True,extreme_high_bm_top1pct;extreme_high_bm_top1pct,True,False,False,False,False,False,False,False,liquidity_exclusion;human_review_required,liquidity_exclusion;human_review_required
6905,"COSEL CO.,LTD.",Prime Market (Domestic),Electric Appliances,0.914082683816871,0.0133918564032678,61084287000.0,0.1061327719266336,-0.0465773042415525,False,False,pass,197729048.33333337,False,False,False,,False,False,False,False,False,False,False,False,,
2480,"System Location Co.,Ltd.",Standard Market(Domestic),Information & Communication,0.6170316983183036,0.0551555406619751,5998110000.0,0.2931457298265799,-0.0376267969151154,False,False,exclude,2690310.0,False,False,False,,False,False,False,False,False,False,False,False,liquidity_exclusion,liquidity_exclusion
6237,"IWAKI CO.,LTD.",Prime Market (Domestic),Machinery,0.5068373890240087,0.0610613557765154,75191714000.0,0.3416084008483196,0.0218463016441167,False,False,pass,86794176.66666667,False,False,False,,False,False,False,False,False,False,False,False,,
6339,"Sintokogio,Ltd.",Prime Market (Domestic),Machinery,1.962577385511614,0.0520883862239228,64774515868.0,0.1804074943825919,0.0048125030902203,False,False,pass,180568240.0,False,False,False,,False,False,False,False,False,False,False,False,,
4109,STELLA CHEMIFA CORPORATION,Prime Market (Domestic),Chemicals,0.535267797753258,0.0344059937567216,84055121920.0,0.1351081585234152,-0.0703405428364411,False,False,pass,394872275.0,False,False,False,,False,False,False,False,False,False,False,False,,
4743,ITFOR Inc.,Prime Market (Domestic),Information & Communication,0.4321973876069681,0.0661378033133865,44064602300.0,0.3285847215615389,0.0127194328554711,False,False,pass,129480861.66666669,False,False,False,,False,False,False,False,False,False,False,False,,
9412,SKY Perfect JSAT Corporation,Prime Market (Domestic),Information & Communication,0.2538203503352041,0.0175520058289537,1119587139584.0,0.1421021580807805,-0.0561901523815411,False,False,pass,7502093313.333333,False,False,False,,False,False,False,False,False,False,False,False,,
5906,"MK SEIKO CO.,LTD.",Standard Market(Domestic),Metal Products,1.4481698918662715,0.1158053099609556,11524937850.0,0.3490856553075332,0.0308350147225126,False,False,pass,31201090.0,False,False,False,,False,False,False,False,False,False,False,False,,
7729,"TOKYO SEIMITSU CO.,LTD.",Prime Market (Domestic),Precision Instruments,0.2581416464323107,0.0377100167722304,682683334656.0,0.2624604962345347,-0.0132908715877413,False,False,pass,6268237216.666667,False,False,False,,False,False,False,False,False,False,False,False,,
9441,"Bell-Park Co.,Ltd.",Standard Market(Domestic),Information & Communication,0.8041709873204642,0.1344251573244788,33661958000.0,0.7152657640352605,-0.002749228111661,False,False,pass,40432941.666666664,False,False,False,,False,False,False,False,False,False,False,False,,
7244,"ICHIKOH INDUSTRIES,LTD.",Prime Market (Domestic),Electric Appliances,1.582551613419798,0.155944146130171,50627100766.0,0.1613609891932336,-0.0316713510183652,False,False,pass,74790906.66666667,False,False,False,,False,False,False,False,False,False,False,False,,
6772,"Tokyo Cosmos Electric Co.,Ltd.",Standard Market(Domestic),Electric Appliances,4.639266979155057,0.5153492468066291,1632914000.0,0.2432570912769771,-0.0293069896358181,False,False,review,6570936.666666667,True,True,True,extreme_high_bm_top1pct;extreme_high_ep_top1pct;extreme_high_bm_top1pct;extreme_high_ep_top1pct,True,True,True,False,False,False,False,True,extreme_high_ep_top1pct;human_review_required,extreme_high_ep_top1pct;human_review_required;both_extreme_bm_ep
5703,"Nippon Light Metal Holdings Company,Ltd.",Prime Market (Domestic),Nonferrous Metals,1.2920163644608456,0.070805804172588,193868287500.0,0.1582994067698034,0.0028114175915859,False,False,pass,874260236.6666666,False,False,False,,False,False,False,False,False,False,False,False,,
5817,"JMACS Japan Co.,Ltd.",Standard Market(Domestic),Nonferrous Metals,1.0413418657197726,0.0737691440273559,5428950075.0,0.1620437293329056,-0.091238530131127,False,False,pass,928973493.3333334,False,False,False,,False,False,False,False,False,False,False,False,,
6151,"NITTO KOHKI CO.,LTD.",Prime Market (Domestic),Machinery,1.9191340194949091,0.0578877026659602,30317319900.0,0.182298626229262,-0.0144454623229333,False,False,pass,41376286.666666664,False,False,False,,False,False,False,False,False,False,False,False,,
6566,"KANAME KOGYO CO.,LTD.",Standard Market(Domestic),Services,1.0027183425809332,0.0775528021923363,19521822000.0,0.1397915057441364,-0.0259752591625259,False,False,review,4653440.0,False,False,True,,False,False,False,False,False,False,False,True,human_review_required,human_review_required
8035,Tokyo Electron Limited,Prime Market (Domestic),Electric Appliances,0.0765390688250761,0.0224489171500327,24238719238144.0,0.4365176290308269,-0.0149695727035207,False,False,pass,138488824083.33334,False,False,False,,False,False,False,False,False,False,False,False,,
7780,"Menicon Co.,Ltd.",Prime Market (Domestic),Precision Instruments,0.6908412843749349,0.0450970515974259,124708818000.0,0.3474973569269871,-0.0453289893051915,False,False,pass,448455850.0,False,False,False,,False,False,False,False,False,False,False,False,,
4224,LONSEAL CORPORATION,Standard Market(Domestic),Chemicals,2.0477185435921212,0.0013999653466577,9285944135.0,0.289541751920627,-0.0425385541477956,False,False,pass,27764693.333333332,False,False,False,,False,False,False,False,False,False,False,False,,
6323,RORZE CORPORATION,Prime Market (Domestic),Machinery,0.2097217085355068,0.02854208746854,667365343232.0,0.2668599405986761,-0.0630739663411593,False,False,pass,6955437688.333333,False,False,False,,False,False,False,False,False,False,False,False,,
4680,ROUND ONE Corporation,Prime Market (Domestic),Services,0.3069397976479106,0.0181608380149087,235727007558.0,0.3903106945263884,,False,False,pass,2192292031.963196,False,False,False,,False,False,False,False,False,False,False,False,,
6239,NAGAOKA INTERNATIONAL CORPORATION,Standard Market(Domestic),Machinery,0.8265734614652733,0.112633007084742,9083012400.0,0.3664106921487912,0.0501151722889362,False,False,pass,36183610.0,False,False,False,,False,False,False,False,False,False,False,False,,
3964,AUCNET INC.,Prime Market (Domestic),Information & Communication,0.4049493924316907,0.1064548881640905,65743002700.0,0.5315855979132031,-0.1212024495433869,False,False,pass,261313381.66666663,False,False,False,,False,False,False,False,False,False,False,False,,
6087,"ABIST Co.,Ltd.",Standard Market(Domestic),Services,0.5481630398543709,0.0480830954246322,13509384000.0,0.3004790826900285,0.0213403704436146,False,False,review,7664900.0,False,False,True,,False,False,False,False,False,False,False,True,human_review_required,human_review_required
7004,Kanadevia Corporation,Prime Market (Domestic),Machinery,0.8596817655080881,0.0968350197576532,230195646738.0,0.1872894338867511,-0.0043349757141645,False,False,pass,1440936808.3333333,False,False,False,,False,False,False,False,False,False,False,False,,
9701,"Tokyo Kaikan Co.,Ltd.",Standard Market(Domestic),Services,0.8179339102678176,0.0663966440232706,13396550580.0,0.0792961304697148,-0.0253572437123272,False,False,pass,67654283.33333333,False,False,False,,False,False,False,False,False,False,False,False,,
