code,ticker,company_name,market,sector,market_equity_final,market_equity_method,book_equity,net_income,pbr_raw,per_raw,bm_raw,bm_method,ep_raw,ep_method,bm_winsorized,ep_winsorized,bm_available,ep_available,value_metric_quality_flag,notes,anomaly_flags,gross_profitability,gross_profitability_available,available_signal_score,available_signal_max,sloan_accruals,sloan_accruals_winsorized,distress_review_flag,distress_exclusion_flag,distress_reason,avg_daily_value_60d,liquidity_flag,liquidity_exclusion_flag,anomaly_flags_review,microcap_flag,one_time_profit_suspected,bm_percentile,ep_percentile,gross_profitability_percentile,sloan_accruals_percentile,piotroski_available_ratio,phase1_final_candidate,selection_cell,distress_flags,liquidity,human_review_required,tie_break_reason,adoption_rationale,latest_price
6454,6454.T,"MAX CO.,LTD.",Prime Market (Domestic),Machinery,75379198640.0,close_times_edinet_shares_outstanding,106034000000.0,11231000000.0,,,1.4066745456714502,book_equity_over_market_equity,0.148993358945584,net_income_over_market_equity,1.4066745456714502,0.148993358945584,True,True,B_price_times_shares,,,0.3522963462294661,True,6.0,6,-0.0272563411386444,-0.0272563411386444,False,False,,539091076.6666666,pass,False,,False,False,0.7546131434121075,0.8898181818181818,0.6650230111768574,0.5693811074918567,1.0,True,HighValuexHighQuality,,539091076.6666666,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",1640.0
6622,6622.T,DAIHEN CORPORATION,Prime Market (Domestic),Electric Appliances,379239340890.0,close_times_edinet_shares_outstanding,153285000000.0,12922000000.0,,,0.404190661338748,book_equity_over_market_equity,0.0340734691967204,net_income_over_market_equity,0.404190661338748,0.0340734691967204,True,True,B_price_times_shares,,,0.2200293556233935,True,4.0,6,-0.0391209085873358,-0.0391209085873358,False,False,,3054266466.6666665,pass,False,,False,False,0.1702816445451602,0.1396363636363636,0.410913872452334,0.6644951140065147,0.6666666666666666,False,OtherValuexQualityMissingOrLow,,3054266466.6666665,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",15790.0
7730,7730.T,"MANI,INC.",Prime Market (Domestic),Precision Instruments,172675192781.0,close_times_edinet_shares_outstanding,53561000000.0,4814000000.0,,,0.3101835251339791,book_equity_over_market_equity,0.0278789322453833,net_income_over_market_equity,0.3101835251339791,0.0278789322453833,True,True,B_price_times_shares,,,0.3331263903978478,True,5.0,6,-0.0382584835538883,-0.0382584835538883,False,False,,575694746.6666666,pass,False,,False,False,0.1107154418905794,0.1021818181818181,0.6380670611439843,0.6553745928338762,0.8333333333333334,False,OtherValuexHighQuality,,575694746.6666666,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",1753.0
7716,7716.T,NAKANISHI INC.,Standard Market(Domestic),Precision Instruments,253701864000.0,close_times_edinet_shares_outstanding,114074441000.0,10986418000.0,,,0.4496397432854494,book_equity_over_market_equity,0.0433044433603373,net_income_over_market_equity,0.4496397432854494,0.0433044433603373,True,True,B_price_times_shares,,,0.28759715177496,True,5.0,6,-0.035565476510567,-0.035565476510567,False,False,,688632315.0,pass,False,,False,False,0.2068630624797669,0.2087272727272727,0.5641025641025641,0.6351791530944626,0.8333333333333334,False,OtherValuexHighQuality,,688632315.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",3055.0
6647,6647.T,"MORIO DENKI CO.,LTD.",Standard Market(Domestic),Electric Appliances,3488977500.0,close_times_edinet_shares_outstanding,5185661000.0,568705000.0,,,1.4862982062796335,book_equity_over_market_equity,0.1630004779337212,net_income_over_market_equity,1.4862982062796335,0.1630004779337212,True,True,B_price_times_shares,,,0.209397821745732,True,3.0,6,0.0771521507434563,0.0771521507434563,False,False,,5372728.333333333,review,False,,False,False,0.7840725153771447,0.9072727272727272,0.3770545693622616,0.0641693811074918,0.5,False,HighValuexQualityMissingOrLow,,5372728.333333333,True,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",2595.0
6997,6997.T,NIPPON CHEMI-CON CORPORATION,Prime Market (Domestic),Electric Appliances,123074813460.0,close_times_edinet_shares_outstanding,57343000000.0,-821000000.0,,,0.4659198611634442,book_equity_over_market_equity,,missing,0.4659198611634442,,True,False,B_price_times_shares,net_income_nonpositive_or_missing,,0.1458433209179973,True,3.0,6,-0.0019545740309811,-0.0019545740309811,True,True,two_year_net_loss;two_year_ocf_loss,2509765510.0,pass,False,,False,False,0.2178698607963742,,0.1906640368178829,0.3442996742671009,0.5,False,OtherValuexQualityMissingOrLow,two_year_net_loss;two_year_ocf_loss,2509765510.0,True,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",5620.0
7775,7775.T,"DAIKEN MEDICAL CO.,LTD.",Standard Market(Domestic),Precision Instruments,12152155500.0,close_times_edinet_shares_outstanding,8414446000.0,1097620000.0,,,0.6924241547106602,book_equity_over_market_equity,0.0903230706684094,net_income_over_market_equity,0.6924241547106602,0.0903230706684094,True,True,B_price_times_shares,,,0.366420002935316,True,6.0,6,-0.0020992097450638,-0.0020992097450638,False,False,,16527721.666666666,pass,False,,False,False,0.3777921657494335,0.6341818181818182,0.6837606837606838,0.3459283387622149,1.0,False,OtherValuexHighQuality,,16527721.666666666,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",423.0
7722,7722.T,"KOKUSAI CO.,LTD.",Standard Market(Domestic),Precision Instruments,10559172000.0,close_times_edinet_shares_outstanding,11601648000.0,1000262000.0,,,1.0987270592807843,book_equity_over_market_equity,0.0947292079341069,net_income_over_market_equity,1.0987270592807843,0.0947292079341069,True,True,B_price_times_shares,,,0.2317952799560965,True,6.0,6,-0.0015433958325173,-0.0015433958325173,False,False,,54644238.333333336,pass,False,,False,False,0.6319197151181613,0.6709090909090909,0.4411571334648257,0.3423452768729641,1.0,False,OtherValuexQualityMissingOrLow,,54644238.333333336,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",780.0
6822,6822.T,"Oi Electric Co.,Ltd.",Standard Market(Domestic),Electric Appliances,7784800000.0,close_times_edinet_shares_outstanding,8888635000.0,1249677000.0,,,1.14179362347138,book_equity_over_market_equity,0.1605278234508272,net_income_over_market_equity,1.14179362347138,0.1605278234508272,True,True,B_price_times_shares,,,0.2393845218390028,True,6.0,6,-0.0631172749305927,-0.0631172749305927,False,False,,61122391.666666664,pass,False,,False,False,0.6526383943023633,0.9036363636363636,0.462853385930309,0.8228013029315961,1.0,False,OtherValuexQualityMissingOrLow,,61122391.666666664,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",5920.0
5802,5802.T,"Sumitomo Electric Industries,Ltd.",Prime Market (Domestic),Nonferrous Metals,10279343620096.0,raw_market_cap,2530437000000.0,221826000000.0,3.7468898,27.852915,0.2461671769638116,book_equity_over_market_equity,0.0215797825423729,net_income_over_market_equity,0.2461671769638116,0.0215797825423729,True,True,A_raw_market_cap,,,0.1789091802030369,True,6.0,6,-0.0373140085068998,-0.0373140085068998,False,False,,83977180426.66667,pass,False,,False,False,0.072515377144707,0.068,0.2905982905982906,0.6469055374592834,1.0,False,OtherValuexQualityMissingOrLow,,83977180426.66667,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",13180.0
6592,6592.T,"MABUCHI MOTOR CO.,LTD.",Prime Market (Domestic),Electric Appliances,385884422884.0,close_times_edinet_shares_outstanding,334236000000.0,39014000000.0,,,0.8661557196375197,book_equity_over_market_equity,0.1011028113247471,net_income_over_market_equity,0.8661557196375197,0.1011028113247471,True,True,B_price_times_shares,,,0.1275428907844806,True,5.0,6,0.0077138723956434,0.0077138723956434,False,False,,1653026941.6666667,pass,False,,False,False,0.4917449012625445,0.7127272727272728,0.1416831032215647,0.2788273615635179,0.8333333333333334,False,OtherValuexQualityMissingOrLow,,1653026941.6666667,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",1520.5
6870,6870.T,"Fenwal Controls of Japan,Ltd.",Standard Market(Domestic),Electric Appliances,13994486400.0,close_times_edinet_shares_outstanding,14607861000.0,1247024000.0,,,1.0438297328296378,book_equity_over_market_equity,0.0891082362265184,net_income_over_market_equity,1.0438297328296378,0.0891082362265184,True,True,B_price_times_shares,,,0.2164850118172081,True,5.0,6,0.04668599234682,0.04668599234682,False,False,,16554598.333333334,pass,False,,False,False,0.6021366137908708,0.6254545454545455,0.3977646285338593,0.1140065146579805,0.8333333333333334,False,OtherValuexQualityMissingOrLow,,16554598.333333334,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",2472.0
6508,6508.T,MEIDENSHA CORPORATION,Prime Market (Domestic),Electric Appliances,449571510400.0,close_times_edinet_shares_outstanding,142212000000.0,18874000000.0,,,0.3163278737869062,book_equity_over_market_equity,0.0419821976334913,net_income_over_market_equity,0.3163278737869062,0.0419821976334913,True,True,B_price_times_shares,,,0.2390294919832311,True,6.0,6,-0.0490435327908373,-0.0490435327908373,False,False,,2498441766.6666665,pass,False,,False,False,0.1158951116866299,0.1974545454545454,0.4612097304404997,0.7381107491856678,1.0,False,OtherValuexQualityMissingOrLow,,2498441766.6666665,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",9910.0
6912,6912.T,KIKUSUI HOLDINGS CORPORATION,Standard Market(Domestic),Electric Appliances,17034065000.0,close_times_edinet_shares_outstanding,14062391000.0,1439924000.0,,,0.8255452236445029,book_equity_over_market_equity,0.0845320245050139,net_income_over_market_equity,0.8255452236445029,0.0845320245050139,True,True,B_price_times_shares,,,0.3988522015353797,True,4.0,6,-0.0420524847935913,-0.0420524847935913,False,False,,17595786.666666668,pass,False,,False,False,0.4661702816445451,0.5952727272727273,0.7189349112426036,0.6899022801302932,0.6666666666666666,False,OtherValuexHighQuality,,17595786.666666668,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",2050.0
6998,6998.T,"Nippon Tungsten Co.,Ltd.",Standard Market(Domestic),Electric Appliances,9947185920.0,close_times_edinet_shares_outstanding,12563000000.0,676000000.0,,,1.2629702612414828,book_equity_over_market_equity,0.0679589187773017,net_income_over_market_equity,1.2629702612414828,0.0679589187773017,True,True,B_price_times_shares,,,0.1660522883230306,True,6.0,6,-0.0197871728501581,-0.0197871728501581,False,False,,143292433.33333334,pass,False,,False,False,0.7028164454516025,0.4389090909090909,0.2508218277449047,0.5074918566775244,1.0,False,OtherValuexQualityMissingOrLow,,143292433.33333334,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",2051.0
6644,6644.T,"Osaki Electric Co.,Ltd.",Prime Market (Domestic),Electric Appliances,72308786940.0,close_times_edinet_shares_outstanding,63343000000.0,4314000000.0,,,0.8760069513067674,book_equity_over_market_equity,0.0596607989507505,net_income_over_market_equity,0.8760069513067674,0.0596607989507505,True,True,B_price_times_shares,,,0.2332235631211883,True,4.0,6,-0.0262548813687204,-0.0262548813687204,False,False,,601225355.0,pass,False,,False,False,0.4991906765943671,0.3581818181818181,0.4477317554240631,0.5592833876221499,0.6666666666666666,False,OtherValuexQualityMissingOrLow,,601225355.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",1593.0
6861,6861.T,KEYENCE CORPORATION,Prime Market (Domestic),Electric Appliances,19455367184384.0,raw_market_cap,3108552000000.0,398656000000.0,5.6043563,43.728058,0.1597786343757677,book_equity_over_market_equity,0.0204907980518601,net_income_over_market_equity,0.1597786343757677,0.0204907980518601,True,True,A_raw_market_cap,,,0.2698812850690619,True,3.0,6,-0.0034748871764958,-0.0034748871764958,False,False,,57849066450.0,pass,False,,False,False,0.0323729362253156,0.0618181818181818,0.5292570677186061,0.3570032573289902,0.5,False,OtherValuexHighQuality,,57849066450.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",80220.0
6928,6928.T,"ENOMOTO Co.,Ltd.",Standard Market(Domestic),Electric Appliances,25667231400.0,close_times_edinet_shares_outstanding,21902510000.0,447931000.0,,,0.8533257700711733,book_equity_over_market_equity,0.017451473165119,net_income_over_market_equity,0.8533257700711733,0.017451473165119,True,True,B_price_times_shares,,,0.0958458106115529,True,6.0,6,-0.0087138889542373,-0.0087138889542373,False,False,,157416883.33333334,pass,False,,False,False,0.4839753965684688,0.049090909090909,0.0670611439842209,0.4009771986970684,1.0,False,OtherValuexQualityMissingOrLow,,157416883.33333334,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",3890.0
6134,6134.T,FUJI CORPORATION,Prime Market (Domestic),Machinery,720535552000.0,raw_market_cap,218682000000.0,10920000000.0,3.1018324,45.887688,0.3034992505130406,book_equity_over_market_equity,0.0151553937480103,net_income_over_market_equity,0.3034992505130406,0.0151553937480103,True,True,A_raw_market_cap,,,0.1909050346106456,True,5.0,6,-0.0504537322353834,-0.0504537322353834,False,False,,4464392523.333333,pass,False,,False,False,0.1061832308190352,0.041090909090909,0.326758711374096,0.7472312703583062,0.8333333333333334,False,OtherValuexQualityMissingOrLow,,4464392523.333333,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",8196.0
6346,6346.T,"KIKUKAWA ENTERPRISE,INC.",Standard Market(Domestic),Machinery,7217280000.0,close_times_edinet_shares_outstanding,12286443000.0,743887000.0,,,1.7023647412875764,book_equity_over_market_equity,0.1030702702403121,net_income_over_market_equity,1.7023647412875764,0.1030702702403121,True,True,B_price_times_shares,,,0.1611518733770793,True,5.0,6,0.0458412556495996,0.0458412556495996,False,False,,1680150.0,exclude,True,,False,False,0.8416963418582065,0.7283636363636363,0.235042735042735,0.1166123778501628,0.8333333333333334,False,HighValuexQualityMissingOrLow,,1680150.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",5760.0
7740,7740.T,"Tamron Co.,Ltd.",Prime Market (Domestic),Precision Instruments,170195594400.0,close_times_edinet_shares_outstanding,85911000000.0,11761000000.0,,,0.5047780484733864,book_equity_over_market_equity,0.0691028462955325,net_income_over_market_equity,0.5047780484733864,0.0691028462955325,True,True,B_price_times_shares,,,0.3528374478999679,True,4.0,6,-0.0320318878163569,-0.0320318878163569,False,False,,476014856.6666667,pass,False,,False,False,0.2434444804143735,0.4541818181818182,0.6666666666666666,0.6068403908794788,0.6666666666666666,False,OtherValuexHighQuality,,476014856.6666667,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",1044.0
6498,6498.T,KITZ CORPORATION,Prime Market (Domestic),Machinery,208922012334.0,close_times_edinet_shares_outstanding,119790000000.0,11707000000.0,,,0.5733718465648981,book_equity_over_market_equity,0.0560352634421509,net_income_over_market_equity,0.5733718465648981,0.0560352634421509,True,True,B_price_times_shares,,,0.2547728197477282,True,4.0,6,-0.0108036587793042,-0.0108036587793042,False,False,,771858006.6666666,pass,False,,False,False,0.2881191324053092,0.3243636363636363,0.4957264957264957,0.4228013029315961,0.6666666666666666,False,OtherValuexQualityMissingOrLow,,771858006.6666666,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",2394.0
6674,6674.T,GS Yuasa Corporation,Prime Market (Domestic),Electric Appliances,642947547136.0,raw_market_cap,390987000000.0,33900000000.0,1.6291107,20.438816,0.6081164812614117,book_equity_over_market_equity,0.0527259185465548,net_income_over_market_equity,0.6081164812614117,0.0527259185465548,True,True,A_raw_market_cap,,,0.2010571714393618,True,3.0,6,-0.0079917002431129,-0.0079917002431129,False,False,,6837601991.666667,pass,False,,False,False,0.3156361281968274,0.2887272727272727,0.3547008547008547,0.3931596091205211,0.5,False,OtherValuexQualityMissingOrLow,,6837601991.666667,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",6409.0
6417,6417.T,"SANKYO CO.,LTD.",Prime Market (Domestic),Machinery,352934077500.0,close_times_edinet_shares_outstanding,290721000000.0,59138000000.0,,,0.8237260682202047,book_equity_over_market_equity,0.1675610369474735,net_income_over_market_equity,0.8237260682202047,0.1675610369474735,True,True,B_price_times_shares,,,0.333605576328521,True,2.0,6,0.0035049329864446,0.0035049329864446,False,False,,2076866637.5,pass,False,,False,False,0.463904176108773,0.9109090909090908,0.6387245233399079,0.3058631921824104,0.3333333333333333,False,OtherValuexHighQuality,,2076866637.5,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",1597.5
6794,6794.T,"Foster Electric Company,Limited",Prime Market (Domestic),Electric Appliances,61590649200.0,close_times_edinet_shares_outstanding,68731000000.0,5810000000.0,,,1.1159323840996305,book_equity_over_market_equity,0.0943325013693799,net_income_over_market_equity,1.1159323840996305,0.0943325013693799,True,True,B_price_times_shares,,,0.2258158126298841,True,6.0,6,-0.0860893340268069,-0.0860893340268069,False,False,,557762190.0,pass,False,,False,False,0.6429265134347686,0.668,0.4270216962524655,0.890228013029316,1.0,False,OtherValuexQualityMissingOrLow,,557762190.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",2748.0
4975,4975.T,JCU CORPORATION,Prime Market (Domestic),Chemicals,185164880070.0,close_times_edinet_shares_outstanding,47812997000.0,8110062000.0,,,0.2582184968441354,book_equity_over_market_equity,0.0437991372712474,net_income_over_market_equity,0.2582184968441354,0.0437991372712474,True,True,B_price_times_shares,,,0.3392004027626292,True,6.0,6,-0.0060632679424284,-0.0060632679424284,False,False,,690168716.6666666,pass,False,,False,False,0.0812560699255422,0.213090909090909,0.6469428007889546,0.3791530944625407,1.0,False,OtherValuexHighQuality,,690168716.6666666,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",7430.0
6654,6654.T,"FUJI ELECTRIC INDUSTRY CO.,LTD.",Standard Market(Domestic),Electric Appliances,5689445600.0,close_times_edinet_shares_outstanding,10441219000.0,236018000.0,,,1.8351909367056785,book_equity_over_market_equity,0.0414834795151218,net_income_over_market_equity,1.8351909367056785,0.0414834795151218,True,True,B_price_times_shares,,,0.1092677340973718,True,4.0,6,-0.018309169565182,-0.018309169565182,False,False,,8569355.0,review,False,,False,False,0.8637099384914212,0.1916363636363636,0.0973044049967127,0.4905537459283388,0.6666666666666666,False,OtherValuexQualityMissingOrLow,,8569355.0,True,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",1096.0
7261,7261.T,Mazda Motor Corporation,Prime Market (Domestic),Transportation Equipment,706788851712.0,raw_market_cap,1810029000000.0,115085000000.0,0.37084278,20.156504,2.5609190009374183,book_equity_over_market_equity,0.1628279785698918,net_income_over_market_equity,2.5609190009374183,0.1628279785698918,True,True,A_raw_market_cap,,,0.2279626242047051,True,3.0,6,-0.0415734057274953,-0.0415734057274953,False,False,,8166730167.29655,pass,False,,False,False,0.9362253156361282,0.9069090909090908,0.4316239316239316,0.6859934853420195,0.5,False,HighValuexQualityMissingOrLow,,8166730167.29655,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",1120.5
6853,6853.T,"KYOWA ELECTRONIC INSTRUMENTS CO.,LTD.",Standard Market(Domestic),Electric Appliances,23947064000.0,close_times_edinet_shares_outstanding,18214872000.0,1057207000.0,,,0.7606306977757273,book_equity_over_market_equity,0.0441476667035257,net_income_over_market_equity,0.7606306977757273,0.0441476667035257,True,True,B_price_times_shares,,,0.2620378075877974,True,5.0,6,0.0206420848113534,0.0206420848113534,False,False,,57739528.333333336,pass,False,,False,False,0.4289414049854322,0.2152727272727272,0.5082182774490467,0.2065146579804559,0.8333333333333334,False,OtherValuexHighQuality,,57739528.333333336,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",940.0
6787,6787.T,"Meiko Electronics Co.,Ltd.",Prime Market (Domestic),Electric Appliances,989451780096.0,raw_market_cap,115605000000.0,15096000000.0,7.2605267,50.69567,0.1168374268716597,book_equity_over_market_equity,0.015256933489508,net_income_over_market_equity,0.1168374268716597,0.015256933489508,True,True,A_raw_market_cap,,,0.1551492787655149,True,5.0,6,-0.0269736760938136,-0.0269736760938136,False,False,,17151093200.0,pass,False,,False,False,0.0158627387504046,0.0414545454545454,0.2169625246548323,0.565472312703583,0.8333333333333334,False,OtherValuexQualityMissingOrLow,,17151093200.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",38550.0
6651,6651.T,NITTO KOGYO CORPORATION,Prime Market (Domestic),Electric Appliances,176851590000.0,close_times_edinet_shares_outstanding,116507000000.0,12097000000.0,,,0.6587840120634483,book_equity_over_market_equity,0.0684019860946684,net_income_over_market_equity,0.6587840120634483,0.0684019860946684,True,True,B_price_times_shares,,,0.2679683983928078,True,5.0,6,-0.0376859446984692,-0.0376859446984692,False,False,,402120600.0,pass,False,,False,False,0.3528650048559404,0.4454545454545454,0.5213675213675214,0.649185667752443,0.8333333333333334,False,OtherValuexHighQuality,,402120600.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",4650.0
6156,6156.T,A-ONE SEIMITSU INC.,Standard Market(Domestic),Machinery,10045620300.0,close_times_edinet_shares_outstanding,7485347000.0,-221288000.0,,,0.7451353700875992,book_equity_over_market_equity,,missing,0.7451353700875992,,True,False,B_price_times_shares,net_income_nonpositive_or_missing,,0.0516880744646396,True,4.0,6,-0.0438365824575694,-0.0438365824575694,False,False,,32737273.333333332,pass,False,,False,False,0.4185820653933311,,0.0174227481919789,0.703257328990228,0.6666666666666666,False,OtherValuexQualityMissingOrLow,,32737273.333333332,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",2001.0
4022,4022.T,"Rasa Industries,Ltd.",Prime Market (Domestic),Chemicals,15614806000.0,close_times_edinet_shares_outstanding,27877000000.0,3131000000.0,,,1.7852927535571048,book_equity_over_market_equity,0.2005148190762024,net_income_over_market_equity,1.7852927535571048,0.2005148190762024,True,True,B_price_times_shares,,,0.2101531480431083,True,6.0,6,-0.0423021040139306,-0.0423021040139306,False,False,,2427613683.3333335,pass,False,,False,False,0.8562641631595985,0.9447272727272727,0.3780407626561473,0.6925081433224756,1.0,False,HighValuexQualityMissingOrLow,,2427613683.3333335,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",2000.0
4966,4966.T,"C.Uyemura & Co.,Ltd.",Standard Market(Domestic),Chemicals,375849970000.0,close_times_edinet_shares_outstanding,106119189000.0,14078236000.0,,,0.2823445456174973,book_equity_over_market_equity,0.0374570629871275,net_income_over_market_equity,0.2823445456174973,0.0374570629871275,True,True,B_price_times_shares,,,0.249601255087646,True,4.0,6,-0.0412091273652988,-0.0412091273652988,False,False,,1321243000.0,pass,False,,False,False,0.0935577856911621,0.1650909090909091,0.4868507560815253,0.6830618892508143,0.6666666666666666,False,OtherValuexQualityMissingOrLow,,1321243000.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens.",23300.0
