rank,code,ticker,company_name,sector,final_exploratory_weighted_score,bm_score,ep_score,gp_score,piotroski_score,sloan_quality_score,distress_safety_score,liquidity_score,anomaly_penalty,microcap_penalty,one_time_profit_penalty,missingness_penalty,bm_raw,ep_raw,gross_profitability,piotroski_available_ratio,sloan_accruals,avg_daily_value_60d,distress_exclusion_flag,anomaly_flags,gp_missing_review_flag,phase1_top5_flag,phase2_selected_topn_flag,phase3_priority_flag,phase3_handoff_note,market,distress_review_flag,microcap_flag,one_time_profit_suspected,market_equity_final,liquidity_flag,in_market_percentile_top1200,in_sector_percentile_top1200,in_robust_zscore_top1200,in_winsorized_zscore_top1200,market_percentile_rank,market_percentile_score,sector_percentile_rank,sector_percentile_score,robust_zscore_rank,robust_zscore_score,winsorized_zscore_rank,winsorized_zscore_score,normalization_top1200_count,normalization_core_flag,normalization_robust_flag,normalization_fragile_flag,sector_adjusted_candidate_flag,outlier_sensitive_flag,normalization_review_note
1,7261,7261.T,Mazda Motor Corporation,Transportation Equipment,1.0,0.9362253156361282,0.9069090909090908,0.4316239316239316,0.2102291061632784,0.6859934853420195,1.0,0.9751532752500808,0.0,0.0,0.0,0.0,2.5609190009374183,0.1628279785698918,0.2279626242047051,0.5,-0.0415734057274953,8166730167.29655,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,706788851712.0,pass,True,True,True,True,1,1.0,3,0.9896495207239666,10,0.9287446459314648,38,0.8666696691948939,4,True,True,False,False,False,Core across normalization methods.
2,7211,7211.T,MITSUBISHI MOTORS CORPORATION,Transportation Equipment,0.9931305702633936,0.8938167691809648,0.761090909090909,0.4569362261669954,0.707647628267183,0.7602605863192182,1.0,0.958050984188448,0.0,0.0,0.0,0.0,2.08613505000056,0.1085296350500257,0.2371500267107117,0.8333333333333334,-0.0523004660404182,5211658271.408691,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,466683592704.0,pass,True,True,True,True,2,0.9902682589842378,19,0.9534697060404678,26,0.9071496474478764,74,0.8016727929070843,4,True,True,False,False,False,Core across normalization methods.
3,9533,9533.T,"TOHO GAS CO.,LTD.",Electric Power and Gas,0.9905049928140924,0.9812236969893168,0.9545454545454546,0.4312952005259697,0.4406260083898031,0.8680781758957654,1.0,0.8747983220393676,0.0,0.0,0.0,0.0,3.7970202710801617,0.2155456004765327,0.2277964850777249,0.6666666666666666,-0.0772013990593917,1168177015.8333333,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,118091020850.0,pass,True,True,True,True,3,0.9865486722451432,80,0.9130175479195216,3,0.9835546150419382,70,0.8051527851646008,4,True,True,False,False,False,Core across normalization methods.
4,9507,9507.T,"Shikoku Electric Power Company,Incorporated",Electric Power and Gas,0.9898966402528044,0.7934606668824863,0.9618181818181818,0.6729125575279421,0.9209422394320748,0.5801302931596091,1.0,0.8712487899322362,0.0,0.0,0.0,0.0,1.5210845189509965,0.236369625854869,0.3592865040089916,1.0,-0.0284462935638381,1122384626.6666667,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,289821502032.0,pass,True,True,True,True,4,0.9856868351204132,377,0.8629261028115789,15,0.9188219045832065,253,0.7425881613123222,4,True,True,False,False,False,Core across normalization methods.
5,7419,7419.T,"Nojima Co.,Ltd.",Retail Trade,0.9898935704779284,0.7640012949174491,0.9567272727272728,0.7126890203813281,0.707647628267183,0.5045602605863192,1.0,0.8818973862536302,0.0,0.0,0.0,0.0,1.4375356459111268,0.2251948479761692,0.394318782962761,0.8333333333333334,-0.0195499046929336,1256600990.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,144905624144.0,pass,True,True,True,True,5,0.9856824862508248,56,0.924056166546526,17,0.9159348809740032,257,0.742283433895332,4,True,True,False,False,False,Core across normalization methods.
6,8012,8012.T,"NAGASE & CO.,LTD.",Wholesale Trade,0.9858411683359852,0.9721592748462284,0.9523636363636364,0.4220907297830374,0.707647628267183,0.4358306188925082,1.0,0.8793159083575347,0.0,0.0,0.0,0.0,3.2318551329825733,0.2088792088339837,0.2243303474756324,0.8333333333333334,-0.0125599898530377,1227580922.5,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,125766466402.5,pass,True,True,True,True,6,0.979941554375948,1,1.0,5,0.9610301380349052,92,0.7846182344521224,4,True,True,False,False,False,Core across normalization methods.
7,2695,2695.T,"Kura Sushi,Inc.",Retail Trade,0.9828227566197852,0.7228876659112982,0.3254545454545454,0.9539776462853384,0.4406260083898031,0.850814332247557,1.0,0.856727976766699,0.0,0.0,0.0,0.0,1.3266371658947702,0.0561211599892185,0.8835641033443901,0.6666666666666666,-0.0719613640590827,922079620.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,65020038800.0,pass,True,True,True,True,7,0.9756654496296592,17,0.9585028856116576,7,0.9336584160332004,127,0.76589992857075,4,True,True,False,False,False,Core across normalization methods.
8,4022,4022.T,"Rasa Industries,Ltd.",Chemicals,0.9826186177217648,0.8562641631595985,0.9447272727272727,0.3780407626561473,0.9209422394320748,0.6925081433224756,1.0,0.926105195224266,0.0,0.0,0.0,0.0,1.7852927535571048,0.2005148190762024,0.2101531480431083,1.0,-0.0423021040139306,2427613683.3333335,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,15614806000.0,pass,True,True,True,True,8,0.9753762514046318,12,0.9675331921400429,24,0.9088462674868616,179,0.7543996480402038,4,True,True,False,False,False,Core across normalization methods.
9,1333,1333.T,Umios Corporation,"Fishery, Agriculture and Forestry",0.9818830469903836,0.9873745548721268,0.9898181818181818,0.3898750821827745,0.9209422394320748,0.4472312703583062,1.0,0.851242336237496,0.0,0.0,0.0,0.0,4.33046990092831,0.4689838080262125,0.2137340706477141,1.0,-0.0138269283642717,835708894.1666666,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,63594946114.5,pass,True,True,True,True,9,0.97433418763354,9,0.9760186669771304,1,1.0,43,0.8437796535219746,4,True,True,False,False,False,Core across normalization methods.
10,1515,1515.T,"Nittetsu Mining Co.,Ltd.",Mining,0.980881397611317,0.9844609906118484,0.9694545454545456,0.1834319526627219,0.707647628267183,0.6280130293159609,1.0,0.9383672152307196,0.0,0.0,0.0,0.0,3.9995725898048793,0.2524422441216311,0.1425228683606809,0.8333333333333334,-0.0345753965888674,2948757588.3333335,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,37996810056.0,pass,True,True,True,True,10,0.9729151772179112,28,0.9448647183246308,2,0.9874556998880336,46,0.8359356954755481,4,True,True,False,False,False,Core across normalization methods.
11,8111,8111.T,Goldwin Inc.,Textiles and Apparels,0.9776799340054664,0.6668824862415021,0.970181818181818,0.777449046679816,0.2102291061632784,0.3306188925081433,1.0,0.8676992578251048,0.0,0.0,0.0,0.0,1.1742490396118532,0.2530470045879811,0.4568290726883487,0.5,0.0001027911215881,1059624842.5,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,96630268514.0,pass,True,True,True,True,11,0.968379747658526,62,0.9203343244864804,19,0.9136505578350012,313,0.7351846280507185,4,True,True,False,False,False,Core across normalization methods.
12,9684,9684.T,"SQUARE ENIX HOLDINGS CO.,LTD.",Information & Communication,0.9776603468283108,0.6529621236646164,0.5694545454545454,0.7064431295200526,0.4406260083898031,0.7087947882736156,1.0,0.946111648919006,0.0,0.0,0.0,0.0,1.1419701429032374,0.0812038123146788,0.3908712995001922,0.6666666666666666,-0.0443535710658302,3615485590.8333335,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,300971091176.0,pass,True,True,True,True,12,0.9683519990181558,7,0.9809828695559047,57,0.8824469201365263,184,0.7541783688661698,4,True,True,False,False,False,Core across normalization methods.
13,6745,6745.T,HOCHIKI CORPORATION,Electric Appliances,0.9767186795769388,0.6859825186144384,0.9014545454545456,0.7357001972386588,0.9209422394320748,0.7328990228013029,1.0,0.8363988383349468,0.0,0.0,0.0,0.0,1.2254997659566285,0.1588247366139235,0.4143996430762366,1.0,-0.047870637207813,705398966.8503824,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,48405558000.0,pass,True,True,True,True,13,0.9670179637103132,37,0.934969674520688,33,0.90227987123578,457,0.7240199561586702,4,True,True,False,False,False,Core across normalization methods.
14,9831,9831.T,"YAMADA HOLDINGS CO.,LTD.",Retail Trade,0.97563391443188,0.7973454192295241,0.408,0.6545036160420776,0.4406260083898031,0.4921824104234528,1.0,0.9196515004840272,0.0,0.0,0.0,0.0,1.5315686074520405,0.0651268234781706,0.3451825687934912,0.6666666666666666,-0.0184600152870686,2204535293.9248657,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,421316418252.7201,pass,True,True,True,True,14,0.965481205368004,98,0.907457947024769,44,0.8886386950867984,288,0.7375932816573137,4,True,True,False,False,False,Core across normalization methods.
15,8273,8273.T,"IZUMI CO.,LTD.",Retail Trade,0.973295317931272,0.8284234380058271,0.6414545454545455,0.6377383300460223,0.707647628267183,0.8543973941368078,1.0,0.8267182962245886,0.0,0.0,0.0,0.0,1.6419362978602792,0.0911828402044191,0.333054301827232,0.8333333333333334,-0.0726251207189295,647097245.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,187546252800.0,pass,True,True,True,True,15,0.9621681770153,96,0.9080881869126348,36,0.8985155118730493,490,0.7215437978536229,4,True,True,False,False,False,Core across normalization methods.
16,5021,5021.T,"COSMO ENERGY HOLDINGS COMPANY,LIMITED",Oil and Coal Products,0.9721323301961704,0.9158303658141792,0.9734545454545456,0.1827744904667981,0.4406260083898031,0.5534201954397394,1.0,0.9438528557599224,0.0,0.0,0.0,0.0,2.317108126436069,0.2652364451583565,0.1422708377287449,0.6666666666666666,-0.0256991626735388,3314935555.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,305327572731.0,pass,True,True,True,True,16,0.960520602780396,15,0.9641986773669624,11,0.928226513169744,100,0.7829158038482431,4,True,True,False,False,False,Core across normalization methods.
17,1909,1909.T,"Nippon Dry-Chemical CO.,LTD.",Machinery,0.9706087518853452,0.6798316607316284,0.9105454545454544,0.5706771860618014,0.9209422394320748,0.9,1.0,0.8699580509841884,0.0,0.0,0.0,0.0,1.2144395139194808,0.1672963333050793,0.2908272956083912,1.0,-0.0902868256360876,1098486153.3333333,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Standard Market(Domestic),False,False,False,25129170000.0,pass,True,True,True,True,17,0.9583621893302704,24,0.9479535316184587,41,0.8927012646720482,509,0.7199117572794677,4,True,True,False,False,False,Core across normalization methods.
18,6454,6454.T,"MAX CO.,LTD.",Machinery,0.9700994129050016,0.7546131434121075,0.8898181818181818,0.6650230111768574,0.9209422394320748,0.5693811074918567,1.0,0.8076798967408841,0.0,0.0,0.0,0.0,1.4066745456714502,0.148993358945584,0.3522963462294661,1.0,-0.0272563411386444,539091076.6666666,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,75379198640.0,pass,True,True,True,True,18,0.9576406221498796,31,0.9431102180309702,45,0.8883277678366104,516,0.7194542393853567,4,True,True,False,False,False,Core across normalization methods.
19,8060,8060.T,Canon Marketing Japan Inc.,Wholesale Trade,0.9691231173106468,0.6176756231790224,0.7574545454545455,0.7018408941485864,0.4406260083898031,0.3938110749185668,1.0,0.9109390125847048,0.0,0.0,0.0,0.0,1.075431531498073,0.1079657226303506,0.3856927214550711,0.6666666666666666,-0.0080219133401957,1918739823.3333333,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,384788792108.0,pass,True,True,True,True,19,0.9562575297763656,21,0.9511130015659088,56,0.8824550972073418,440,0.7253456279687128,4,True,True,False,False,False,Core across normalization methods.
20,1911,1911.T,"Sumitomo Forestry Co.,Ltd.",Construction,0.967053585110056,0.7656199417287148,0.9229090909090908,0.3625904010519395,0.0745401742497579,0.219543973941368,1.0,0.9619232010325912,0.0,0.0,0.0,0.0,1.4410784809889408,0.1753426707695453,0.2039807436299393,0.3333333333333333,0.0180598200763061,5753079290.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,788843921408.0,pass,True,True,True,True,20,0.953325677763584,4,0.9890634412837852,53,0.8849940642901304,97,0.7838899342543193,4,True,True,False,False,False,Core across normalization methods.
