code,fiscal_year,eps,bps,dps,eps_tag,bps_tag,source
4054,2025,45.11,280.46,5.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4055,2025,67.19,384.35,10.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4056,2025,-7.29,107.78,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4057,2025,34.1,292.9,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4058,2025,99.36,370.86,20.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4059,2025,5.06,294.38,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4060,2025,46.81,320.48,9.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4061,2025,-142.73,3436.95,100.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4062,2025,241.32,3513.31,40.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4063,2025,269.52,2375.48,106.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4064,2025,237.5,3835.18,80.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4068,2025,52.34,1101.48,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4069,2025,-5.02,744.49,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4071,2025,78.6,349.06,29.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4072,2025,271.06,2300.88,90.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4073,2025,-58.39,107.51,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4074,2025,40.62,540.89,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4075,2025,23.95,282.09,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4076,2025,147.06,1362.53,75.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4078,2025,309.21,4825.33,135.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4082,2025,32.64,1565.62,26.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4088,2025,113.8,1004.12,75.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4091,2025,64.09,578.04,51.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4092,2025,290.62,5311.05,92.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4093,2025,37.03,526.33,14.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4094,2025,121.17,2388.36,75.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4095,2025,112.2,1700.16,50.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4097,2025,86.68,1429.54,20.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4098,2025,67.48,1722.71,10.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4099,2025,193.11,2168.7,55.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4100,2025,-616.44,1904.96,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4102,2025,67.52,4495.33,30.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4107,2025,127.52,786.34,390.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4109,2025,241.0,3791.73,170.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4112,2025,200.04,3057.98,90.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4113,2025,103.18,1291.05,31.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4114,2025,114.08,1748.89,114.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4116,2025,599.63,7459.16,156.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4118,2025,400.91,7488.51,130.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4119,2025,3202.18,12599.17,100.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4120,2025,277.96,5704.71,70.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4124,2025,-30.77,1578.39,36.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4125,2025,136.98,2854.65,43.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4151,2025,61.97,1174.53,62.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4165,2025,26.99,116.07,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4166,2025,-50.45,257.08,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4167,2025,16.62,245.66,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4168,2025,71.9,220.68,13.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4169,2025,-36.27,106.5,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4170,2025,1.75,175.35,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4171,2025,78.28,849.08,60.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4172,2025,201.13,1883.48,93.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4174,2026,-115.33,440.32,28.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4175,2026,13.21,986.12,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4176,2025,13.07,89.1,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4177,2025,151.08,352.34,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4178,2025,6.4,429.65,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4179,2025,-45.72,27.25,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4180,2025,0.04,284.35,2.25,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4182,2025,228.93,3431.9,95.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4183,2025,135.24,2160.35,150.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4186,2025,278.42,1898.9,72.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4187,2025,336.68,2443.82,75.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4188,2025,96.73,496.53,32.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4189,2025,218.15,1990.25,105.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4192,2025,-0.49,74.97,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4193,2025,61.77,676.93,37.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4194,2025,400.76,1676.22,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4196,2025,10.76,323.29,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4197,2025,174.91,1366.61,77.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4198,2025,38.99,411.77,27.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4199,2025,-51.63,233.52,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4202,2025,181.44,1357.77,60.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4203,2025,356.59,1779.25,95.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4204,2025,195.93,1933.56,79.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4205,2025,127.43,1810.79,70.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4206,2025,266.36,2762.12,126.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4208,2025,-49.6,4067.9,110.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4212,2025,112.06,3090.55,70.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4216,2025,401.28,4133.27,110.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4218,2025,96.26,2121.45,35.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4220,2025,137.67,1267.5,41.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4221,2025,335.29,5585.83,195.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4222,2025,-15.82,260.0,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4224,2025,2.84,4126.24,70.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4228,2025,-138.28,1075.86,3.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4229,2025,289.6,7499.57,100.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4231,2025,170.83,2237.67,53.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4234,2025,23.12,2084.84,18.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4235,2025,25.35,191.91,35.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4237,2025,9.2,350.55,6.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4238,2026,67.1,2543.58,50.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4240,2025,17.68,290.15,4.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4241,2025,9.09,387.81,10.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4242,2025,-808.2,4095.24,40.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4243,2025,83.56,1924.44,20.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4245,2025,34.81,726.35,24.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4246,2025,91.36,1227.65,36.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4247,2025,30.56,2165.93,38.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4248,2025,63.95,996.01,36.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4249,2025,-532.37,4342.56,105.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4251,2025,122.08,1290.27,40.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4255,2025,83.34,257.62,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4256,2025,19.23,548.7,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4258,2025,90.84,332.3,15.73,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4259,2025,-31.26,29.13,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4260,2025,-15.27,170.04,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4261,2025,197.43,1331.57,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4262,2025,97.01,906.74,32.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4263,2025,-17.77,257.02,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4264,2025,34.3,518.91,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4265,2025,-74.59,150.37,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4270,2026,202.78,1359.96,25.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4272,2025,107.17,1673.24,60.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4274,2025,54.92,798.76,17.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4275,2025,109.07,1590.2,36.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4284,2025,37.89,328.03,14.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4286,2025,12.7,680.55,18.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4287,2026,43.01,334.98,11.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4288,2025,-115.44,88.18,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4290,2025,38.28,363.03,24.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4293,2025,14.9,268.61,18.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4299,2025,111.59,1016.35,45.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4301,2025,99.27,2074.31,40.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4307,2025,186.28,699.14,63.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4308,2025,22.15,424.82,14.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4310,2025,19.39,1479.24,423.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4316,2025,-55.49,116.7,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4317,2026,98.59,590.83,20.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4318,2025,191.56,953.58,96.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4320,2025,98.85,499.06,52.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4323,2025,99.24,596.97,27.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4324,2025,-1455.81,-214.46,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4326,2025,91.83,867.52,45.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4331,2025,243.15,1242.9,40.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4334,2026,20.99,302.84,10.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4335,2025,119.07,719.64,38.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4337,2025,104.03,472.51,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4341,2025,23.22,1553.59,23.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4343,2026,141.09,395.07,15.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4344,2025,-28.65,53.97,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4345,2025,52.46,311.58,25.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4346,2025,70.94,332.81,30.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4347,2025,46.86,649.95,50.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4350,2025,43.2,556.31,12.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4351,2025,16.73,791.1,10.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4356,2025,160.23,1095.08,40.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4360,2025,-110.77,1271.5,12.5,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4361,2025,245.11,2574.02,60.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4362,2025,172.06,2140.58,74.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4365,2025,2354.19,27368.74,400.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4366,2025,76.41,1383.74,16.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4367,2025,58.96,4419.56,100.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4368,2025,329.68,2951.16,73.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4369,2026,169.72,1112.41,35.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4370,2025,15.29,227.46,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4371,2025,89.8,311.65,19.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4372,2025,94.65,783.21,19.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4373,2025,44.39,504.17,50.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4374,2025,146.71,345.16,28.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4375,2025,7.88,162.76,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4376,2025,-39.26,133.84,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4377,2025,83.31,300.72,25.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4378,2025,-49.93,368.64,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4379,2025,18.84,155.32,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4380,2026,86.52,436.41,25.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4381,2025,-121.41,115.36,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4382,2025,-11.79,301.15,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4384,2025,46.56,249.22,3.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4385,2025,125.92,541.52,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4386,2025,84.73,431.6,25.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4387,2025,25.29,278.19,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4388,2025,-2.68,354.95,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4389,2025,108.2,655.09,24.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4390,2025,197.14,1175.66,40.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4391,2025,87.91,673.98,18.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4392,2025,25.83,287.47,10.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4393,2025,339.99,1463.51,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4394,2025,42.24,551.95,20.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4395,2025,46.45,463.34,10.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4396,2025,141.44,580.39,50.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4397,2025,22.01,97.88,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4398,2025,32.42,481.38,15.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4401,2025,245.55,2916.3,100.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4403,2025,153.88,1192.67,45.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4404,2025,943.1,4178.48,100.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4406,2025,14.0,477.07,4.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4409,2025,73.42,998.18,20.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4410,2025,31.46,1538.53,42.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4412,2025,14.32,172.17,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4413,2026,46.44,193.03,7.58,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4414,2025,118.81,443.67,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4415,2025,68.17,264.55,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4416,2025,2.76,223.59,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4417,2025,67.24,205.08,41.71,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4418,2025,25.34,281.44,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4419,2025,13.0,174.41,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4420,2025,31.18,299.79,5.5,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4421,2025,88.12,562.42,27.0,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
4422,2025,-28.93,247.93,,BasicEarningsLossPerShareSummaryOfBusinessResults,NetAssetsPerShareSummaryOfBusinessResults,ok
