code,company_name,sector_33,qmj_profitability,piotroski,cls_future,price_established,bespoke_moat,bespoke_change,bespoke_future,bespoke_price,total_established,total_bespoke,altman_z,magic_formula,future_return_252d
1301,"KYOKUYO CO.,LTD.","Fishery, Agriculture and Forestry",-0.7403819294845692,4.0,49.64539007092199,62.08671172260764,27.56123389295744,34.439178514886,20.56737588652482,72.052304964539,39.6553634751773,35.27260638297872,2.864870082703615,2311.0,0.1301964310810786
1332,Nissui Corporation,"Fishery, Agriculture and Forestry",-0.059036901178631994,7.0,61.19237588652483,51.87488510251274,36.53806033797382,54.75982995774546,20.56737588652482,59.48581560283688,60.1063829787234,42.68617021276596,2.5730412646449,2529.0,0.0368702853060378
1333,Umios Corporation,"Fishery, Agriculture and Forestry",-0.17618170185209517,6.0,63.408687943262414,82.14601898348378,30.451267737982995,37.710915310828504,20.56737588652482,98.09397163120568,64.07912234042553,42.69725177304964,2.232819198990219,2367.0,-0.0165996910567703
1375,"YUKIGUNI FACTORY CO.,LTD.","Fishery, Agriculture and Forestry",-0.596284133495894,4.0,60.571808510638306,21.249645228811293,29.178306790557347,41.994240524566194,41.22340425531915,23.82535460992908,31.04499113475177,29.24423758865248,1.8645952192193889,3594.0,0.0992666421418433
1377,SAKATA SEED CORPORATION,"Fishery, Agriculture and Forestry",0.10003003275766464,4.0,93.21808510638297,58.66242392576896,71.18696001123632,49.47389816168979,20.56737588652482,65.82446808510639,61.26994680851063,56.078235815602824,4.96325341076705,2711.0,0.0691971996042186
1379,HOKUTO CORPORATION,"Fishery, Agriculture and Forestry",-0.16086928962132993,8.0,61.41400709219858,39.2916146604356,42.82668781541703,87.18677038037647,20.56737588652482,46.43173758865248,58.09507978723404,50.88652482269503,2.2122634312255802,3346.0,-0.0215951173636317
1407,West Holdings Corporation,Construction,-0.23641901967401116,7.0,37.101063829787236,46.473957375854276,38.942401951625634,72.32919789161025,20.56737588652482,44.83599290780141,50.072030141843975,45.72805851063829,1.9688888897404446,2058.0,-0.2273736292869602
1414,"SHO-BOND Holdings Co.,Ltd.",Construction,0.6064254852510259,8.0,58.023049645390074,86.62180020576727,80.43805254386405,57.10699885832289,20.56737588652482,82.0700354609929,80.06981382978724,65.84663120567376,4.3727395338546255,570.0,-0.1156468797923601
1417,MIRAIT ONE Corporation,Construction,-0.6836310374457065,5.0,41.57801418439716,52.90948658158609,29.50533810013306,43.6784929591885,20.56737588652482,59.26418439716312,38.5582890070922,35.560726950354606,2.335393218242163,2708.0,0.2456487658825992
1419,"Tama Home Co.,Ltd.",Construction,0.5495389006874515,7.0,40.64716312056737,45.961877416878714,52.8277815823673,57.0581275800323,20.56737588652482,34.99556737588652,60.067597517730505,43.14051418439716,5.3575488758787815,921.0,-0.0338599580794604
1429,"Nippon Aqua Co.,Ltd.",Construction,-0.20215136126118574,1.0,39.69414893617021,43.43820450301394,46.64487012166206,21.887653099358094,20.56737588652482,38.0540780141844,30.67929964539007,29.294104609929075,3.468485249439543,1330.0,-0.050189423588716
1430,First-corporation Inc.,Construction,-0.9347664832141306,3.0,18.096187943262414,64.83171348033761,24.102176642501234,33.04757244758516,20.56737588652482,60.5718085106383,27.881205673758867,30.507535460992905,2.7577239476277846,1431.0,0.3229088507456688
1431,"Lib Work Co.,Ltd.",Construction,0.17203802368560664,7.0,49.13563829787234,18.056724687881985,38.53930269736631,60.51040815051257,20.56737588652482,16.48936170212766,50.25487588652482,33.17265070921986,3.4903403256569563,3125.0,0.1157742996473716
1433,"BESTERRA CO.,LTD",Construction,-1.1729615425292572,1.0,44.08244680851064,22.123470855546845,17.48066948872162,1.9946808510638299,20.56737588652482,24.13563829787234,15.979609929078013,11.25886524822695,2.2163284628456,2576.0,0.1895461527568431
1434,"JESCO Holdings,Inc.",Construction,-0.5945850543406439,4.0,18.096187943262414,66.48559225824762,33.92945569842506,70.11768268777728,20.56737588652482,68.3732269503546,35.13408687943262,50.36015070921986,2.2181627397161865,1913.0,0.4403287485726204
1435,robot home Inc.,Real Estate,0.7774546130335646,6.0,52.37145390070921,42.94350026930359,70.5016066975486,61.438166000169566,41.22340425531915,36.8572695035461,59.49135638297873,57.09219858156029,4.5300556529229805,1955.0,0.1725955641190757
1436,GreenEnergy & Company Inc.,Construction,-0.4409590428712076,6.0,18.096187943262414,64.66178614392744,34.82754066926221,47.96995892127969,20.56737588652482,73.91400709219857,44.409352836879435,43.15159574468085,2.2931213651808555,2789.0,-0.043528947364379
1447,"SAAF Holdings Co.,Ltd.",Construction,-0.3849813038964831,4.0,47.983156028368796,27.224133148852317,26.353049056824,29.513703393629257,20.56737588652482,22.828014184397162,32.297207446808514,18.661347517730494,1.975194044165916,2002.0,-0.079422345478947
1514,"Sumiseki Holdings,Inc.",Mining,1.3260925116509004,8.0,18.096187943262414,51.56651637269036,90.81164596755916,62.79225008721421,20.56737588652482,42.24290780141844,64.62211879432624,58.327792553191486,14.952258313157872,888.0,-0.5407730041126574
1515,"Nittetsu Mining Co.,Ltd.",Mining,-0.7488696941736067,3.0,72.07446808510639,99.02482269503545,42.0163413548989,23.637797264845386,20.56737588652482,99.02482269503545,50.62610815602837,43.63918439716312,1.9517544447623454,,0.53585569383567
1518,"MITSUI MATSUSHIMA HOLDINGS CO.,LTD.",Other Products,1.2263220126718053,6.0,18.096187943262414,99.26861702127658,84.64441223167276,21.83741995067832,20.56737588652482,99.26861702127658,68.99933510638299,57.90115248226951,3.0380092077997296,,0.1128538045404972
1605,INPEX CORPORATION,Mining,-0.7795011384820338,3.0,59.507978723404264,61.47483220935371,44.43622408491149,53.67376268340337,20.56737588652482,83.77659574468086,38.09840425531915,51.8395390070922,2.5053088447810308,2212.0,1.1420400401713695
1662,"Japan Petroleum Exploration Co.,Ltd.",Mining,0.3559884187109596,6.0,43.04078014184397,99.55673758865248,74.3147756597355,25.796045204942914,20.56737588652482,99.55673758865248,68.40093085106383,56.56028368794326,2.307015741759069,,-0.1421180524147458
1663,K&O Energy Group Inc.,Mining,0.08984635142249187,5.0,45.5895390070922,67.587539790814,66.41168346016323,34.660664621242766,20.56737588652482,62.5,54.953457446808514,48.3488475177305,4.728991195662886,1544.0,0.6108619256562471
1711,"SDS HOLDINGS Co.,Ltd.",Construction,-0.3206651983109809,6.0,18.096187943262414,9.451265726845536,27.686829978664367,70.75800082762946,20.56737588652482,8.333333333333334,29.914671985815602,30.77349290780142,0.7346930101635671,3870.0,-0.3710526315789474
1716,DAI-ICHI CUTTER KOGYO K.K.,Construction,0.3952050377779179,5.0,49.49024822695036,76.48707584685496,75.43295978211437,31.71078089628668,20.56737588652482,68.55053191489361,61.929299645390074,51.91710992907801,5.924931592115238,1023.0,-0.1111834621261896
1717,Meiho Facility Works Ltd.,Services,0.6838048382418039,3.0,40.20390070921986,48.66293592509813,80.72055954710224,48.052997745496405,51.218971631205676,40.09308510638298,46.354166666666664,57.33599290780142,5.6423870392401145,1148.0,0.1388035656701438
1719,HAZAMA ANDO CORPORATION,Construction,-0.9469381497600602,4.0,65.29255319148936,54.92640110430596,28.0195612138655,40.797418891183355,20.56737588652482,50.44326241134752,38.94614361702128,30.94525709219858,2.82489618960794,1548.0,0.424406545873651
1720,"TOKYU CONSTRUCTION CO., LTD.",Construction,-1.22384213029297,4.0,58.08953900709219,58.859483195133826,16.935765176639844,47.78943155578421,20.56737588652482,65.82446808510639,37.30607269503546,35.51085992907801,2.184167856864848,2543.0,0.423213626167312
1721,COMSYS Holdings Corporation,Construction,-0.2920741147919872,8.0,38.09840425531915,59.313106537787974,51.82763206046802,61.557735797717434,20.56737588652482,55.36347517730496,57.153147163120565,51.1469414893617,4.104305490089161,1730.0,0.1420364441670161
1723,"NIHON DENGI CO.,LTD.",Construction,0.4617168187687449,7.0,56.42730496453901,99.40159574468086,76.82387445566081,80.28044846380804,20.56737588652482,99.40159574468086,77.14428191489361,76.13031914893617,3.035793127160505,,0.8477839615962699
1762,"TAKAMATSU CONSTRUCTION GROUP CO.,LTD.",Construction,-0.9489447144276165,6.0,49.42375886524823,67.07884628409431,31.54018557258404,54.92274565673588,20.56737588652482,67.3758865248227,47.51218971631206,43.04078014184397,3.1948078297058435,2154.0,0.0368870327471646
1766,TOKEN CORPORATION,Construction,-0.14276854193584135,7.0,18.096187943262414,58.28529812068026,42.609127071413695,68.22025575684346,20.56737588652482,41.15691489361702,50.5928634751773,44.7584219858156,4.105703778565848,1237.0,0.2796192869868339
1780,YAMAURA CORPORATION,Construction,0.5987847779889311,6.0,39.09574468085107,72.19509028926753,69.06332419772524,67.69372302176316,20.56737588652482,61.65780141843972,64.78834219858157,61.67996453900709,4.162507892780436,542.0,-0.0057035725863597
1786,Oriental Shiraishi Corporation,Construction,-0.33992387345436287,8.0,65.78014184397163,69.44797199887763,55.393542832681554,67.26220195696487,20.56737588652482,61.85726950354609,66.78302304964538,56.89273049645389,3.9728658257286176,1264.0,0.0694455788534746
1799,DAIICHI KENSETSU CORPORATION,Construction,-0.7079283596659353,5.0,47.07446808510638,68.1895018367472,50.74883793371792,51.491977971807664,20.56737588652482,63.63031914893617,44.98005319148936,48.85305851063829,4.594104286940722,2084.0,0.4840793379361159
1801,TAISEI CORPORATION,Construction,-1.1988659482832706,3.0,66.62234042553192,32.42401043027295,14.432585767517844,24.02619970118501,20.56737588652482,38.58599290780142,28.357712765957448,19.04366134751773,1.5674126557486392,3534.0,0.4959122538396243
