ticker,shares_live,last_price,market_cap_live,status,code
4318.T,55861864.0,815.0,45527419160.0,ok,4318
6635.T,6631617.0,668.0,4429920156.0,ok,6635
8368.T,241389628.0,2305.0,556403092540.0,ok,8368
6197.T,90550624.0,1118.0,101235597632.0,ok,6197
6018.T,3241864.0,6000.0,19451184000.0,ok,6018
5121.T,18473362.0,2801.0,51743886962.0,ok,5121
6460.T,203004172.0,2730.0,554201389560.0,ok,6460
4042.T,307890546.0,2733.0,841464862218.0,ok,4042
9761.T,3463746.0,2468.0,8548525128.0,ok,9761
9743.T,47327893.0,1479.0,69997953747.0,ok,9743
4681.T,212349693.0,1814.0,385202343102.0,ok,4681
4832.T,31409675.0,1939.0,60903359825.0,ok,4832
6073.T,9772924.0,1505.0,14708250620.0,ok,6073
3922.T,13508135.0,2141.0,28920917035.0,ok,3922
5715.T,32430856.0,4255.0,137993292280.0,ok,5715
3984.T,15730298.0,1572.0,24728028456.0,ok,3984
9733.T,23878586.0,2287.0,54610326182.0,ok,9733
3861.T,849234293.0,861.7999877929688,731870103340.7705,ok,3861
4765.T,138065104.0,616.0,85048104064.0,ok,4765
4118.T,60057370.0,6277.0,376980111490.0,ok,4118
7322.T,104061452.0,2078.0,216239697256.0,ok,7322
3901.T,12746513.0,1613.0,20560125469.0,ok,3901
5844.T,281746746.0,5091.0,1434372683886.0,ok,5844
3649.T,24409135.0,826.0,20161945510.0,ok,3649
8544.T,118208940.0,2800.0,330985032000.0,ok,8544
4107.T,50957770.0,3850.0,196187414500.0,ok,4107
4619.T,21292151.0,2748.0,58510830948.0,ok,4619
9632.T,12904602.0,3720.0,48005119440.0,ok,9632
9543.T,75406129.0,1244.0,93805224476.0,ok,9543
5998.T,4104928.0,2413.0,9905191264.0,ok,5998
4410.T,24310150.0,1176.0,28588736400.0,ok,4410
5184.T,13099754.0,4150.0,54363979100.0,ok,5184
7917.T,71606270.0,1311.0,93875819970.0,ok,7917
6927.T,18151667.0,973.0,17661571991.0,ok,6927
6616.T,10592037.0,2159.0,22868207883.0,ok,6616
9691.T,3498444.0,5150.0,18016986600.0,ok,9691
5038.T,15130860.0,2294.0,34710192840.0,ok,5038
4058.T,10837023.0,2391.0,25911321993.0,ok,4058
9682.T,156693283.0,1081.0,169385438923.0,ok,9682
6358.T,8575090.0,2186.0,18745146740.0,ok,6358
7085.T,89591092.0,954.0,85469901768.0,ok,7085
7389.T,243733185.0,1862.0,453831190470.0,ok,7389
5957.T,36301863.0,784.0,28460660592.0,ok,5957
4221.T,11304849.0,5700.0,64437639300.0,ok,4221
1847.T,14516944.0,3430.0,49793117920.0,ok,1847
3940.T,45109596.0,127.0,5728918692.0,ok,3940
5831.T,530856346.0,3548.0,1883478315608.0,ok,5831
4044.T,24792784.0,4645.0,115162481680.0,ok,4044
4634.T,46897692.0,5070.0,237771298440.0,ok,4634
6405.T,11157648.0,1177.0,13132551696.0,ok,6405
5976.T,32215320.0,1504.0,48451841280.0,ok,5976
9507.T,204371678.0,1807.5,369401807985.0,ok,9507
3436.T,349732314.0,4061.0,1420262927154.0,ok,3436
6367.T,278336120.0,21450.0,5970309774000.0,ok,6367
4367.T,4891020.0,2550.0,12472101000.0,ok,4367
7963.T,4838670.0,1831.0,8859604770.0,ok,7963
5946.T,34001458.0,2044.0,69498980152.0,ok,5946
1717.T,11758656.0,962.0,11311827072.0,ok,1717
6638.T,28962385.0,1965.0,56911086525.0,ok,6638
6962.T,31803930.0,815.0,25920202950.0,ok,6962
4366.T,32206050.0,463.0,14911401150.0,ok,4366
7022.T,33425163.0,314.0,10495501182.0,ok,7022
4633.T,48625433.0,2675.0,130073033275.0,ok,4633
3835.T,43943738.0,424.0,18632144912.0,ok,3835
8345.T,69032560.0,2460.0,169820097600.0,ok,8345
6383.T,372213956.0,6347.0,2362441978732.0,ok,6383
4998.T,16479147.0,1186.0,19544268342.0,ok,4998
2335.T,15177046.0,1086.0,16482271956.0,ok,2335
4212.T,30068733.0,2781.0,83621146473.0,ok,4212
9536.T,35991524.0,2382.0,85731810168.0,ok,9536
4369.T,32496751.0,3455.0,112276274705.0,ok,4369
6494.T,48744167.0,99.0,4825672533.0,ok,6494
5965.T,13106236.0,1185.0,15530889660.0,ok,5965
7235.T,9521383.0,1610.0,15329426630.0,ok,7235
4027.T,22549983.0,2499.0,56352407517.0,ok,4027
4825.T,44420186.0,2056.0,91327902416.0,ok,4825
3421.T,15739616.0,1719.0,27056399904.0,ok,3421
3040.T,18541390.0,2524.0,46798468360.0,ok,3040
7380.T,177105130.0,2591.0,458879391830.0,ok,7380
7236.T,56610480.0,1566.0,88652011680.0,ok,7236
2332.T,5127027.0,1704.0,8736454008.0,ok,2332
4641.T,58882242.0,832.0,48990025344.0,ok,4641
7184.T,60850455.0,3255.0,198068231025.0,ok,7184
8628.T,257594793.0,1096.0,282323893128.0,ok,8628
9702.T,11462992.0,2508.0,28749183936.0,ok,9702
5830.T,287098628.0,4005.0,1149830005140.0,ok,5830
5943.T,45704957.0,2390.0,109234847230.0,ok,5943
4202.T,255512005.0,1474.5,376752451372.5,ok,4202
4205.T,191345507.0,2467.5,472145038522.5,ok,4205
5933.T,19634392.0,1122.0,22029787824.0,ok,5933
4611.T,28562533.0,1517.0,43329362561.0,ok,4611
4025.T,8347369.0,6210.0,51837161490.0,ok,4025
8386.T,113088596.0,3125.0,353401862500.0,ok,8386
7240.T,158845095.0,3076.0,488607512220.0,ok,7240
4531.T,21613646.0,363.0,7845753498.0,ok,4531
4801.T,11200613.0,2448.0,27419100624.0,ok,4801
2705.T,7258293.0,8690.0,63074566170.0,ok,2705
9511.T,54315065.0,1142.0,62027804230.0,ok,9511
4958.T,40592212.0,3320.0,134766143840.0,ok,4958
5947.T,138069612.0,3609.0,498293229708.0,ok,5947
5958.T,2803962.0,4685.0,13136561970.0,ok,5958
6977.T,1237203.0,1538.0,1902818214.0,ok,6977
3854.T,24999789.0,2410.0,60249491490.0,ok,3854
3110.T,182025600.0,3440.0,626168064000.0,ok,3110
9409.T,100539313.0,3060.0,307650297780.0,ok,9409
5757.T,8256193.0,5080.0,41941460440.0,ok,5757
2331.T,486062206.0,1155.0,561401847930.0,ok,2331
4725.T,17288181.0,1947.0,33660088407.0,ok,4725
4956.T,61643044.0,1448.0,89259127712.0,ok,4956
4299.T,10422952.0,1234.0,12861922768.0,ok,4299
2805.T,24175811.0,6670.0,161252659370.0,ok,2805
4021.T,133398233.0,8158.0,1088262784814.0,ok,4021
6864.T,7018774.0,1664.0,11679239936.0,ok,6864
4377.T,18362529.0,2528.0,46420473312.0,ok,4377
5729.T,9802968.0,1776.0,17410071168.0,ok,5729
5741.T,181069197.0,2454.0,444343809438.0,ok,5741
3513.T,4207443.0,3500.0,14726050500.0,ok,3513
9474.T,53386572.0,893.0,47674208796.0,ok,9474
7102.T,14429229.0,3690.0,53243855010.0,ok,7102
6045.T,7856132.0,2092.0,16435028144.0,ok,6045
2305.T,16983820.0,1940.0,32948610800.0,ok,2305
7971.T,56744993.0,692.0,39267535156.0,ok,7971
2109.T,31116649.0,3510.0,109219437990.0,ok,2109
9052.T,22219659.0,1989.0,44194901751.0,ok,9052
4061.T,86199714.0,3606.0,310836168684.0,ok,4061
2163.T,10599663.0,976.0,10345271088.0,ok,2163
3921.T,14017873.0,1600.0,22428596800.0,ok,3921
9535.T,68735573.0,411.0,28250320503.0,ok,9535
5331.T,55014274.0,3900.0,214555668600.0,ok,5331
3741.T,10209612.0,3255.0,33232287060.0,ok,3741
9739.T,14899377.0,2695.0,40153821015.0,ok,9739
7292.T,11585053.0,6820.0,79010061460.0,ok,7292
9788.T,40641473.0,530.0,21539980690.0,ok,9788
7350.T,21346641.0,7990.0,170559661590.0,ok,7350
7245.T,46198668.0,1392.0,64308545856.0,ok,7245
3350.T,1281281899.0,217.0,278038172083.0,ok,3350
6255.T,20948976.0,727.0,15229905552.0,ok,6255
7678.T,10496326.0,3115.0,32696055490.0,ok,7678
2488.T,5413668.0,1470.0,7958091960.0,ok,2488
9729.T,30884610.0,2486.0,76779140460.0,ok,9729
4097.T,55203407.0,1197.0,66078478179.0,ok,4097
5901.T,150585299.0,4426.0,666490533374.0,ok,5901
4992.T,25780179.0,2027.0,52256422833.0,ok,4992
4430.T,4797017.0,1725.0,8274854325.0,ok,4430
8387.T,41884149.0,3530.0,147851045970.0,ok,8387
4290.T,124734777.0,720.0,89809039440.0,ok,4290
2326.T,13366385.0,4480.0,59881404800.0,ok,2326
5192.T,27911606.0,4460.0,124485762760.0,ok,5192
2301.T,13354665.0,1673.0,22342354545.0,ok,2301
6240.T,69574594.0,543.0,37779004542.0,ok,6240
8388.T,38876519.0,9390.0,365050513410.0,ok,8388
6535.T,55085173.0,510.0,28093438230.0,ok,6535
2198.T,29098060.0,775.0,22550996500.0,ok,2198
4481.T,18138594.0,3185.0,57771421890.0,ok,4481
9768.T,7138946.0,3795.0,27092300070.0,ok,9768
2208.T,24171469.0,3110.0,75173268590.0,ok,2208
1379.T,31346374.0,2007.0,62912172618.0,ok,1379
9619.T,23677308.0,2614.0,61892483112.0,ok,9619
5727.T,,,,error:KeyError,5727
1941.T,52942503.0,5160.0,273183315480.0,ok,1941
3150.T,23124402.0,2510.0,58042249020.0,ok,3150
4463.T,15921537.0,2063.0,32846130831.0,ok,4463
3553.T,23830702.0,931.0,22186383562.0,ok,3553
5930.T,70338625.0,1825.0,128367990625.0,ok,5930
9699.T,27763200.0,4520.0,125489664000.0,ok,9699
9404.T,251243705.0,2926.5,735264702682.5,ok,9404
3431.T,26518992.0,1620.0,42960767040.0,ok,3431
8336.T,97022149.0,2790.0,270691795710.0,ok,8336
4362.T,21684983.0,2651.0,57486889933.0,ok,4362
7266.T,21241950.0,958.0,20349788100.0,ok,7266
9928.T,29943906.0,1945.0,58240897170.0,ok,9928
7966.T,65498412.0,6200.0,406090154400.0,ok,7966
4390.T,13086974.0,4090.0,53525723660.0,ok,4390
7600.T,26353536.0,875.0,23059344000.0,ok,7600
8362.T,23656133.0,6850.0,162044511050.0,ok,8362
2325.T,9523112.0,4730.0,45044319760.0,ok,2325
3771.T,16584953.0,1915.0,31760184995.0,ok,3771
8418.T,202331331.0,3183.0,644020626573.0,ok,8418
7931.T,16161781.0,3600.0,58182411600.0,ok,7931
5122.T,16994042.0,6330.0,107572285860.0,ok,5122
4685.T,12754612.0,2704.0,34488470848.0,ok,4685
4189.T,35008616.0,3395.0,118854251320.0,ok,4189
4709.T,33979460.0,1073.0,36459960580.0,ok,4709
2483.T,3356793.0,2195.0,7368160635.0,ok,2483
9889.T,60911041.0,1704.0,103792413864.0,ok,9889
8601.T,1388568756.0,1778.5,2469569532546.0,ok,8601
4112.T,15924296.0,2310.0,36785123760.0,ok,4112
8864.T,49380509.0,946.0,46713961514.0,ok,8864
3371.T,25412990.0,2069.0,52579476310.0,ok,3371
6995.T,86708584.0,3070.0,266195352880.0,ok,6995
2702.T,132958653.0,7720.0,1026440801160.0,ok,2702
4674.T,40043375.0,1955.0,78284798125.0,ok,4674
8395.T,16900962.0,6440.0,108842195280.0,ok,8395
8604.T,2922593052.0,1559.0,4556322568068.0,ok,8604
2410.T,5286627.0,2965.0,15674849055.0,ok,2410
4671.T,9971868.0,2813.0,28050864684.0,ok,4671
5970.T,42812587.0,2338.0,100095828406.0,ok,5970
4012.T,4295047.0,1770.0,7602233190.0,ok,4012
8803.T,66070258.0,2355.0,155595457590.0,ok,8803
2317.T,357455827.0,434.0,155135828918.0,ok,2317
6200.T,82376129.0,714.0,58816556106.0,ok,6200
3443.T,51277958.0,1415.0,72558310570.0,ok,3443
7327.T,262445800.0,2519.0,661100970200.0,ok,7327
4231.T,19320046.0,1011.0,19532566506.0,ok,4231
2612.T,27612414.0,1740.0,48045600360.0,ok,2612
4985.T,21919185.0,4795.0,105102492075.0,ok,4985
9793.T,47285524.0,3850.0,182049267400.0,ok,9793
6493.T,28805419.0,513.0,14777179947.0,ok,6493
4613.T,176045682.0,2924.5,514845597009.0,ok,4613
4847.T,26184058.0,1275.0,33384673950.0,ok,4847
2874.T,59149158.0,2104.0,124449828432.0,ok,2874
7246.T,97552944.0,981.0,95699438064.0,ok,7246
6055.T,102774171.0,2290.0,235352851590.0,ok,6055
6298.T,17550086.0,1378.0,24184018508.0,ok,6298
9074.T,3266071.0,5090.0,16624301390.0,ok,9074
9742.T,20822447.0,2340.0,48724525980.0,ok,9742
6196.T,57608286.0,1344.0,77425536384.0,ok,6196
4662.T,14648480.0,1719.0,25180737120.0,ok,4662
2268.T,9635837.0,4060.0,39121498220.0,ok,2268
4931.T,21185570.0,2050.0,43430418500.0,ok,4931
3593.T,,,,error:YFRateLimitError,3593
2749.T,85638477.0,643.0,55065540711.0,ok,2749
3010.T,233912926.0,192.0,44911281792.0,ok,3010
9505.T,208905235.0,959.7000122070312,200486356579.61273,ok,9505
5290.T,49356260.0,1169.0,57697467940.0,ok,5290
4093.T,34795930.0,426.0,14823066180.0,ok,4093
4691.T,11994553.0,2119.0,25416457807.0,ok,4691
9247.T,47024347.0,2013.0,94660010511.0,ok,9247
4718.T,18472947.0,2414.0,44593694058.0,ok,4718
4544.T,54996882.0,3542.0,194798956044.0,ok,4544
9042.T,230662709.0,4635.0,1069121656215.0,ok,9042
9612.T,11365849.0,1275.0,14491457475.0,ok,9612
2573.T,13607030.0,4010.0,54564190300.0,ok,2573
4722.T,88675961.0,2445.0,216812724645.0,ok,4722
8600.T,192216142.0,1123.0,215858727466.0,ok,8600
3636.T,15759362.0,4845.0,76354108890.0,ok,3636
4792.T,19204804.0,1710.0,32840214840.0,ok,4792
4812.T,195180122.0,2656.0,518398404032.0,ok,4812
9697.T,418308843.0,4138.0,1730961992334.0,ok,9697
4967.T,74338621.0,5510.0,409605801710.0,ok,4967
9644.T,32046544.0,769.0,24643792336.0,ok,9644
9072.T,116658272.0,5431.0,633571075232.0,ok,9072
6564.T,27681228.0,2225.0,61590732300.0,ok,6564
4914.T,97496050.0,1272.0,124014975600.0,ok,4914
9508.T,472778133.0,1855.0,877003436715.0,ok,9508
5929.T,208287405.0,3552.0,739836862560.0,ok,5929
9020.T,1129068483.0,3460.0,3906576951180.0,ok,9020
7908.T,43665906.0,247.0,10785478782.0,ok,7908
1926.T,41052799.0,3795.0,155795372205.0,ok,1926
5816.T,12186641.0,1647.0,20071397727.0,ok,5816
1414.T,200961640.0,1267.5,254718878700.0,ok,1414
6125.T,6609821.0,5120.0,33842283520.0,ok,6125
6707.T,19990607.0,8423.0,168380882761.0,ok,6707
1976.T,45902096.0,1829.0,83954933584.0,ok,1976
3512.T,16751248.0,1028.0,17220282944.0,ok,3512
6315.T,75031664.0,2554.0,191630869856.0,ok,6315
4063.T,1849696596.0,6385.0,11810312765460.0,ok,4063
4495.T,4890582.0,1898.0,9282324636.0,ok,4495
2354.T,17825985.0,1322.0,23565952170.0,ok,2354
7521.T,6814255.0,2783.0,18964071665.0,ok,7521
2329.T,137594963.0,488.0,67146341944.0,ok,2329
7927.T,6945986.0,2245.0,15593738570.0,ok,7927
4838.T,16210497.0,669.0,10844822493.0,ok,4838
1878.T,325420771.0,3231.0,1051434511101.0,ok,1878
4927.T,221283230.0,1377.5,304817649325.0,ok,4927
5724.T,5034843.0,2960.0,14903135280.0,ok,5724
8157.T,18216575.0,4115.0,74961206125.0,ok,8157
3640.T,5549665.0,2769.0,15367022385.0,ok,3640
7483.T,35893128.0,2971.0,106638483288.0,ok,7483
3925.T,13515846.0,1333.0,18016622718.0,ok,3925
8285.T,61570157.0,790.0,48640424030.0,ok,8285
9692.T,30965564.0,2350.0,72769075400.0,ok,9692
8750.T,2665756830.0,1847.0,4923652865010.0,ok,8750
4284.T,20053442.0,438.0,8783407596.0,ok,4284
8153.T,30861091.0,3780.0,116654923980.0,ok,8153
4783.T,8022616.0,2587.0,20754507592.0,ok,4783
3836.T,34452352.0,1162.0,40033633024.0,ok,3836
7844.T,55942459.0,493.0,27579632287.0,ok,7844
9934.T,112253652.0,3038.0,341026594776.0,ok,9934
4251.T,18495531.0,1200.0,22194637200.0,ok,4251
8046.T,17242250.0,1006.0,17345703500.0,ok,8046
9470.T,41624692.0,1050.0,43705926600.0,ok,9470
4960.T,16113011.0,541.0,8717138951.0,ok,4960
9715.T,37472708.0,3645.0,136588020660.0,ok,9715
3916.T,29462866.0,961.0,28313814226.0,ok,3916
6058.T,46904439.0,1837.0,86163454443.0,ok,6058
4194.T,40219425.0,9064.0,364548868200.0,ok,4194
3167.T,128896125.0,1234.0,159057818250.0,ok,3167
9628.T,23653348.0,1373.0,32476046804.0,ok,9628
2001.T,82664534.0,2850.0,235593921900.0,ok,2001
4208.T,97144637.0,3653.0,354869358961.0,ok,4208
9364.T,98148483.0,4929.0,483773872707.0,ok,9364
7888.T,30483763.0,936.0,28532802168.0,ok,7888
4046.T,120836440.0,2082.0,251581468080.0,ok,4046
3671.T,24049172.0,307.0,7383095804.0,ok,3671
9722.T,59938303.0,2322.0,139176739566.0,ok,9722
7187.T,17830576.0,1390.0,24784500640.0,ok,7187
9401.T,157182990.0,5919.0,930366117810.0,ok,9401
1435.T,88857000.0,186.0,16527402000.0,ok,1435
5988.T,24049292.0,1717.0,41292634364.0,ok,5988
7177.T,117989304.0,1086.0,128136384144.0,ok,7177
8399.T,41006294.0,3310.0,135730833140.0,ok,8399
3329.T,8071599.0,2121.0,17119861479.0,ok,3329
3091.T,29800236.0,2673.0,79656030828.0,ok,3091
9319.T,17777104.0,1863.0,33118744752.0,ok,9319
6565.T,,,,error:YFRateLimitError,6565
4694.T,37483599.0,3580.0,134191284420.0,ok,4694
6279.T,25974214.0,948.0,24623554872.0,ok,6279
7189.T,139282463.0,4844.0,674684250772.0,ok,7189
3733.T,4542753.0,11940.0,54240470820.0,ok,3733
3236.T,33095215.0,290.0,9597612350.0,ok,3236
3076.T,53273182.0,2945.0,156889520990.0,ok,3076
8920.T,35036507.0,720.0,25226285040.0,ok,8920
8334.T,378499650.0,2761.5,1045226783475.0,ok,8334
8522.T,49196924.0,6800.0,334539083200.0,ok,8522
8359.T,455107240.0,2721.5,1238574353660.0,ok,8359
2669.T,9466608.0,3995.0,37819098960.0,ok,2669
8154.T,47659032.0,5170.0,246397195440.0,ok,8154
7239.T,34320529.0,2326.0,79829550454.0,ok,7239
8715.T,72821220.0,1092.0,79520772240.0,ok,8715
8008.T,21474780.0,2094.0,44968189320.0,ok,8008
2379.T,52354930.0,1823.0,95443037390.0,ok,2379
9271.T,7533724.0,1024.0,7714533376.0,ok,9271
8707.T,23488725.0,4340.0,101941066500.0,ok,8707
6078.T,26718504.0,1537.0,41066340648.0,ok,6078
4996.T,120471869.0,764.0,92040507916.0,ok,4996
4826.T,55830484.0,536.0,29925139424.0,ok,4826
1381.T,5615670.0,3420.0,19205591400.0,ok,1381
5981.T,15420292.0,1993.0,30732641956.0,ok,5981
9046.T,7911649.0,2478.0,19605066222.0,ok,9046
6495.T,48155324.0,127.0,6115726148.0,ok,6495
4820.T,69221006.0,590.0,40840393540.0,ok,4820
9107.T,599003793.0,3072.0,1840139652096.0,ok,9107
8341.T,223098270.0,3881.0,865844385870.0,ok,8341
8830.T,923616325.0,3360.0,3103350852000.0,ok,8830
4919.T,31812824.0,3170.0,100846652080.0,ok,4919
9735.T,400939869.0,6408.0,2569222680552.0,ok,9735
1721.T,114784131.0,5417.0,621785637627.0,ok,1721
6083.T,22447935.0,1715.0,38498208525.0,ok,6083
7608.T,16777122.0,834.0,13992119748.0,ok,7608
7167.T,938552477.0,1671.0,1568321189067.0,ok,7167
2613.T,33115026.0,2174.0,71992066524.0,ok,2613
6965.T,288736847.0,2611.5,754036275940.5,ok,6965
7987.T,27124121.0,574.0,15569245454.0,ok,7987
3405.T,301296860.0,1851.0,557700487860.0,ok,3405
9684.T,360675534.0,2886.0,1040909591124.0,ok,9684
8367.T,157062215.0,1962.0,308156065830.0,ok,8367
6093.T,43551198.0,167.0,7273050066.0,ok,6093
8060.T,205898127.0,3603.0,741850951581.0,ok,8060
2112.T,27519654.0,466.0,12824158764.0,ok,2112
4816.T,204312971.0,2813.0,574732387423.0,ok,4816
3923.T,354109341.0,1100.0,389520275100.0,ok,3923
4809.T,10091448.0,2065.0,20838840120.0,ok,4809
6086.T,18882176.0,1050.0,19826284800.0,ok,6086
7505.T,11668510.0,2096.0,24457196960.0,ok,7505
4559.T,44079398.0,2094.0,92302259412.0,ok,4559
9037.T,74044122.0,1873.0,138684640506.0,ok,9037
4968.T,19838729.0,2481.0,49219886649.0,ok,4968
2204.T,5714605.0,3210.0,18343882050.0,ok,2204
6023.T,25431475.0,3080.0,78328943000.0,ok,6023
2428.T,18958040.0,630.0,11943565200.0,ok,2428
2540.T,13862685.0,4030.0,55866620550.0,ok,2540
5384.T,74183256.0,4095.0,303780433320.0,ok,5384
6189.T,9529867.0,1031.0,9825292877.0,ok,6189
9416.T,47559163.0,1043.0,49604207009.0,ok,9416
9621.T,27305497.0,3175.0,86694952975.0,ok,9621
4396.T,20604544.0,1373.0,28290038912.0,ok,4396
6088.T,80506353.0,540.0,43473430620.0,ok,6088
3021.T,5255154.0,1653.0,8686769562.0,ok,3021
3569.T,58564241.0,3505.0,205267664705.0,ok,3569
4776.T,45363605.0,2919.0,132416362995.0,ok,4776
5142.T,13665921.0,1912.0,26129240952.0,ok,5142
2157.T,82868004.0,1026.0,85022572104.0,ok,2157
1384.T,8458838.0,2193.0,18550231734.0,ok,1384
2209.T,12797074.0,2363.0,30239485862.0,ok,2209
1828.T,10498450.0,2363.0,24807837350.0,ok,1828
3932.T,14422269.0,3420.0,49324159980.0,ok,3932
2127.T,317323937.0,655.4000244140625,207974116056.96643,ok,2127
3423.T,30208072.0,275.0,8307219800.0,ok,3423
2469.T,9915158.0,2715.0,26919653970.0,ok,2469
6176.T,14470312.0,1007.0,14571604184.0,ok,6176
7947.T,80876774.0,2692.0,217720275608.0,ok,7947
4249.T,14354481.0,2956.0,42431845836.0,ok,4249
1835.T,34441684.0,4015.0,138283361260.0,ok,1835
5832.T,177766230.0,3530.0,627514791900.0,ok,5832
4595.T,19048650.0,1708.0,32535094200.0,ok,4595
9413.T,26718293.0,3365.0,89907055945.0,ok,9413
1802.T,687421514.0,3034.0,2085636873476.0,ok,1802
3798.T,56578380.0,528.0,29873384640.0,ok,3798
4676.T,142495604.0,4103.0,584659463212.0,ok,4676
3692.T,7909540.0,4740.0,37491219600.0,ok,3692
8818.T,95404662.0,1103.0,105231342186.0,ok,8818
2286.T,8166241.0,887.0,7243455767.0,ok,2286
4013.T,19697565.0,676.0,13315553940.0,ok,4013
5018.T,9177180.0,2261.0,20749603980.0,ok,5018
6080.T,31778580.0,4055.0,128862141900.0,ok,6080
7326.T,24820388.0,2100.0,52122814800.0,ok,7326
4661.T,1639716594.0,2881.0,4724023507314.0,ok,4661
7337.T,296151325.0,2359.5,698769051337.5,ok,7337
9601.T,13743685.0,10740.0,147607176900.0,ok,9601
8360.T,30684550.0,7590.0,232895734500.0,ok,8360
9165.T,2350000.0,1705.0,4006750000.0,ok,9165
1377.T,42259696.0,4380.0,185097468480.0,ok,1377
8065.T,20709041.0,4000.0,82836164000.0,ok,8065
8370.T,64413270.0,5060.0,325931146200.0,ok,8370
2378.T,18915942.0,1066.0,20164394172.0,ok,2378
4323.T,24718901.0,1920.0,47460289920.0,ok,4323
9740.T,14001714.0,2758.0,38616727212.0,ok,9740
8714.T,278444793.0,1103.0,307124606679.0,ok,8714
7726.T,5593136.0,1356.0,7584292416.0,ok,7726
8198.T,31886042.0,3250.0,103629636500.0,ok,8198
9755.T,22787574.0,2880.0,65628213120.0,ok,9755
5940.T,12539092.0,748.0,9379240816.0,ok,5940
7131.T,1322224.0,3615.0,4779839760.0,ok,7131
8801.T,2692184018.0,1449.0,3900974642082.0,ok,8801
4540.T,74545456.0,3720.0,277309096320.0,ok,4540
3221.T,10255460.0,3275.0,33586631500.0,ok,3221
5013.T,12891620.0,3070.0,39577273400.0,ok,5013
8354.T,188981148.0,7751.0,1464792878148.0,ok,8354
7839.T,51202714.0,2042.0,104555941988.0,ok,7839
9906.T,8456564.0,4175.0,35306154700.0,ok,9906
3773.T,15015091.0,1098.0,16486569918.0,ok,3773
2751.T,12040552.0,3740.0,45031664480.0,ok,2751
5185.T,14222368.0,2084.0,29639414912.0,ok,5185
8747.T,5689651.0,2069.0,11771887919.0,ok,8747
2659.T,60313099.0,3310.0,199636357690.0,ok,2659
7460.T,24363852.0,1670.0,40687632840.0,ok,7460
3395.T,21437599.0,2433.0,52157678367.0,ok,3395
5032.T,59950923.0,2802.0,167982486246.0,ok,5032
1951.T,203080039.0,2660.0,540192903740.0,ok,1951
9303.T,75707576.0,4050.0,306615682800.0,ok,9303
2737.T,6800843.0,32550.0,221367439650.0,ok,2737
3089.T,1765650.0,1047.0,1848635550.0,ok,3089
6547.T,13734548.0,1985.0,27263077780.0,ok,6547
4274.T,4002458.0,1094.0,4378689052.0,ok,4274
9706.T,92825511.0,5504.0,510911612544.0,ok,9706
9506.T,500795481.0,1257.0,629499919617.0,ok,9506
1959.T,70734825.0,8467.0,598911763275.0,ok,1959
8411.T,2436438575.0,8530.0,20782821044750.0,ok,8411
8425.T,280186810.0,1352.0,378812567120.0,ok,8425
7014.T,69545044.0,4510.0,313648148440.0,ok,7014
9005.T,563412805.0,1634.0,920616523370.0,ok,9005
8117.T,55264839.0,2166.0,119703641274.0,ok,8117
2288.T,24072689.0,2223.0,53513587647.0,ok,2288
4326.T,38210330.0,1940.0,74128040200.0,ok,4326
7148.T,83736965.0,1618.0,135486409370.0,ok,7148
7821.T,66686037.0,2007.0,133838876259.0,ok,7821
9824.T,17053170.0,6830.0,116473151100.0,ok,9824
4526.T,29034399.0,3250.0,94361796750.0,ok,4526
3153.T,21108257.0,2960.0,62480440720.0,ok,3153
9900.T,30124548.0,2229.0,67147617492.0,ok,9900
2674.T,13913010.0,2707.0,37662518070.0,ok,2674
9629.T,20051931.0,1537.0,30819817947.0,ok,9629
1719.T,156883072.0,1903.0,298548486016.0,ok,1719
9304.T,55418135.0,1970.0,109173725950.0,ok,9304
2201.T,83969212.0,2530.5,212484090966.0,ok,2201
4687.T,46611075.0,1018.0,47450074350.0,ok,4687
5357.T,18426115.0,1784.0,32872189160.0,ok,5357
7186.T,1111477483.0,1911.0,2124033470013.0,ok,7186
7564.T,81613128.0,6200.0,506001393600.0,ok,7564
2922.T,12582453.0,2005.0,25227818265.0,ok,2922
8061.T,35720397.0,3040.0,108590006880.0,ok,8061
8616.T,253816605.0,833.0,211429231965.0,ok,8616
9003.T,95969073.0,2532.5,243041677372.5,ok,9003
7596.T,13957461.0,2336.0,32604628896.0,ok,7596
9726.T,27319077.0,1980.0,54091772460.0,ok,9726
7211.T,1338352676.0,348.0,465746731248.0,ok,7211
8346.T,249887384.0,1002.0,250387158768.0,ok,8346
9782.T,5426487.0,3440.0,18667115280.0,ok,9782
4258.T,8210604.0,4795.0,39369846180.0,ok,4258
9504.T,359576341.0,933.7999877929688,335772382836.44037,ok,9504
3245.T,50343074.0,1158.0,58297279692.0,ok,3245
9273.T,42118504.0,779.0,32810314616.0,ok,9273
1860.T,296039793.0,1501.5,444503749189.5,ok,1860
7279.T,36965060.0,2574.0,95148064440.0,ok,7279
8150.T,12242618.0,3160.0,38686672880.0,ok,8150
8766.T,1899768809.0,7481.0,14212170460129.0,ok,8766
7059.T,38324078.0,933.0,35756364774.0,ok,7059
6544.T,178763918.0,1527.5,273061884745.0,ok,6544
8032.T,110269006.0,1237.0,136402760422.0,ok,8032
3941.T,242075809.0,1624.0,393131113816.0,ok,3941
5161.T,36254967.0,3425.0,124173261975.0,ok,5161
1939.T,47334611.0,2130.0,100822721430.0,ok,1939
