code,company_name,sector_33,market_cap,moat_p,change_p,future_p,price_p,total_p
6920,Lasertec Corporation,Electric Appliances,3440025272320.0,98.21701477330616,61.79317371370352,95.72083545593479,2.750891492613347,64.62047885888946
5985,SUNCALL CORPORATION,Metal Products,51071107072.0,1.3245033112582782,98.77738155883851,78.62964849719816,98.98115129903209,69.42817116658176
6648,KAWADEN CORPORATION,Electric Appliances,,50.94243504839532,94.34538970962812,95.72083545593479,51.069791136016306,73.01961283749364
6327,"KITAGAWA SEIKI CO.,LTD.",Machinery,,10.44319918492104,16.55629139072848,88.18135506877228,51.069791136016306,41.562659195109525
4368,"FUSO CHEMICAL CO.,LTD.",Chemicals,,94.95669893020886,22.618441161487517,78.62964849719816,51.069791136016306,61.81864493122771
6745,HOCHIKI CORPORATION,Electric Appliances,,80.13245033112582,69.17982679572083,95.72083545593479,51.069791136016306,74.02572592969943
9502,"Chubu Electric Power Company,Incorporated",Electric Power and Gas,2142673829888.0,29.95415180845644,99.28680590932247,78.62964849719816,99.38869077941925,76.81482424859908
1662,"Japan Petroleum Exploration Co.,Ltd.",Mining,448766967808.0,94.03973509933775,99.23586347427407,22.69485481406011,99.54151808456444,78.8779928680591
6994,SHIZUKI ELECTRIC COMPANY INC.,Electric Appliances,,44.93122771268467,47.8349465104432,95.72083545593479,51.069791136016306,59.88920020376975
6834,"SEIKOH GIKEN Co.,Ltd.",Electric Appliances,244936032256.0,43.504839531329594,4.686704024452369,95.72083545593479,1.3754457463066736,36.321956189505855
7762,"Citizen Watch Co.,Ltd.",Precision Instruments,,57.15741212429955,28.425878757004586,95.72083545593479,51.069791136016306,58.09347936831381
6492,OKANO VALVE MFG.CO.LTD.,Machinery,,21.701477330616402,21.29393785022924,88.18135506877228,51.069791136016306,45.56164034640855
6914,"OPTEX GROUP Company,Limited",Electric Appliances,,67.04024452368823,46.40855832908813,95.72083545593479,51.069791136016306,65.05985736118187
7999,"MUTOH HOLDINGS CO.,LTD.",Electric Appliances,,27.967396841569027,40.75394803871625,95.72083545593479,51.069791136016306,53.877992868059096
6741,"Nippon Signal Company,Limited",Electric Appliances,,75.70045848191543,75.80234335201223,95.72083545593479,51.069791136016306,74.57335710646969
6929,"NIPPON CERAMIC CO.,LTD.",Electric Appliances,,96.28120224146714,55.83290881304126,95.72083545593479,51.069791136016306,74.72618441161487
6785,"SUZUKI CO.,LTD.",Electric Appliances,,81.71166581762608,72.7967396841569,95.72083545593479,51.069791136016306,75.32475802343352
6824,"NEW COSMOS ELECTRIC CO.,LTD.",Electric Appliances,,69.17982679572083,38.30871115639328,95.72083545593479,51.069791136016306,63.569791136016306
6703,"Oki Electric Industry Company,Limited",Electric Appliances,,18.950585838003057,59.50076413652573,95.72083545593479,51.069791136016306,56.31049414161997
3723,NIHON FALCOM CORPORATION,Information & Communication,,99.43963321446765,32.09373408048904,66.17422312786552,51.069791136016306,62.194345389709625
6814,"FURUNO ELECTRIC CO.,LTD.",Electric Appliances,,51.70657157412124,84.05501782985226,95.72083545593479,51.069791136016306,70.63805399898115
3105,Nisshinbo Holdings Inc.,Electric Appliances,,34.64085583290881,33.7238920020377,95.72083545593479,51.069791136016306,53.7888436067244
9880,INNOTECH CORPORATION,Electric Appliances,,23.58634742740703,21.803362200713195,95.72083545593479,51.069791136016306,48.04508405501783
6490,PILLAR Corporation,Machinery,,88.02852776362711,41.82373917473255,88.18135506877228,51.069791136016306,67.27585328578706
6961,ENPLAS CORPORATION,Electric Appliances,,29.852266938359655,8.81304126337239,95.72083545593479,51.069791136016306,46.36398369842078
6960,"FUKUDA DENSHI CO.,LTD.",Electric Appliances,,93.83596535914417,31.686194600101885,95.72083545593479,51.069791136016306,68.0781966377993
6419,Mars Group Holdings Corporation,Machinery,,96.7906265919511,96.63779928680592,88.18135506877228,51.069791136016306,83.1698930208864
7747,"ASAHI INTECC CO.,LTD.",Precision Instruments,,95.77177789098319,78.90983188996434,95.72083545593479,51.069791136016306,80.36805909322466
5214,"Nippon Electric Glass Co.,Ltd.",Glass and Ceramics Products,507534180352.0,78.45134997452878,98.82832399388691,46.23025980641874,97.50382068262863,80.25343861436576
6866,HIOKI E.E.CORPORATION,Electric Appliances,,85.78706062149772,23.79011716760061,95.72083545593479,51.069791136016306,64.09195109526236
6996,NICHICON CORPORATION,Electric Appliances,,27.457972491085076,8.303616912888435,95.72083545593479,51.069791136016306,45.63805399898115
6925,USHIO INC.,Electric Appliances,,63.93275598573612,14.060112073357105,95.72083545593479,51.069791136016306,56.19587366276108
1948,"The Kodensha,Co.,Ltd.",Construction,,58.99133978604178,79.21548650025471,22.69485481406011,51.069791136016306,52.992868059093226
5706,"Mitsui Kinzoku Company,Limited",Nonferrous Metals,3080310489088.0,40.90677534386143,53.285787060621495,78.62964849719816,2.1905247070809986,43.75318390219053
6136,OSG Corporation,Machinery,,74.9872643912379,36.118186449312276,88.18135506877228,51.069791136016306,62.58914926133469
6855,JAPAN ELECTRONIC MATERIALS CORPORATION,Electric Appliances,109563117568.0,38.76719307182883,7.590422822210901,95.72083545593479,4.78858889454916,36.71676006113092
6643,"Togami Electric Mfg.Co.,Ltd.",Electric Appliances,,81.60978094752929,67.04024452368823,95.72083545593479,51.069791136016306,73.86016301579215
4099,SHIKOKU KASEI HOLDINGS CORPORATION,Chemicals,,69.4345389709628,55.934793683138054,78.62964849719816,51.069791136016306,63.76719307182883
6480,"NIPPON THOMPSON CO.,LTD.",Machinery,,18.441161487519103,4.0753948038716254,88.18135506877228,51.069791136016306,40.44192562404483
6877,Obara Group Incorporated,Electric Appliances,,84.46255731023943,28.578706062149774,95.72083545593479,51.069791136016306,64.95797249108507
7725,INTER ACTION Corporation,Precision Instruments,,98.31889964340296,21.650534895568008,95.72083545593479,51.069791136016306,66.69001528273051
7711,"SUKEGAWA ELECTRIC CO.,LTD.",Precision Instruments,,41.21242995415181,72.54202750891493,95.72083545593479,51.069791136016306,65.13627101375445
7746,"OKAMOTO GLASS CO.,LTD.",Precision Instruments,,2.2414671421293937,21.85430463576159,95.72083545593479,51.069791136016306,42.72159959246052
6809,TOA CORPORATION,Electric Appliances,,79.87773815588385,51.04431991849211,95.72083545593479,51.069791136016306,69.42817116658176
6454,"MAX CO.,LTD.",Machinery,,91.64544065206317,56.13856342333163,88.18135506877228,51.069791136016306,71.75878757004585
7730,"MANI,INC.",Precision Instruments,,95.6698930208864,59.70453387671931,95.72083545593479,51.069791136016306,75.5412633723892
7716,NAKANISHI INC.,Precision Instruments,,92.15486500254713,71.21752419765664,95.72083545593479,51.069791136016306,77.54075394803871
7722,"KOKUSAI CO.,LTD.",Precision Instruments,,59.44982170147733,71.57412124299542,95.72083545593479,51.069791136016306,69.45364238410596
6822,"Oi Electric Co.,Ltd.",Electric Appliances,,28.527763627101375,87.11156393275598,95.72083545593479,51.069791136016306,65.60748853795212
5802,"Sumitomo Electric Industries,Ltd.",Nonferrous Metals,10279343620096.0,20.98828323993887,5.654610290371879,84.66632705043301,2.8527763627101375,28.54049923586347
6592,"MABUCHI MOTOR CO.,LTD.",Electric Appliances,,75.85328578706061,57.87060621497707,95.72083545593479,51.069791136016306,70.1286296484972
6508,MEIDENSHA CORPORATION,Electric Appliances,,26.79572083545593,76.97401935812532,95.72083545593479,51.069791136016306,62.64009169638308
6998,"Nippon Tungsten Co.,Ltd.",Electric Appliances,,63.32144676515538,18.746816097809475,95.72083545593479,51.069791136016306,57.21472236372899
6644,"Osaki Electric Co.,Ltd.",Electric Appliances,,37.952114111054506,56.800815078960774,95.72083545593479,51.069791136016306,60.385888945491594
6861,KEYENCE CORPORATION,Electric Appliances,19455367184384.0,99.49057564951605,5.858380030565461,95.72083545593479,2.39429444727458,50.86602139582272
6928,"ENOMOTO Co.,Ltd.",Electric Appliances,,19.25624044829343,5.298013245033113,95.72083545593479,51.069791136016306,42.83622007131941
6134,FUJI CORPORATION,Machinery,720535552000.0,83.08711156393275,0.15282730514518594,88.18135506877228,0.6622516556291391,43.02088639836984
7740,"Tamron Co.,Ltd.",Precision Instruments,,93.27559857361182,59.60264900662252,95.72083545593479,51.069791136016306,74.91721854304636
6498,KITZ CORPORATION,Machinery,,61.38563423331635,35.96535914416709,88.18135506877228,51.069791136016306,59.150534895568
6674,GS Yuasa Corporation,Electric Appliances,642947547136.0,35.40499235863474,17.778909831889962,95.72083545593479,4.839531329597555,38.43606724401426
6417,"SANKYO CO.,LTD.",Machinery,,98.98115129903209,64.64595007641365,88.18135506877228,51.069791136016306,75.71956189505859
6794,"Foster Electric Company,Limited",Electric Appliances,,27.763627101375445,84.15690269994906,95.72083545593479,51.069791136016306,64.6777890983189
4975,JCU CORPORATION,Chemicals,,98.47172694854814,36.22007131940907,78.62964849719816,51.069791136016306,66.09780947529292
7261,Mazda Motor Corporation,Transportation Equipment,706788851712.0,9.475292919001529,99.84717269485482,47.809475292919004,99.49057564951605,64.15562913907286
6853,"KYOWA ELECTRONIC INSTRUMENTS CO.,LTD.",Electric Appliances,,58.73662761079979,48.14060112073357,95.72083545593479,51.069791136016306,63.41696383087111
6787,"Meiko Electronics Co.,Ltd.",Electric Appliances,989451780096.0,8.81304126337239,3.5150280183392764,95.72083545593479,0.8660213958227204,27.228731533367295
6651,NITTO KOGYO CORPORATION,Electric Appliances,,62.55731023942944,76.51553744268976,95.72083545593479,51.069791136016306,71.46586856851758
6156,A-ONE SEIMITSU INC.,Machinery,,94.80387162506368,10.799796230259807,88.18135506877228,51.069791136016306,61.213703515028016
4022,"Rasa Industries,Ltd.",Chemicals,,50.84055017829853,17.3713703515028,78.62964849719816,51.069791136016306,49.47784004075395
4966,"C.Uyemura & Co.,Ltd.",Chemicals,,92.3586347427407,31.380539989811513,78.62964849719816,51.069791136016306,63.35965359144167
6505,"TOYO DENKI SEIZO K.K.(TOYO ELECTRIC MFG.CO.,LTD.)",Electric Appliances,,36.32195618950586,81.40601120733571,95.72083545593479,51.069791136016306,66.12964849719816
6744,NOHMI BOSAI LTD.,Electric Appliances,,86.50025471217523,75.34386143657666,95.72083545593479,51.069791136016306,77.15868568517574
6282,OILES CORPORATION,Machinery,,89.047376464595,50.84055017829853,88.18135506877228,51.069791136016306,69.78476821192054
6306,"NIKKO CO.,LTD.",Machinery,,75.14009169638308,79.11360163015793,88.18135506877228,51.069791136016306,73.3762098828324
6850,Chino Corporation,Electric Appliances,,78.60417727967398,68.31380539989811,95.72083545593479,51.069791136016306,73.4271523178808
6676,BUFFALO INC.,Electric Appliances,,37.44268976057056,23.99388690779419,95.72083545593479,51.069791136016306,52.05680081507896
6969,"MATSUO ELECTRIC CO.,LTD.",Electric Appliances,,16.811003565970452,21.141110545084054,95.72083545593479,51.069791136016306,46.1856851757514
6143,"Sodick Co.,Ltd.",Machinery,,41.61996943453897,79.16454406520631,88.18135506877228,51.069791136016306,65.00891492613347
6384,"SHOWA SHINKU CO.,LTD.",Machinery,,88.94549159449822,9.322465613856343,88.18135506877228,51.069791136016306,59.379775853285786
6678,"Techno Medica Co.,Ltd.",Electric Appliances,,87.21344880285278,23.58634742740703,95.72083545593479,51.069791136016306,64.39760570555273
4732,"USS Co.,Ltd.",Services,,99.74528782475802,57.463066734589916,54.3555781966378,51.069791136016306,65.6584309730005
6823,"RION CO.,LTD.",Electric Appliances,,81.25318390219053,63.779928680590935,95.72083545593479,51.069791136016306,72.95593479368314
6675,"SAXA,Inc.",Electric Appliances,,67.2949566989302,62.098828323993885,95.72083545593479,51.069791136016306,69.04610290371879
6863,NIRECO CORPORATION,Electric Appliances,,90.67753438614365,66.98930208863983,95.72083545593479,51.069791136016306,76.11436576668365
6859,ESPEC CORP.,Electric Appliances,,71.7269485481406,78.70606214977076,95.72083545593479,51.069791136016306,74.30590932246561
4186,"TOKYO OHKA KOGYO CO.,LTD.",Chemicals,1280537526272.0,82.22109016811004,83.44370860927152,78.62964849719816,3.922567498726439,62.054253693326544
6670,"MCJ Co.,Ltd.",Electric Appliances,,64.34029546612328,50.78960774325013,95.72083545593479,51.069791136016306,65.48013245033113
6144,"Seibu Electric & Machinery Co.,Ltd.",Machinery,,52.980132450331126,60.67244014263882,95.72083545593479,51.069791136016306,65.11079979623025
7713,"SIGMA KOKI CO.,LTD.",Precision Instruments,,72.03260315843097,20.580743759551705,95.72083545593479,51.069791136016306,59.85099337748345
6858,"ONO SOKKI Co.,Ltd.",Electric Appliances,,32.95975547631177,90.93224656138563,95.72083545593479,51.069791136016306,67.67065715741212
6963,ROHM COMPANY LIMITED,Electric Appliances,2000433709056.0,9.067753438614366,6.724401426388181,95.72083545593479,3.9735099337748347,28.871625063678042
4972,"Soken Chemical & Engineering Co.,Ltd.",Chemicals,,77.68721344880285,90.11716760061131,78.62964849719816,51.069791136016306,74.37595517065716
6890,Ferrotec Corporation,Electric Appliances,380327165952.0,13.397860417727966,8.252674477840042,95.72083545593479,3.616912888436067,30.247070809984717
6668,"ADTEC PLASMA TECHNOLOGY CO.,LTD.",Electric Appliances,,46.66327050433011,19.71472236372899,95.72083545593479,51.069791136016306,53.292154865002544
6402,"KANEMATSU ENGINEERING CO.,LTD.",Machinery,,64.84971981660723,61.53846153846154,88.18135506877228,51.069791136016306,66.40983188996434
4800,Oricon Inc.,Information & Communication,,99.13397860417727,23.535404992358636,66.17422312786552,51.069791136016306,59.97834946510443
6653,"SEIKO ELECTRIC CO.,LTD.",Electric Appliances,,39.02190524707081,68.87417218543047,95.72083545593479,51.069791136016306,63.67167600611309
6235,"OPTORUN CO.,LTD.",Machinery,,46.15384615384615,6.826286296484972,88.18135506877228,51.069791136016306,48.057819663779924
6380,"ORIENTAL CHAIN MFG. CO.,LTD.",Machinery,,10.901681100356598,45.74630667345899,88.18135506877228,51.069791136016306,48.97478349465104
6302,"SUMITOMO HEAVY INDUSTRIES,LTD.",Machinery,616368701440.0,25.776872134488027,84.56444218033621,88.18135506877228,97.55476311767703,74.01935812531838
8725,"MS&AD Insurance Group Holdings,Inc.",Insurance,6236137848832.0,96.94345389709628,98.16607233825778,45.6444218033622,98.57361181864493,84.83188996434029
6140,"Asahi Diamond Industrial Co.,Ltd.",Machinery,,50.0254712175242,27.101375445746307,88.18135506877228,51.069791136016306,54.094498217014774
6485,"MAEZAWA KYUSO INDUSTRIES CO.,LTD.",Machinery,,91.18695873662762,20.42791645440652,88.18135506877228,51.069791136016306,62.71650534895568
6209,NPR-RIKEN CORPORATION,Machinery,,44.167091186958736,89.25114620478858,88.18135506877228,51.069791136016306,68.16734589913398
6507,"SINFONIA TECHNOLOGY CO.,LTD.",Electric Appliances,,35.557819663779924,52.72542027508915,95.72083545593479,51.069791136016306,58.76846663270504
5105,Toyo Tire Corporation,Rubber Products,566550134784.0,84.20784513499746,97.40193581253183,47.809475292919004,99.03209373408049,82.1128374936322
5406,"Kobe Steel,Ltd.",Iron and Steel,775087915008.0,25.725929699439632,99.59246051961284,22.69485481406011,99.69434538970962,61.92689760570555
6284,"NISSEI ASB MACHINE CO.,LTD.",Machinery,,83.44370860927152,72.33825776872135,88.18135506877228,51.069791136016306,73.75827814569537
4461,DKS Co.Ltd.,Chemicals,,19.205298013245034,85.78706062149772,78.62964849719816,51.069791136016306,58.6729495669893
6250,YAMABIKO CORPORATION,Machinery,,53.48955680081507,50.94243504839532,88.18135506877228,51.069791136016306,60.92078451349974
6517,"Denyo Co.,Ltd.",Electric Appliances,,64.23841059602648,52.929190015282735,95.72083545593479,51.069791136016306,65.98955680081508
6332,"TSUKISHIMA HOLDINGS CO.,LTD.",Machinery,,54.50840550178299,86.60213958227203,88.18135506877228,51.069791136016306,70.0904228222109
6999,KOA CORPORATION,Electric Appliances,,9.373408048904738,4.584819154355578,95.72083545593479,51.069791136016306,40.18721344880285
6788,"NIHON TRIM CO.,LTD.",Electric Appliances,,85.17575140091697,71.7269485481406,95.72083545593479,51.069791136016306,75.92333163525217
8086,NIPRO CORPORATION,Precision Instruments,,44.67651553744269,65.81762608252674,95.72083545593479,51.069791136016306,64.32119205298014
6247,"HISAKA WORKS,LTD.",Machinery,,71.57412124299542,61.69128884360673,88.18135506877228,51.069791136016306,68.12913907284768
6845,Azbil Corporation,Electric Appliances,,88.23229750382067,49.87264391237901,95.72083545593479,51.069791136016306,71.2238920020377
6748,"SEIWA ELECTRIC MFG. CO.,LTD.",Electric Appliances,,67.75343861436576,47.52929190015283,95.72083545593479,51.069791136016306,65.51833927661743
6923,"Stanley Electric Co.,Ltd.",Electric Appliances,,76.92307692307693,62.40448293428425,95.72083545593479,51.069791136016306,71.52954661232808
6331,"Mitsubishi Kakoki Kaisha,Ltd.",Machinery,,23.535404992358636,83.49465104431992,88.18135506877228,51.069791136016306,61.57030056036679
6457,GLORY LTD.,Machinery,,67.14212939378503,54.100866021395824,88.18135506877228,51.069791136016306,65.12353540499235
6763,"Teikoku Tsushin Kogyo Co.,Ltd.",Electric Appliances,,77.27967396841568,26.591951095262356,95.72083545593479,51.069791136016306,62.66556291390728
2461,"FAN Communications,Inc.",Services,,99.54151808456444,24.350483953132958,54.3555781966378,51.069791136016306,57.32934284258788
6770,"ALPS ALPINE CO.,LTD.",Electric Appliances,,30.871115639327563,22.975038206826287,95.72083545593479,51.069791136016306,50.15919510952624
6466,"TVE Co.,Ltd.",Machinery,,40.95771777890983,39.42944472745798,88.18135506877228,51.069791136016306,54.9095771777891
6371,TSUBAKIMOTO CHAIN CO.,Machinery,,69.74019358125318,50.331125827814574,88.18135506877228,51.069791136016306,64.83061640346409
7760,IMV CORPORATION,Precision Instruments,,46.7651553744269,82.22109016811004,95.72083545593479,51.069791136016306,68.94421803362201
5714,"DOWA HOLDINGS CO.,LTD.",Nonferrous Metals,616916844544.0,20.88639836984208,84.66632705043301,78.62964849719816,98.77738155883851,70.73993886907795
6518,"SANSO ELECTRIC CO.,LTD.",Electric Appliances,,17.677024961793173,5.705552725420275,95.72083545593479,51.069791136016306,42.543301069791134
6369,TOYO KANETSU K.K.,Machinery,,58.02343352012226,75.19103413143148,88.18135506877228,51.069791136016306,68.11640346408558
6989,"HOKURIKU ELECTRIC INDUSTRY CO.,LTD.",Electric Appliances,,51.29903209373408,17.982679572083544,95.72083545593479,51.069791136016306,54.01808456444218
7991,"MAMIYA-OP CO.,LTD",Machinery,,86.9587366276108,97.09628120224146,88.18135506877228,51.069791136016306,80.82654100866021
6345,AICHI CORPORATION,Machinery,,89.25114620478858,25.216505348955682,88.18135506877228,51.069791136016306,63.42969943963321
6750,"ELECOM CO.,LTD.",Electric Appliances,,86.19460010188487,52.114111054508406,95.72083545593479,51.069791136016306,71.2748344370861
6436,Amano Corporation,Machinery,,91.03413143148242,76.36271013754458,88.18135506877228,51.069791136016306,76.6619969434539
4441,Tobila Systems Inc.,Information & Communication,,99.69434538970962,75.90422822210901,66.17422312786552,51.069791136016306,73.21064696892512
2433,HAKUHODO DY HOLDINGS INCORPORATED,Services,,99.8981151299032,25.420275089149264,54.3555781966378,51.069791136016306,57.685939887926644
6820,ICOM INCORPORATED,Electric Appliances,,71.87977585328579,38.818135506877226,95.72083545593479,51.069791136016306,64.37213448802854
6915,"CHIYODA INTEGRE CO.,LTD.",Electric Appliances,,74.57972491085074,19.205298013245034,95.72083545593479,51.069791136016306,60.143912379011724
6291,"AIRTECH JAPAN,LTD.",Machinery,,74.83443708609272,55.01782985226694,88.18135506877228,51.069791136016306,67.27585328578706
9104,"Mitsui O.S.K.Lines,Ltd.",Marine Transportation,1849591332864.0,57.310239429444735,99.54151808456444,22.69485481406011,99.64340295466123,69.79750382068264
6597,HPC SYSTEMS Inc.,Electric Appliances,,17.82985226693836,48.700967906265916,95.72083545593479,51.069791136016306,53.33036169128884
6599,"EBRAINS,INC.",Electric Appliances,,59.60264900662252,12.531839021905247,95.72083545593479,51.069791136016306,54.731278655119716
6463,"TPR CO.,LTD.",Machinery,,59.39887926642894,58.38003056546103,88.18135506877228,51.069791136016306,64.25751400916964
1911,"Sumitomo Forestry Co.,Ltd.",Construction,788843921408.0,27.559857361181866,99.74528782475802,22.69485481406011,99.79623025980642,62.4490575649516
6489,"Maezawa Industries,Inc.",Machinery,,74.32501273560877,64.34029546612328,88.18135506877228,51.069791136016306,69.47911360163016
6328,"EBARA JITSUGYO CO.,LTD.",Machinery,,69.89302088639838,60.77432501273561,88.18135506877228,51.069791136016306,67.47962302598064
2344,"HEIAN CEREMONY SERVICE CO.,LTD.",Services,,93.42842587875701,45.59347936831381,54.3555781966378,51.069791136016306,61.11181864493123
7723,"Aichi Tokei Denki Co.,Ltd.",Precision Instruments,,50.63678043810494,35.50687722873153,95.72083545593479,51.069791136016306,58.23357106469689
1925,"DAIWA HOUSE INDUSTRY CO.,LTD.",Construction,2610547916800.0,66.22516556291392,98.9302088639837,22.69485481406011,99.59246051961284,71.86067244014264
6486,"EAGLE INDUSTRY CO.,LTD.",Machinery,,50.89149261334692,30.005094243504836,88.18135506877228,51.069791136016306,55.036933265410084
5803,Fujikura Ltd.,Nonferrous Metals,7743518277632.0,24.45236882322975,10.137544574630668,78.62964849719816,1.935812531839022,28.7888436067244
6737,EIZO Corporation,Electric Appliances,,73.50993377483444,16.250636780438104,95.72083545593479,51.069791136016306,59.13779928680591
6146,DISCO CORPORATION,Machinery,6915538550784.0,97.35099337748345,11.41110545084055,88.18135506877228,1.782985226693836,49.681609780947525
6951,JEOL Ltd.,Electric Appliances,,66.02139582272034,68.67040244523687,95.72083545593479,51.069791136016306,70.37060621497707
6718,"AIPHONE CO.,LTD.",Electric Appliances,,58.634742740703004,47.98777381558838,95.72083545593479,51.069791136016306,63.35328578706062
7409,"AeroEdge Co.,Ltd",Transportation Equipment,,38.35965359144167,69.4345389709628,47.809475292919004,51.069791136016306,51.66836474783494
6157,"NS TOOL CO.,LTD.",Machinery,,93.5303107488538,17.26948548140601,88.18135506877228,51.069791136016306,62.5127356087621
2181,"PERSOL HOLDINGS CO.,LTD.",Services,,100.0,2.39429444727458,54.3555781966378,51.069791136016306,51.95491594498217
3433,"TOCALO Co.,Ltd.",Metal Products,,93.22465613856342,50.22924095771778,78.62964849719816,51.069791136016306,68.28833418237392
6382,TRINITY INDUSTRIAL CORPORATION,Machinery,,59.95924605196128,85.48140601120734,88.18135506877228,51.069791136016306,71.1729495669893
7715,"NAGANO KEIKI CO.,LTD.",Precision Instruments,,42.58787570045848,67.95720835455936,95.72083545593479,51.069791136016306,64.33392766174224
3891,NIPPON KODOSHI CORPORATION,Pulp and Paper,,70.70809984717269,11.003565970453389,22.69485481406011,51.069791136016306,38.869077941925624
6590,SHIBAURA MECHATRONICS CORPORATION,Electric Appliances,341322792960.0,18.644931227712686,1.4263881813550687,95.72083545593479,0.815078960774325,29.15180845644422
7965,Zojirushi Corporation,Electric Appliances,,63.42333163525217,56.90269994905756,95.72083545593479,51.069791136016306,66.77916454406521
6309,"TOMOE ENGINEERING CO.,LTD.(TOMOE KOGYO CO.,LTD.)",Machinery,,60.62149770759042,63.93275598573612,88.18135506877228,51.069791136016306,65.95134997452878
5821,HIRAKAWA HEWTECH CORP.,Nonferrous Metals,,58.12531839021905,14.773306164034642,78.62964849719816,51.069791136016306,50.649516046867035
6798,SMK Corporation,Electric Appliances,,14.875191034131433,38.20682628629648,95.72083545593479,51.069791136016306,49.96816097809475
6333,TEIKOKU CORPORATION,Machinery,,90.98318899643402,44.11614875191034,88.18135506877228,51.069791136016306,68.58762098828323
6856,"HORIBA,Ltd.",Electric Appliances,1117526163456.0,73.96841569026999,1.6811003565970453,95.72083545593479,1.1207335710646968,43.122771268466636
5711,Mitsubishi Materials Corporation,Nonferrous Metals,665017516032.0,10.341314314824249,93.32654100866021,78.62964849719816,97.96230259806418,70.0649516046867
9672,"TOKYOTOKEIBA CO.,LTD.",Services,,99.28680590932247,44.93122771268467,54.3555781966378,51.069791136016306,62.41085073866531
6272,"RHEON AUTOMATIC MACHINERY CO.,LTD.",Machinery,,83.29088130412634,62.862964849719816,88.18135506877228,51.069791136016306,71.35124808965868
6841,YOKOGAWA ELECTRIC CORPORATION,Electric Appliances,1292748193792.0,81.55883851248089,6.0112073357106475,95.72083545593479,3.3622007131940905,46.66327050433011
9532,"OSAKA GAS CO.,LTD.",Electric Power and Gas,2043935195136.0,66.17422312786552,79.31737137035151,78.62964849719816,98.01324503311258,80.53362200713194
4658,"Nippon Air Conditioning Services Co.,Ltd.",Services,,66.53082017320428,71.26846663270504,84.87009679062659,51.069791136016306,68.43479368313805
7734,"RIKEN KEIKI CO.,LTD.",Precision Instruments,,84.51349974528782,32.95975547631177,95.72083545593479,51.069791136016306,66.06597045338768
