code,company_name,company_name_ja,sector_33,scale_category,shares_source,mc,per,pbr,avg_trading_value_60d,moat_p,change_p,future_p,price_p,total
6430,"DAIKOKU DENKI CO.,LTD.",ダイコク電機株式会社,Machinery,TOPIX Small 2,xbrl,30849726720.0,3.99221462335936,0.6811984110735182,161995896.66666666,84.60527784510069,94.26075793938716,88.18135506877228,91.77718832891247,89.70614479554315
6419,Mars Group Holdings Corporation,株式会社マースグループホールディングス,Machinery,TOPIX Small 1,xbrl,54922062800.0,6.3010919455634555,0.702056485506849,281123513.3333333,86.65838312381847,95.76681364067645,88.18135506877228,87.77188328912467,89.59460878059797
4107,ISE CHEMICALS CORPORATION,伊勢化学工業株式会社,Chemicals,,xbrl,20892923500.0,3.215285241612804,0.5214106189168954,2148833416.6666665,86.62824943124258,84.31112909527263,78.62964849719816,96.63129973474801,86.55008168961535
4972,"Soken Chemical & Engineering Co.,Ltd.",綜研化学株式会社,Chemicals,,xbrl,28600845000.0,6.532067048088525,0.7525913309039737,220640216.66666663,70.73091559122531,85.87500697661439,78.62964849719816,85.72944297082228,80.24125350896503
6745,HOCHIKI CORPORATION,ホーチキ株式会社,Electric Appliances,TOPIX Small 2,xbrl,48405558000.0,6.29624843912591,0.8159936278889433,705398966.8503824,71.27033979786474,69.42551766478763,95.72083545593479,84.05835543766578,80.11876208906324
6850,Chino Corporation,株式会社チノー,Electric Appliances,TOPIX Small 2,xbrl,13988941820.0,6.256235161001789,0.5588200303599249,105882811.66666669,62.027211969767684,67.19247083775186,95.72083545593479,92.62599469496021,79.39162823960365
7595,ARGO GRAPHICS Inc.,株式会社アルゴグラフィックス,Information & Communication,TOPIX Small 1,xbrl,27628723000.0,3.627892945030614,0.46302606226532034,319902865.0,68.57845890072987,70.18758720767985,66.17422312786552,97.50663129973475,75.6117251340025
5975,Topre Corporation,東プレ株式会社,Metal Products,TOPIX Small 1,xbrl,136162824320.0,9.515221825296996,0.6098927438781315,237861173.33333337,50.53546376705225,88.59158899369314,78.62964849719816,84.50928381962865,75.56649626939304
4013,"Kinjiro Co.,Ltd.",勤次郎株式会社,Information & Communication,,xbrl,11302502200.0,11.156519146962003,1.0999687405537983,73291471.66666667,81.28225267254966,88.54671540994586,66.17422312786552,62.785145888594165,74.6970842747388
6580,"Writeup Co.,Ltd.",株式会社ライトアップ,Services,,xbrl,3857543700.0,7.838066665989373,1.2252934874205157,205702778.33333337,78.78404660903863,94.1285929564101,54.3555781966378,68.56763925729443,73.95896425484524
3431,"MIYAJI ENGINEERING GROUP,INC.",宮地エンジニアリンググループ株式会社,Metal Products,TOPIX Small 1,xbrl,38638206312.0,5.832182084830189,0.7994663006828057,322607561.6666667,47.59918969951976,82.37143495004744,78.62964849719816,85.38461538461539,73.49622213284519
6196,"Strike Group Co.,Ltd.",株式会社ストライク,Services,TOPIX Small 1,xbrl,23945891600.0,5.073289642590572,1.1150838002354604,648150802.1563721,92.34058354978758,69.94463358821231,54.3555781966378,76.0212201591512,73.16550387344722
7722,"KOKUSAI CO.,LTD.",国際計測器株式会社,Precision Instruments,,xbrl,10559172000.0,10.556406221569949,0.9101441450387049,54644238.333333336,44.86220414949733,78.57894736842105,95.72083545593479,70.9814323607427,72.53585483364897
7715,"NAGANO KEIKI CO.,LTD.",長野計器株式会社,Precision Instruments,TOPIX Small 2,xbrl,65010527920.0,10.596108650223844,1.455810854420567,259309571.66666663,61.455044615840976,66.61832338003013,95.72083545593479,56.312997347480106,70.02680019982151
1435,robot home Inc.,株式会社ｒｏｂｏｔ　ｈｏｍｅ,Real Estate,TOPIX Small 2,xbrl,14471340100.0,7.265374533781365,1.2958981591801226,133587750.0,70.86566709169307,91.75718591282023,45.924605196128375,68.3023872679045,69.21246136713654
1723,"NIHON DENGI CO.,LTD.",日本電技株式会社,Construction,,xbrl,35708700000.0,5.567305893358279,0.9030575084720045,641578548.3333334,86.22812765503397,80.41019701959033,22.69485481406011,82.62599469496021,67.98979354591116
7347,"Mercuria Holdings Co.,Ltd.",株式会社マーキュリアホールディングス,Securities and Commodities Futures,,xbrl,14227717800.0,7.4181050609706505,0.7408207736346717,31540935.0,84.55215287926723,78.67042473628398,22.69485481406011,84.6949602122016,67.65309816045323
9009,"Keisei Electric Railway Co.,Ltd.",京成電鉄株式会社,Land Transportation,TOPIX Mid400,xbrl,525094007400.0,7.286798787138674,1.0008310316434705,2677283185.0,58.8167089338002,88.51186024446056,46.23025980641874,76.0477453580902,67.40164358569243
5817,"JMACS Japan Co.,Ltd.",ＪＭＡＣＳ株式会社,Nonferrous Metals,,xbrl,5428950075.0,13.555803218065915,0.9602994299175734,928973493.3333334,54.34923449108943,74.85611430485014,78.62964849719816,60.9814323607427,67.20410741347011
7254,UNIVANCE CORPORATION,株式会社ユニバンス,Transportation Equipment,,xbrl,15247623684.0,5.164204515403582,0.5722861735693572,22847433.333333332,55.133474455465574,71.58846347044707,47.809475292919004,93.95225464190982,67.12091696518536
