code,ticker,company_name,market,sector,bm_score,ep_score,gp_score,piotroski_score,sloan_quality_score,distress_safety_score,liquidity_score,anomaly_penalty,microcap_penalty,one_time_profit_penalty,missingness_penalty,missing_metric_count
6824,6824.T,"NEW COSMOS ELECTRIC CO.,LTD.",Standard Market(Domestic),Electric Appliances,0.5564907737131758,0.4847272727272727,0.5696909927679158,1.0,0.46872964169381104,1.0,0.5040335592126493,0.0,0.0,0.0,0.0,0
6703,6703.T,"Oki Electric Industry Company,Limited",Prime Market (Domestic),Electric Appliances,0.2311427646487536,0.228,0.5407626561472715,0.8333333333333334,0.8107491856677524,1.0,0.9293320425943853,0.0,0.0,0.0,0.0,0
6248,6248.T,"Yokota Manufacturing Co., Ltd.",Standard Market(Domestic),Machinery,0.5357720945289738,0.7163636363636363,0.5874424720578567,0.8333333333333334,0.6833876221498372,1.0,0.2058728622136173,0.0,0.0,0.0,0.0,0
3723,3723.T,NIHON FALCOM CORPORATION,Growth Market(Domestic),Information & Communication,0.20718679184202,0.1643636363636363,0.3530571992110454,0.5,0.4104234527687296,1.0,0.3888351080993869,0.0,0.0,0.0,0.0,0
6814,6814.T,"FURUNO ELECTRIC CO.,LTD.",Prime Market (Domestic),Electric Appliances,0.217546131434121,0.610909090909091,0.7337278106508875,0.8333333333333334,0.6293159609120521,1.0,0.9364311068086479,0.0,0.0,0.0,0.0,0
3105,3105.T,Nisshinbo Holdings Inc.,Prime Market (Domestic),Electric Appliances,0.4726448688896082,0.2254545454545454,0.2235371466140697,1.0,0.7,1.0,0.9135204904808003,0.0,0.0,0.0,0.0,0
9880,9880.T,INNOTECH CORPORATION,Prime Market (Domestic),Electric Appliances,0.2120427322758174,0.0723636363636363,0.5272846811308349,0.8333333333333334,0.3996742671009772,1.0,0.8360761535979349,0.0,0.0,0.0,0.0,0
6490,6490.T,PILLAR Corporation,Prime Market (Domestic),Machinery,0.1230171576561994,0.1636363636363636,0.4342537804076266,0.6666666666666666,0.8026058631921824,1.0,0.8731848983543078,0.0,0.0,0.0,0.0,0
6894,6894.T,"PULSTEC INDUSTRIAL CO.,LTD.",Standard Market(Domestic),Electric Appliances,0.7245063127225639,0.8301818181818181,0.3159105851413544,0.6666666666666666,0.13452768729641695,1.0,0.08518877057115198,0.0,0.0,0.0,0.0,0
6961,6961.T,ENPLAS CORPORATION,Prime Market (Domestic),Electric Appliances,0.2379410812560699,0.1501818181818182,0.5456936226166995,0.6666666666666666,0.745928338762215,1.0,0.9419167473378509,0.0,0.0,0.0,0.0,0
6960,6960.T,"FUKUDA DENSHI CO.,LTD.",Standard Market(Domestic),Electric Appliances,0.2696665587568792,0.3221818181818182,0.6383957922419461,0.6666666666666666,0.8361563517915309,1.0,0.8015488867376573,0.0,0.0,0.0,0.0,0
6419,6419.T,Mars Group Holdings Corporation,Prime Market (Domestic),Machinery,0.759792813208158,0.9007272727272728,0.4641683103221565,0.8333333333333334,0.5276872964169381,1.0,0.7218457566957083,0.0,0.0,0.0,0.0,0
7747,7747.T,"ASAHI INTECC CO.,LTD.",Prime Market (Domestic),Precision Instruments,0.0284881838782777,0.0687272727272727,0.7419460880999342,0.8333333333333334,0.9182410423452769,1.0,0.946434333656018,0.0,0.0,0.0,0.0,0
5214,5214.T,"Nippon Electric Glass Co.,Ltd.",Prime Market (Domestic),Glass and Ceramics Products,0.5645840077695047,0.3843636363636363,0.1097961867192636,1.0,0.5872964169381107,1.0,0.9567602452404002,0.0,0.0,0.0,0.0,0
7749,7749.T,"MEDIKIT CO.,LTD.",Standard Market(Domestic),Precision Instruments,0.6218841048883134,0.4898181818181818,0.2485207100591716,0.6666666666666666,0.42052117263843647,1.0,0.13036463375282348,0.0,0.0,0.0,0.0,0
6866,6866.T,HIOKI E.E.CORPORATION,Prime Market (Domestic),Electric Appliances,0.0728391065069601,0.1210909090909091,0.7149901380670611,0.6666666666666666,0.6853420195439739,1.0,0.8418844788641497,0.0,0.0,0.0,0.0,0
6996,6996.T,NICHICON CORPORATION,Prime Market (Domestic),Electric Appliances,0.1900291356426028,0.1734545454545454,0.1942800788954635,0.8333333333333334,0.6752442996742671,1.0,0.9093255888996451,0.0,0.0,0.0,0.0,0
6925,6925.T,USHIO INC.,Prime Market (Domestic),Electric Appliances,0.2764648753641955,0.528,0.3763971071663379,0.6666666666666666,0.19315960912052121,1.0,0.8912552436269764,0.0,0.0,0.0,0.0,0
1948,1948.T,"The Kodensha,Co.,Ltd.",Standard Market(Domestic),Construction,0.0598899320168339,0.1018181818181818,0.4750164365548981,0.8333333333333334,0.10195439739413681,1.0,0.7960632462084544,0.0,0.0,0.0,0.0,0
5187,5187.T,"CREATE MEDIC CO.,LTD.",Standard Market(Domestic),Precision Instruments,0.8546455163483327,0.5349090909090909,0.5825115055884287,0.6666666666666666,0.2674267100977199,1.0,0.2781542433042917,0.0,0.0,0.0,0.0,0
5706,5706.T,"Mitsui Kinzoku Company,Limited",Prime Market (Domestic),Nonferrous Metals,0.014567821301392,0.0701818181818181,0.4326101249178172,1.0,0.4498371335504886,1.0,0.9977412068409164,0.0,0.0,0.0,0.0,0
6136,6136.T,OSG Corporation,Prime Market (Domestic),Machinery,0.3713175785043703,0.2836363636363636,0.3833004602235371,0.8333333333333334,0.6527687296416937,1.0,0.8896418199419167,0.0,0.0,0.0,0.0,0
6855,6855.T,JAPAN ELECTRONIC MATERIALS CORPORATION,Standard Market(Domestic),Electric Appliances,0.0776950469407575,0.1261818181818181,0.4572649572649572,0.6666666666666666,0.12052117263843654,1.0,0.9606324620845434,0.0,0.0,0.0,0.0,0
6643,6643.T,"Togami Electric Mfg.Co.,Ltd.",Standard Market(Domestic),Electric Appliances,0.5208805438653286,0.6869090909090909,0.4142011834319526,1.0,0.43387622149837135,1.0,0.5808325266214908,0.0,0.0,0.0,0.0,0
4099,4099.T,SHIKOKU KASEI HOLDINGS CORPORATION,Prime Market (Domestic),Chemicals,0.124312075105212,0.1149090909090909,0.3856015779092702,0.6666666666666666,0.4866449511400651,1.0,0.8693126815101646,0.0,0.0,0.0,0.0,0
6480,6480.T,"NIPPON THOMPSON CO.,LTD.",Prime Market (Domestic),Machinery,0.2285529297507283,0.0052727272727272,0.1817882971729125,0.5,0.7169381107491857,1.0,0.8848015488867377,0.0,0.0,0.0,0.0,0
6877,6877.T,Obara Group Incorporated,Standard Market(Domestic),Electric Appliances,0.4859177727419877,0.4956363636363636,0.3402366863905325,0.6666666666666666,0.21693811074918568,1.0,0.8018715714746693,0.0,0.0,0.0,0.0,0
7725,7725.T,INTER ACTION Corporation,Prime Market (Domestic),Precision Instruments,0.2518614438329556,0.2058181818181818,0.4102564102564102,0.6666666666666666,0.9811074918566776,1.0,0.6879638593094547,0.0,0.0,0.0,0.0,0
7711,7711.T,"SUKEGAWA ELECTRIC CO.,LTD.",Standard Market(Domestic),Precision Instruments,0.0349627711233408,0.0978181818181818,0.5111768573307035,1.0,0.36677524429967423,1.0,0.8489835430784124,0.0,0.0,0.0,0.0,0
7746,7746.T,"OKAMOTO GLASS CO.,LTD.",Standard Market(Domestic),Precision Instruments,0.010359339592101,0.0265454545454545,0.299474030243261,0.6666666666666666,0.504885993485342,1.0,0.8941594062600839,0.0,0.0,0.0,0.0,0
6809,6809.T,TOA CORPORATION,Prime Market (Domestic),Electric Appliances,0.6513434768533506,0.3763636363636363,0.6314924391847468,0.8333333333333334,0.6876221498371335,1.0,0.7118425298483382,0.0,0.0,0.0,0.0,0
6454,6454.T,"MAX CO.,LTD.",Prime Market (Domestic),Machinery,0.7546131434121075,0.8898181818181818,0.6650230111768574,1.0,0.5693811074918567,1.0,0.8076798967408841,0.0,0.0,0.0,0.0,0
6622,6622.T,DAIHEN CORPORATION,Prime Market (Domestic),Electric Appliances,0.1702816445451602,0.1396363636363636,0.410913872452334,0.6666666666666666,0.6644951140065147,1.0,0.9399806389157793,0.0,0.0,0.0,0.0,0
7730,7730.T,"MANI,INC.",Prime Market (Domestic),Precision Instruments,0.1107154418905794,0.1021818181818181,0.6380670611439843,0.8333333333333334,0.6553745928338762,1.0,0.814133591481123,0.0,0.0,0.0,0.0,0
7716,7716.T,NAKANISHI INC.,Standard Market(Domestic),Precision Instruments,0.2068630624797669,0.2087272727272727,0.5641025641025641,0.8333333333333334,0.6351791530944626,1.0,0.8328493062278154,0.0,0.0,0.0,0.0,0
6647,6647.T,"MORIO DENKI CO.,LTD.",Standard Market(Domestic),Electric Appliances,0.7840725153771447,0.9072727272727272,0.3770545693622616,0.5,0.06416938110749182,1.0,0.14649887060342046,0.0,0.0,0.0,0.0,0
6997,6997.T,NIPPON CHEMI-CON CORPORATION,Prime Market (Domestic),Electric Appliances,0.2178698607963742,0.5001818181818182,0.1906640368178829,0.5,0.34429967426710095,0.0,0.9283639883833494,1.0,0.0,0.0,0.16666666666666666,1
7775,7775.T,"DAIKEN MEDICAL CO.,LTD.",Standard Market(Domestic),Precision Instruments,0.3777921657494335,0.6341818181818182,0.6837606837606838,1.0,0.34592833876221496,1.0,0.29138431752178123,0.0,0.0,0.0,0.0,0
7722,7722.T,"KOKUSAI CO.,LTD.",Standard Market(Domestic),Precision Instruments,0.6319197151181613,0.6709090909090909,0.4411571334648257,1.0,0.3423452768729641,1.0,0.46047111971603744,0.0,0.0,0.0,0.0,0
6822,6822.T,"Oi Electric Co.,Ltd.",Standard Market(Domestic),Electric Appliances,0.6526383943023633,0.9036363636363636,0.462853385930309,1.0,0.8228013029315961,1.0,0.4782187802516941,0.0,0.0,0.0,0.0,0
5802,5802.T,"Sumitomo Electric Industries,Ltd.",Prime Market (Domestic),Nonferrous Metals,0.072515377144707,0.068,0.2905982905982906,1.0,0.6469055374592834,1.0,0.9974185221039045,0.0,0.0,0.0,0.0,0
6592,6592.T,"MABUCHI MOTOR CO.,LTD.",Prime Market (Domestic),Electric Appliances,0.4917449012625445,0.7127272727272728,0.1416831032215647,0.8333333333333334,0.27882736156351795,1.0,0.8993223620522749,0.0,0.0,0.0,0.0,0
6870,6870.T,"Fenwal Controls of Japan,Ltd.",Standard Market(Domestic),Electric Appliances,0.6021366137908708,0.6254545454545455,0.3977646285338593,0.8333333333333334,0.1140065146579805,1.0,0.29170700225879315,0.0,0.0,0.0,0.0,0
6508,6508.T,MEIDENSHA CORPORATION,Prime Market (Domestic),Electric Appliances,0.1158951116866299,0.1974545454545454,0.4612097304404997,1.0,0.7381107491856678,1.0,0.9277186189093256,0.0,0.0,0.0,0.0,0
6912,6912.T,KIKUSUI HOLDINGS CORPORATION,Standard Market(Domestic),Electric Appliances,0.4661702816445451,0.5952727272727273,0.7189349112426036,0.6666666666666666,0.6899022801302932,1.0,0.29977412068409165,0.0,0.0,0.0,0.0,0
6998,6998.T,"Nippon Tungsten Co.,Ltd.",Standard Market(Domestic),Electric Appliances,0.7028164454516025,0.4389090909090909,0.2508218277449047,1.0,0.5074918566775244,1.0,0.6134236850596967,0.0,0.0,0.0,0.0,0
6644,6644.T,"Osaki Electric Co.,Ltd.",Prime Market (Domestic),Electric Appliances,0.4991906765943671,0.3581818181818181,0.4477317554240631,0.6666666666666666,0.5592833876221499,1.0,0.8183284930622782,0.0,0.0,0.0,0.0,0
6861,6861.T,KEYENCE CORPORATION,Prime Market (Domestic),Electric Appliances,0.0323729362253156,0.0618181818181818,0.5292570677186061,0.5,0.3570032573289902,1.0,0.9967731526298806,0.0,0.0,0.0,0.0,0
6928,6928.T,"ENOMOTO Co.,Ltd.",Standard Market(Domestic),Electric Appliances,0.4839753965684688,0.049090909090909,0.0670611439842209,1.0,0.4009771986970684,1.0,0.6314940303323653,0.0,0.0,0.0,0.0,0
6134,6134.T,FUJI CORPORATION,Prime Market (Domestic),Machinery,0.1061832308190352,0.041090909090909,0.326758711374096,0.8333333333333334,0.7472312703583062,1.0,0.9541787673443046,0.0,0.0,0.0,0.0,0
6346,6346.T,"KIKUKAWA ENTERPRISE,INC.",Standard Market(Domestic),Machinery,0.8416963418582065,0.7283636363636363,0.235042735042735,0.8333333333333334,0.11661237785016287,1.0,0.027428202646014845,0.0,0.0,0.0,0.0,0
7740,7740.T,"Tamron Co.,Ltd.",Prime Market (Domestic),Precision Instruments,0.2434444804143735,0.4541818181818182,0.6666666666666666,0.6666666666666666,0.6068403908794788,1.0,0.7918683446272992,0.0,0.0,0.0,0.0,0
6498,6498.T,KITZ CORPORATION,Prime Market (Domestic),Machinery,0.2881191324053092,0.3243636363636363,0.4957264957264957,0.6666666666666666,0.4228013029315961,1.0,0.8447886414972572,0.0,0.0,0.0,0.0,0
6674,6674.T,GS Yuasa Corporation,Prime Market (Domestic),Electric Appliances,0.3156361281968274,0.2887272727272727,0.3547008547008547,0.5,0.39315960912052117,1.0,0.9677315262988061,0.0,0.0,0.0,0.0,0
6417,6417.T,"SANKYO CO.,LTD.",Prime Market (Domestic),Machinery,0.463904176108773,0.9109090909090908,0.6387245233399079,0.3333333333333333,0.3058631921824104,1.0,0.914811229428848,0.0,0.0,0.0,0.0,0
6794,6794.T,"Foster Electric Company,Limited",Prime Market (Domestic),Electric Appliances,0.6429265134347686,0.668,0.4270216962524655,1.0,0.890228013029316,1.0,0.8105840593739916,0.0,0.0,0.0,0.0,0
4975,4975.T,JCU CORPORATION,Prime Market (Domestic),Chemicals,0.0812560699255422,0.213090909090909,0.6469428007889546,1.0,0.37915309446254075,1.0,0.8331719909648274,0.0,0.0,0.0,0.0,0
6654,6654.T,"FUJI ELECTRIC INDUSTRY CO.,LTD.",Standard Market(Domestic),Electric Appliances,0.8637099384914212,0.1916363636363636,0.0973044049967127,0.6666666666666666,0.4905537459283388,1.0,0.21200387221684414,0.0,0.0,0.0,0.0,0
7261,7261.T,Mazda Motor Corporation,Prime Market (Domestic),Transportation Equipment,0.9362253156361282,0.9069090909090908,0.4316239316239316,0.5,0.6859934853420195,1.0,0.9751532752500807,0.0,0.0,0.0,0.0,0
6853,6853.T,"KYOWA ELECTRONIC INSTRUMENTS CO.,LTD.",Standard Market(Domestic),Electric Appliances,0.4289414049854322,0.2152727272727272,0.5082182774490467,0.8333333333333334,0.20651465798045598,1.0,0.4675701839303001,0.0,0.0,0.0,0.0,0
6787,6787.T,"Meiko Electronics Co.,Ltd.",Prime Market (Domestic),Electric Appliances,0.0158627387504046,0.0414545454545454,0.2169625246548323,0.8333333333333334,0.565472312703583,1.0,0.9899967731526299,0.0,0.0,0.0,0.0,0
6651,6651.T,NITTO KOGYO CORPORATION,Prime Market (Domestic),Electric Appliances,0.3528650048559404,0.4454545454545454,0.5213675213675214,0.8333333333333334,0.649185667752443,1.0,0.7702484672474992,0.0,0.0,0.0,0.0,0
6156,6156.T,A-ONE SEIMITSU INC.,Standard Market(Domestic),Machinery,0.4185820653933311,0.5001818181818182,0.0174227481919789,0.6666666666666666,0.703257328990228,1.0,0.3791545659890287,0.0,0.0,0.0,0.16666666666666666,1
4022,4022.T,"Rasa Industries,Ltd.",Prime Market (Domestic),Chemicals,0.8562641631595985,0.9447272727272727,0.3780407626561473,1.0,0.6925081433224756,1.0,0.9261051952242659,0.0,0.0,0.0,0.0,0
4966,4966.T,"C.Uyemura & Co.,Ltd.",Standard Market(Domestic),Chemicals,0.0935577856911621,0.1650909090909091,0.4868507560815253,0.6666666666666666,0.6830618892508143,1.0,0.8857696030977735,0.0,0.0,0.0,0.0,0
6505,6505.T,"TOYO DENKI SEIZO K.K.(TOYO ELECTRIC MFG.CO.,LTD.)",Standard Market(Domestic),Electric Appliances,0.761735189381677,0.773090909090909,0.3504273504273504,0.8333333333333334,0.17068403908794794,1.0,0.5753468860922878,0.0,0.0,0.0,0.0,0
6744,6744.T,NOHMI BOSAI LTD.,Prime Market (Domestic),Electric Appliances,0.2227258012301715,0.1825454545454545,0.5460223537146615,0.8333333333333334,0.3511400651465798,1.0,0.8005808325266215,0.0,0.0,0.0,0.0,0
6282,6282.T,OILES CORPORATION,Prime Market (Domestic),Machinery,0.5778569116218841,0.5829090909090909,0.4937541091387245,1.0,0.5563517915309446,1.0,0.7379799935463053,0.0,0.0,0.0,0.0,0
6306,6306.T,"NIKKO CO.,LTD.",Prime Market (Domestic),Machinery,0.6124959533829718,0.3818181818181818,0.4086127547666009,1.0,0.46416938110749184,1.0,0.4969344949983866,0.0,0.0,0.0,0.0,0
6706,6706.T,"DKK Co.,Ltd.",Prime Market (Domestic),Electric Appliances,0.6490773713175785,0.077090909090909,0.1568047337278106,0.5,0.11042345276872967,1.0,0.5805098418844788,1.0,0.0,0.0,0.0,0
6365,6365.T,DMW CORPORATION,Standard Market(Domestic),Machinery,0.6785367432826157,0.74,0.2975016436554898,0.6666666666666666,0.27394136807817593,1.0,0.26363343013875445,0.0,0.0,0.0,0.0,0
6850,6850.T,Chino Corporation,Prime Market (Domestic),Electric Appliances,0.8572353512463581,0.9025454545454544,0.4835634451019066,1.0,0.396742671009772,1.0,0.5621168118747983,0.0,0.0,0.0,0.0,0
6676,6676.T,BUFFALO INC.,Standard Market(Domestic),Electric Appliances,0.6992554224668177,0.9101818181818182,0.7370151216305062,1.0,0.8644951140065147,1.0,0.6624717650855114,0.0,0.0,0.0,0.0,0
6969,6969.T,"MATSUO ELECTRIC CO.,LTD.",Standard Market(Domestic),Electric Appliances,0.188410488831337,0.4549090909090909,0.3994082840236686,0.6666666666666666,0.059934853420195444,1.0,0.5208131655372701,0.0,0.0,0.0,0.0,0
6743,6743.T,"Daido Signal Co.,Ltd.",Standard Market(Domestic),Electric Appliances,0.8983489802525089,0.8276363636363636,0.1594345825115055,0.5,0.10879478827361566,1.0,0.32784769280413034,0.0,0.0,0.0,0.0,0
6143,6143.T,"Sodick Co.,Ltd.",Prime Market (Domestic),Machinery,0.5105212042732276,0.217090909090909,0.2981591058514135,0.8333333333333334,0.48403908794788275,1.0,0.845434010971281,0.0,0.0,0.0,0.0,0
6384,6384.T,"SHOWA SHINKU CO.,LTD.",Standard Market(Domestic),Machinery,0.6160569763677566,0.28,0.2728468113083497,0.6666666666666666,0.18436482084690553,1.0,0.4027105517909003,0.0,0.0,0.0,0.0,0
