fold_test_availability_year,test_availability_start,test_availability_end,train_row_count,train_ready_count,test_row_count,test_ready_count,top1200_count,top1200_ready_rate,top1200_gross_profit_direct_rate,top1200_future_return_252d_available_rate,top1200_future_return_252d_mean,top1200_future_return_252d_median,top1200_distress_flag_rate,top1200_feature_missing_review_rate,strict_train_test_separated,eligible_for_63d_validation,eligible_for_126d_validation,eligible_for_252d_validation,claim_level
2023,2023-01-01,2023-12-31 23:59:59,1,1,2673,2263,1200,0.8441666666666666,0.8858333333333334,1.0,0.2423478198104786,0.1889970662760112,0.0016666666666666668,0.15583333333333332,True,False,False,False,strict point-in-time availability-year walk-forward panel; statistical power limited by available years and target maturity
2024,2024-01-01,2024-12-31 23:59:59,2674,2264,3573,3055,1200,0.8525,0.8791666666666667,1.0,0.10716172224019425,0.041670467045575865,0.0025,0.14666666666666667,True,True,True,True,strict point-in-time availability-year walk-forward panel; statistical power limited by available years and target maturity
2025,2025-01-01,2025-12-31 23:59:59,6247,5319,3583,3052,1200,0.8683333333333333,0.8866666666666667,0.1375,0.3261282859815095,0.25848700270004765,0.0016666666666666668,0.13083333333333333,True,True,True,False,strict point-in-time availability-year walk-forward panel; statistical power limited by available years and target maturity
