formal_top1200_count,phase1_top5_coverage,financial_count,distress_count,negative_equity_count,anomaly_flag_count,gp_proxy_or_unverified_count,phase2_review_required_count,phase3_review_required_count,normalization_core_count,normalization_robust_count,normalization_fragile_count,outlier_sensitive_count,sector_hhi,max_sector_share,anomaly_flags_standardized,top1200_flag_all_true,top2000_reference_flag_all_true
1200,5/5,0,0,0,0,32,637,840,970,1135,29,622,0.07067777777777777,0.11583333333333333,True,True,True
