code,ticker,company_name,market,sector,gp_missing_review_flag,missing_metric_count,missingness_penalty,bm_score,ep_score,gp_score,piotroski_score,sloan_quality_score,liquidity_score,distress_safety_score,anomaly_penalty,microcap_penalty,one_time_profit_penalty
3444,3444.T,"KIKUCHI SEISAKUSHO CO.,LTD.",Standard Market(Domestic),Metal Products,False,0,0.0,0.17869860796374232,0.30872727272727274,0.11867192636423406,0.44062600838980315,0.01791530944625408,0.8867376573088093,1.0,1.0,0.0,0.0
7276,7276.T,"KOITO MANUFACTURING CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.5017805114923923,0.41454545454545455,0.09500328731097962,0.9209422394320749,0.6745928338762215,0.9312681510164569,1.0,0.0,0.0,0.0
6420,6420.T,GALILEI CO.LTD.,Prime Market (Domestic),Machinery,False,0,0.0,0.4344448041437358,0.6334545454545455,0.4960552268244576,0.44062600838980315,0.24723127035830617,0.7053888351080994,1.0,0.0,0.0,0.0
6768,6768.T,TAMURA CORPORATION,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.3952735513111039,0.12509090909090909,0.4720578566732413,0.707647628267183,0.7638436482084691,0.8480154888673765,1.0,0.0,0.0,0.0
6459,6459.T,DAIWA INDUSTRIES LTD.,Prime Market (Domestic),Machinery,False,0,0.0,0.4694075752670767,0.35963636363636364,0.5512820512820513,0.21022910616327847,0.27263843648208475,0.6101968376895773,1.0,0.0,0.0,0.0
4062,4062.T,"IBIDEN CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.006798316607316284,0.013454545454545455,0.08579881656804733,0.9209422394320749,0.8358306188925082,0.9980638915779284,1.0,0.0,0.0,0.0
5945,5945.T,"Tenryu Saw Mfg.Co.,Ltd.",Standard Market(Domestic),Metal Products,False,0,0.0,0.8213013920362577,0.49927272727272726,0.09763313609467456,0.707647628267183,0.5110749185667752,0.2000645369474024,1.0,0.0,0.0,0.0
6482,6482.T,Yushin Company,Standard Market(Domestic),Machinery,False,0,0.0,0.811589511168663,0.6505454545454545,0.5088757396449705,0.44062600838980315,0.09055374592833876,0.46466602129719264,1.0,0.0,0.0,0.0
9449,9449.T,"GMO internet group,Inc.",Prime Market (Domestic),Information & Communication,False,1,0.16666666666666666,0.3441243120751052,0.5374545454545454,0.8251150558842867,0.21022910616327847,0.5,0.8809293320425944,1.0,0.0,0.0,0.0
6474,6474.T,NACHI-FUJIKOSHI CORP.,Prime Market (Domestic),Machinery,False,0,0.0,0.7410165101974749,0.46763636363636363,0.22912557527942143,0.707647628267183,0.5677524429967427,0.829945143594708,1.0,0.0,0.0,0.0
6016,6016.T,Japan Engine Corporation,Standard Market(Domestic),Transportation Equipment,False,0,0.0,0.04888313370022661,0.3785454545454545,0.48652202498356345,0.9209422394320749,0.8866449511400651,0.9170700225879316,1.0,0.0,0.0,0.0
5208,5208.T,"Arisawa Mfg.Co.,Ltd.",Prime Market (Domestic),Chemicals,False,0,0.0,0.3285853026869537,0.2712727272727273,0.23701512163050625,0.9209422394320749,0.3964169381107492,0.8199419167473379,1.0,0.0,0.0,0.0
7979,7979.T,SHOFU INC.,Prime Market (Domestic),Precision Instruments,False,0,0.0,0.3554548397539657,0.4290909090909091,0.7794214332675871,0.707647628267183,0.22312703583061888,0.691513391416586,1.0,0.0,0.0,0.0
3969,3969.T,ATLED CORP.,Standard Market(Domestic),Information & Communication,False,0,0.0,0.24862415021042408,0.4894545454545455,0.5779092702169625,0.707647628267183,0.8462540716612378,0.1845756695708293,1.0,0.0,0.0,0.0
6432,6432.T,"TAKEUCHI MFG.CO.,LTD.",Prime Market (Domestic),Machinery,False,0,0.0,0.31466494011006796,0.6483636363636364,0.4556213017751479,0.44062600838980315,0.19218241042345274,0.9167473378509197,1.0,0.0,0.0,0.0
6652,6652.T,IDEC CORPORATION,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.3515700874069278,0.22072727272727272,0.48553583168967784,0.21022910616327847,0.8013029315960912,0.7650855114553081,1.0,0.0,0.0,0.0
6104,6104.T,"SHIBAURA MACHINE CO.,LTD.",Prime Market (Domestic),Machinery,False,0,0.0,0.6876011654257042,0.854909090909091,0.5230111768573307,0.44062600838980315,0.2143322475570033,0.8234914488544692,1.0,0.0,0.0,0.0
6497,6497.T,HAMAI INDUSTRIES LTD,Standard Market(Domestic),Machinery,False,0,0.0,0.8815150534153448,0.7796363636363637,0.10355029585798817,0.707647628267183,0.2384364820846906,0.26879638593094546,1.0,0.0,0.0,0.0
4047,4047.T,"KANTO DENKA KOGYO CO.,LTD.",Prime Market (Domestic),Chemicals,False,0,0.0,0.12269342829394626,0.04654545454545454,0.08678500986193294,0.707647628267183,0.8511400651465798,0.8780251694094869,1.0,0.0,0.0,0.0
6039,6039.T,"Japan Animal Referral Medical Center Co.,Ltd.",Growth Market(Domestic),Services,False,0,0.0,0.8248624150210424,0.948,0.3767258382642998,0.9209422394320749,0.9169381107491856,0.6566634398192965,1.0,0.0,0.0,0.0
7318,7318.T,"SERENDIP HOLDINGS Co.,Ltd.",Growth Market(Domestic),Transportation Equipment,False,0,0.0,0.44545160246034315,0.9469090909090909,0.1531886916502301,0.21022910616327847,0.07654723127035834,0.808002581477896,1.0,0.0,0.0,0.0
6230,6230.T,SANEI LTD.,Standard Market(Domestic),Machinery,False,0,0.0,0.7675623179022337,0.8429090909090909,0.6847468770545694,0.707647628267183,0.46612377850162867,0.0968054211035818,1.0,0.0,0.0,0.0
6840,6840.T,"AKIBA Holdings Co.,Ltd.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.18970540628034963,0.059272727272727276,0.5565417488494412,0.02032913843175218,0.11954397394136806,0.7831558567279767,1.0,1.0,0.0,0.0
4626,4626.T,"TAIYO HOLDINGS CO.,LTD.",Prime Market (Domestic),Chemicals,False,0,0.0,0.1476205891874393,0.176,0.5746219592373438,0.9209422394320749,0.8254071661237785,0.9090029041626331,1.0,0.0,0.0,0.0
7877,7877.T,"EIDAI KAKO CO.,LTD.",Standard Market(Domestic),Chemicals,False,0,0.0,0.9469083845904823,0.48218181818181816,0.33793556870479946,0.707647628267183,0.8530944625407166,0.1122942884801549,1.0,0.0,0.0,0.0
3912,3912.T,"Mobile Factory,Inc.",Standard Market(Domestic),Information & Communication,False,0,0.0,0.260925865976044,0.38472727272727275,0.7649572649572649,0.707647628267183,0.9035830618892509,0.3023555985801872,1.0,0.0,0.0,0.0
6952,6952.T,"CASIO COMPUTER CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.2686953706701198,0.11454545454545455,0.6499013806706114,0.707647628267183,0.4312703583061889,0.9499838657631494,1.0,0.0,0.0,0.0
4204,4204.T,"Sekisui Chemical Co.,Ltd.",Prime Market (Domestic),Chemicals,False,0,0.0,0.5160246034315312,0.6367272727272727,0.6111111111111112,0.707647628267183,0.5596091205211726,0.9716037431429493,1.0,0.0,0.0,0.0
5589,5589.T,"AUTOSERVER CO.,LTD.",Standard Market(Domestic),Information & Communication,False,0,0.0,0.3450955001618647,0.5083636363636364,0.4358974358974359,0.21022910616327847,0.8267100977198697,0.26621490803484993,1.0,0.0,0.0,0.0
6862,6862.T,MINATO HOLDINGS INC.,Standard Market(Domestic),Electric Appliances,False,0,0.0,0.14567821301392037,0.07563636363636364,0.4779750164365549,0.21022910616327847,0.22768729641693808,0.8906098741529526,1.0,0.0,0.0,0.0
4746,4746.T,"Toukei Computer Co.,Ltd.",Standard Market(Domestic),Information & Communication,False,0,0.0,0.35189381676918097,0.46290909090909094,0.20184089414858647,0.21022910616327847,0.48990228013029313,0.6637625040335592,1.0,0.0,0.0,0.0
6919,6919.T,KEL CORPORATION,Standard Market(Domestic),Electric Appliances,False,0,0.0,0.7921657494334736,0.27745454545454545,0.22189349112426035,0.44062600838980315,0.6228013029315961,0.32203936753791546,1.0,0.0,0.0,0.0
1723,1723.T,"NIHON DENGI CO.,LTD.",Standard Market(Domestic),Construction,False,0,0.0,0.6374231142764649,0.928,0.6663379355687048,0.44062600838980315,0.6299674267100976,0.8254275572765408,1.0,0.0,0.0,0.0
7701,7701.T,Shimadzu Corporation,Prime Market (Domestic),Precision Instruments,False,0,0.0,0.19844609906118485,0.23927272727272728,0.6610782380013149,0.44062600838980315,0.31074918566775245,0.9712810584059374,1.0,0.0,0.0,0.0
7003,7003.T,"MITSUI E&S Co.,Ltd.",Prime Market (Domestic),Machinery,False,0,0.0,0.1641307866623503,0.852,0.0992767915844839,0.707647628267183,0.047882736156351746,0.9938689899967732,1.0,0.0,0.0,0.0
2477,2477.T,"Temairazu,Inc.",Standard Market(Domestic),Information & Communication,False,0,0.0,0.24603431531239883,0.5556363636363636,0.5262984878369493,0.44062600838980315,0.3205211726384365,0.32752500806711843,1.0,0.0,0.0,0.0
9790,9790.T,"Fukui Computer Holdings,Inc.",Prime Market (Domestic),Information & Communication,False,0,0.0,0.1861443832955649,0.4083636363636364,0.666009204470743,0.44062600838980315,0.7244299674267101,0.6295579219102937,1.0,0.0,0.0,0.0
7727,7727.T,OVAL Corporation,Standard Market(Domestic),Precision Instruments,False,0,0.0,0.5522822920038848,0.37054545454545457,0.48948060486522027,0.707647628267183,0.6671009771986971,0.5940626008389803,1.0,0.0,0.0,0.0
6637,6637.T,"TERASAKI ELECTRIC CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.6714146973130463,0.7247272727272728,0.3445101906640368,0.9209422394320749,0.7387622149837134,0.680864795095192,1.0,0.0,0.0,0.0
6543,6543.T,NISSEN INC.,Standard Market(Domestic),Services,False,0,0.0,0.5063127225639366,0.936,0.5802103879026956,0.44062600838980315,0.06026058631921827,0.10132300742174895,1.0,0.0,0.0,0.0
6504,6504.T,"FUJI ELECTRIC CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.11686629977338944,0.19854545454545455,0.4690992767915845,0.707647628267183,0.6472312703583062,0.9877379799935463,1.0,0.0,0.0,0.0
6407,6407.T,CKD Corporation,Prime Market (Domestic),Machinery,False,0,0.0,0.10650696018128844,0.11672727272727272,0.39250493096646943,0.9209422394320749,0.5657980456026059,0.9480477573410777,1.0,0.0,0.0,0.0
6226,6226.T,"Moriya Transportation Engineering and Manufacturing Co.,Ltd.",Standard Market(Domestic),Machinery,False,0,0.0,0.11460019423761736,0.5363636363636364,0.6725838264299803,0.44062600838980315,0.1003257328990228,0.8212326556953856,1.0,0.0,0.0,0.0
2323,2323.T,fonfun corporation,Standard Market(Domestic),Information & Communication,False,0,0.0,0.13920362576885723,0.39127272727272727,0.5381328073635766,0.44062600838980315,0.4439739413680782,0.4001290738948048,1.0,0.0,0.0,0.0
6629,6629.T,"TECHNO HORIZON CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,1,0.16666666666666666,0.38847523470378764,0.5,0.542077580539119,0.21022910616327847,0.7198697068403909,0.8602775088738303,1.0,0.0,0.0,0.0
5261,5261.T,"RESOL HOLDINGS Co.,Ltd.",Prime Market (Domestic),Services,False,0,0.0,0.19779864033667854,0.2872727272727273,0.7827087442472058,0.9209422394320749,0.7485342019543975,0.5130687318489835,1.0,0.0,0.0,0.0
6231,6231.T,"KIMURA KOHKI Co.,Ltd.",Standard Market(Domestic),Machinery,False,0,0.0,0.10521204273227582,0.39454545454545453,0.63379355687048,0.707647628267183,0.25016286644951136,0.590835753468861,1.0,0.0,0.0,0.0
6137,6137.T,"KOIKE SANSO KOGYO CO.,LTD.",Standard Market(Domestic),Machinery,False,0,0.0,0.7021689867270962,0.7970909090909091,0.46153846153846156,0.707647628267183,0.28175895765472314,0.4882220070990642,1.0,0.0,0.0,0.0
7088,7088.T,Forum Engineering Inc.,Prime Market (Domestic),Services,False,0,0.0,0.028164454516024603,0.14945454545454545,0.8461538461538461,0.707647628267183,0.7078175895765473,0.4440141981284285,1.0,0.0,0.0,0.0
6958,6958.T,CMK CORPORATION,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.78051149239236,0.4752727272727273,0.03517422748191979,0.21022910616327847,0.5485342019543974,0.8225233946434334,1.0,0.0,0.0,0.0
6904,6904.T,"HARADA INDUSTRY CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.755584331498867,0.9083636363636364,0.16370808678500987,0.07454017424975799,0.25439739413680784,0.0803484995159729,1.0,0.0,0.0,0.0
4187,4187.T,OSAKA ORGANIC CHEMICAL INDUSTRY LTD.,Prime Market (Domestic),Chemicals,False,0,0.0,0.18193590158627387,0.34254545454545454,0.30046022353714663,0.9209422394320749,0.3390879478827361,0.8428525330751856,1.0,0.0,0.0,0.0
4620,4620.T,"FUJIKURA KASEI CO.,LTD.",Standard Market(Domestic),Chemicals,False,0,0.0,0.7691809647134995,0.10145454545454545,0.5312294543063774,0.707647628267183,0.6892508143322476,0.7199096482736367,1.0,0.0,0.0,0.0
6246,6246.T,Techno Smart Corp.,Standard Market(Domestic),Machinery,False,0,0.0,0.5014567821301392,0.7501818181818182,0.19625246548323472,0.21022910616327847,0.02931596091205213,0.3420458212326557,1.0,0.0,0.0,0.0
6954,6954.T,FANUC CORPORATION,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.06409841372612496,0.06,0.20907297830374755,0.707647628267183,0.7703583061889251,0.9954824136818329,1.0,0.0,0.0,0.0
4082,4082.T,"DAIICHI KIGENSO KAGAKU-KOGYO CO.,LTD",Prime Market (Domestic),Chemicals,False,0,0.0,0.39883457429588864,0.22327272727272726,0.14497041420118342,0.44062600838980315,0.45960912052117264,0.872216844143272,1.0,0.0,0.0,0.0
9024,9024.T,SEIBU HOLDINGS INC.,Prime Market (Domestic),Land Transportation,True,1,0.16666666666666666,0.4516024603431531,0.9836363636363636,0.5,0.9209422394320749,0.9498371335504886,0.9577282994514359,1.0,0.0,0.0,0.0
6677,6677.T,"SK-Electronics CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.5856264163159599,0.5603636363636364,0.23964497041420119,0.707647628267183,0.7986970684039087,0.6460148434979025,1.0,0.0,0.0,0.0
9651,9651.T,"Japan Process Development Co.,Ltd.",Standard Market(Domestic),Information & Communication,False,0,0.0,0.36775655551958564,0.6349090909090909,0.2222222222222222,0.21022910616327847,0.07035830618892513,0.31461761858664083,1.0,0.0,0.0,0.0
6465,6465.T,HOSHIZAKI CORPORATION,Prime Market (Domestic),Machinery,False,0,0.0,0.2819682745224992,0.2883636363636364,0.5775805391190006,0.707647628267183,0.24267100977198697,0.9238464020651823,1.0,0.0,0.0,0.0
6727,6727.T,"Wacom Co.,Ltd.",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.08319844609906119,0.21854545454545454,0.8520710059171598,0.707647628267183,0.6846905537459284,0.760567925137141,1.0,0.0,0.0,0.0
6224,6224.T,"JRC Co.,Ltd.",Growth Market(Domestic),Machinery,False,0,0.0,0.1194561346714147,0.5549090909090909,0.6564760026298487,0.707647628267183,0.12182410423452772,0.5250080671184253,1.0,0.0,0.0,0.0
3445,3445.T,"RS Technologies Co.,Ltd.",Prime Market (Domestic),Metal Products,False,0,0.0,0.45354483651667205,0.41345454545454546,0.11374095989480605,0.707647628267183,0.4299674267100977,0.8841561794127137,1.0,0.0,0.0,0.0
6986,6986.T,FUTABA CORPORATION,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.9757202978310133,0.9396363636363636,0.055226824457593686,0.44062600838980315,0.29576547231270356,0.6615037108744757,1.0,1.0,0.0,0.0
6947,6947.T,ZUKEN INC.,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.1595985755908061,0.2730909090909091,0.7639710716633794,0.44062600838980315,0.286970684039088,0.7134559535333979,1.0,0.0,0.0,0.0
7989,7989.T,TACHIKAWA CORPORATION,Prime Market (Domestic),Metal Products,False,0,0.0,0.6555519585626416,0.4167272727272727,0.5032873109796187,0.707647628267183,0.503257328990228,0.5885769603097774,1.0,0.0,0.0,0.0
6257,6257.T,"FUJISHOJI CO.,LTD.",Standard Market(Domestic),Machinery,False,0,0.0,0.9096795079313694,0.8745454545454545,0.6370808678500987,0.44062600838980315,0.606514657980456,0.40819619232010323,1.0,0.0,0.0,0.0
4374,4374.T,ROBOT PAYMENT INC.,Growth Market(Domestic),Information & Communication,False,0,0.0,0.022984784719974102,0.3389090909090909,0.6607495069033531,0.44062600838980315,0.9973941368078176,0.39012584704743464,1.0,0.0,0.0,0.0
3441,3441.T,"SANNO Co.,Ltd.",Standard Market(Domestic),Metal Products,False,0,0.0,0.2745224991906766,0.6203636363636363,0.1946088099934254,0.44062600838980315,0.12671009771986974,0.6976444014198129,1.0,0.0,0.0,0.0
7745,7745.T,"A&D HOLON Holdings Company,Limited",Prime Market (Domestic),Precision Instruments,False,0,0.0,0.27840725153771445,0.5901818181818181,0.7610124917817226,0.9209422394320749,0.33973941368078175,0.7847692804130365,1.0,0.0,0.0,0.0
9640,9640.T,"Saison Technology Co.,Ltd.",Standard Market(Domestic),Information & Communication,False,0,0.0,0.1913240530916154,0.2581818181818182,0.7383300460223537,0.707647628267183,0.20097719869706843,0.2281381090674411,1.0,0.0,0.0,0.0
4928,4928.T,"Noevir Holdings Co.,Ltd.",Prime Market (Domestic),Chemicals,False,0,0.0,0.1447070249271609,0.4010909090909091,0.851413543721236,0.44062600838980315,0.2052117263843648,0.7424975798644724,1.0,0.0,0.0,0.0
7995,7995.T,"VALQUA,LTD.",Prime Market (Domestic),Chemicals,False,0,0.0,0.1327290385237941,0.14763636363636365,0.6002629848783695,0.07454017424975799,0.3039087947882736,0.8131655372700871,1.0,0.0,0.0,0.0
9202,9202.T,ANA HOLDINGS INC.,Prime Market (Domestic),Air Transportation,False,0,0.0,0.5717060537390741,0.8047272727272727,0.11505588428665352,0.44062600838980315,0.8078175895765473,0.978702807357212,1.0,0.0,0.0,0.0
9795,9795.T,"STEP CO.,LTD.",Prime Market (Domestic),Services,False,0,0.0,0.44933635480738104,0.5396363636363637,0.2126890203813281,0.9209422394320749,0.5325732899022801,0.3956114875766376,1.0,0.0,0.0,0.0
9476,9476.T,"CHUOKEIZAI-SHA HOLDINGS,INC.",Standard Market(Domestic),Information & Communication,False,0,0.0,0.6293298802201359,0.37963636363636366,0.34516765285996054,0.9209422394320749,0.5104234527687297,0.09551468215553405,1.0,0.0,0.0,0.0
6807,6807.T,"Japan Aviation Electronics Industry,Limited",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.4457753318225963,0.44872727272727275,0.33760683760683763,0.9209422394320749,0.932899022801303,0.8118747983220393,1.0,0.0,0.0,0.0
6368,6368.T,ORGANO CORPORATION,Prime Market (Domestic),Machinery,False,0,0.0,0.03431531239883458,0.1370909090909091,0.5562130177514792,0.707647628267183,0.2280130293159609,0.9509519199741853,1.0,0.0,0.0,0.0
3003,3003.T,"Hulic Co.,Ltd.",Prime Market (Domestic),Real Estate,False,0,0.0,0.42246681774036904,0.6494545454545455,0.041748849441157136,0.44062600838980315,0.7270358306188924,0.9538560826072927,1.0,0.0,0.0,0.0
9661,9661.T,"Kabuki-Za Co.,Ltd.",Standard Market(Domestic),Services,False,0,0.0,0.05600517966979605,0.0061818181818181816,0.008875739644970414,0.9209422394320749,0.4817589576547231,0.30493707647628265,1.0,0.0,0.0,0.0
6249,6249.T,"Gamecard Holdings,Inc.",Standard Market(Domestic),Machinery,False,0,0.0,0.8604726448688896,0.9465454545454546,0.4148586456278764,0.707647628267183,0.3560260586319218,0.4478864149725718,1.0,0.0,0.0,0.0
7735,7735.T,"SCREEN Holdings Co.,Ltd.",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.05147296859825186,0.248,0.6637080867850098,0.707647628267183,0.12899022801302928,0.9929009357857373,1.0,0.0,0.0,0.0
6351,6351.T,"TSURUMI MANUFACTURING CO.,LTD.",Prime Market (Domestic),Machinery,False,0,0.0,0.8701845257364843,0.9225454545454546,0.34648257725180803,0.07454017424975799,0.23355048859934857,0.6127783155856728,1.0,0.0,0.0,0.0
6307,6307.T,"SANSEI CO.,LTD.",Standard Market(Domestic),Machinery,False,0,0.0,0.7202978310132729,0.6923636363636364,0.3819855358316897,0.44062600838980315,0.030944625407166138,0.3104227170054856,1.0,0.0,0.0,0.0
6238,6238.T,FURYU CORPORATION,Prime Market (Domestic),Machinery,False,0,0.0,0.33149886694723213,0.26072727272727275,0.8691650230111768,0.707647628267183,0.8570032573289902,0.7079703130041949,1.0,0.0,0.0,0.0
5819,5819.T,"Canare Electric Co.,Ltd.",Standard Market(Domestic),Nonferrous Metals,False,0,0.0,0.8174166396892198,0.7069090909090909,0.4740302432610125,0.44062600838980315,0.5514657980456026,0.32365279122297513,1.0,0.0,0.0,0.0
4762,4762.T,XNET Corporation,Standard Market(Domestic),Information & Communication,False,0,0.0,0.5898348980252509,0.6294545454545455,0.4230769230769231,0.9209422394320749,0.5986970684039088,0.043239754759599874,1.0,0.0,0.0,0.0
7743,7743.T,"SEED CO.,LTD.",Standard Market(Domestic),Precision Instruments,False,0,0.0,0.6950469407575267,0.5298181818181819,0.5532544378698225,0.21022910616327847,0.6413680781758957,0.5918038076798967,1.0,0.0,0.0,0.0
6158,6158.T,"WAIDA MFG.CO.,LTD.",Standard Market(Domestic),Machinery,False,0,0.0,0.8206539333117514,0.44581818181818184,0.4533201840894149,0.21022910616327847,0.6570032573289902,0.292675056469829,1.0,0.0,0.0,0.0
3800,3800.T,UNIRITA Inc.,Standard Market(Domestic),Information & Communication,False,0,0.0,0.455487212690191,0.24618181818181817,0.7567389875082183,0.44062600838980315,0.2156351791530945,0.15940626008389802,1.0,0.0,0.0,0.0
6378,6378.T,"KIMURA CHEMICAL PLANTS CO.,LTD.",Standard Market(Domestic),Machinery,False,0,0.0,0.4503075428941405,0.6832727272727273,0.2646285338593031,0.9209422394320749,0.39185667752443,0.9051306873184899,1.0,0.0,0.0,0.0
7269,7269.T,SUZUKI MOTOR CORPORATION,Prime Market (Domestic),Transportation Equipment,False,1,0.16666666666666666,0.5221754613143412,0.38072727272727275,0.8665351742274819,0.44062600838980315,0.5,0.989351403678606,1.0,0.0,0.0,0.0
9769,9769.T,"GAKKYUSHA CO.,LTD.",Prime Market (Domestic),Services,False,0,0.0,0.08870184525736484,0.45127272727272727,0.7047994740302432,0.44062600838980315,0.6156351791530945,0.398838334946757,1.0,0.0,0.0,0.0
3834,3834.T,"Asahi Net,Inc.",Prime Market (Domestic),Information & Communication,False,0,0.0,0.5043703463904176,0.7687272727272727,0.5867850098619329,0.9209422394320749,0.7374592833876221,0.39496611810261373,1.0,0.0,0.0,0.0
4917,4917.T,MANDOM CORPORATION,Prime Market (Domestic),Chemicals,False,0,0.0,0.27258012301715767,0.05381818181818182,0.6443129520052597,0.44062600838980315,0.5439739413680782,0.7938044530493708,1.0,1.0,0.0,0.0
6203,6203.T,"Howa Machinery,Ltd.",Standard Market(Domestic),Machinery,False,0,0.0,0.5101974749109744,0.152,0.13280736357659434,0.44062600838980315,0.2006514657980456,0.8434979025492094,1.0,0.0,0.0,0.0
4970,4970.T,"Toyo Gosei Co.,Ltd.",Standard Market(Domestic),Chemicals,False,0,0.0,0.04435092262868242,0.084,0.17061143984220908,0.9209422394320749,0.7863192182410423,0.8628589867699258,1.0,0.0,0.0,0.0
5951,5951.T,"Dainichi Co.,Ltd.",Standard Market(Domestic),Metal Products,False,0,0.0,0.8601489155066364,0.5138181818181818,0.29224194608809995,0.707647628267183,0.7635179153094462,0.36205227492739595,1.0,0.0,0.0,0.0
6496,6496.T,"NAKAKITA SEISAKUSHO CO.,LTD.",Standard Market(Domestic),Machinery,False,0,0.0,0.7831013272903853,0.7112727272727273,0.10782380013149244,0.21022910616327847,0.03029315960912049,0.6424653113907712,1.0,0.0,0.0,0.0
6918,6918.T,AVAL DATA CORPORATION,Standard Market(Domestic),Electric Appliances,False,0,0.0,0.5309161540951765,0.2847272727272727,0.20381328073635765,0.21022910616327847,0.07459283387622151,0.5308163923846402,1.0,1.0,0.0,0.0
6310,6310.T,"ISEKI & CO.,LTD.",Prime Market (Domestic),Machinery,False,0,0.0,0.8760116542570411,0.47854545454545455,0.5167652859960552,0.707647628267183,0.9192182410423453,0.728622136172959,1.0,0.0,0.0,0.0
6433,6433.T,"HEPHAIST CO.,LTD.",Standard Market(Domestic),Machinery,False,1,0.16666666666666666,0.13629006150857884,0.5,0.031229454306377382,0.44062600838980315,0.36091205211726385,0.8838334946757018,0.0,1.0,0.0,0.0
7702,7702.T,"JMS CO.,LTD.",Standard Market(Domestic),Precision Instruments,False,0,0.0,0.9831660731628359,0.816,0.24293228139381987,0.9209422394320749,0.34560260586319214,0.2862213617295902,1.0,0.0,0.0,0.0
6849,6849.T,NIHON KOHDEN CORPORATION,Prime Market (Domestic),Electric Appliances,False,0,0.0,0.4444804143735837,0.49636363636363634,0.6965811965811965,0.07454017424975799,0.293485342019544,0.856405292029687,1.0,0.0,0.0,0.0
6364,6364.T,AIRMAN CORPORATION,Prime Market (Domestic),Machinery,False,0,0.0,0.5121398510844933,0.7385454545454545,0.4335963182117028,0.07454017424975799,0.23452768729641693,0.6192320103259116,1.0,0.0,0.0,0.0
3939,3939.T,"Kanamic Network Co.,LTD",Prime Market (Domestic),Information & Communication,False,0,0.0,0.04920686306247977,0.23272727272727273,0.8326758711374096,0.9209422394320749,0.5697068403908795,0.5340432397547596,1.0,0.0,0.0,0.0
4684,4684.T,"OBIC Co.,Ltd.",Prime Market (Domestic),Information & Communication,False,0,0.0,0.06992554224668178,0.15381818181818183,0.321827744904668,0.707647628267183,0.30325732899022806,0.9706356889319135,1.0,0.0,0.0,0.0
4272,4272.T,"NIPPON KAYAKU CO.,LTD.",Prime Market (Domestic),Chemicals,False,0,0.0,0.44836516672062154,0.2807272727272727,0.32807363576594345,0.707647628267183,0.5201954397394137,0.8606001936108422,1.0,0.0,0.0,0.0
4733,4733.T,"OBIC BUSINESS CONSULTANTS CO.,LTD.",Prime Market (Domestic),Information & Communication,False,0,0.0,0.12204596956943994,0.13854545454545455,0.32051282051282054,0.9209422394320749,0.3876221498371335,0.9138431752178122,1.0,0.0,0.0,0.0
9446,9446.T,"SAKAI Holdings CO.,LTD",Standard Market(Domestic),Information & Communication,False,0,0.0,0.5331822596309486,0.9385454545454546,0.6143984220907298,0.707647628267183,0.7228013029315961,0.23652791222975153,1.0,0.0,0.0,0.0
6907,6907.T,"GEOMATEC CO.,LTD.",Standard Market(Domestic),Electric Appliances,False,0,0.0,0.8588539980576239,0.4789090909090909,0.06377383300460224,0.707647628267183,0.3892508143322475,0.5398515650209745,1.0,0.0,0.0,0.0
6316,6316.T,"MARUYAMA MFG.CO.,INC.",Standard Market(Domestic),Machinery,False,0,0.0,0.8960828747167368,0.5498181818181819,0.5332018408941486,0.9209422394320749,0.57557003257329,0.1781219748305905,1.0,0.0,0.0,0.0
9635,9635.T,"Musashino Kogyo Co.,Ltd.",Standard Market(Domestic),Services,False,0,0.0,0.7368080284881838,0.08109090909090909,0.10453648915187377,0.707647628267183,0.5260586319218241,0.013552758954501452,1.0,0.0,0.0,0.0
9636,9636.T,Kin-Ei Corp.,Standard Market(Domestic),Services,False,0,0.0,0.06701197798640336,0.04727272727272727,0.1022353714661407,0.9209422394320749,0.8521172638436483,0.1606969990319458,1.0,0.0,0.0,0.0
6908,6908.T,"IRISO ELECTRONICS CO.,LTD.",Prime Market (Domestic),Electric Appliances,False,0,0.0,0.5937196503722888,0.3312727272727273,0.2856673241288626,0.707647628267183,0.8657980456026059,0.7808970635688932,1.0,0.0,0.0,0.0
5444,5444.T,"YAMATO KOGYO CO.,LTD.",Prime Market (Domestic),Iron and Steel,False,0,0.0,0.471997410165102,0.3890909090909091,0.011176857330703484,0.44062600838980315,0.6713355048859935,0.9099709583736689,1.0,0.0,0.0,0.0
