code,net_income,operating_cash_flow,average_total_assets,sloan_accruals,sloan_accruals_winsorized,method,accruals_extreme
1430,1669537000.0,2094972000.0,24303683000.0,-0.017504960050705072,-0.017504960050705072,CFO_based,False
1431,494687000.0,1384878000.0,11632414000.0,-0.07652676392019747,-0.07652676392019747,CFO_based,False
1433,732617000.0,1644324000.0,9690207000.0,-0.09408539982685613,-0.09408539982685613,CFO_based,False
1434,1076152000.0,896261000.0,17825607000.0,0.010091718054818554,0.010091718054818554,CFO_based,False
1435,1991823000.0,1849156000.0,14579171000.0,0.00978567299882826,0.00978567299882826,CFO_based,False
1436,275507000.0,-961122000.0,12840218000.0,0.09630903462853979,0.09630903462853979,CFO_based,False
1438,384527000.0,317228000.0,5535232000.0,0.01215829797197299,0.01215829797197299,CFO_based,False
1443,491949000.0,358360000.0,16696740500.0,0.008000902930724712,0.008000902930724712,CFO_based,False
1444,208265000.0,-59576000.0,3112350000.0,0.08605748068179993,0.08605748068179993,CFO_based,False
1446,196374000.0,418644000.0,6208134500.0,-0.03580302585261321,-0.03580302585261321,CFO_based,False
1447,714900000.0,305192000.0,17524915500.0,0.023378600598673357,0.023378600598673357,CFO_based,False
1450,1576283000.0,2141625000.0,10251318500.0,-0.05514822312856634,-0.05514822312856634,CFO_based,False
1491,1218720000.0,840310000.0,14330538000.0,0.026405847428756686,0.026405847428756686,CFO_based,False
1514,8036000000.0,26000000.0,30092000000.0,0.2661837033098498,0.19742227953923633,CFO_based,True
1515,9592000000.0,17713000000.0,234878000000.0,-0.034575396588867414,-0.034575396588867414,CFO_based,False
1518,8711000000.0,4574000000.0,119481500000.0,0.034624607156756484,0.034624607156756484,CFO_based,False
1662,82848000000.0,130766000000.0,671263000000.0,-0.07138483723965122,-0.07138483723965122,CFO_based,False
1663,9237000000.0,15911000000.0,123610000000.0,-0.05399239543726236,-0.05399239543726236,CFO_based,False
1716,1338223000.0,1699024000.0,22053131000.0,-0.01636053402122356,-0.01636053402122356,CFO_based,False
1717,910529000.0,-213002000.0,7675902500.0,0.14637119218228736,0.14637119218228736,CFO_based,False
1718,1739617000.0,-2119305000.0,35726961500.0,0.10801148034937144,0.10801148034937144,CFO_based,False
1719,26444000000.0,11176000000.0,353059500000.0,0.04324483550223121,0.04324483550223121,CFO_based,False
1720,6836000000.0,41203000000.0,269420000000.0,-0.12755920124712344,-0.12755920124712344,CFO_based,False
1721,30953000000.0,16625000000.0,736601500000.0,0.019451494464781838,0.019451494464781838,CFO_based,False
1723,6414000000.0,8135000000.0,49453500000.0,-0.03480036802248577,-0.03480036802248577,CFO_based,False
1724,242000000.0,1538000000.0,10586000000.0,-0.12242584545626299,-0.12242584545626299,CFO_based,False
1726,1268000000.0,48000000.0,42142000000.0,0.028949741350671538,0.028949741350671538,CFO_based,False
1736,2927187000.0,3542153000.0,33234363500.0,-0.018503919896043743,-0.018503919896043743,CFO_based,False
1758,462977000.0,898168000.0,11987705000.0,-0.03630311223040607,-0.03630311223040607,CFO_based,False
1762,6463000000.0,5132000000.0,257437000000.0,0.005170196980232057,0.005170196980232057,CFO_based,False
1764,483115000.0,-2138218000.0,16249621000.0,0.1613165623985938,0.1613165623985938,CFO_based,False
1766,15778000000.0,22714000000.0,219332000000.0,-0.031623292542811814,-0.031623292542811814,CFO_based,False
1768,500854000.0,-654009000.0,12257453500.0,0.09421720425045871,0.09421720425045871,CFO_based,False
1770,1787461000.0,1128664000.0,32956333000.0,0.019989997066724625,0.019989997066724625,CFO_based,False
1776,167000000.0,-3146000000.0,26139500000.0,0.1267430517033608,0.1267430517033608,CFO_based,False
1780,3002397000.0,79698000.0,31408601000.0,0.09305409686983511,0.09305409686983511,CFO_based,False
1786,3839000000.0,7803000000.0,82815500000.0,-0.04786543581817414,-0.04786543581817414,CFO_based,False
1787,1047212000.0,692496000.0,11737188500.0,0.030221547519663675,0.030221547519663675,CFO_based,False
1788,238259000.0,79862000.0,4801906000.0,0.032986276699293986,0.032986276699293986,CFO_based,False
1793,1788000000.0,-355000000.0,94756500000.0,0.02261586276403202,0.02261586276403202,CFO_based,False
1795,405234000.0,1238782000.0,8857529500.0,-0.0941061500274992,-0.0941061500274992,CFO_based,False
1798,1651794000.0,3075769000.0,32366331500.0,-0.043995563723370996,-0.043995563723370996,CFO_based,False
1799,5242713000.0,5981560000.0,82442438000.0,-0.008961974171603222,-0.008961974171603222,CFO_based,False
1801,127944000000.0,-13841000000.0,2506239000000.0,0.05657281687819877,0.05657281687819877,CFO_based,False
1802,150534000000.0,85625000000.0,3029912500000.0,0.021422730854438864,0.021422730854438864,CFO_based,False
1803,70385000000.0,159094000000.0,2531270000000.0,-0.03504525396342548,-0.03504525396342548,CFO_based,False
1807,895375000.0,-3964389000.0,35282320500.0,0.13773935305644083,0.13773935305644083,CFO_based,False
1808,37469000000.0,3916000000.0,1358217000000.0,0.024703710820877665,0.024703710820877665,CFO_based,False
1810,2726000000.0,7623000000.0,79225500000.0,-0.06181090684186279,-0.06181090684186279,CFO_based,False
1811,3509000000.0,-7727000000.0,205186000000.0,0.05476007134989717,0.05476007134989717,CFO_based,False
1812,126454000000.0,30632000000.0,3294870500000.0,0.02908217485330607,0.02908217485330607,CFO_based,False
1813,2210000000.0,621000000.0,59697500000.0,0.026617530047321914,0.026617530047321914,CFO_based,False
1814,3596000000.0,-3059000000.0,57878500000.0,0.11498224729390015,0.11498224729390015,CFO_based,False
1815,3436000000.0,-20285000000.0,218186500000.0,0.1087189170732378,0.1087189170732378,CFO_based,False
1820,17579000000.0,5889000000.0,585835000000.0,0.019954424027243164,0.019954424027243164,CFO_based,False
1822,3967000000.0,11776000000.0,160771000000.0,-0.04857219274620423,-0.04857219274620423,CFO_based,False
1826,611000000.0,900000000.0,26893000000.0,-0.010746290856356673,-0.010746290856356673,CFO_based,False
1827,2937000000.0,-4375000000.0,80642500000.0,0.09067179216914158,0.09067179216914158,CFO_based,False
1828,2778337000.0,12925730000.0,46107819500.0,-0.22007965481863656,-0.22007965481863656,CFO_based,False
1833,6956000000.0,-11828000000.0,389108000000.0,0.04827451504466626,0.04827451504466626,CFO_based,False
1835,11680620000.0,4160881000.0,174616675500.0,0.04306426621894997,0.04306426621894997,CFO_based,False
1840,178823000.0,1250270000.0,27090136000.0,-0.03955118571571586,-0.03955118571571586,CFO_based,False
1844,518581000.0,-871232000.0,11984263500.0,0.11596982993573197,0.11596982993573197,CFO_based,False
1847,4697000000.0,8144000000.0,65761000000.0,-0.05241708611487052,-0.05241708611487052,CFO_based,False
1848,2226000000.0,-2334000000.0,35712500000.0,0.12768638431921597,0.12768638431921597,CFO_based,False
1850,1714000000.0,-6133000000.0,36601000000.0,0.2143930493702358,0.19742227953923633,CFO_based,True
1852,4773000000.0,5184000000.0,108245500000.0,-0.0037969245834699825,-0.0037969245834699825,CFO_based,False
1853,921000000.0,-4229000000.0,26347000000.0,0.19546817474475273,0.19546817474475273,CFO_based,False
1860,26208000000.0,26413000000.0,897816000000.0,-0.00022833186309889776,-0.00022833186309889776,CFO_based,False
1861,9354000000.0,8233000000.0,464882500000.0,0.0024113620108306938,0.0024113620108306938,CFO_based,False
1866,3392000000.0,-6169000000.0,76709000000.0,0.12463987276590752,0.12463987276590752,CFO_based,False
1867,1942970000.0,2649543000.0,50599007000.0,-0.013964167320516785,-0.013964167320516785,CFO_based,False
1870,5644000000.0,-17191000000.0,135110000000.0,0.16901043594108503,0.16901043594108503,CFO_based,False
1871,8217000000.0,15952000000.0,126477000000.0,-0.06115736458012129,-0.06115736458012129,CFO_based,False
1873,1331000000.0,3450000000.0,42809000000.0,-0.04949893713938658,-0.04949893713938658,CFO_based,False
1878,99914000000.0,85612000000.0,1151426000000.0,0.012421119550887335,0.012421119550887335,CFO_based,False
1879,12816000000.0,2654000000.0,170554000000.0,0.05958230237930509,0.05958230237930509,CFO_based,False
1882,4267000000.0,-1754000000.0,91808000000.0,0.06558252004182642,0.06558252004182642,CFO_based,False
1885,15154000000.0,-14255000000.0,285937500000.0,0.10285114754098361,0.10285114754098361,CFO_based,False
1887,2228000000.0,3793000000.0,143163000000.0,-0.010931595454132702,-0.010931595454132702,CFO_based,False
1888,3774000000.0,-10211000000.0,91332500000.0,0.15312183505323954,0.15312183505323954,CFO_based,False
1893,12467000000.0,-23331000000.0,613077500000.0,0.05839066023463591,0.05839066023463591,CFO_based,False
1897,244000000.0,67000000.0,22747000000.0,0.007781245878577395,0.007781245878577395,CFO_based,False
1898,3887000000.0,-971000000.0,79299000000.0,0.06126180658015864,0.06126180658015864,CFO_based,False
1899,5607000000.0,2574000000.0,145145000000.0,0.02089634503427607,0.02089634503427607,CFO_based,False
1904,2487400000.0,560787000.0,48087946000.0,0.040064364570697196,0.040064364570697196,CFO_based,False
1905,799431000.0,3047307000.0,20070025000.0,-0.11200165420820353,-0.11200165420820353,CFO_based,False
1909,4204018000.0,8942669000.0,52484412500.0,-0.09028682563608767,-0.09028682563608767,CFO_based,False
1911,138318000000.0,94675000000.0,2416580000000.0,0.018059820076306184,0.018059820076306184,CFO_based,False
1914,1439806000.0,449662000.0,32309452000.0,0.03064564511957677,0.03064564511957677,CFO_based,False
1921,14849605000.0,4980491000.0,96399873500.0,0.10237683558785998,0.10237683558785998,CFO_based,False
1925,329877000000.0,420561000000.0,6791522000000.0,-0.01335252981584982,-0.01335252981584982,CFO_based,False
1926,9919000000.0,10354000000.0,123328000000.0,-0.003527179553710431,-0.003527179553710431,CFO_based,False
1928,236579000000.0,216325000000.0,4907742500000.0,0.004126948388184588,0.004126948388184588,CFO_based,False
1929,2453000000.0,4513000000.0,55685500000.0,-0.036993472268364296,-0.036993472268364296,CFO_based,False
1930,3280000000.0,7603000000.0,61728000000.0,-0.07003304821150855,-0.07003304821150855,CFO_based,False
1934,11987000000.0,15078000000.0,241385500000.0,-0.01280524306555282,-0.01280524306555282,CFO_based,False
1938,4733323000.0,2040534000.0,90970520500.0,0.029600677067688097,0.029600677067688097,CFO_based,False
1939,5202000000.0,-536000000.0,101417500000.0,0.056578006754258385,0.056578006754258385,CFO_based,False
1941,20088000000.0,22754000000.0,287221000000.0,-0.009282051103505664,-0.009282051103505664,CFO_based,False
1942,43732000000.0,18263000000.0,620934500000.0,0.041017208739408104,0.041017208739408104,CFO_based,False
1944,47250000000.0,24545000000.0,818790000000.0,0.02772994296461852,0.02772994296461852,CFO_based,False
1945,2900000000.0,-15229000000.0,107776000000.0,0.16820999109263657,0.16820999109263657,CFO_based,False
1946,10765000000.0,19014000000.0,307746000000.0,-0.026804572602080936,-0.026804572602080936,CFO_based,False
1948,2789000000.0,1116000000.0,32899500000.0,0.05085183665405249,0.05085183665405249,CFO_based,False
1950,13922000000.0,-4341000000.0,289492500000.0,0.06308626302926673,0.06308626302926673,CFO_based,False
1951,26932000000.0,6842000000.0,617071000000.0,0.0325570315247354,0.0325570315247354,CFO_based,False
1952,9656000000.0,14238000000.0,117758500000.0,-0.03891014236764225,-0.03891014236764225,CFO_based,False
1959,29056000000.0,8656000000.0,495878000000.0,0.04113915116218102,0.04113915116218102,CFO_based,False
1960,1802000000.0,-1553000000.0,54003596500.0,0.062125491956818095,0.062125491956818095,CFO_based,False
1961,17203000000.0,29725000000.0,201500000000.0,-0.062143920595533496,-0.062143920595533496,CFO_based,False
1963,-1055000000.0,46761000000.0,788235500000.0,-0.06066207370766732,-0.06066207370766732,CFO_based,False
1964,3072000000.0,-3696000000.0,48799500000.0,0.13868994559370484,0.13868994559370484,CFO_based,False
1965,7257000000.0,4651000000.0,78195500000.0,0.03332672596249145,0.03332672596249145,CFO_based,False
1966,2309002000.0,-645327000.0,41393674500.0,0.07137150870720597,0.07137150870720597,CFO_based,False
1967,3957686000.0,4534459000.0,55874126500.0,-0.010322720660339988,-0.010322720660339988,CFO_based,False
1968,9753000000.0,-2525000000.0,154049500000.0,0.07970165433837825,0.07970165433837825,CFO_based,False
1969,28024000000.0,5885000000.0,337715000000.0,0.06555527589831663,0.06555527589831663,CFO_based,False
1972,2941000000.0,3563000000.0,40795500000.0,-0.015246779669326273,-0.015246779669326273,CFO_based,False
1975,6229000000.0,1276000000.0,82436500000.0,0.06008260903847203,0.06008260903847203,CFO_based,False
1976,8660000000.0,6937000000.0,86507500000.0,0.01991734820680288,0.01991734820680288,CFO_based,False
1979,12512000000.0,-21219000000.0,267471000000.0,0.12611086809411115,0.12611086809411115,CFO_based,False
1980,17508000000.0,12402000000.0,187931000000.0,0.027169546269641517,0.027169546269641517,CFO_based,False
1981,1133684000.0,1108686000.0,28501799500.0,0.0008770674286723545,0.0008770674286723545,CFO_based,False
1982,5971000000.0,-616000000.0,99070500000.0,0.06648800601591796,0.06648800601591796,CFO_based,False
1992,431625000.0,471662000.0,9474465000.0,-0.004225779503117063,-0.004225779503117063,CFO_based,False
1994,190520000.0,2511050000.0,13252800500.0,-0.17509733131499264,-0.17509733131499264,CFO_based,False
1997,796697000.0,1198359000.0,10640890500.0,-0.03774702878485593,-0.03774702878485593,CFO_based,False
2001,25077000000.0,18768000000.0,392959000000.0,0.01605511007509689,0.01605511007509689,CFO_based,False
2002,35930000000.0,55209000000.0,808207500000.0,-0.023854022636513518,-0.023854022636513518,CFO_based,False
2003,3564000000.0,5055000000.0,64932500000.0,-0.02296230701112694,-0.02296230701112694,CFO_based,False
2004,11705000000.0,20274000000.0,258871000000.0,-0.033101428897018205,-0.033101428897018205,CFO_based,False
2009,1135307000.0,3099760000.0,45935062500.0,-0.042765871930619447,-0.042765871930619447,CFO_based,False
2053,3503000000.0,11992000000.0,102703000000.0,-0.08265581336475078,-0.08265581336475078,CFO_based,False
2055,315000000.0,2444000000.0,31178000000.0,-0.06828532939893514,-0.06828532939893514,CFO_based,False
2060,5488000000.0,8570000000.0,127605000000.0,-0.024152658594882647,-0.024152658594882647,CFO_based,False
2108,2973000000.0,-3090000000.0,102118500000.0,0.0593721999441825,0.0593721999441825,CFO_based,False
2109,6306000000.0,22592000000.0,196812000000.0,-0.08274901936873767,-0.08274901936873767,CFO_based,False
2112,2136000000.0,3701000000.0,28456000000.0,-0.05499718864211414,-0.05499718864211414,CFO_based,False
2114,2845999000.0,3323840000.0,33090555000.0,-0.014440404520262655,-0.014440404520262655,CFO_based,False
2121,17645000000.0,27476000000.0,216443000000.0,-0.04542073432728247,-0.04542073432728247,CFO_based,False
2122,206005000.0,169632000.0,11206903000.0,0.0032455889017688473,0.0032455889017688473,CFO_based,False
2124,8400000000.0,9566000000.0,28454000000.0,-0.040978421311590636,-0.040978421311590636,CFO_based,False
2127,10968168000.0,13116373000.0,60213505500.0,-0.03567646464296951,-0.03567646464296951,CFO_based,False
2130,420997000.0,733132000.0,10701583000.0,-0.029167180219973065,-0.029167180219973065,CFO_based,False
2136,413669000.0,217540000.0,6024337000.0,0.03255611364370884,0.03255611364370884,CFO_based,False
2138,1158920000.0,-1033055000.0,28307125500.0,0.07743544995411138,0.07743544995411138,CFO_based,False
2139,184850000.0,7278000.0,5127393500.0,0.03463202112340315,0.03463202112340315,CFO_based,False
2146,10808000000.0,5681000000.0,67401000000.0,0.07606712066586549,0.07606712066586549,CFO_based,False
2152,872328000.0,922542000.0,13122911500.0,-0.0038264374487323185,-0.0038264374487323185,CFO_based,False
2153,3203000000.0,4135000000.0,46717000000.0,-0.019949911167241048,-0.019949911167241048,CFO_based,False
2156,27262000.0,52545000.0,4200060500.0,-0.006019675192774009,-0.006019675192774009,CFO_based,False
2157,5258817000.0,12774376000.0,65151839000.0,-0.11535451823547145,-0.11535451823547145,CFO_based,False
2158,555086000.0,753274000.0,6994834000.0,-0.028333481537946435,-0.028333481537946435,CFO_based,False
2162,-641464000.0,1371215000.0,36103349500.0,-0.055747708394757116,-0.055747708394757116,CFO_based,False
2163,1398394000.0,1415192000.0,7872853000.0,-0.0021336610755973724,-0.0021336610755973724,CFO_based,False
2164,41336000.0,11828000.0,1773046000.0,0.016642546217075022,0.016642546217075022,CFO_based,False
2168,-13099000000.0,4327000000.0,283064000000.0,-0.06156204957182828,-0.06156204957182828,CFO_based,False
2169,683787000.0,1578104000.0,10993547500.0,-0.08134926419338252,-0.08134926419338252,CFO_based,False
2173,1920070000.0,2704769000.0,9042478500.0,-0.08677919444320492,-0.08677919444320492,CFO_based,False
2175,6551000000.0,5806000000.0,74507500000.0,0.009998993389927189,0.009998993389927189,CFO_based,False
2179,473179000.0,1012824000.0,9167783500.0,-0.05886319195910331,-0.05886319195910331,CFO_based,False
2180,954110000.0,2186763000.0,9441343000.0,-0.1305590740639335,-0.1305590740639335,CFO_based,False
2181,40628000000.0,,319954500000.0,,,CFO_based,False
2183,-539102000.0,595475000.0,17657608500.0,-0.06425428449158332,-0.06425428449158332,CFO_based,False
2185,2702481000.0,2309404000.0,26773287500.0,0.014681685990187047,0.014681685990187047,CFO_based,False
2186,460210000.0,372350000.0,5785272500.0,0.01518683864934625,0.01518683864934625,CFO_based,False
2195,826420000.0,584792000.0,7138357500.0,0.03384924333083626,0.03384924333083626,CFO_based,False
2198,2078632000.0,1985819000.0,21560723000.0,0.004304725773806379,0.004304725773806379,CFO_based,False
2201,17846000000.0,10763000000.0,216815000000.0,0.03266840393884187,0.03266840393884187,CFO_based,False
2204,884947000.0,5165354000.0,43513240500.0,-0.09837021906010425,-0.09837021906010425,CFO_based,False
2206,5085000000.0,27279000000.0,385950000000.0,-0.05750485814224641,-0.05750485814224641,CFO_based,False
2207,4719000000.0,4236000000.0,82525500000.0,0.0058527364269225874,0.0058527364269225874,CFO_based,False
2208,5566000000.0,6527000000.0,95036000000.0,-0.010111957573971968,-0.010111957573971968,CFO_based,False
2209,2198442000.0,6068603000.0,37383946500.0,-0.10352467736385189,-0.10352467736385189,CFO_based,False
2211,2398000000.0,3779000000.0,98416000000.0,-0.014032271175418632,-0.014032271175418632,CFO_based,False
2212,43458000000.0,78870000000.0,912282000000.0,-0.03881694476050169,-0.03881694476050169,CFO_based,False
2215,320000000.0,49000000.0,16062000000.0,0.016872120532934878,0.016872120532934878,CFO_based,False
2216,3418756000.0,5053097000.0,31431619000.0,-0.0519967170637949,-0.0519967170637949,CFO_based,False
2217,765124000.0,399377000.0,26877123500.0,0.01360811546667187,0.01360811546667187,CFO_based,False
2220,5882000000.0,9442000000.0,122186000000.0,-0.02913590755078323,-0.02913590755078323,CFO_based,False
2221,2909027000.0,3939691000.0,88429290000.0,-0.01165523323776545,-0.01165523323776545,CFO_based,False
2222,12122000000.0,13204000000.0,49245218500.0,-0.021971676295841798,-0.021971676295841798,CFO_based,False
2224,42638000.0,30175000.0,5020403500.0,0.002482469785546122,0.002482469785546122,CFO_based,False
2226,2773000000.0,-150000000.0,37762000000.0,0.07740585774058577,0.07740585774058577,CFO_based,False
2229,21505000000.0,39100000000.0,305663500000.0,-0.05756330081936509,-0.05756330081936509,CFO_based,False
2264,5459000000.0,-12456000000.0,543210500000.0,0.032979848511764775,0.032979848511764775,CFO_based,False
2266,1485731000.0,-1667416000.0,56173134000.0,0.056132652310266325,0.056132652310266325,CFO_based,False
2267,54754000000.0,84687000000.0,848801500000.0,-0.03526501779273482,-0.03526501779273482,CFO_based,False
2268,1893840000.0,4456699000.0,29059343000.0,-0.08819397603035967,-0.08819397603035967,CFO_based,False
2269,54085000000.0,68979000000.0,1214479500000.0,-0.012263689918191292,-0.012263689918191292,CFO_based,False
2270,14077000000.0,21100000000.0,445094500000.0,-0.015778671720275132,-0.015778671720275132,CFO_based,False
2281,8043000000.0,14211000000.0,242201500000.0,-0.02546639884558931,-0.02546639884558931,CFO_based,False
2286,1291000000.0,1114000000.0,28337908500.0,0.006246050233382608,0.006246050233382608,CFO_based,False
2288,5557000000.0,5396000000.0,121369500000.0,0.0013265276696369352,0.0013265276696369352,CFO_based,False
2292,9763000000.0,8832000000.0,282211000000.0,0.003298950076361304,0.003298950076361304,CFO_based,False
2293,-495221000.0,3148000.0,13033771500.0,-0.038236745212235766,-0.038236745212235766,CFO_based,False
2294,707000000.0,1746000000.0,20441500000.0,-0.050827972506909964,-0.050827972506909964,CFO_based,False
2296,13170000000.0,10016000000.0,464789500000.0,0.006785867580915662,0.006785867580915662,CFO_based,False
2300,53880000.0,122483000.0,4402619500.0,-0.015582314120036946,-0.015582314120036946,CFO_based,False
2301,1892164000.0,1898587000.0,16923004500.0,-0.00037954253336043255,-0.00037954253336043255,CFO_based,False
2303,418774000.0,302567000.0,2944967500.0,0.03945951865343166,0.03945951865343166,CFO_based,False
2304,587056000.0,708106000.0,6349238000.0,-0.019065279959579403,-0.019065279959579403,CFO_based,False
2305,1162055000.0,4884559000.0,39910369000.0,-0.09327160067099355,-0.09327160067099355,CFO_based,False
2307,1316766000.0,692175000.0,9996404500.0,0.062481565246784485,0.062481565246784485,CFO_based,False
2311,424869000.0,370029000.0,5832404500.0,0.009402640026081868,0.009402640026081868,CFO_based,False
2315,166794000.0,51921000.0,3356288000.0,0.03422620466420045,0.03422620466420045,CFO_based,False
2317,8480000000.0,7979000000.0,52900000000.0,0.009470699432892249,0.009470699432892249,CFO_based,False
2321,-122564000.0,60683000.0,1111355500.0,-0.16488603331697194,-0.16488603331697194,CFO_based,False
2323,169348000.0,190529000.0,1578767000.0,-0.013416165906685406,-0.013416165906685406,CFO_based,False
2325,2184890000.0,2075263000.0,33591732500.0,0.0032635113416671795,0.0032635113416671795,CFO_based,False
2326,3187000000.0,2817000000.0,22654000000.0,0.016332656484506047,0.016332656484506047,CFO_based,False
2329,16414000000.0,44000000.0,100664000000.0,0.16262020185965192,0.16262020185965192,CFO_based,False
2330,440577000.0,668770000.0,4138729500.0,-0.055136002485787004,-0.055136002485787004,CFO_based,False
2331,29006000000.0,42647000000.0,569981500000.0,-0.023932355699263923,-0.023932355699263923,CFO_based,False
2332,845570000.0,590984000.0,9778992500.0,0.02603397026840955,0.02603397026840955,CFO_based,False
2335,1261000000.0,255000000.0,13926874000.0,0.07223444399654941,0.07223444399654941,CFO_based,False
2337,16843000000.0,-21859000000.0,421267500000.0,0.09187036740313459,0.09187036740313459,CFO_based,False
2340,864873000.0,2195012000.0,13669325500.0,-0.09730831268887408,-0.09730831268887408,CFO_based,False
2341,257326000.0,399810000.0,3465707500.0,-0.04111252897135722,-0.04111252897135722,CFO_based,False
2342,-1153483000.0,94096000.0,9698699000.0,-0.12863364457439086,-0.12863364457439086,CFO_based,False
2344,1362443000.0,1384661000.0,34274456000.0,-0.0006482378597051985,-0.0006482378597051985,CFO_based,False
2345,-1806412000.0,-645410000.0,43535775000.0,-0.026667769208197165,-0.026667769208197165,CFO_based,False
2349,2367179000.0,2768817000.0,27230669500.0,-0.014749472097995976,-0.014749472097995976,CFO_based,False
2353,5550922000.0,8180493000.0,46060504000.0,-0.057089496893043115,-0.057089496893043115,CFO_based,False
2354,1303317000.0,1422473000.0,13762891500.0,-0.008657773695302328,-0.008657773695302328,CFO_based,False
2359,2242340000.0,2372799000.0,24523646500.0,-0.005319722741885062,-0.005319722741885062,CFO_based,False
2370,-1362138000.0,-1413360000.0,4977050500.0,0.010291637587362235,0.010291637587362235,CFO_based,False
2373,447619000.0,2171448000.0,31349451500.0,-0.05498753303546634,-0.05498753303546634,CFO_based,False
2375,-754270000.0,363963000.0,8041703500.0,-0.1390542439173491,-0.1390542439173491,CFO_based,False
2376,304900000.0,334532000.0,14876615000.0,-0.0019918509687855738,-0.0019918509687855738,CFO_based,False
2378,766000000.0,3510362000.0,54314931500.0,-0.05052684269702153,-0.05052684269702153,CFO_based,False
2379,5956060000.0,9965763000.0,50286211000.0,-0.07973762429625092,-0.07973762429625092,CFO_based,False
2384,13473000000.0,35432000000.0,332069500000.0,-0.06612772326275072,-0.06612772326275072,CFO_based,False
2385,447596000.0,557955000.0,6879516500.0,-0.01604167967327355,-0.01604167967327355,CFO_based,False
2391,400784000.0,532685000.0,6604814000.0,-0.01997043368670185,-0.01997043368670185,CFO_based,False
2393,1796244000.0,1389235000.0,26056981000.0,0.015619959963896047,0.015619959963896047,CFO_based,False
2395,4924848000.0,7035243000.0,84359427500.0,-0.025016706046280365,-0.025016706046280365,CFO_based,False
2404,335722000.0,681654000.0,4415098000.0,-0.07835205469957858,-0.07835205469957858,CFO_based,False
2408,342344000.0,349323000.0,6810646000.0,-0.0010247192410235387,-0.0010247192410235387,CFO_based,False
2410,1100768000.0,2031350000.0,7119966000.0,-0.1307003432319761,-0.1307003432319761,CFO_based,False
2411,515000000.0,510000000.0,5587000000.0,0.0008949346697691068,0.0008949346697691068,CFO_based,False
2415,2607053000.0,1523120000.0,50963813000.0,0.02126867940591494,0.02126867940591494,CFO_based,False
2418,4768000000.0,10340000000.0,125924500000.0,-0.04424873634598509,-0.04424873634598509,CFO_based,False
2424,412428000.0,1908894000.0,11113239000.0,-0.1346561520003304,-0.1346561520003304,CFO_based,False
2425,374023000.0,553889000.0,4000718500.0,-0.04495842434302738,-0.04495842434302738,CFO_based,False
2428,1077892000.0,2406247000.0,28221908000.0,-0.04706822090129413,-0.04706822090129413,CFO_based,False
2429,7178000000.0,14787000000.0,180031000000.0,-0.042264943259771925,-0.042264943259771925,CFO_based,False
2433,12515000000.0,82446000000.0,1042602500000.0,-0.06707350116655197,-0.06707350116655197,CFO_based,False
2435,446000000.0,777000000.0,20166500000.0,-0.01641335878808916,-0.01641335878808916,CFO_based,False
2436,977021000.0,855404000.0,6233331500.0,0.01951075440155878,0.01951075440155878,CFO_based,False
2437,-142340000.0,-210878000.0,3775903000.0,0.018151419673651574,0.018151419673651574,CFO_based,False
2438,-263056000.0,863027000.0,6748833500.0,-0.16685594629057007,-0.16685594629057007,CFO_based,False
2440,291883000.0,921121000.0,11270034500.0,-0.055832837068954845,-0.055832837068954845,CFO_based,False
