code,ticker,company_name,market,sector,market_equity_final,market_equity_method,book_equity,net_income,pbr_raw,per_raw,bm_raw,bm_method,ep_raw,ep_method,bm_winsorized,ep_winsorized,bm_available,ep_available,value_metric_quality_flag,notes,anomaly_flags,gross_profitability,gross_profitability_available,available_signal_score,available_signal_max,sloan_accruals,sloan_accruals_winsorized,distress_review_flag,distress_exclusion_flag,distress_reason,avg_daily_value_60d,liquidity_flag,liquidity_exclusion_flag,anomaly_flags_review,microcap_flag,one_time_profit_suspected,bm_percentile,ep_percentile,gross_profitability_percentile,sloan_accruals_percentile,piotroski_available_ratio,phase1_final_candidate,selection_cell,distress_flags,liquidity,human_review_required,tie_break_reason,adoption_rationale
9513,9513.T,"Electric Power Development Co.,Ltd.",Prime Market (Domestic),Electric Power and Gas,695936745472.0,raw_market_cap,1463502000000.0,102530000000.0,0.49702734,12.151945,2.1029238785306843,book_equity_over_market_equity,0.1473266078664402,net_income_over_market_equity,2.1029238785306843,0.1473266078664402,True,True,A_raw_market_cap,,,,False,5.0,6,-0.03893715694871046,-0.03893715694871046,False,False,,5372123065.0,pass,False,,False,False,0.89640660407899,0.8854545454545455,,0.6622149837133551,0.8333333333333334,False,HighValuexQualityMissingOrLow,,5372123065.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
8050,8050.T,SEIKO GROUP CORPORATION,Prime Market (Domestic),Precision Instruments,306377446620.0,close_times_edinet_shares_outstanding,158014000000.0,13508000000.0,,,0.5157494513490897,book_equity_over_market_equity,0.0440894071969794,net_income_over_market_equity,0.5157494513490897,0.0440894071969794,True,True,B_price_times_shares,,,0.37122057437519634,True,6.0,6,-0.05124359823902948,-0.05124359823902948,False,False,,1845328000.0,pass,False,,False,False,0.25348009064422145,0.21454545454545454,0.6886916502301118,0.7534201954397395,1.0,False,OtherValuexHighQuality,,1845328000.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
6617,6617.T,"TAKAOKA TOKO CO.,LTD.",Prime Market (Domestic),Electric Appliances,132633832900.0,close_times_edinet_shares_outstanding,66456000000.0,4280000000.0,,,0.5010486279930164,book_equity_over_market_equity,0.0322692928826608,net_income_over_market_equity,0.5010486279930164,0.0322692928826608,True,True,B_price_times_shares,,,0.2240611691831204,True,5.0,6,-0.0065920036130085674,-0.0065920036130085674,False,False,,971058550.0,pass,False,,False,False,0.24085464551634833,0.13018181818181818,0.42176199868507563,0.3833876221498371,0.8333333333333334,False,OtherValuexQualityMissingOrLow,,971058550.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
6356,6356.T,"NIPPON GEAR CO.,LTD.",Standard Market(Domestic),Machinery,21241489408.0,raw_market_cap,12561580000.0,1550400000.0,3.8963141,12.129095,0.5913700192449329,book_equity_over_market_equity,0.0729892320740976,net_income_over_market_equity,0.5913700192449329,0.0729892320740976,True,True,A_raw_market_cap,,,0.2800242960595509,True,3.0,6,0.017416952634740433,0.017416952634740433,False,False,,5332541846.666667,pass,False,,False,False,0.3020394949821949,0.4978181818181818,0.5486522024983563,0.22442996742671006,0.5,False,OtherValuexHighQuality,,5332541846.666667,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
1909,1909.T,"Nippon Dry-Chemical CO.,LTD.",Standard Market(Domestic),Machinery,25129170000.0,close_times_edinet_shares_outstanding,30517857000.0,4204018000.0,,,1.2144395139194808,book_equity_over_market_equity,0.1672963333050793,net_income_over_market_equity,1.2144395139194808,0.1672963333050793,True,True,B_price_times_shares,,,0.29082729560839127,True,6.0,6,-0.09028682563608767,-0.09028682563608767,False,False,,1098486153.3333333,pass,False,,False,False,0.6798316607316284,0.9105454545454545,0.5706771860618014,0.9,1.0,False,OtherValuexHighQuality,,1098486153.3333333,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
4971,4971.T,MEC COMPANY LTD.,Prime Market (Domestic),Chemicals,204118932300.0,close_times_edinet_shares_outstanding,30472068000.0,5766868000.0,,,0.1492858484837371,book_equity_over_market_equity,0.0282524895413633,net_income_over_market_equity,0.1492858484837371,0.0282524895413633,True,True,B_price_times_shares,,,0.3103557016798286,True,5.0,6,0.04354838666454326,0.04354838666454326,False,False,,2863908933.3333335,pass,False,,False,False,0.02751699579151829,0.10581818181818183,0.6074950690335306,0.12345276872964173,0.8333333333333334,False,OtherValuexHighQuality,,2863908933.3333335,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
6278,6278.T,UNION TOOL CO.,Prime Market (Domestic),Machinery,443256012800.0,raw_market_cap,79998000000.0,6114000000.0,4.873522,65.073906,0.1804780932235105,book_equity_over_market_equity,0.0137933831091845,net_income_over_market_equity,0.1804780932235105,0.0137933831091845,True,True,A_raw_market_cap,,,0.1640053023350668,True,5.0,6,-0.015009643669119787,-0.015009643669119787,False,False,,5832879450.0,pass,False,,False,False,0.040789899643897704,0.036727272727272726,0.24391847468770544,0.4576547231270358,0.8333333333333334,False,OtherValuexQualityMissingOrLow,,5832879450.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
9503,9503.T,"The Kansai Electric Power Company,Incorporated",Prime Market (Domestic),Electric Power and Gas,2549534162944.0,raw_market_cap,3107452000000.0,451137000000.0,0.73788524,6.7068167,1.2188312850108118,book_equity_over_market_equity,0.1769487958063141,net_income_over_market_equity,1.2188312850108118,0.1769487958063141,True,True,A_raw_market_cap,,,,False,5.0,6,-0.01015563447257252,-0.01015563447257252,False,False,,10170685626.666666,pass,False,,False,False,0.6824214956296536,0.9254545454545454,,0.4149837133550489,0.8333333333333334,False,OtherValuexQualityMissingOrLow,,10170685626.666666,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
6941,6941.T,"YAMAICHI ELECTRONICS CO.,LTD.",Prime Market (Domestic),Electric Appliances,186045759488.0,raw_market_cap,39676501000.0,5240971000.0,3.9948258,20.459528,0.2132620550405995,book_equity_over_market_equity,0.0281703330106701,net_income_over_market_equity,0.2132620550405995,0.0281703330106701,True,True,A_raw_market_cap,,,0.3277803637892563,True,5.0,6,-0.07209087102378813,-0.07209087102378813,False,False,,3975964583.3333335,pass,False,,False,False,0.058271285205568145,0.10545454545454545,0.6318211702827088,0.852442996742671,0.8333333333333334,False,OtherValuexHighQuality,,3975964583.3333335,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
6871,6871.T,"MICRONICS JAPAN CO.,LTD.",Prime Market (Domestic),Electric Appliances,562081300480.0,raw_market_cap,66052000000.0,12063000000.0,7.5972314,46.622295,0.1175132493174806,book_equity_over_market_equity,0.0214613081589773,net_income_over_market_equity,0.1175132493174806,0.0214613081589773,True,True,A_raw_market_cap,,,0.3413648940682245,True,6.0,6,-0.009384636010189034,-0.009384636010189034,False,False,,12744986383.333334,pass,False,,False,False,0.01618646811265782,0.06654545454545455,0.6482577251808022,0.4061889250814332,1.0,False,OtherValuexHighQuality,,12744986383.333334,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
6264,6264.T,"Marumae Co.,Ltd.",Prime Market (Domestic),Machinery,28325565100.0,close_times_edinet_shares_outstanding,8151519000.0,1355987000.0,,,0.28777957195989,book_equity_over_market_equity,0.0478714897730319,net_income_over_market_equity,0.28777957195989,0.0478714897730319,True,True,B_price_times_shares,,,0.1395633778363484,True,5.0,6,-0.0923344529760236,-0.0923344529760236,False,False,,1848958473.3333333,pass,False,,False,False,0.09582389122693429,0.2429090909090909,0.1765285996055227,0.9055374592833876,0.8333333333333334,False,OtherValuexQualityMissingOrLow,,1848958473.3333333,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
6920,6920.T,Lasertec Corporation,Prime Market (Domestic),Electric Appliances,3440025272320.0,raw_market_cap,209900000000.0,84652000000.0,15.255912,39.684425,0.0610169935927361,book_equity_over_market_equity,0.0246079587499395,net_income_over_market_equity,0.0974144095975895,0.0246079587499395,True,True,A_raw_market_cap,,,0.44980446054471923,True,4.0,6,0.0225599070710231,0.0225599070710231,False,False,,170069025650.0,pass,False,,False,False,0.005179669796050502,0.08218181818181818,0.7705456936226167,0.19478827361563522,0.6666666666666666,False,OtherValuexHighQuality,,170069025650.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
5985,5985.T,SUNCALL CORPORATION,Standard Market(Domestic),Metal Products,51071107072.0,raw_market_cap,26592000000.0,-2285000000.0,1.4927381,8.226798,0.5206857952483901,book_equity_over_market_equity,,missing,0.5206857952483901,,True,False,A_raw_market_cap,net_income_nonpositive_or_missing,,0.15309399870259324,True,4.0,6,-0.04623795476892822,-0.04623795476892822,False,True,two_year_net_loss,4600344573.333333,pass,False,,False,False,0.25639365490449983,,0.210387902695595,0.7218241042345277,0.6666666666666666,False,OtherValuexQualityMissingOrLow,two_year_net_loss,4600344573.333333,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
2153,2153.T,E・J Holdings Inc.,Prime Market (Domestic),Services,29147381120.0,close_times_edinet_shares_outstanding,34053000000.0,3203000000.0,,,1.1683039330293012,book_equity_over_market_equity,0.109889804055233,net_income_over_market_equity,1.1683039330293012,0.109889804055233,True,True,B_price_times_shares,,,0.2740189575282152,True,3.0,6,-0.019949911167241048,-0.019949911167241048,False,False,,114817305.0,pass,False,,False,False,0.66461638070573,0.769090909090909,0.5364891518737672,0.5078175895765472,0.5,False,OtherValuexHighQuality,,114817305.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
6648,6648.T,KAWADEN CORPORATION,Standard Market(Domestic),Electric Appliances,5538332800.0,close_times_edinet_shares_outstanding,17744301000.0,1963138000.0,,,3.203906598028923,book_equity_over_market_equity,0.3544637115342725,net_income_over_market_equity,3.203906598028923,0.3544637115342725,True,True,B_price_times_shares,,,0.3153164610373536,True,4.0,6,0.0177810487014362,0.0177810487014362,False,False,,162615866.66666666,pass,False,,False,False,0.9708643573972159,0.982909090909091,0.6170282708744247,0.2218241042345277,0.6666666666666666,False,HighValuexHighQuality,,162615866.66666666,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
6327,6327.T,"KITAGAWA SEIKI CO.,LTD.",Standard Market(Domestic),Machinery,40559112000.0,close_times_edinet_shares_outstanding,5077610000.0,394688000.0,,,0.1251903641282876,book_equity_over_market_equity,0.0097311795189204,net_income_over_market_equity,0.1251903641282876,0.0097311795189204,True,True,B_price_times_shares,,,0.15860348128659757,True,4.0,6,0.008379672148367394,0.008379672148367394,False,False,,1635228620.0,pass,False,,False,False,0.019100032372936226,0.021454545454545455,0.22485207100591717,0.2719869706840391,0.6666666666666666,False,OtherValuexQualityMissingOrLow,,1635228620.0,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
4368,4368.T,"FUSO CHEMICAL CO.,LTD.",Prime Market (Domestic),Chemicals,157775075000.0,close_times_edinet_shares_outstanding,104048977000.0,11622785000.0,,,0.6594766442037818,book_equity_over_market_equity,0.0736668006654409,net_income_over_market_equity,0.6594766442037818,0.0736668006654409,True,True,B_price_times_shares,,,0.18353903809648128,True,6.0,6,-0.08050182585701394,-0.08050182585701394,False,False,,2355934975.1916504,pass,False,,False,False,0.3531887342181936,0.5014545454545455,0.3067061143984221,0.8775244299674267,1.0,False,OtherValuexQualityMissingOrLow,,2355934975.1916504,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
6745,6745.T,HOCHIKI CORPORATION,Prime Market (Domestic),Electric Appliances,48405558000.0,close_times_edinet_shares_outstanding,59321000000.0,7688000000.0,,,1.2254997659566285,book_equity_over_market_equity,0.1588247366139235,net_income_over_market_equity,1.2254997659566285,0.1588247366139235,True,True,B_price_times_shares,,,0.41439964307623667,True,6.0,6,-0.047870637207813004,-0.047870637207813004,False,False,,705398966.8503824,pass,False,,False,False,0.6859825186144384,0.9014545454545455,0.7357001972386588,0.7328990228013029,1.0,False,OtherValuexHighQuality,,705398966.8503824,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
9502,9502.T,"Chubu Electric Power Company,Incorporated",Prime Market (Domestic),Electric Power and Gas,2142673829888.0,raw_market_cap,2858530000000.0,209137000000.0,0.6827594,9.405776,1.3340947932095752,book_equity_over_market_equity,0.0976056164418323,net_income_over_market_equity,1.3340947932095752,0.0976056164418323,True,True,A_raw_market_cap,,,,False,4.0,6,-0.00985843362866866,-0.00985843362866866,False,False,,8361451579.166667,pass,False,,False,False,0.7261249595338297,0.6912727272727273,,0.40977198697068407,0.6666666666666666,False,HighValuexQualityMissingOrLow,,8361451579.166667,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
6695,6695.T,"Castrico Co.,Ltd.",PRO Market,Electric Appliances,339600000.0,close_times_edinet_shares_outstanding,1475287000.0,79591000.0,,,4.3441902237926975,book_equity_over_market_equity,0.2343669022379269,net_income_over_market_equity,4.3441902237926975,0.2343669022379269,True,True,B_price_times_shares,,,0.3326533251810742,True,3.0,6,,,False,False,,0.0,exclude,True,,True,False,0.9883457429588863,0.9607272727272728,0.6374095989480605,,0.5,False,HighValuexHighQuality,,0.0,True,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
1662,1662.T,"Japan Petroleum Exploration Co.,Ltd.",Prime Market (Domestic),Mining,448766967808.0,raw_market_cap,557257000000.0,82848000000.0,0.7150951,8.396399,1.2417513764926127,book_equity_over_market_equity,0.1846125181732306,net_income_over_market_equity,1.2417513764926127,0.1846125181732306,True,True,A_raw_market_cap,,,0.14547724611867993,True,6.0,6,-0.07138483723965122,-0.07138483723965122,False,False,,7950185018.333333,pass,False,,False,False,0.6931045645840078,0.9327272727272727,0.18902038132807364,0.849185667752443,1.0,False,OtherValuexQualityMissingOrLow,,7950185018.333333,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
6994,6994.T,SHIZUKI ELECTRIC COMPANY INC.,Standard Market(Domestic),Electric Appliances,32731131888.0,close_times_edinet_shares_outstanding,23747003000.0,1254784000.0,,,0.7255173173130077,book_equity_over_market_equity,0.038336101675116,net_income_over_market_equity,0.7255173173130077,0.038336101675116,True,True,B_price_times_shares,,,0.1834253046010357,True,4.0,6,-0.06171374962826005,-0.06171374962826005,False,False,,528394041.6666667,pass,False,,False,False,0.40110067983166076,0.17236363636363636,0.3060486522024984,0.8149837133550488,0.6666666666666666,False,OtherValuexQualityMissingOrLow,,528394041.6666667,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
6834,6834.T,"SEIKOH GIKEN Co.,Ltd.",Standard Market(Domestic),Electric Appliances,244936032256.0,raw_market_cap,28144241000.0,2242292000.0,7.237895,39.39215,0.1149044537905491,book_equity_over_market_equity,0.0091546024459823,net_income_over_market_equity,0.1149044537905491,0.0091546024459823,True,True,A_raw_market_cap,,,0.21196513328948824,True,5.0,6,-0.02480471162031353,-0.02480471162031353,False,False,,10655836183.333334,pass,False,,False,False,0.014891550663645193,0.01927272727272727,0.38395792241946086,0.5469055374592834,0.8333333333333334,False,OtherValuexQualityMissingOrLow,,10655836183.333334,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
7762,7762.T,"Citizen Watch Co.,Ltd.",Prime Market (Domestic),Precision Instruments,564015042900.0,close_times_edinet_shares_outstanding,264147000000.0,23876000000.0,,,0.4683332533859975,book_equity_over_market_equity,0.0423322042568875,net_income_over_market_equity,0.4683332533859975,0.0423322042568875,True,True,B_price_times_shares,,,0.3237861928230402,True,5.0,6,-0.02861382171054769,-0.02861382171054769,False,False,,2374966998.3333335,pass,False,,False,False,0.2211071544189058,0.2018181818181818,0.6268902038132808,0.5807817589576547,0.8333333333333334,False,OtherValuexHighQuality,,2374966998.3333335,False,"Sequential tie-break: High Value x High Quality, gross profitability percentile, E/P percentile, B/M percentile, Piotroski ratio, lower Sloan accruals, liquidity, market equity.","Passes academic value, quality, financial strength, earnings quality, distress, and liquidity screens."
