code,company_name,sector,bm_raw,ep_raw,anomaly_flags,market_equity_final,gross_profitability,gross_profitability_review_flag,sloan_accruals,accruals_extreme,distress_review_flag,distress_exclusion_flag,distress_reason,avg_daily_value_60d,liquidity_flag,liquidity_exclusion_flag,gross_profitability_extreme,liquidity_review_flag,microcap_flag,one_time_profit_suspected
6146,DISCO CORPORATION,Machinery,0.0712457889406376,0.0179414804919182,,6915538550784.0,0.42436250835133554,False,0.006133149333344351,False,False,False,,151512555166.66666,pass,False,False,False,False,False
4464,SOFT99corporation,Chemicals,0.7272472685458958,0.0374565799244188,,77790364360.0,0.175382858966194,False,-0.020963794978948524,False,False,False,,19805116.666666668,pass,False,False,False,False,False
6951,JEOL Ltd.,Electric Appliances,0.3716916673360551,0.050830745605118,,367651502600.0,0.415293546560233,False,-0.019509652108796353,False,False,False,,2197945460.0,pass,False,False,False,False,False
6976,"TAIYO YUDEN CO.,LTD.",Electric Appliances,0.1589249826695066,0.0011591822554511,,2008312315904.0,0.12486304667927452,False,-0.054842072941188716,False,False,False,,48206398838.333336,pass,False,False,False,False,False
6718,"AIPHONE CO.,LTD.",Electric Appliances,1.521000006460998,0.0824483474886142,,43894148400.0,0.317190465655166,False,-0.024010208344062395,False,False,False,,105267921.66666667,pass,False,False,False,False,False
7409,"AeroEdge Co.,Ltd",Transportation Equipment,0.3270773675569541,0.0617486036700657,,11893904580.0,0.20538996741604723,False,-0.07752513143122283,False,False,False,,624474100.0,pass,False,False,False,False,False
6157,"NS TOOL CO.,LTD.",Machinery,0.8735603011493871,0.0599912202377202,,21081418164.0,0.24987661663301058,False,-0.038105261288145224,False,False,False,,65216200.0,pass,False,False,False,False,False
2181,"PERSOL HOLDINGS CO.,LTD.",Services,0.2367900009519158,0.073674770318694,,551450650260.0,1.0609592870034659,False,,False,False,False,,2518003718.737335,pass,False,False,False,False,False
6874,KYORITSU ELECTRIC CORPORATION,Electric Appliances,0.9271025096893966,0.0984478431798254,,22661370000.0,0.2453432663565701,False,-0.007592602581088882,False,False,False,,13132196.666666666,pass,False,False,False,False,False
3433,"TOCALO Co.,Ltd.",Metal Products,0.3465678332599733,0.0455440042552167,,189662726000.0,0.24788187472452128,False,-0.0055007016840417,False,False,False,,730299221.6666666,pass,False,False,False,False,False
6382,TRINITY INDUSTRIAL CORPORATION,Machinery,1.5822629526160523,0.1712682775348464,,20780223000.0,0.19441481807585884,False,0.1459838555924517,False,False,False,,35749615.0,pass,False,False,False,False,False
7715,"NAGANO KEIKI CO.,LTD.",Precision Instruments,0.6869024207117991,0.0943742682346764,,65010527920.0,0.2986071620835727,False,0.0005095145006216249,False,False,False,,259309571.66666666,pass,False,False,False,False,False
3891,NIPPON KODOSHI CORPORATION,Pulp and Paper,0.2825697353082012,0.0210544661382862,,84592693460.0,0.12621930307263013,False,-0.05834247840456235,False,False,False,,798658950.0,pass,False,False,False,False,False
6590,SHIBAURA MECHATRONICS CORPORATION,Electric Appliances,0.1386283042795361,0.0302587468901039,,341322792960.0,0.33034101885683087,False,0.035818078478053385,False,False,False,,8969342525.0,pass,False,False,False,False,False
7965,Zojirushi Corporation,Electric Appliances,0.9932125013517552,0.067604391535155,,90201240800.0,0.2569634587431971,False,-0.032878451829893476,False,False,False,,296180818.3333333,pass,False,False,False,False,False
6393,"YUKEN KOGYO CO.,LTD.",Machinery,2.5444264079215975,0.1396767986707646,,10815654528.0,0.16745515514614331,False,-0.011166706976221205,False,False,False,,11575643.333333334,pass,False,False,False,False,False
6309,"TOMOE ENGINEERING CO.,LTD.(TOMOE KOGYO CO.,LTD.)",Machinery,0.8626449210591388,0.0777386572668441,,49541928500.0,0.26581167306364195,False,0.02692083000070034,False,False,False,,250461761.66666666,pass,False,False,False,False,False
3712,"Information Planning CO.,LTD.",Information & Communication,2.7395215678069533,0.3757457195662029,,2867700000.0,0.301603884902019,False,-0.008571966026864632,False,False,False,,15090305.0,pass,False,False,False,False,False
5821,HIRAKAWA HEWTECH CORP.,Nonferrous Metals,0.7131514613227502,0.0373161719217927,,54292814500.0,0.15337748906721013,False,-0.03976211068046168,False,False,False,,431267400.0,pass,False,False,False,False,False
9537,"HOKURIKU GAS CO.,LTD.",Electric Power and Gas,2.550760993226918,0.098755620972004,,20445418500.0,0.33851437183696387,False,-0.08898444370790531,False,False,False,,11260591.666666666,pass,False,False,False,False,False
6798,SMK Corporation,Electric Appliances,1.315201516903857,,,22217888000.0,0.16035642465848415,False,-0.07445232846514191,False,False,True,two_year_net_loss,69492110.0,pass,False,False,False,False,False
6333,TEIKOKU CORPORATION,Machinery,0.7073092103461335,0.0872312099138473,,47369261576.0,0.32751816137570383,False,0.004439078701264341,False,False,False,,138555041.66666666,pass,False,False,False,False,False
6856,"HORIBA,Ltd.",Electric Appliances,0.3119747988018599,0.0332081710599352,,1117526163456.0,0.2823942316783045,False,-0.03454762750088759,False,False,False,,4397332916.666667,pass,False,False,False,False,False
5711,Mitsubishi Materials Corporation,Nonferrous Metals,1.0424928415970327,0.0606856195920981,,665017516032.0,0.07015612468925567,False,-0.008158534070090226,False,False,False,,8394102790.0,pass,False,False,False,False,False
4004,Resonac Holdings Corporation,Chemicals,0.1374310860683628,0.0005306508924226,,3335526285312.0,0.21849739768372595,False,,False,False,False,,50704826838.333336,pass,False,False,False,False,False
9672,"TOKYOTOKEIBA CO.,LTD.",Services,0.7779917348357308,0.0859856784375155,,121984534990.0,0.14053404271843437,False,-0.07585144089004986,False,False,False,,288405666.6666667,pass,False,False,False,False,False
6272,"RHEON AUTOMATIC MACHINERY CO.,LTD.",Machinery,1.00532120136213,0.1010078796395348,,38510213400.0,0.3613454924477486,False,-0.03974347055383925,False,False,False,,138759868.33333334,pass,False,False,False,False,False
6360,"TOKYO AUTOMATIC MACHINERY WORKS,LTD.",Machinery,1.5940691227543118,0.2064166706140438,,5921653500.0,0.23496570498339173,False,0.012841462495585413,False,False,False,,9422941.666666666,review,False,False,True,False,False
6841,YOKOGAWA ELECTRIC CORPORATION,Electric Appliances,0.3679920051596237,0.0427043721778987,,1292748193792.0,0.3723368857765372,False,-0.06299675592369196,False,False,False,,7155156395.0,pass,False,False,False,False,False
9532,"OSAKA GAS CO.,LTD.",Electric Power and Gas,0.8509521261432511,0.0660754804366553,,2043935195136.0,0.1238533903123811,False,-0.047215123503411914,False,False,False,,7527891846.666667,pass,False,False,False,False,False
4976,"TOYO DRILUBE CO.,LTD.",Chemicals,5.952482720958137,0.4059028223334127,extreme_high_bm_top1pct;extreme_high_bm_top1pct,1742515600.0,0.15177175641771054,False,-0.018911854717108104,False,False,False,,2472978.3333333335,exclude,True,False,False,True,False
4658,"Nippon Air Conditioning Services Co.,Ltd.",Services,0.4769725872877362,0.0567824508675876,,54770443200.0,0.26680118596606817,False,-0.04045150081405641,False,False,False,,167926066.66666666,pass,False,False,False,False,False
7734,"RIKEN KEIKI CO.,LTD.",Precision Instruments,0.467996657155348,0.0483522862781813,,165608653000.0,0.26548557648513504,False,0.018883410994021573,False,False,False,,400625580.0,pass,False,False,False,False,False
3103,UNITIKA LTD.,Textiles and Apparels,0.2146034301171999,,,75641847808.0,0.1719601151040621,False,-0.20979083460655285,False,False,True,two_year_net_loss,24257408651.666668,pass,False,False,False,False,False
6458,SINKO INDUSTRIES LTD.,Machinery,0.7468044973446312,0.0943264734589461,,86073397025.0,0.25644434509453273,False,0.02749732713034935,False,False,False,,274468970.0,pass,False,False,False,False,False
6229,OKUMURA ENGINEERING corp.,Machinery,1.4698521842153738,0.0788776351481285,,7016057200.0,0.2646185059934391,False,-0.0440981627602843,False,False,False,,49585320.0,pass,False,False,False,False,False
5869,"WASEDA GAKUSHUKENKYUKAI CO.,LTD.",Services,0.5674126334916023,0.0840352235270377,,12361709250.0,0.30588349604206055,False,-0.02415094785302004,False,False,False,,20457581.666666668,pass,False,False,False,False,False
6357,"Sansei Technologies,Inc.",Machinery,0.9288509674729964,0.0613881588954418,,48795403770.0,0.2077199554803674,False,-0.0032779051054408503,False,False,False,,118035370.0,pass,False,False,False,False,False
6810,"Maxell,Ltd.",Electric Appliances,1.1080458417123729,0.097931056700811,,84988361000.0,0.20160594235141083,False,-0.009016310404214365,False,False,False,,466136956.6666667,pass,False,False,False,False,False
6037,"RAKUMACHI,INC.",Services,0.2982861671670158,0.0582869385132098,,20079181200.0,,False,-0.04342159419977144,False,False,False,,62401283.333333336,pass,False,False,False,False,False
6277,HOSOKAWA MICRON CORPORATION,Machinery,0.8738076257390519,0.0588483482604723,,76926543120.0,0.26627017345766735,False,-0.049520679265954534,False,False,False,,258869166.66666666,pass,False,False,False,False,False
7781,"HIRAYAMA HOLDINGS Co.,Ltd.",Precision Instruments,0.4653156942521088,0.0800323625786522,,10759834800.0,0.5319677705828686,False,-0.010382793773146977,False,False,False,,14399883.333333334,pass,False,False,False,False,False
6418,"JAPAN CASH MACHINE CO.,LTD.",Machinery,1.236366701536982,0.1470802774301514,,25907382462.0,0.31064363793466815,False,-0.07883342252311956,False,False,False,,148250750.0,pass,False,False,False,False,False
6336,"ISHII HYOKI CO.,LTD.",Machinery,1.0575582832054284,0.0884279286032348,,10064693520.0,0.22799522523088522,False,-0.025935414492203563,False,False,False,,75310478.33333333,pass,False,False,False,False,False
3763,Pro-Ship Incorporated,Information & Communication,0.6119803613732475,0.0949879128290907,,20324028000.0,0.3713390842029526,False,0.04320721084673976,False,False,False,,120789955.0,pass,False,False,False,False,False
6381,ANEST IWATA Corporation,Machinery,0.8514302892540773,0.0864290525321487,,62907087845.0,0.365885379035288,False,-0.06367384333486029,False,False,False,,128812015.0,pass,False,False,False,False,False
9531,"TOKYO GAS CO.,LTD.",Electric Power and Gas,0.874983057302651,0.0865400096875565,,2058862723072.0,0.10537618677422309,False,-0.047765300076911675,False,False,False,,9789365941.666666,pass,False,False,False,False,False
6875,MegaChips Corporation,Electric Appliances,0.5595098912312221,0.0286416552620084,,211330314000.0,0.05219598058234621,False,0.07072428826003964,False,False,False,,1504206333.3333333,pass,False,False,False,False,False
4450,"Power Solutions,Ltd.",Information & Communication,0.6310339810181672,0.0713574786548458,,6025577250.0,0.4250130246533821,False,-0.1062221444569326,False,False,False,,15207461.666666666,pass,False,False,False,False,False
6430,"DAIKOKU DENKI CO.,LTD.",Machinery,1.4680010753754904,0.2504875349508444,,30849726720.0,0.46612227762112557,False,0.0010428298740779924,False,False,False,,161995896.66666666,pass,False,False,False,False,False
3407,ASAHI KASEI CORPORATION,Chemicals,0.7980797578755279,0.0585459085139145,,2398186373120.0,0.23865726708464355,False,-0.041960451912647447,False,False,False,,9208645430.0,pass,False,False,False,False,False
6013,"TAKUMA CO.,LTD.",Machinery,0.4293012307560002,0.0415105212400999,,255212406000.0,0.1764779828094637,False,0.07673404013096083,False,True,False,two_year_ocf_loss,829073853.3333334,pass,False,False,False,False,False
6340,SHIBUYA CORPORATION,Machinery,0.9620530657607976,0.0896091862326813,,112187158735.0,0.15810470061345075,False,0.006124563920467807,False,False,False,,119915491.66666667,pass,False,False,False,False,False
6932,ENDO Lighting Corporation,Electric Appliances,1.1654716462715746,0.1269658229015092,,37797573318.0,0.30768321338318533,False,0.02887593927311762,False,False,False,,158684013.33333334,pass,False,False,False,False,False
6832,"AOI ELECTRONICS CO.,LTD.",Electric Appliances,1.340359737685818,0.0055607885591393,,32017941000.0,0.10098421172671096,False,-0.025018573749547586,False,False,False,,118932336.66666667,pass,False,False,False,False,False
6118,"AIDA ENGINEERING,LTD.",Machinery,1.3214342453603785,0.0805939486780168,,63292593100.0,0.11030271355678115,False,-0.00945834073488157,False,False,False,,206399750.0,pass,False,False,False,False,False
9436,OKINAWA CELLULAR TELEPHONE COMPANY,Information & Communication,0.5851330263329529,0.0747277043499626,,169522135200.0,,False,-0.02073221318941665,False,False,False,,417844866.6666667,pass,False,False,False,False,False
6412,Heiwa Corporation,Machinery,1.2638545388372509,0.0675807694794418,,193309429600.0,0.04991451105840825,False,-0.01603241898127028,False,False,False,,715666505.0,pass,False,False,False,False,False
6804,Hosiden Corporation,Electric Appliances,1.0201186934418311,0.072969998831757,,137549680152.0,0.11557876761917125,False,0.1506313834478679,False,False,False,,714684013.3333334,pass,False,False,False,False,False
3444,"KIKUCHI SEISAKUSHO CO.,LTD.",Metal Products,0.4142415294967139,0.0545197480273435,,13045860000.0,0.11694939419866061,False,0.1582159875043835,False,True,False,two_year_ocf_loss;operating_income_negative,1359647176.6666667,pass,False,False,False,False,False
7276,"KOITO MANUFACTURING CO.,LTD.",Electric Appliances,0.8799224923110249,0.0658325661291584,,772641915556.0,0.10862495954838014,False,-0.04041719234274314,False,False,False,,2620630796.6666665,pass,False,False,False,False,False
6420,GALILEI CO.LTD.,Machinery,0.7712655894241267,0.0903120424024821,,133813826800.0,0.2549978101467908,False,0.012569185649077157,False,False,False,,256645533.33333334,pass,False,False,False,False,False
6768,TAMURA CORPORATION,Electric Appliances,0.7164447371191497,0.0311264212553561,,89377444878.0,0.24377553318107248,False,-0.052677567299772986,False,False,False,,807111445.0,pass,False,False,False,False,False
6459,DAIWA INDUSTRIES LTD.,Machinery,0.8299606534807775,0.0597160391121435,,85003628430.0,0.2814987517546685,False,0.008298982536602481,False,False,False,,140925468.33333334,pass,False,False,False,False,False
4062,"IBIDEN CO.,LTD.",Electric Appliances,0.0817096983897028,0.0074286622580328,,6086156353536.0,0.10476996978784932,False,-0.06663094713282919,False,False,False,,92100818745.0,pass,False,False,False,False,False
5945,"Tenryu Saw Mfg.Co.,Ltd.",Metal Products,1.6067041846254186,0.0733237334117726,,22883941146.0,0.10926955049587755,False,-0.020187560853225848,False,False,False,,7815463.333333333,review,False,False,True,False,False
6482,Yushin Company,Machinery,1.577955014142608,0.092014271090311,,22496782026.0,0.26231555285029173,False,0.058371056127547234,False,False,False,,55788075.0,pass,False,False,False,False,False
9449,"GMO internet group,Inc.",Information & Communication,0.64700374363555,0.0778741281655877,,336016602900.0,0.5214438906693638,False,,False,False,False,,1248011944.1666667,pass,False,False,False,False,False
6474,NACHI-FUJIKOSHI CORP.,Machinery,1.3745701357498046,0.0702864844162453,,126766903680.0,0.1598243257519733,False,-0.027108994492922475,False,False,False,,668484025.0,pass,False,False,False,False,False
6016,Japan Engine Corporation,Transportation Equipment,0.1975735423601637,0.0615762066642788,,70256244000.0,0.2495945868335371,False,-0.08366518970031839,False,False,False,,2112415283.3333333,pass,False,False,False,False,False
5208,"Arisawa Mfg.Co.,Ltd.",Chemicals,0.6239556758391019,0.0510079400704313,,77824726788.0,0.16200197450011528,False,-0.008239762616494846,False,False,False,,613892995.0,pass,False,False,False,False,False
7979,SHOFU INC.,Precision Instruments,0.6613297753662668,0.0670831284213021,,64621315404.0,0.45987518502220265,False,0.017744562230859153,False,False,False,,235722851.66666666,pass,False,False,False,False,False
3969,ATLED CORP.,Information & Communication,0.510114649157828,0.0723248989106063,,10070418500.0,0.2936872346067529,False,-0.07014108004207015,False,False,False,,7190455.0,review,False,False,True,False,False
6432,"TAKEUCHI MFG.CO.,LTD.",Machinery,0.6073355582972771,0.0918467715145051,,307795250000.0,0.2366702892140757,False,0.023217984121505005,False,False,False,,2105206250.0,pass,False,False,False,False,False
6652,IDEC CORPORATION,Electric Appliances,0.6566674962303616,0.0448275131418187,,97172466075.0,0.24870733355863467,False,-0.058954607860329244,False,False,False,,386740616.6666667,pass,False,False,False,False,False
6104,"SHIBAURA MACHINE CO.,LTD.",Machinery,1.231885103194753,0.1324393975040266,,95115201650.0,0.2682621350954626,False,0.01884363011535429,False,False,False,,627628233.3333334,pass,False,False,False,False,False
6497,HAMAI INDUSTRIES LTD,Machinery,1.96894070166696,0.1116459006374781,,8683337180.0,0.11181448731990258,False,0.014463618295107809,False,False,False,,13544098.333333334,pass,False,False,False,False,False
4047,"KANTO DENKA KOGYO CO.,LTD.",Chemicals,0.332077785442383,0.0167261680698109,,203633013000.0,0.1050194730641373,False,-0.07200163656989828,False,False,False,,1210525410.0,pass,False,False,False,False,False
6039,"Japan Animal Referral Medical Center Co.,Ltd.",Services,1.6266100138769692,0.2042735983759178,,2550412800.0,0.2093435944196975,False,-0.09717026972814902,False,False,False,,185675618.33333334,pass,False,False,False,False,False
7318,"SERENDIP HOLDINGS Co.,Ltd.",Transportation Equipment,0.7914413955687385,0.2033723179619361,,10274957875.0,0.13142889367247768,False,0.06592609537351198,False,False,False,,539686313.3333334,pass,False,False,False,False,False
6230,SANEI LTD.,Machinery,1.4486297575401144,0.1276026441096411,,10140048500.0,0.3670051040571858,False,-0.015884268599409314,False,False,False,,3622828.3333333335,review,False,False,True,False,False
6840,"AKIBA Holdings Co.,Ltd.",Electric Appliances,0.4267163221039613,0.0196360822192934,,9322429900.0,0.2839074967313346,False,0.04442090303461444,False,True,False,two_year_ocf_loss,452013085.0,pass,False,False,False,False,False
4626,"TAIYO HOLDINGS CO.,LTD.",Chemicals,0.3713214836784651,0.0388708811013406,,277328418975.0,0.2926070971034569,False,-0.06390248361427268,False,False,False,,1867619876.6666667,pass,False,False,False,False,False
7877,"EIDAI KAKO CO.,LTD.",Chemicals,2.7769771443638027,0.0714024692043315,,2594196000.0,0.19530250951169348,False,-0.07239184420787893,False,False,False,,4077003.3333333335,review,False,False,True,False,False
3912,"Mobile Factory,Inc.",Information & Communication,0.526229891471632,0.0622175727341064,,7850804500.0,0.44255562851482977,False,-0.09174086313085292,False,False,False,,18054390.0,pass,False,False,False,False,False
6952,"CASIO COMPUTER CO.,LTD.",Electric Appliances,0.5412414956051664,0.0298746259387505,,404490420224.0,0.34192085489259566,False,-0.011914211805927466,False,False,False,,3998310440.8333335,pass,False,False,False,False,False
4204,"Sekisui Chemical Co.,Ltd.",Chemicals,0.8996711203175161,0.0905803435205945,,928523747328.0,0.31185429805609144,False,-0.026291472692984087,False,False,False,,7323462598.333333,pass,False,False,False,False,False
5589,"AUTOSERVER CO.,LTD.",Information & Communication,0.648006751486012,0.074492132906147,,20111009600.0,0.22893074058849897,False,-0.06418455546640882,False,False,False,,13239880.0,pass,False,False,False,False,False
6862,MINATO HOLDINGS INC.,Electric Appliances,0.366730444323113,0.0232040877343048,,16115910450.0,0.24584559152989643,False,0.01638291753402834,False,False,False,,1443555933.3333333,pass,False,False,False,False,False
4746,"Toukei Computer Co.,Ltd.",Information & Communication,0.6568126784516249,0.0698749083363237,,76911600000.0,0.14912776506610256,False,-0.01819202324674417,False,False,False,,194215625.0,pass,False,False,False,False,False
6919,KEL CORPORATION,Electric Appliances,1.5194994968779687,0.0517602883515023,,10019438000.0,0.15780803001459903,False,-0.03399455000910748,False,False,False,,20929201.666666668,pass,False,False,False,False,False
1723,"NIHON DENGI CO.,LTD.",Construction,1.107349189413224,0.1796200925824799,,35708700000.0,0.3527587641341754,False,-0.03480036802248577,False,False,False,,641578548.3333334,pass,False,False,False,False,False
7701,Shimadzu Corporation,Precision Instruments,0.437060943051765,0.0471893067857507,,1139580207104.0,0.3487801576072969,False,0.002635686210710781,False,False,False,,7257794340.0,pass,False,False,False,False,False
7003,"MITSUI E&S Co.,Ltd.",Machinery,0.3941447597336491,0.1309644039844452,,441852887040.0,0.11015372522550425,False,0.09197990405350936,False,False,False,,27171344351.666668,pass,False,False,False,False,False
2477,"Temairazu,Inc.",Information & Communication,0.5070156098023129,0.0799597211109333,,13349496286.0,0.2688395556098021,False,0.0015432978234414597,False,False,False,,22112080.0,pass,False,False,False,False,False
9790,"Fukui Computer Holdings,Inc.",Information & Communication,0.4214938406098227,0.0651478746334051,,64299872000.0,0.3525299600532623,False,-0.046587163851163085,False,False,False,,156148008.33333334,pass,False,False,False,False,False
7727,OVAL Corporation,Precision Instruments,0.9560057497956947,0.0607658075654455,,17071771800.0,0.2503726059866328,False,-0.0396423893373971,False,False,False,,127465995.0,pass,False,False,False,False,False
6637,"TERASAKI ELECTRIC CO.,LTD.",Electric Appliances,1.185451137419454,0.1026022607123083,,43386237000.0,0.19717039540987946,False,-0.049271970839169205,False,False,False,,221875950.0,pass,False,False,False,False,False
6543,NISSEN INC.,Services,0.8864443650279675,0.188498907945735,,4575596800.0,0.295534636921212,False,0.08016710830987837,False,False,False,,3719170.0,review,False,False,True,False,False
6504,"FUJI ELECTRIC CO.,LTD.",Electric Appliances,0.3181151887609205,0.0420931469505494,,2296834686976.0,0.24227027644940652,False,-0.03734609609464304,False,False,False,,14081407208.333334,pass,False,False,False,False,False
6407,CKD Corporation,Machinery,0.3039668028928039,0.030102556933444,,449131282432.0,0.214348380732879,False,-0.026978279955720122,False,False,False,,3933943366.6666665,pass,False,False,False,False,False
6226,"Moriya Transportation Engineering and Manufacturing Co.,Ltd.",Machinery,0.3145482098145814,0.0777892706836654,,36520306400.0,0.3592381683696768,False,0.05228465956044665,False,False,False,,618011606.6666666,pass,False,False,False,False,False
2323,fonfun corporation,Information & Communication,0.3578484547253276,0.0633029429267084,,2675199480.0,0.2748223600634711,False,-0.013416165906685406,False,False,False,,37875328.333333336,pass,False,False,False,False,False
6629,"TECHNO HORIZON CO.,LTD.",Electric Appliances,0.7095426768696085,,,14231754240.0,0.27644125535480873,False,-0.04595277529240924,False,False,False,,953178685.0,pass,False,False,False,False,False
5261,"RESOL HOLDINGS Co.,Ltd.",Services,0.4359643981896902,0.0526735305890145,,37115416000.0,0.4643637450840597,False,-0.050598473799252315,False,False,False,,75703533.33333333,pass,False,False,False,False,False
6231,"KIMURA KOHKI Co.,Ltd.",Machinery,0.3001278947247572,0.0636854754147712,,39196300000.0,0.3292268526279926,False,0.0120130960768582,False,False,False,,125058233.33333333,pass,False,False,False,False,False
6137,"KOIKE SANSO KOGYO CO.,LTD.",Machinery,1.2609571801604869,0.1156889682089705,,36140005955.0,0.2390713855623202,False,0.006936057377657529,False,False,False,,65208191.666666664,pass,False,False,False,False,False
7088,Forum Engineering Inc.,Services,0.1515379419782036,0.0353286194444123,,89304367100.0,0.5566332750304765,False,-0.044257170042136744,False,False,False,,48907260.0,pass,False,False,False,False,False
6958,CMK CORPORATION,Electric Appliances,1.4803334568268511,0.0709552178856806,,55006525472.0,0.07149417686175098,False,-0.025167580445937303,False,False,False,,624305203.3333334,pass,False,False,False,False,False
6904,"HARADA INDUSTRY CO.,LTD.",Electric Appliances,1.4120896411349146,0.1649992781837583,,9476096000.0,0.13404152310924172,False,0.010877185348318899,False,False,False,,3241761.6666666665,review,False,False,True,False,False
4187,OSAKA ORGANIC CHEMICAL INDUSTRY LTD.,Chemicals,0.4176323247368539,0.0580497710725981,,121007161100.0,0.18156913600640992,False,-0.0011272458017298052,False,False,False,,750245975.0,pass,False,False,False,False,False
4620,"FUJIKURA KASEI CO.,LTD.",Chemicals,1.4534707492420995,0.0278493934273556,,29719606000.0,0.27071402103911185,False,-0.041958587215879174,False,False,False,,276325670.0,pass,False,False,False,False,False
6246,Techno Smart Corp.,Machinery,0.8792967681173351,0.1070876010122112,,22326468960.0,0.14765207312339276,False,0.12541760549604786,False,False,False,,24677913.333333332,pass,False,False,False,False,False
6954,FANUC CORPORATION,Electric Appliances,0.2307285020552779,0.0200702726037623,,7540854226944.0,0.15225621066467185,False,-0.05380490325306207,False,False,False,,44299332953.333336,pass,False,False,False,False,False
4082,"DAIICHI KIGENSO KAGAKU-KOGYO CO.,LTD",Chemicals,0.7212638723786535,0.0451901525394506,,55100500000.0,0.12843105595792775,False,-0.01521532400489064,False,False,False,,1139434183.3333333,pass,False,False,False,False,False
9024,SEIBU HOLDINGS INC.,Land Transportation,0.800726928294823,0.3649092917270561,,708266426368.0,,False,-0.12340341386107379,False,False,False,,5192218363.333333,pass,False,False,False,False,False
6677,"SK-Electronics CO.,LTD.",Electric Appliances,1.0201148349041818,0.0805406458148069,,33908854000.0,0.16266666146118475,False,-0.05845238589425161,False,False,False,,171537108.33333334,pass,False,False,False,False,False
9651,"Japan Process Development Co.,Ltd.",Information & Communication,0.6779987691853774,0.0903772337007247,,16355346800.0,0.1578496719535748,False,0.07180160276207219,False,False,False,,19951051.666666668,pass,False,False,False,False,False
6465,HOSHIZAKI CORPORATION,Machinery,0.5632365803316516,0.052699416504598,,734884797000.0,0.2933536618884861,False,0.013178629085073676,False,False,False,,2348703273.3333335,pass,False,False,False,False,False
6727,"Wacom Co.,Ltd.",Electric Appliances,0.2634100085141179,0.044597319349214,,117153767900.0,0.5672551459615847,False,-0.04129584160092792,False,False,False,,379380291.6666667,pass,False,False,False,False,False
6224,"JRC Co.,Ltd.",Machinery,0.3278024865261304,0.079890588739769,,17811972880.0,0.34605309278577184,False,0.04413586787786346,False,False,False,,80924393.33333333,pass,False,False,False,False,False
3445,"RS Technologies Co.,Ltd.",Metal Products,0.8028003874848474,0.0656561090650943,,190995174380.0,0.11492432585200417,False,-0.011854335372592242,False,False,False,,1281878108.3333333,pass,False,False,False,False,False
6986,FUTABA CORPORATION,Electric Appliances,3.358164890016613,0.1940093902172384,,26297696180.0,0.08772294269519541,False,0.004655375595313459,False,True,False,operating_income_negative,191968891.66666666,pass,False,False,False,False,False
6947,ZUKEN INC.,Electric Appliances,0.3893950048952821,0.0511539713629834,,102591369940.0,0.441311364210344,False,0.00607546055813645,False,False,False,,266918350.0,pass,False,False,False,False,False
7989,TACHIKAWA CORPORATION,Metal Products,1.1489609909921372,0.0660533723946992,,49046928000.0,0.2587892350465104,False,-0.019505035506471917,False,False,False,,122935105.0,pass,False,False,False,False,False
6257,"FUJISHOJI CO.,LTD.",Machinery,2.2486543069676075,0.1415203360492675,,20802664000.0,0.33217980063945834,False,-0.03190003253152688,False,False,False,,39998180.0,pass,False,False,False,False,False
4374,ROBOT PAYMENT INC.,Information & Communication,0.1373954202371533,0.057575035588613,,9415990706.0,0.3483162535668563,False,-0.4342755343711222,False,False,False,,35713790.0,pass,False,False,False,False,False
3441,"SANNO Co.,Ltd.",Metal Products,0.5530220700686499,0.0885614584703178,,12215494400.0,0.14710290404975532,False,0.043014144322885604,False,False,False,,242529890.0,pass,False,False,False,False,False
7745,"A&D HOLON Holdings Company,Limited",Precision Instruments,0.5564319450096794,0.0838022461303105,,77491956360.0,0.4376929208028404,False,-0.0011915654190693024,False,False,False,,457789410.0,pass,False,False,False,False,False
9640,"Saison Technology Co.,Ltd.",Information & Communication,0.4283006587696614,0.0495367767210564,,33532965000.0,0.4180262165810642,False,0.021551238052173183,False,False,False,,9534301.666666666,review,False,False,True,False,False
4928,"Noevir Holdings Co.,Ltd.",Chemicals,0.3652681245430985,0.0643290742314553,,148408788935.0,0.5657846572190556,False,0.021168517876872184,False,False,False,,329607316.6666667,pass,False,False,False,False,False
7995,"VALQUA,LTD.",Chemicals,0.3433229456041707,0.0350383624143446,,147152995880.0,0.3063747221258497,False,0.003755498654060797,False,False,False,,570078391.6666666,pass,False,False,False,False,False
9202,ANA HOLDINGS INC.,Air Transportation,0.9945097324415596,0.1179077441730312,,1305071190016.0,0.1151749717165838,False,-0.0608125179064584,False,False,False,,9395589111.666666,pass,False,False,False,False,False
9795,"STEP CO.,LTD.",Services,0.7964989085266232,0.0781225606477838,,34428966200.0,0.15378781311874265,False,-0.023175110744213114,False,False,False,,36396038.333333336,pass,False,False,False,False,False
9476,"CHUOKEIZAI-SHA HOLDINGS,INC.",Information & Communication,1.094989090601388,0.0616974291536162,,3976065184.0,0.19727693523921794,False,-0.020125014422996985,False,False,False,,3604716.6666666665,review,False,False,True,False,False
6807,"Japan Aviation Electronics Industry,Limited",Electric Appliances,0.791537691718762,0.068629614366951,,168906675448.0,0.19523866990958208,False,-0.10963352130520104,False,False,False,,559728078.3333334,pass,False,False,False,False,False
6368,ORGANO CORPORATION,Machinery,0.1673437261399113,0.0333958394014546,,724221952000.0,0.28386386551163606,False,0.01636705480523682,False,False,False,,4163357991.6666665,pass,False,False,False,False,False
