code,ticker,company_name,sector_33,total_assets,doc_id,gross_profit,revenue,cost_of_sales,gp_method,gp_tag,revenue_tag,cost_tag,gross_profitability,gross_profitability_available,gross_profitability_review_flag
9022,9022.T,Central Japan Railway Company,Land Transportation,10640544000000.0,S100W2Z6,,1831847000000.0,,unavailable,,NetSales,,,False,False
9501,9501.T,"Tokyo Electric Power Company Holdings,Incorporated",Electric Power and Gas,21346787000000.0,S100W4QX,,6810391000000.0,,unavailable,,NetSales,,,False,False
3449,3449.T,TECHNOFLEX CORPORATION,Metal Products,38995023000.0,S100XU8H,8895805000.0,26025002000.0,17129196000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2281266765761364,True,False
6178,6178.T,"JAPAN POST HOLDINGS Co.,Ltd.",Services,304492161000000.0,S100W03W,,207244000000.0,,unavailable,,OperatingRevenue1,,,False,False
6777,6777.T,santec Holdings Corporation,Electric Appliances,29527373000.0,S100VZX9,14019627000.0,24026716000.0,10007088000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.4748010261529192,True,False
6627,6627.T,"Tera Probe,Inc.",Electric Appliances,100572987000.0,S100XTOJ,11776992000.0,41746379000.0,29969387000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.11709895819242198,True,False
6524,6524.T,"KOHOKU KOGYO CO.,LTD.",Electric Appliances,28319000000.0,S100XT3K,7611000000.0,17454000000.0,9842000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.26875949009498923,True,False
6387,6387.T,SAMCO INC.,Machinery,17774224000.0,S100WVTP,4668515000.0,9342282000.0,,direct_gross_profit,GrossProfit,NetSales,,0.26265647377910845,True,False
5076,5076.T,INFRONEER Holdings Inc.,Construction,743710000000.0,S100W181,115514000000.0,21720000000.0,732034000000.0,direct_gross_profit,GrossProfitIFRS,OperatingRevenue1,CostOfSalesIFRS,0.15532129459063346,True,False
6800,6800.T,"YOKOWO CO.,LTD.",Electric Appliances,76278000000.0,S100W2TG,15705000000.0,82884000000.0,67178000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.20589160701643985,True,False
9513,9513.T,"Electric Power Development Co.,Ltd.",Electric Power and Gas,3931480000000.0,S100W4NR,,1316674000000.0,,unavailable,,OperatingRevenue1,,,False,False
8050,8050.T,SEIKO GROUP CORPORATION,Precision Instruments,369236000000.0,S100W5ES,137068000000.0,304744000000.0,167676000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.37122057437519634,True,False
6617,6617.T,"TAKAOKA TOKO CO.,LTD.",Electric Appliances,113652000000.0,S100W7GC,25465000000.0,106624000000.0,81159000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2240611691831204,True,False
6356,6356.T,"NIPPON GEAR CO.,LTD.",Machinery,15233746000.0,S100W2KW,4265819000.0,9555548000.0,,direct_gross_profit,GrossProfit,NetSales,,0.2800242960595509,True,False
1909,1909.T,"Nippon Dry-Chemical CO.,LTD.",Machinery,50939579000.0,S100W5RX,14814620000.0,55727078000.0,40912457000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.29082729560839127,True,False
4971,4971.T,MEC COMPANY LTD.,Chemicals,41814028000.0,S100XRJV,12977222000.0,20947752000.0,7970529000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3103557016798286,True,False
6278,6278.T,UNION TOOL CO.,Machinery,98070000000.0,S100XSU7,16084000000.0,40165000000.0,24080000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.1640053023350668,True,False
9503,9503.T,"The Kansai Electric Power Company,Incorporated",Electric Power and Gas,12563154000000.0,S100W38I,,4337111000000.0,,unavailable,,NetSales,,,False,False
6941,6941.T,"YAMAICHI ELECTRONICS CO.,LTD.",Electric Appliances,53389812000.0,S100W32I,17500132000.0,45298813000.0,27798680000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3277803637892563,True,False
6871,6871.T,"MICRONICS JAPAN CO.,LTD.",Electric Appliances,99026000000.0,S100XTD8,33804000000.0,70173000000.0,36368000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3413648940682245,True,False
6264,6264.T,"Marumae Co.,Ltd.",Machinery,25423446000.0,S100X6CU,3548182000.0,11403403000.0,7855220000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.1395633778363484,True,False
6920,6920.T,Lasertec Corporation,Electric Appliances,329601000000.0,S100WQ7F,148256000000.0,251477000000.0,103220000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.44980446054471923,True,False
5985,5985.T,SUNCALL CORPORATION,Metal Products,63203000000.0,S100W3K3,9676000000.0,63940000000.0,54263000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.15309399870259324,True,False
2153,2153.T,E・J Holdings Inc.,Services,52011000000.0,S100WLJ8,14252000000.0,2226000000.0,,direct_gross_profit,GrossProfit,NetSales,,0.2740189575282152,True,False
6648,6648.T,KAWADEN CORPORATION,Electric Appliances,25429497000.0,S100W5A3,8018339000.0,24218746000.0,,direct_gross_profit,GrossProfit,NetSales,,0.3153164610373536,True,False
6327,6327.T,"KITAGAWA SEIKI CO.,LTD.",Machinery,8591249000.0,S100WQMF,1362602000.0,6227215000.0,4864613000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.15860348128659757,True,False
4368,4368.T,"FUSO CHEMICAL CO.,LTD.",Chemicals,141502071000.0,S100VZS3,25971154000.0,69501527000.0,43530373000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.18353903809648128,True,False
6745,6745.T,HOCHIKI CORPORATION,Electric Appliances,89655000000.0,S100W2KY,37153000000.0,100900000000.0,63747000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.41439964307623667,True,False
9502,9502.T,"Chubu Electric Power Company,Incorporated",Electric Power and Gas,9423124000000.0,S100VZ3E,,3669234000000.0,,unavailable,,OperatingRevenue1,,,False,False
6695,6695.T,"Castrico Co.,Ltd.",Electric Appliances,2381344000.0,S100XII9,792162000.0,3609243000.0,2817081000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3326533251810742,True,False
1662,1662.T,"Japan Petroleum Exploration Co.,Ltd.",Mining,681598000000.0,S100W2QE,99157000000.0,389082000000.0,289924000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.14547724611867993,True,False
6994,6994.T,SHIZUKI ELECTRIC COMPANY INC.,Electric Appliances,38344584000.0,S100W2F2,7033367000.0,27346541000.0,20313174000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.1834253046010357,True,False
6834,6834.T,"SEIKOH GIKEN Co.,Ltd.",Electric Appliances,34383169000.0,S100VYS0,7288033000.0,19982809000.0,12694776000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.21196513328948824,True,False
7762,7762.T,"Citizen Watch Co.,Ltd.",Precision Instruments,415552000000.0,S100W634,134550000000.0,316885000000.0,182334000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3237861928230402,True,False
6492,6492.T,OKANO VALVE MFG.CO.LTD.,Machinery,14547000000.0,S100XBYD,2455000000.0,7006000000.0,4551000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.16876331889736715,True,False
6914,6914.T,"OPTEX GROUP Company,Limited",Electric Appliances,77932000000.0,S100XU36,34291000000.0,65878000000.0,31587000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.4400118051634759,True,False
7999,7999.T,"MUTOH HOLDINGS CO.,LTD.",Electric Appliances,29956000000.0,S100W6AN,7617000000.0,18128000000.0,10511000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.25427293363599945,True,False
6741,6741.T,"Nippon Signal Company,Limited",Electric Appliances,166240000000.0,S100VX5P,25679000000.0,106859000000.0,81180000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.15446944177093358,True,False
6929,6929.T,"NIPPON CERAMIC CO.,LTD.",Electric Appliances,56359000000.0,S100XTCV,8571000000.0,27325000000.0,18753000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.15207863872673397,True,False
6785,6785.T,"SUZUKI CO.,LTD.",Electric Appliances,39772776000.0,S100WQD6,6925349000.0,33322765000.0,26397415000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.174122847246066,True,False
6824,6824.T,"NEW COSMOS ELECTRIC CO.,LTD.",Electric Appliances,67288044000.0,S100W5IX,19548293000.0,42153556000.0,22605263000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.29051658865280733,True,False
6703,6703.T,"Oki Electric Industry Company,Limited",Electric Appliances,410965000000.0,S100W0R4,113361000000.0,452457000000.0,339096000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.275841008358376,True,False
6248,6248.T,"Yokota Manufacturing Co., Ltd.",Machinery,3626021000.0,S100VZ6G,1088550000.0,2276777000.0,,direct_gross_profit,GrossProfit,NetSales,,0.3002051008529735,True,False
3723,3723.T,NIHON FALCOM CORPORATION,Information & Communication,11495220000.0,S100XBL7,2302244000.0,2612982000.0,310737000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.20027837657739478,True,False
6814,6814.T,"FURUNO ELECTRIC CO.,LTD.",Electric Appliances,141364000000.0,S100Y3Q6,58338000000.0,140616000000.0,82278000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.4126793242975581,True,False
3105,3105.T,Nisshinbo Holdings Inc.,Electric Appliances,743134000000.0,S100XT05,117550000000.0,502339000000.0,384789000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.15818143161260284,True,False
9880,9880.T,INNOTECH CORPORATION,Electric Appliances,47008377000.0,S100W4Q1,12649842000.0,41977111000.0,29327269000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.26909761211283684,True,False
6490,6490.T,PILLAR Corporation,Machinery,98055000000.0,S100VZQK,22424000000.0,57988000000.0,35563000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.22868798123502115,True,False
6894,6894.T,"PULSTEC INDUSTRIAL CO.,LTD.",Electric Appliances,5029762000.0,S100W2ND,943921000.0,2486548000.0,1542626000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.1876671301743502,True,False
6961,6961.T,ENPLAS CORPORATION,Electric Appliances,62775000000.0,S100W6W5,17470000000.0,38069000000.0,20598000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.27829549980087614,True,False
6960,6960.T,"FUKUDA DENSHI CO.,LTD.",Electric Appliances,221321000000.0,S100W6NZ,73816000000.0,139007000000.0,65190000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3335246090520104,True,False
6419,6419.T,Mars Group Holdings Corporation,Machinery,87000896000.0,S100W51N,20848320000.0,42250771000.0,21402450000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.23963339412044676,True,False
7747,7747.T,"ASAHI INTECC CO.,LTD.",Precision Instruments,193187000000.0,S100WQNM,81235000000.0,120025000000.0,38789000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.4204993089597126,True,False
5214,5214.T,"Nippon Electric Glass Co.,Ltd.",Glass and Ceramics Products,701413000000.0,S100XU17,80010000000.0,311402000000.0,231392000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.11406974207777729,True,False
7749,7749.T,"MEDIKIT CO.,LTD.",Precision Instruments,52470812000.0,S100W2G9,8668226000.0,22553238000.0,13885011000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.1652009120804153,True,False
6866,6866.T,HIOKI E.E.CORPORATION,Electric Appliances,51492895000.0,S100XNNG,20411372000.0,40531817000.0,20120444000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.39639200709146377,True,False
6996,6996.T,NICHICON CORPORATION,Electric Appliances,192582000000.0,S100W8DW,28326000000.0,175751000000.0,147425000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.1470853973891641,True,False
6925,6925.T,USHIO INC.,Electric Appliances,297304000000.0,S100W6WA,62215000000.0,177616000000.0,115400000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.20926391841347577,True,False
1948,1948.T,"The Kodensha,Co.,Ltd.",Construction,33375000000.0,S100W6HM,8166000000.0,39264000000.0,31097000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.24467415730337078,True,False
5187,5187.T,"CREATE MEDIC CO.,LTD.",Precision Instruments,20143280000.0,S100XUEF,5993850000.0,13617561000.0,7623711000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.297560774610689,True,False
5706,5706.T,"Mitsui Kinzoku Company,Limited",Nonferrous Metals,657944000000.0,S100VZ5R,150237000000.0,712344000000.0,562106000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.22834314166555209,True,False
6136,6136.T,OSG Corporation,Machinery,310892000000.0,S100XM3S,65819000000.0,160619000000.0,94800000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.21171017588101335,True,False
6855,6855.T,JAPAN ELECTRONIC MATERIALS CORPORATION,Electric Appliances,39859000000.0,S100W3ST,9458000000.0,23829000000.0,14370000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.23728643468225494,True,False
6643,6643.T,"Togami Electric Mfg.Co.,Ltd.",Electric Appliances,32402290000.0,S100W8GJ,7173590000.0,27648124000.0,20474533000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.22139145103633107,True,False
4099,4099.T,SHIKOKU KASEI HOLDINGS CORPORATION,Chemicals,144403000000.0,S100XSPO,30650000000.0,70705000000.0,40054000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.21225320803584413,True,False
6480,6480.T,"NIPPON THOMPSON CO.,LTD.",Machinery,120666000000.0,S100VXN8,17122000000.0,54384000000.0,37261000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.1418958115790695,True,False
6877,6877.T,Obara Group Incorporated,Electric Appliances,103830000000.0,S100XB5N,20355000000.0,61682000000.0,41327000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.19604160647211788,True,False
7725,7725.T,INTER ACTION Corporation,Precision Instruments,13656465000.0,S100WL5W,3004082000.0,6668651000.0,3664568000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.21997508139917615,True,False
7711,7711.T,"SUKEGAWA ELECTRIC CO.,LTD.",Precision Instruments,7546736000.0,S100XAGE,1986738000.0,5467931000.0,3481193000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2632579170650729,True,False
7746,7746.T,"OKAMOTO GLASS CO.,LTD.",Precision Instruments,8680147000.0,S100W8PS,1574607000.0,4686676000.0,3112069000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.18140326425347406,True,False
6809,6809.T,TOA CORPORATION,Electric Appliances,68630000000.0,S100W2P6,22483000000.0,50626000000.0,28142000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.327597260673175,True,False
6454,6454.T,"MAX CO.,LTD.",Machinery,124611000000.0,S100W305,43900000000.0,91839000000.0,47938000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3522963462294661,True,False
6622,6622.T,DAIHEN CORPORATION,Electric Appliances,290234000000.0,S100W3VQ,63860000000.0,226375000000.0,162515000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.22002935562339354,True,False
7730,7730.T,"MANI,INC.",Precision Instruments,57987000000.0,S100X59Q,19317000000.0,29968000000.0,10650000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3331263903978478,True,False
7716,7716.T,NAKANISHI INC.,Precision Instruments,160155463000.0,S100XU9P,46060255000.0,81179143000.0,35118887000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.28759715177496004,True,False
6647,6647.T,"MORIO DENKI CO.,LTD.",Electric Appliances,8905021000.0,S100W5YG,1864692000.0,9212733000.0,7348041000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.209397821745732,True,False
6997,6997.T,NIPPON CHEMI-CON CORPORATION,Electric Appliances,162702000000.0,S100W7IF,23729000000.0,122684000000.0,98955000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.14584332091799732,True,False
7775,7775.T,"DAIKEN MEDICAL CO.,LTD.",Precision Instruments,11181079000.0,S100VZKD,4096971000.0,9951701000.0,5854729000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.366420002935316,True,False
7722,7722.T,"KOKUSAI CO.,LTD.",Precision Instruments,21135439000.0,S100W84O,4899095000.0,13204277000.0,8305181000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2317952799560965,True,False
6822,6822.T,"Oi Electric Co.,Ltd.",Electric Appliances,24096842000.0,S100W18N,5768411000.0,29046192000.0,23277781000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2393845218390028,True,False
5802,5802.T,"Sumitomo Electric Industries,Ltd.",Nonferrous Metals,4919401000000.0,S100W5LN,880126000000.0,4679789000000.0,3799663000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.17890918020303692,True,False
6592,6592.T,"MABUCHI MOTOR CO.,LTD.",Electric Appliances,468807000000.0,S100XUAX,59793000000.0,200417000000.0,140624000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.1275428907844806,True,False
6870,6870.T,"Fenwal Controls of Japan,Ltd.",Electric Appliances,19228315000.0,S100XU9W,4162642000.0,12909850000.0,8747207000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2164850118172081,True,False
6508,6508.T,MEIDENSHA CORPORATION,Electric Appliances,341347000000.0,S100W34Y,81592000000.0,301101000000.0,219509000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.23902949198323115,True,False
6912,6912.T,KIKUSUI HOLDINGS CORPORATION,Electric Appliances,17450276000.0,S100W6HR,6960081000.0,13429290000.0,6469208000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3988522015353797,True,False
6998,6998.T,"Nippon Tungsten Co.,Ltd.",Electric Appliances,17633000000.0,S100W5QR,2928000000.0,12392000000.0,9464000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.16605228832303068,True,False
6644,6644.T,"Osaki Electric Co.,Ltd.",Electric Appliances,100513000000.0,S100W1AX,23442000000.0,97102000000.0,73660000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2332235631211883,True,False
6861,6861.T,KEYENCE CORPORATION,Electric Appliances,3289224000000.0,S100VWNU,887700000000.0,1059145000000.0,171444000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2698812850690619,True,False
6928,6928.T,"ENOMOTO Co.,Ltd.",Electric Appliances,32834685000.0,S100W5C7,3147067000.0,26880395000.0,23733328000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.09584581061155299,True,False
6134,6134.T,FUJI CORPORATION,Machinery,244289000000.0,S100W95P,46636000000.0,127387000000.0,80750000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.1909050346106456,True,False
6346,6346.T,"KIKUKAWA ENTERPRISE,INC.",Machinery,14518193000.0,S100W95I,2339634000.0,5533700000.0,,direct_gross_profit,GrossProfit,NetSales,,0.16115187337707937,True,False
7740,7740.T,"Tamron Co.,Ltd.",Precision Instruments,106046000000.0,S100XUB4,37417000000.0,85071000000.0,47653000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.35283744789996796,True,False
6498,6498.T,KITZ CORPORATION,Machinery,184325000000.0,S100XS6X,46961000000.0,176682000000.0,129720000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2547728197477282,True,False
6674,6674.T,GS Yuasa Corporation,Electric Appliances,693738000000.0,S100W35B,139481000000.0,580340000000.0,440859000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.20105717143936183,True,False
6417,6417.T,"SANKYO CO.,LTD.",Machinery,336709000000.0,S100W45V,112328000000.0,191821000000.0,79492000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.33360557632852106,True,False
6794,6794.T,"Foster Electric Company,Limited",Electric Appliances,106826000000.0,S100W437,24123000000.0,137607000000.0,113484000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.22581581262988412,True,False
4975,4975.T,JCU CORPORATION,Chemicals,54841235000.0,S100W7B3,18602169000.0,28356968000.0,9754799000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.33920040276262925,True,False
6654,6654.T,"FUJI ELECTRIC INDUSTRY CO.,LTD.",Electric Appliances,11281107000.0,S100XZWO,1232661000.0,3777945000.0,2545283000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.10926773409737182,True,False
7261,7261.T,Mazda Motor Corporation,Transportation Equipment,4729692000000.0,S100VZ6C,1078193000000.0,5018893000000.0,3940700000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2279626242047051,True,False
6853,6853.T,"KYOWA ELECTRONIC INSTRUMENTS CO.,LTD.",Electric Appliances,23744440000.0,S100XSGM,6221941000.0,16272345000.0,10050404000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2620378075877974,True,False
6787,6787.T,"Meiko Electronics Co.,Ltd.",Electric Appliances,256366000000.0,S100W363,39775000000.0,206806000000.0,167030000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.15514927876551493,True,False
6651,6651.T,NITTO KOGYO CORPORATION,Electric Appliances,184421000000.0,S100W6YI,49419000000.0,184683000000.0,135264000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2679683983928078,True,False
6156,6156.T,A-ONE SEIMITSU INC.,Machinery,8058590000.0,S100WQRX,416533000.0,1590845000.0,1174312000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.0516880744646396,True,False
4022,4022.T,"Rasa Industries,Ltd.",Chemicals,45838000000.0,S100W4UR,9633000000.0,45421000000.0,35788000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.21015314804310833,True,False
4966,4966.T,"C.Uyemura & Co.,Ltd.",Chemicals,130589127000.0,S100W0TQ,32595210000.0,83845427000.0,51250216000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.249601255087646,True,False
6505,6505.T,"TOYO DENKI SEIZO K.K.(TOYO ELECTRIC MFG.CO.,LTD.)",Electric Appliances,53210000000.0,S100WL6X,10603000000.0,40539000000.0,29936000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.19926705506483744,True,False
6744,6744.T,NOHMI BOSAI LTD.,Electric Appliances,166877000000.0,S100W3FC,46453000000.0,133696000000.0,87242000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2783667012230565,True,False
6282,6282.T,OILES CORPORATION,Machinery,93361000000.0,S100W5EY,23685000000.0,67604000000.0,43919000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.25369265539143754,True,False
6306,6306.T,"NIKKO CO.,LTD.",Machinery,63725000000.0,S100W1KG,13992000000.0,49162000000.0,35169000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.21956845821890938,True,False
6706,6706.T,"DKK Co.,Ltd.",Electric Appliances,53016000000.0,S100W1TK,7014000000.0,32582000000.0,25567000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.13229968311453147,True,False
6365,6365.T,DMW CORPORATION,Machinery,40469000000.0,S100W47A,7326000000.0,28077000000.0,20750000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.18102745311225876,True,False
6850,6850.T,Chino Corporation,Electric Appliances,37765000000.0,S100W6AK,9366000000.0,29329000000.0,19962000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.24800741427247452,True,False
6676,6676.T,BUFFALO INC.,Electric Appliances,94601000000.0,S100W5CM,39366000000.0,143170000000.0,103804000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.41612667942199344,True,False
6969,6969.T,"MATSUO ELECTRIC CO.,LTD.",Electric Appliances,6592620000.0,S100VZO2,1429743000.0,4545178000.0,3115435000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.21687022761815486,True,False
6743,6743.T,"Daido Signal Co.,Ltd.",Electric Appliances,45401029000.0,S100W7U9,6037054000.0,21914135000.0,15877081000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.13297174387831606,True,False
6143,6143.T,"Sodick Co.,Ltd.",Machinery,155695000000.0,S100XUQM,28207000000.0,80572000000.0,52364000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.1811683098365394,True,False
6384,6384.T,"SHOWA SHINKU CO.,LTD.",Machinery,15451399000.0,S100W5GW,2677722000.0,8480131000.0,5802408000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.17329964749470259,True,False
6265,6265.T,CONVUM Ltd.,Machinery,6437742000.0,S100XUYZ,1012558000.0,1982229000.0,969670000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.15728465042556847,True,False
6848,6848.T,DKK-TOA CORPORATION,Electric Appliances,28653000000.0,S100W3O2,6303000000.0,18058000000.0,11755000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.21997696576274736,True,False
6403,6403.T,"SUIDO KIKO KAISHA,LTD.",Machinery,26055000000.0,S100W7FM,6065000000.0,25966000000.0,19900000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.23277681826904625,True,False
6678,6678.T,"Techno Medica Co.,Ltd.",Electric Appliances,17938618000.0,S100W30O,4928362000.0,9905864000.0,,direct_gross_profit,GrossProfit,NetSales,,0.2747347649634994,True,False
4732,4732.T,"USS Co.,Ltd.",Services,277634000000.0,S100W21Z,64821000000.0,104021000000.0,39199000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.233476447409179,True,False
6823,6823.T,"RION CO.,LTD.",Electric Appliances,39132557000.0,S100W50Z,14062633000.0,27877879000.0,13815245000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3593589092580891,True,False
6675,6675.T,"SAXA,Inc.",Electric Appliances,45203000000.0,S100W1H6,13417000000.0,43971000000.0,30553000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.29681658297015684,True,False
6863,6863.T,NIRECO CORPORATION,Electric Appliances,19352917000.0,S100W0SV,4499339000.0,10756978000.0,6257638000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.23248893177188742,True,False
6859,6859.T,ESPEC CORP.,Electric Appliances,75847000000.0,S100VYJK,23987000000.0,67288000000.0,43300000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3162550924888262,True,False
4186,4186.T,"TOKYO OHKA KOGYO CO.,LTD.",Chemicals,335292000000.0,S100XT0N,89440000000.0,237029000000.0,147588000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.2667525619460053,True,False
6161,6161.T,ESTIC CORPORATION,Machinery,12056684000.0,S100VZKX,3663406000.0,7881304000.0,4217897000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3038485540468673,True,False
6670,6670.T,"MCJ Co.,Ltd.",Electric Appliances,134182000000.0,S100W339,51675000000.0,207171000000.0,155495000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.3851112667869014,True,False
6144,6144.T,"Seibu Electric & Machinery Co.,Ltd.",Machinery,46411000000.0,S100W6D6,9348000000.0,33352000000.0,24003000000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.20141776733963931,True,False
7713,7713.T,"SIGMA KOKI CO.,LTD.",Precision Instruments,20340102000.0,S100WKLO,4325843000.0,11580528000.0,7254684000.0,direct_gross_profit,GrossProfit,NetSales,CostOfSales,0.21267558048627289,True,False
