code_n,code,company_name,sector,valuation_gap_score,capital_efficiency_improvement_score,fcf_proxy_score,execution_reliability_score,quality_trap_resistance_score,phase2_confidence_score,value_trap_penalty,value_trap_penalty_reasons,transformation_partial_score,transformation_lite_score,transformation_score,transformation_score_type,transformation_fullness_score,transformation_grade
4530,4530,"HISAMITSU PHARMACEUTICAL CO.,INC.",Pharmaceutical,57.78520174119271,58.941883195639456,73.0,61.35135943081775,44.888888888888886,1.08,0,none,62.2024450879671,59.66441106785128,62.2024450879671,partial,0.8,C
4634,4634,"artience Co.,Ltd.",Chemicals,67.85965406343817,59.573439452404386,81.5,86.83333333333334,48.88888888888889,0.8800000000000001,5,outlier_sensitive,63.82897158475568,61.35452855395678,63.82897158475568,partial,0.8,C
6432,6432,"TAKEUCHI MFG.CO.,LTD.",Machinery,66.54786284561236,48.480797258760525,77.33333333333333,55.14154433439453,30.305555555555554,0.8800000000000001,5,outlier_sensitive,51.783621370550485,49.9541049500925,51.783621370550485,partial,0.6499999999999999,C
7846,7846,PILOT CORPORATION,Other Products,63.15988525439623,35.45782144029223,70.625,71.41831397743184,47.27777777777778,0.8800000000000001,5,outlier_sensitive,52.887292862019486,51.80374821541923,51.80374821541923,lite,0.5,C
9882,9882,YELLOW HAT LTD.,Wholesale Trade,68.79380861902871,20.585071578393784,69.75,69.92205584169552,46.86111111111111,0.8800000000000001,5,outlier_sensitive,50.1338029042838,49.245123625282034,49.245123625282034,lite,0.5,C
7745,7745,"A&D HOLON Holdings Company,Limited",Precision Instruments,64.42407405939731,64.6330753738934,45.25,69.9116877117339,65.7638888888889,0.8800000000000001,5,outlier_sensitive,60.31656039313614,61.24728594605577,60.31656039313614,partial,0.8,C
6351,6351,"TSURUMI MANUFACTURING CO.,LTD.",Machinery,88.81060092556584,41.36135673823486,47.75,47.5873278082652,17.305555555555554,1.08,0,none,55.392847533359294,54.148952540505114,55.392847533359294,partial,0.8,C
4617,4617,"Chugoku Marine Paints,Ltd.",Chemicals,66.0962735893487,86.70684453739545,69.83333333333334,63.18528582930758,45.361111111111114,0.8800000000000001,5,outlier_sensitive,63.96528543901809,61.854530372367435,63.96528543901809,partial,0.8,C
3191,3191,"JOYFUL HONDA CO.,LTD.",Retail Trade,64.28554792197157,30.96081635856261,55.08333333333333,59.05134652335775,34.111111111111114,0.8800000000000001,5,outlier_sensitive,46.16876995420428,45.9811525085311,45.9811525085311,lite,0.5,C
5715,5715,"FURUKAWA CO.,LTD.",Nonferrous Metals,76.02759082225802,67.52413719650782,4.5,46.62833120136447,24.13888888888889,0.8800000000000001,15,high_sloan_accrual;outlier_sensitive,38.637184746526465,43.4957153706963,38.637184746526465,partial,0.8,C
6951,6951,JEOL Ltd.,Electric Appliances,52.98135322808779,63.8860193321796,77.5,73.01626712328768,61.83333333333333,1.08,0,none,67.59298558360935,64.76728750194404,67.59298558360935,partial,0.8,B
5711,5711,Mitsubishi Materials Corporation,Nonferrous Metals,66.18358594754842,29.124659842105583,91.16666666666666,68.65668698532265,23.333333333333332,1.08,0,none,56.57669274610589,53.76210272550775,56.57669274610589,partial,0.6499999999999999,C
9678,9678,"KANAMOTO CO.,LTD.",Services,67.5721972781496,65.44512068343454,89.25,99.1875,72.76388888888889,0.8800000000000001,5,outlier_sensitive,71.99368458743942,69.8717944312429,71.99368458743942,partial,0.8,B
4368,4368,"FUSO CHEMICAL CO.,LTD.",Chemicals,63.33262572047394,21.59142119242286,77.08333333333334,97.2690734639618,69.29166666666666,1.08,0,none,65.2367337863807,65.81847755651002,65.81847755651002,lite,0.5,B
4553,4553,"TOWA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,75.24807469905711,70.8589065821954,78.08333333333334,69.3234137434601,42.277777777777786,0.8800000000000001,5,outlier_sensitive,63.61170626512006,61.05394203040379,63.61170626512006,partial,0.8,C
9536,9536,"SAIBU GAS HOLDINGS CO.,LTD.",Electric Power and Gas,73.39175072107302,30.67266771440394,86.75,93.02083333333331,57.94444444444444,0.8300000000000001,5,outlier_sensitive,60.74294106665866,59.25950825415218,60.74294106665866,partial,0.6499999999999999,C
4350,4350,"MEDICAL SYSTEM NETWORK Co.,Ltd.",Retail Trade,85.69092425718988,37.621365788728056,34.416666666666664,88.125,78.20833333333333,1.08,0,none,69.51681294405833,71.64480801066014,71.64480801066014,lite,0.5,B
7283,7283,"AISAN INDUSTRY CO.,LTD.",Transportation Equipment,81.27477274116781,46.68381877814264,89.58333333333334,83.83333333333333,40.55555555555557,0.8800000000000001,5,outlier_sensitive,62.621788732033366,59.94280668908998,62.621788732033366,partial,0.8,C
9532,9532,"OSAKA GAS CO.,LTD.",Electric Power and Gas,61.99352516428947,70.26337139024952,98.58333333333331,81.125,32.111111111111114,1.08,0,none,69.9185775990965,64.94871162531655,69.9185775990965,partial,0.8,B
7373,7373,"Aidma Holdings,Inc.",Services,69.1963966055952,64.79699529741266,21.166666666666668,82.9283241067846,84.45833333333333,1.08,0,none,71.14976628201302,73.96307377160893,71.14976628201302,partial,0.8,B
6465,6465,HOSHIZAKI CORPORATION,Machinery,56.33881056141659,35.43086462785962,82.75,60.27000275425187,46.58333333333333,1.08,0,none,57.29306148147844,54.542574220604855,57.29306148147844,partial,0.6499999999999999,C
5975,5975,Topre Corporation,Metal Products,83.21706811498089,71.98309249644808,89.83333333333333,94.85416666666669,55.97222222222222,0.8800000000000001,5,outlier_sensitive,73.59633607333222,70.47285004489498,73.59633607333222,partial,0.8,B
7226,7226,"KYOKUTO KAIHATSU KOGYO CO.,LTD.",Transportation Equipment,73.78723869206527,51.28779141466955,64.5,55.00528289025222,16.36111111111111,0.8800000000000001,5,outlier_sensitive,50.51099114979823,48.92534202415949,50.51099114979823,partial,0.8,C
9076,9076,"SEINO HOLDINGS CO.,LTD.",Land Transportation,76.70604001907392,31.30340453462323,90.25,78.83333333333333,33.05555555555556,0.8800000000000001,5,outlier_sensitive,55.89203478139473,54.400270690424605,55.89203478139473,partial,0.6499999999999999,C
6670,6670,"MCJ Co.,Ltd.",Electric Appliances,57.01238798119122,49.796655903918015,71.33333333333334,75.05539570900825,63.361111111111114,0.8800000000000001,5,outlier_sensitive,58.27500511153499,57.588015605831515,58.27500511153499,partial,0.8,C
4979,4979,"OAT Agrio Co.,Ltd.",Chemicals,68.25035137322234,41.98799688532577,37.25,92.65849938999592,75.27777777777779,0.8800000000000001,5,outlier_sensitive,60.54017088923081,63.222460222586605,60.54017088923081,partial,0.6499999999999999,C
8179,8179,"ROYAL HOLDINGS Co., Ltd.",Retail Trade,52.98406579971939,53.79134587356624,68.66666666666667,89.0625,72.72222222222223,1.08,0,none,68.91807152599822,66.75702426816443,68.91807152599822,partial,0.8,B
2003,2003,"NITTO FUJI FLOUR MILLING CO.,LTD.",Foods,92.04626113691916,47.74618564518397,37.916666666666664,75.9793771043771,55.25000000000001,1.08,0,none,67.83539836860274,68.69724846674555,67.83539836860274,partial,0.6499999999999999,B
2915,2915,"KENKO Mayonnaise Co.,Ltd.",Foods,82.65305806011824,82.85457090674119,35.5,77.2680916357408,65.125,1.08,0,none,75.76520810345906,75.60870750228945,75.76520810345906,partial,0.8,B
4526,4526,"RIKEN VITAMIN CO.,LTD.",Foods,75.26521449927715,60.943751388659585,51.583333333333336,60.96195343554799,45.38888888888889,0.8800000000000001,5,outlier_sensitive,57.578554697073464,57.150983092402434,57.578554697073464,partial,0.8,C
8005,8005,Scroll Corporation,Retail Trade,56.38792069763036,38.50662938434225,47.083333333333336,84.75,63.861111111111114,1.08,0,none,61.64622653501375,61.52401521747069,61.64622653501375,partial,0.6499999999999999,C
4681,4681,"RESORTTRUST,INC.",Services,55.57489571191396,49.38812448912616,85.91666666666666,87.57861304220111,74.70833333333333,0.8800000000000001,5,outlier_sensitive,63.38877728160756,61.79498288650632,63.38877728160756,partial,0.6499999999999999,C
9746,9746,TKC Corporation,Information & Communication,62.28495887475509,42.716414312824995,63.16666666666667,70.50932624993109,66.09722222222221,0.8800000000000001,5,outlier_sensitive,56.53853133473393,56.34591355275552,56.53853133473393,partial,0.6499999999999999,C
3034,3034,"Qol Holdings Co.,Ltd.",Retail Trade,73.91372080895536,30.300272024395568,63.33333333333333,78.3682116104869,46.08333333333333,0.8800000000000001,5,outlier_sensitive,54.34602862037942,54.60364630299644,54.34602862037942,partial,0.6499999999999999,C
7575,7575,"Japan Lifeline Co.,Ltd.",Wholesale Trade,68.94045517194787,65.3416836363414,55.50000000000001,64.53880675110014,56.138888888888886,0.8800000000000001,5,outlier_sensitive,59.99811164797072,59.002679073517115,59.99811164797072,partial,0.8,C
7762,7762,"Citizen Watch Co.,Ltd.",Precision Instruments,53.18231601672695,49.70099636961073,85.41666666666666,78.4951799575585,60.91666666666667,1.08,0,none,65.86399619626219,62.97385431287618,65.86399619626219,partial,0.6499999999999999,B
2585,2585,"LIFEDRINK COMPANY,INC.",Foods,47.62041186871234,47.78868066639352,39.0,85.594143081761,77.63888888888889,1.08,0,none,63.49312376617218,65.62872366377997,63.49312376617218,partial,0.6499999999999999,C
3907,3907,Silicon Studio Corp.,Information & Communication,59.02792295514752,46.52274649853948,5.916666666666667,91.89583333333331,82.70833333333334,1.08,0,none,64.33603402796373,69.12201709534307,64.33603402796373,partial,0.6499999999999999,C
3089,3089,"Techno Alpha Co.,Ltd.",Wholesale Trade,84.40419290484567,82.76951155874362,7.833333333333334,89.49958046067538,84.93055555555556,1.08,0,none,78.73393373649012,82.10777829553952,78.73393373649012,partial,0.8,A
4064,4064,"Nippon Carbide Industries Company,Incorporated",Chemicals,74.04684573207427,83.12006528993174,32.0,84.33971088435375,63.48611111111111,0.8800000000000001,5,outlier_sensitive,67.77804746760141,69.03239784336827,67.77804746760141,partial,0.8,B
8007,8007,"Takashima & Co.,Ltd.",Wholesale Trade,86.98458132093918,49.06055982600223,2.166666666666667,38.3125,17.805555555555554,1.08,22,high_sloan_accrual;negative_cfo,28.691129622584526,31.256855048350893,28.691129622584526,partial,0.6499999999999999,C
5943,5943,NORITZ CORPORATION,Metal Products,66.17948674139458,38.8008488914165,57.75,76.125,40.22222222222222,0.8800000000000001,5,outlier_sensitive,52.78474637260232,51.80012691181279,52.78474637260232,partial,0.6499999999999999,C
4443,4443,"Sansan,Inc.",Information & Communication,43.49441253032937,55.82807528216544,56.833333333333336,87.3125,68.83333333333333,1.08,0,none,65.19860730924066,64.68969639128947,65.19860730924066,partial,0.8,B
3097,3097,The Monogatari Corporation,Retail Trade,47.71467066110321,33.93277002166818,61.75000000000001,88.57731714579612,74.22222222222223,1.08,0,none,62.45374681062375,62.107453985359186,62.107453985359186,lite,0.5,C
7309,7309,SHIMANO INC.,Transportation Equipment,66.83840680608881,27.73503611024479,91.91666666666669,70.00810008978414,30.11111111111111,1.08,10,high_sloan_accrual,47.7899424425857,45.16479574647889,45.16479574647889,lite,0.5,C
9039,9039,"Sakai Moving Service Co.,Ltd.",Land Transportation,64.78119163388648,35.082133225705846,56.99999999999999,64.10110049439056,46.083333333333336,0.8300000000000001,5,outlier_sensitive,49.82856010140261,49.48123150691251,49.48123150691251,lite,0.5,C
6413,6413,RISO KAGAKU CORPORATION,Machinery,70.68686128504406,39.16255113834412,27.750000000000004,51.6508887801696,38.05555555555556,1.08,0,none,52.92935244341352,53.047281722751315,52.92935244341352,partial,0.6499999999999999,C
2331,2331,"ALSOK CO.,LTD.",Services,59.88558474734613,36.02418611809263,88.25,72.67019179939783,41.94444444444444,0.8800000000000001,5,outlier_sensitive,53.437378947761104,51.07677322992415,53.437378947761104,partial,0.6499999999999999,C
6835,6835,ALLIED TELESIS HOLDINGS K.K.,Electric Appliances,68.50188909925335,74.38115673048895,46.08333333333333,91.5625,74.58333333333333,0.8800000000000001,5,outlier_sensitive,68.94480988381976,69.37679807587378,68.94480988381976,partial,0.8,B
4685,4685,"Ryoyu Systems Co.,Ltd.",Information & Communication,83.60742933275905,56.65994351595353,25.5,60.410105958086646,46.388888888888886,1.08,0,none,62.65624400989548,63.86644071483778,62.65624400989548,partial,0.8,C
7906,7906,"YONEX CO.,LTD.",Other Products,53.91391955119459,41.38586696182689,64.08333333333334,70.8939875903236,61.5,0.8800000000000001,5,outlier_sensitive,53.80292147169284,53.70514677578848,53.80292147169284,partial,0.8,C
4045,4045,"TOAGOSEI CO.,LTD.",Chemicals,69.40391570449158,39.57468287601843,76.66666666666667,74.20366043613707,30.88888888888889,0.8800000000000001,5,outlier_sensitive,53.73233311262613,51.87962115155635,53.73233311262613,partial,0.6499999999999999,C
1873,1873,"NIHON HOUSE HOLDINGS CO.,LTD.",Construction,85.54231084341619,61.69069735680753,28.333333333333332,94.08333333333331,78.01388888888889,1.08,0,none,75.69381312492274,77.68353474458837,75.69381312492274,partial,0.8,B
7483,7483,"DOSHISHA CO.,LTD.",Wholesale Trade,64.00734555434092,51.18803673603339,49.333333333333336,73.6141975308642,63.20833333333332,0.8800000000000001,5,outlier_sensitive,57.66396706082523,58.23348385301513,57.66396706082523,partial,0.8,C
6703,6703,"Oki Electric Industry Company,Limited",Electric Appliances,53.68289224760384,83.84542766637925,87.08333333333333,92.0,67.36111111111111,1.08,0,none,77.7974318636968,73.98026633887014,77.7974318636968,partial,0.8,B
3415,3415,"TOKYO BASE Co.,Ltd.",Retail Trade,61.11435843389583,54.486825824889266,12.416666666666666,63.44058957755394,53.77777777777778,1.08,0,none,57.605596106683144,60.13860374197052,57.605596106683144,partial,0.8,C
4985,4985,Earth Corporation,Chemicals,59.66780079121179,49.05548319237801,59.5,84.42643683300544,65.97222222222221,0.8800000000000001,5,outlier_sensitive,59.60254632573384,58.887002020218006,59.60254632573384,partial,0.8,C
3636,3636,"Mitsubishi Research Institute,Inc.",Information & Communication,75.82345885478404,38.56487358866324,44.83333333333333,54.214893310265275,25.027777777777775,0.8800000000000001,5,outlier_sensitive,47.18318918295719,47.68354659177648,47.18318918295719,partial,0.6499999999999999,C
7241,7241,"FUTABA INDUSTRIAL CO.,LTD.",Transportation Equipment,83.23614495854929,50.424713248169006,79.33333333333333,77.66666666666666,28.055555555555557,0.8800000000000001,5,outlier_sensitive,59.81610529266362,57.42939724830969,59.81610529266362,partial,0.8,C
8153,8153,"MOS FOOD SERVICES,INC.",Wholesale Trade,50.93918407723059,76.4017374297007,49.041666666666664,90.47916666666669,76.05555555555556,1.08,0,none,72.72052485385628,71.88230472931134,72.72052485385628,partial,0.8,B
6637,6637,"TERASAKI ELECTRIC CO.,LTD.",Electric Appliances,77.04167271910099,63.07433074252773,52.916666666666664,92.36233066481024,65.54166666666667,0.8800000000000001,5,outlier_sensitive,67.49056022940805,68.14983409719788,67.49056022940805,partial,0.8,B
3099,3099,Isetan Mitsukoshi Holdings Ltd.,Retail Trade,52.97756804444949,69.96926144714124,94.75,80.26047780891432,53.75,1.08,0,none,70.78775554087917,66.26080917363687,70.78775554087917,partial,0.8,B
7246,7246,"PRESS KOGYO CO.,LTD.",Transportation Equipment,78.2527427357232,24.852178335483845,72.75,87.35416666666667,42.11111111111111,0.8800000000000001,5,outlier_sensitive,55.91665398015301,55.54764737670263,55.54764737670263,lite,0.35,D
4031,4031,Katakura & Co-op Agri Corporation,Chemicals,68.68790027242895,10.390749947511216,5.416666666666667,49.13690476190476,15.583333333333332,1.08,0,none,39.30294272266174,43.379325266036126,43.379325266036126,lite,0.35,C
3399,3399,Maruchiyo Yamaokaya Corporation,Retail Trade,52.42302902748593,63.7467538490076,38.58333333333333,86.56136052077466,85.0,1.08,0,none,69.68984735506332,70.75595582462648,69.68984735506332,partial,0.6499999999999999,B
3355,3355,KURIYAMA HOLDINGS CORPORATION,Wholesale Trade,85.57064651407276,25.491963100894655,32.5,58.36383808253171,34.27777777777778,1.08,0,none,54.001730494792696,54.969500655553574,54.001730494792696,partial,0.6499999999999999,C
6644,6644,"Osaki Electric Co.,Ltd.",Electric Appliances,62.39624818127507,60.679645155438145,46.791666666666664,74.89867292535929,43.19444444444444,0.8800000000000001,5,outlier_sensitive,56.36232834152812,56.66926029276423,56.36232834152812,partial,0.8,C
8130,8130,Sangetsu Corporation,Wholesale Trade,63.847726418624106,35.24628960355171,73.58333333333333,71.71324990067541,44.527777777777786,0.8800000000000001,5,outlier_sensitive,52.896772076849075,51.51428138198822,52.896772076849075,partial,0.6499999999999999,C
5253,5253,COVER Corporation,Information & Communication,50.213292717996715,63.539426210962105,39.166666666666664,54.52971532649757,41.30555555555555,1.08,0,none,56.455472821097125,56.0813514764263,56.455472821097125,partial,0.8,C
2875,2875,"TOYO SUISAN KAISHA,LTD.",Foods,56.48389337401585,75.43100120061722,93.75,70.60596355771914,45.30555555555556,1.08,0,none,69.68104097789177,64.63942965074072,69.68104097789177,partial,0.8,B
6140,6140,"Asahi Diamond Industrial Co.,Ltd.",Machinery,58.275213047598506,31.748336666116295,41.333333333333336,88.16666666666667,48.861111111111114,1.08,0,none,58.07944059963251,60.54271104548261,58.07944059963251,partial,0.6499999999999999,C
3696,3696,CERES INC.,Information & Communication,75.1551005054929,52.85613079185699,14.833333333333334,46.65509492130301,28.638888888888893,0.8800000000000001,15,high_sloan_accrual;outlier_sensitive,36.68306614264421,39.60988640539098,36.68306614264421,partial,0.6499999999999999,C
3911,3911,Aiming Inc.,Information & Communication,78.20657402988387,83.46186358623754,35.0,95.8125,86.52777777777777,1.08,0,none,81.64516980989774,82.03982472419247,81.64516980989774,partial,0.8,A
6272,6272,"RHEON AUTOMATIC MACHINERY CO.,LTD.",Machinery,74.21303105789666,57.28125732549773,41.16666666666667,72.69930403003384,49.94444444444445,0.8800000000000001,5,outlier_sensitive,58.268021094040584,58.56557714403087,58.268021094040584,partial,0.8,C
6961,6961,ENPLAS CORPORATION,Electric Appliances,51.84454196837612,29.26719593706238,48.16666666666667,82.85013242177875,55.388888888888886,1.08,0,none,56.8400208009286,58.40953028248308,58.40953028248308,lite,0.5,C
6257,6257,"FUJISHOJI CO.,LTD.",Machinery,88.04906302674118,39.96266009079031,35.583333333333336,78.81950934579439,52.63888888888889,1.08,0,none,64.94808134365312,65.92885481554131,65.92885481554131,lite,0.5,B
5632,5632,"Mitsubishi Steel Mfg.Co.,Ltd.",Iron and Steel,76.98449222917444,53.936815225212555,43.0,83.10416666666667,44.58333333333333,0.8800000000000001,5,outlier_sensitive,59.27350727780272,60.30771071379485,59.27350727780272,partial,0.8,C
9405,9405,ASAHI BROADCASTING GROUP HOLDINGS CORPORATION,Information & Communication,79.18376938675664,45.75765724722319,39.33333333333333,78.85416666666667,41.88888888888889,1.08,0,none,63.0497543781574,62.935197619006985,63.0497543781574,partial,0.8,C
3946,3946,"TOMOKU CO.,LTD.",Pulp and Paper,81.02065960331339,55.97576343152303,72.16666666666667,95.27083333333331,65.26388888888889,0.8800000000000001,5,outlier_sensitive,69.06636722518336,68.08329501174306,69.06636722518336,partial,0.8,B
8035,8035,Tokyo Electron Limited,Electric Appliances,44.79372975633466,46.87856184809441,99.58333333333331,69.83222354032318,61.05555555555557,1.08,0,none,63.220679667598496,58.88381135811929,63.220679667598496,partial,0.6499999999999999,C
6238,6238,FURYU CORPORATION,Machinery,55.81366164145658,49.059490685534094,30.416666666666664,93.1875,80.19444444444444,1.08,0,none,66.51799292160823,68.22480976085691,66.51799292160823,partial,0.8,B
9332,9332,"NISSO HOLDINGS Co.,Ltd.",Services,74.75501102744118,52.57438068331224,15.083333333333334,57.60296352583586,47.16666666666667,1.08,0,none,58.305669042864274,59.91272972581956,58.305669042864274,partial,0.8,C
5142,5142,Achilles Corporation,Chemicals,82.49883236284286,46.96645915761108,45.0,85.5,52.65277777777778,1.08,0,none,67.55431958027836,67.7492546716882,67.55431958027836,partial,0.8,B
9602,9602,"TOHO CO.,LTD",Information & Communication,55.41560497015361,27.770833333333332,92.25,72.74019503946948,49.80555555555555,1.08,0,none,58.96173890760901,56.21792251914199,56.21792251914199,lite,0.5,C
4044,4044,"Central Glass Co.,Ltd.",Chemicals,69.68538760194136,40.34910595803751,78.41666666666667,89.45833333333333,51.19444444444444,0.8800000000000001,5,outlier_sensitive,60.14984848013388,58.46849302774547,60.14984848013388,partial,0.6499999999999999,C
9823,9823,Mammy Mart Holdings Corporation,Retail Trade,69.81238827644493,33.151959105631896,58.166666666666664,87.0828850060306,67.3888888888889,1.08,0,none,65.40718561432575,64.610887325468,64.610887325468,lite,0.5,C
7965,7965,Zojirushi Corporation,Electric Appliances,66.37942400768185,53.17841854861888,57.666666666666664,76.9175344375205,47.583333333333336,0.8800000000000001,5,outlier_sensitive,57.59144993211223,56.76635113286576,57.59144993211223,partial,0.8,C
9304,9304,Shibusawa Logistics Corporation,Warehousing and Harbor Transportation Service,94.1446004786258,51.6323734001113,44.416666666666664,75.74805510941577,43.59722222222222,0.8300000000000001,5,gross_profitability_proxy,60.700908408695994,62.58663756266488,60.700908408695994,partial,0.6499999999999999,C
6592,6592,"MABUCHI MOTOR CO.,LTD.",Electric Appliances,71.28613697903633,61.55554587315856,88.83333333333333,68.15923162809582,31.25,0.8800000000000001,5,outlier_sensitive,59.60827617133663,56.599629927295105,59.60827617133663,partial,0.8,C
5301,5301,"TOKAI CARBON CO.,LTD.",Glass and Ceramics Products,61.734944435930394,23.308357335485887,90.91666666666669,90.04166666666666,49.05555555555556,1.08,0,none,62.14193091015867,60.23985681807832,60.23985681807832,lite,0.5,C
3395,3395,"Saint Marc Holdings Co.,Ltd.",Retail Trade,54.35990980126875,39.34709813466074,41.083333333333336,86.5625,68.72222222222221,1.08,0,none,61.905804415668406,62.401761254181466,61.905804415668406,partial,0.6499999999999999,C
7482,7482,"SHIMOJIMA Co.,Ltd.",Wholesale Trade,73.98229935238842,63.100511434401255,9.5,50.228668261562994,42.11111111111111,1.08,0,none,57.96734848482269,58.98350554288917,57.96734848482269,partial,0.8,C
4021,4021,Nissan Chemical Corporation,Chemicals,49.570729737441546,32.21986175575492,91.25,86.18572125548869,78.20833333333334,1.08,0,none,65.60827234112145,63.66975976590542,63.66975976590542,lite,0.5,C
6777,6777,santec Holdings Corporation,Electric Appliances,43.67743205140995,71.2999728892884,42.916666666666664,79.90749822146591,77.20833333333333,1.08,0,none,67.56756004278509,68.37881474666476,67.56756004278509,partial,0.8,B
6958,6958,CMK CORPORATION,Electric Appliances,73.90192740418105,47.5548762589664,55.00000000000001,75.5,22.194444444444443,0.8800000000000001,5,outlier_sensitive,53.312705442182875,53.46210902860315,53.312705442182875,partial,0.8,C
7780,7780,"Menicon Co.,Ltd.",Precision Instruments,56.35310611716968,21.969415855893317,66.33333333333333,93.3125,77.06944444444444,0.8800000000000001,5,outlier_sensitive,56.43103759563617,57.20537056188512,57.20537056188512,lite,0.5,C
3064,3064,"MonotaRO Co.,Ltd.",Retail Trade,45.02576604508108,39.23688086167218,84.33333333333334,58.768767599843784,43.361111111111114,1.08,0,none,55.09019103398398,51.35683930380732,55.09019103398398,partial,0.6499999999999999,C
7014,7014,"Namura Shipbuilding Co.,Ltd.",Transportation Equipment,66.30816266351829,76.80761841571524,86.08333333333333,84.42012475501282,56.388888888888886,1.08,0,none,75.66598403538538,72.97486612006978,75.66598403538538,partial,0.8,B
9856,9856,"KU HOLDINGS CO.,LTD.",Retail Trade,87.589184054784,29.597825333635026,48.91666666666667,60.50505118190637,35.833333333333336,1.08,0,none,57.707189603049855,56.918921428634384,56.918921428634384,lite,0.5,C
6535,6535,"i-mobile Co.,Ltd.",Services,71.24055577657099,31.803633854552057,36.583333333333336,88.12930475707361,81.55555555555556,1.08,0,none,65.69447329261541,67.74562314216513,65.69447329261541,partial,0.6499999999999999,B
7276,7276,"KOITO MANUFACTURING CO.,LTD.",Electric Appliances,64.0783000587906,51.506029585328406,94.66666666666669,88.67341246436646,54.263888888888886,1.08,0,none,70.38695806406943,67.3629137811115,70.38695806406943,partial,0.6499999999999999,B
8032,8032,JAPAN PULP AND PAPER COMPANY LIMITED,Wholesale Trade,66.20776817552657,32.50204247616602,75.41666666666667,77.27083333333333,38.33333333333333,0.8800000000000001,5,outlier_sensitive,52.94994919289569,51.05440561455784,51.05440561455784,lite,0.5,C
2222,2222,"Kotobuki Spirits Co.,Ltd.",Foods,46.86501291434571,79.47149094644921,64.83333333333333,75.69907331023484,77.875,1.08,0,none,71.77080901566129,69.3068743013981,71.77080901566129,partial,0.8,B
9064,9064,"YAMATO HOLDINGS CO.,LTD.",Land Transportation,71.6761762815133,20.295422927100724,89.33333333333333,59.201823425889714,12.722222222222223,0.7300000000000001,10,outlier_sensitive;gross_profitability_proxy,38.90124102634977,37.531595084345014,37.531595084345014,lite,0.5,C
5988,5988,"PIOLAX,INC.",Metal Products,88.33460684924496,23.32078851402725,52.25,71.5,21.47222222222222,1.08,0,none,56.37934012393781,56.3305751111143,56.3305751111143,lite,0.5,C
2060,2060,"FEED ONE CO.,LTD.",Foods,80.00528459884649,74.0840615515073,53.833333333333336,82.207361516035,63.31944444444445,0.8800000000000001,5,outlier_sensitive,68.69310690143872,68.05709221538463,68.69310690143872,partial,0.8,B
5232,5232,"Sumitomo Osaka Cement Co.,Ltd.",Glass and Ceramics Products,63.73175291858635,80.2955286690679,90.16666666666666,80.3125,32.25,0.8800000000000001,5,outlier_sensitive,64.92482918933196,60.416131609389495,64.92482918933196,partial,0.8,C
5981,5981,"TOKYO ROPE MFG.CO.,LTD",Metal Products,80.7683963714218,44.59882058212609,20.5,56.196726465455285,24.02777777777778,0.8800000000000001,5,outlier_sensitive,47.48261934964945,50.42018387649838,47.48261934964945,partial,0.6499999999999999,C
6445,6445,JANOME Corporation,Machinery,78.94429075062365,66.85281431608644,22.25,78.52651515151514,64.40277777777777,1.08,0,none,69.89481839089694,71.26546625002054,69.89481839089694,partial,0.8,B
6088,6088,SIGMAXYZ Holdings Inc.,Services,62.75778296015175,54.057500188551934,39.666666666666664,85.10219726985451,85.73611111111111,1.08,0,none,69.60153406768592,71.27808751103994,69.60153406768592,partial,0.8,B
8051,8051,YAMAZEN CORPORATION,Wholesale Trade,61.5232468353714,26.41924371306675,53.333333333333336,65.9587968112718,47.25,0.8800000000000001,5,outlier_sensitive,47.64164955427999,48.29091548881247,48.29091548881247,lite,0.5,C
7735,7735,"SCREEN Holdings Co.,Ltd.",Electric Appliances,50.34465497931404,84.59331639423459,92.91666666666669,56.680680660554394,46.22222222222223,1.08,10,high_sloan_accrual,58.086146589369235,52.44089792495405,58.086146589369235,partial,0.8,C
3176,3176,"Sanyo Trading Co.,Ltd.",Wholesale Trade,77.5362940842435,25.40798665256095,48.41666666666667,71.69328258259684,42.5,0.8800000000000001,5,outlier_sensitive,50.702359026682295,51.48530873897128,51.48530873897128,lite,0.5,C
3231,3231,"Nomura Real Estate Holdings,Inc.",Real Estate,71.69613670546927,30.0649693934335,0.0833333333333333,29.812499999999996,2.4861111111111125,0.8300000000000001,27,high_sloan_accrual;negative_cfo;gross_profitability_proxy,9.306558386192933,15.20428438527697,9.306558386192933,partial,0.6499999999999999,C
8150,8150,"SANSHIN ELECTRONICS CO.,LTD.",Wholesale Trade,76.87463448752803,34.6526781510087,31.25,68.16716354344123,42.02777777777777,0.8800000000000001,5,outlier_sensitive,50.34859622576212,53.01108090737061,50.34859622576212,partial,0.6499999999999999,C
9743,9743,"TANSEISHA CO.,LTD.",Services,65.72250584211456,83.88039080192671,29.791666666666668,55.6195248623394,47.833333333333336,0.8800000000000001,15,high_sloan_accrual;outlier_sensitive,48.2342595529487,48.95840155215426,48.2342595529487,partial,0.8,C
3320,3320,CROSS PLUS INC.,Wholesale Trade,89.67330111534586,41.34926342438863,9.833333333333332,51.333842618912264,44.000000000000014,1.08,0,none,56.73355629014872,59.31020245235485,59.31020245235485,lite,0.5,D
