code_n,code,company_name,sector,transformation_quant_evidence_level,transformation_reform_disclosure_level,transformation_shareholder_return_evidence_level,emerging_disclosure_level,final_evidence_level,final_evidence_level_v2_buggy,final_evidence_level_changed,curated_evidence_flag,systematic_screening_flag,role_candidate,final_role
6146,6146,DISCO CORPORATION,Machinery,3,1,1,2,2,3,True,True,True,Dual Moat,
3635,3635,"KOEI TECMO HOLDINGS CO.,LTD.",Information & Communication,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
5901,5901,"Toyo Seikan Group Holdings,Ltd.",Metal Products,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
8097,8097,"SAN-AI OBBLI CO.,LTD.",Wholesale Trade,0,1,1,0,0,0,False,False,False,Bridge / Diversifier,
3569,3569,"SEIREN CO.,LTD.",Textiles and Apparels,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
6890,6890,Ferrotec Corporation,Electric Appliances,1,1,1,1,1,1,False,False,True,Bridge / Diversifier,
7980,7980,"SHIGEMATSU WORKS CO.,LTD.",Other Products,1,1,1,0,1,1,False,False,False,Bridge / Diversifier,
9616,9616,"KYORITSU MAINTENANCE CO.,LTD.",Services,3,1,1,1,3,3,False,False,True,Transformation Core,
4694,4694,"BML,INC.",Services,0,1,1,1,1,1,False,False,True,Bridge / Diversifier,
2301,2301,"GAKUJO CO.,Ltd.",Services,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
7305,7305,"ARAYA INDUSTRIAL CO.,LTD.",Iron and Steel,0,1,1,0,0,0,False,False,False,Bridge / Diversifier,
5959,5959,"OKABE CO.,LTD.",Metal Products,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
3003,3003,"Hulic Co.,Ltd.",Real Estate,1,1,1,0,1,1,False,False,False,Bridge / Diversifier,
7050,7050,FRONTIER INTERNATIONAL INC.,Services,0,1,1,1,1,1,False,False,True,Bridge / Diversifier,
4919,4919,"Milbon Co.,Ltd.",Chemicals,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
6136,6136,OSG Corporation,Machinery,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
3964,3964,AUCNET INC.,Information & Communication,3,1,1,1,3,3,False,False,True,Transformation Core,
3182,3182,Oisix ra daichi Inc.,Retail Trade,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
7611,7611,HIDAY HIDAKA Corp.,Retail Trade,3,1,1,0,3,3,False,False,False,Transformation Core,
4246,4246,DaikyoNishikawa Corporation,Chemicals,3,1,1,1,3,3,False,False,True,Transformation Core,
5290,5290,Vertex Corporation,Glass and Ceramics Products,3,1,1,0,3,3,False,False,False,Transformation Core,
4716,4716,ORACLE CORPORATION JAPAN,Information & Communication,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
4825,4825,WEATHERNEWS INC.,Information & Communication,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
8850,8850,STARTS CORPORATION INC.,Real Estate,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
7059,7059,"COPRO-HOLDINGS.Co.,Ltd.",Services,3,1,1,1,3,3,False,False,True,Transformation Core,
8125,8125,"Wakita & Co.,LTD.",Wholesale Trade,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
3549,3549,"KUSURI NO AOKI HOLDINGS CO.,LTD.",Retail Trade,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
6332,6332,"TSUKISHIMA HOLDINGS CO.,LTD.",Machinery,3,1,1,1,3,3,False,False,True,Transformation Core,
8804,8804,"Tokyo Tatemono Co.,Ltd.",Real Estate,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
5121,5121,FUJIKURA COMPOSITES Inc.,Rubber Products,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
7475,7475,"ALBIS Co.,Ltd.",Retail Trade,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
7466,7466,SPK CORPORATION,Wholesale Trade,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
9755,9755,OYO Corporation,Services,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
4078,4078,"Sakai Chemical Industry Co.,Ltd.",Chemicals,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
6807,6807,"Japan Aviation Electronics Industry,Limited",Electric Appliances,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
3489,3489,"FaithNetwork Co.,Ltd",Real Estate,3,1,1,0,3,3,False,False,False,Transformation Core,
4839,4839,WOWOW INC.,Information & Communication,0,1,1,1,1,1,False,False,True,Bridge / Diversifier,
3232,3232,"Mie Kotsu Group Holdings,Inc.",Real Estate,3,1,1,0,3,3,False,False,False,Transformation Core,
8098,8098,"Inabata & Co.,Ltd.",Wholesale Trade,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
7971,7971,TOLI Corporation,Chemicals,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
4934,4934,"Premier Anti-Aging Co.,Ltd.",Chemicals,3,1,1,1,3,3,False,False,True,Rejected,
5204,5204,"ISHIZUKA GLASS CO.,LTD.",Glass and Ceramics Products,3,1,1,0,3,3,False,False,False,Transformation Core,
6908,6908,"IRISO ELECTRONICS CO.,LTD.",Electric Appliances,0,1,1,1,1,1,False,False,True,Bridge / Diversifier,
2418,2418,TSUKADA GLOBAL HOLDINGS Inc.,Services,2,1,1,1,2,2,False,False,True,Transformation Core,
4704,4704,Trend Micro Incorporated,Information & Communication,3,1,1,1,3,3,False,False,True,Transformation Core,
6083,6083,"ERI HOLDINGS CO.,LTD.",Services,0,1,1,1,1,1,False,False,True,Bridge / Diversifier,
9726,9726,"KNT-CT Holdings Co.,Ltd.",Services,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
5603,5603,KOGI CORPORATION,Iron and Steel,3,1,1,0,3,3,False,False,False,Transformation Core,
2294,2294,"Kakiyasu Honten Co.,Ltd.",Foods,1,1,1,0,1,1,False,False,False,Bridge / Diversifier,
3431,3431,"MIYAJI ENGINEERING GROUP,INC.",Metal Products,3,1,0,0,3,3,False,False,False,Bridge / Diversifier,
6768,6768,TAMURA CORPORATION,Electric Appliances,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
8129,8129,"TOHO HOLDINGS CO.,LTD.",Wholesale Trade,3,1,0,0,3,3,False,False,False,Bridge / Diversifier,
7966,7966,LINTEC Corporation,Other Products,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
9605,9605,"TOEI COMPANY,LTD.",Information & Communication,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
3856,3856,Abalance Corporation,Electric Appliances,2,1,0,1,2,2,False,False,True,Bridge / Diversifier,
5244,5244,"jig.jp co.,ltd.",Information & Communication,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
4478,4478,freee K.K.,Information & Communication,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
4041,4041,"Nippon Soda Co.,Ltd.",Chemicals,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
2492,2492,Infomart Corporation,Services,3,1,1,1,3,3,False,False,True,Transformation Core,
5930,5930,"Bunka Shutter Co.,Ltd.",Metal Products,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
9697,9697,"CAPCOM CO.,LTD.",Information & Communication,1,1,1,1,1,1,False,False,True,Bridge / Diversifier,
7239,7239,"TACHI-S CO.,LTD.",Transportation Equipment,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
3288,3288,"Open House Group Co.,Ltd.",Real Estate,1,1,1,0,1,1,False,False,False,Bridge / Diversifier,
7743,7743,"SEED CO.,LTD.",Precision Instruments,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
2264,2264,"MORINAGA MILK INDUSTRY CO.,LTD.",Foods,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
7719,7719,TOKYO KOKI CO.LTD.,Precision Instruments,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
6023,6023,"DAIHATSU INFINEARTH MFG.CO.,LTD.",Transportation Equipment,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
3708,3708,"Tokushu Tokai Paper Co.,Ltd.",Pulp and Paper,2,1,1,0,2,2,False,False,False,Transformation Core,
5013,5013,Yushiro Inc.,Oil and Coal Products,3,1,1,0,3,3,False,False,False,Transformation Core,
3201,3201,"THE JAPAN WOOL TEXTILE CO.,LTD.",Textiles and Apparels,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
2127,2127,Nihon M&A Center Holdings Inc.,Services,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
8029,8029,LOOK HOLDINGS INCORPORATED,Textiles and Apparels,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
5185,5185,"Fukoku Co.,Ltd.",Rubber Products,3,1,1,0,3,3,False,False,False,Transformation Core,
6737,6737,EIZO Corporation,Electric Appliances,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
4272,4272,"NIPPON KAYAKU CO.,LTD.",Chemicals,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
4471,4471,"SANYO CHEMICAL INDUSTRIES,LTD.",Chemicals,2,1,1,1,2,2,False,False,True,Transformation Core,
9535,9535,"HIROSHIMA GAS CO.,LTD.",Electric Power and Gas,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
6728,6728,"ULVAC, Inc.",Electric Appliances,3,1,1,1,3,3,False,False,True,Transformation Core,
6504,6504,"FUJI ELECTRIC CO.,LTD.",Electric Appliances,3,1,1,1,3,3,False,False,True,Transformation Core,
2281,2281,"Prima Meat Packers,Ltd.",Foods,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
6960,6960,"FUKUDA DENSHI CO.,LTD.",Electric Appliances,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
7806,7806,"MTG Co.,Ltd.",Other Products,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
4626,4626,"TAIYO HOLDINGS CO.,LTD.",Chemicals,3,1,1,1,3,3,False,False,True,Transformation Core,
2153,2153,E・J Holdings Inc.,Services,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
4666,4666,"PARK24 Co.,Ltd.",Real Estate,2,1,1,0,2,2,False,False,False,Transformation Core,
9729,9729,TOKAI Corp.,Services,1,1,1,1,1,1,False,False,True,Bridge / Diversifier,
9279,9279,GIFT HOLDINGS INC.,Retail Trade,0,1,1,0,0,0,False,False,False,Bridge / Diversifier,
6941,6941,"YAMAICHI ELECTRONICS CO.,LTD.",Electric Appliances,1,1,1,1,1,1,False,False,True,Bridge / Diversifier,
7740,7740,"Tamron Co.,Ltd.",Precision Instruments,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
8008,8008,YONDOSHI HOLDINGS INC.,Retail Trade,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
9735,9735,"SECOM CO.,LTD.",Services,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
7888,7888,SANKO GOSEI LTD.,Chemicals,3,1,1,1,3,3,False,False,True,Transformation Core,
7522,7522,"WATAMI CO.,LTD.",Retail Trade,3,1,1,0,3,3,False,False,False,Transformation Core,
5018,5018,MORESCO Corporation,Oil and Coal Products,3,1,1,0,3,3,False,False,False,Transformation Core,
2175,2175,"SMS CO.,LTD.",Services,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
4221,4221,"Okura Industrial Co.,Ltd.",Chemicals,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
9788,9788,"NAC CO.,LTD.",Services,1,1,1,1,1,1,False,False,True,Transformation Core,
5933,5933,ALINCO INCORPORATED,Metal Products,2,1,1,0,2,2,False,False,False,Transformation Core,
6143,6143,"Sodick Co.,Ltd.",Machinery,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
6486,6486,"EAGLE INDUSTRY CO.,LTD.",Machinery,1,1,1,1,1,1,False,False,True,Bridge / Diversifier,
7940,7940,"WAVELOCK HOLDINGS CO.,LTD.",Chemicals,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
8198,8198,"Maxvalu Tokai Co.,Ltd.",Retail Trade,2,1,1,0,2,2,False,False,False,Transformation Core,
5304,5304,"SEC CARBON,LIMITED",Glass and Ceramics Products,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
8174,8174,"NIPPON GAS CO.,LTD.",Retail Trade,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
3038,3038,"KOBE BUSSAN CO.,LTD.",Wholesale Trade,3,1,1,0,3,3,False,False,False,Transformation Core,
2531,2531,TAKARA HOLDINGS INC.,Foods,0,1,1,0,0,0,False,False,False,Bridge / Diversifier,
3661,3661,"m-up holdings,Inc.",Information & Communication,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
3498,3498,"Kasumigaseki Capital Co.,Ltd.",Real Estate,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
6412,6412,Heiwa Corporation,Machinery,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
6339,6339,"Sintokogio,Ltd.",Machinery,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
6871,6871,"MICRONICS JAPAN CO.,LTD.",Electric Appliances,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
6363,6363,"Torishima Pump Mfg.Co.,Ltd.",Machinery,2,1,0,1,2,2,False,False,True,Bridge / Diversifier,
6072,6072,"Jibannet Holdings Co.,Ltd.",Services,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
7613,7613,SIIX CORPORATION,Wholesale Trade,1,1,1,0,1,1,False,False,False,Bridge / Diversifier,
4220,4220,RIKEN TECHNOS CORPORATION,Chemicals,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
7979,7979,SHOFU INC.,Precision Instruments,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
4125,4125,SANWAYUKA INDUSTRY CORPORATION,Chemicals,0,1,1,1,1,1,False,False,True,Bridge / Diversifier,
3687,3687,Fixstars Corporation,Information & Communication,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
4848,4848,"FULLCAST HOLDINGS CO.,LTD.",Services,1,1,1,1,1,1,False,False,True,Bridge / Diversifier,
9716,9716,"NOMURA Co.,Ltd.",Services,3,1,1,1,3,3,False,False,True,Transformation Core,
6856,6856,"HORIBA,Ltd.",Electric Appliances,1,1,1,1,1,1,False,False,True,Bridge / Diversifier,
9556,9556,INTLOOP Inc.,Services,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
7679,7679,"YAKUODO HOLDINGS Co.,Ltd.",Retail Trade,1,1,1,0,1,1,False,False,False,Bridge / Diversifier,
7513,7513,"Kojima Co.,Ltd.",Retail Trade,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
7987,7987,"NAKABAYASHI CO.,LTD.",Other Products,3,1,1,0,3,3,False,False,False,Transformation Core,
1982,1982,"Hibiya Engineering,Ltd.",Construction,3,1,0,1,3,3,False,False,True,Bridge / Diversifier,
5803,5803,Fujikura Ltd.,Nonferrous Metals,3,1,1,2,2,3,True,True,True,Dual Moat,Emerging Core
2395,2395,"SHIN NIPPON BIOMEDICAL LABORATORIES,LTD.",Services,1,1,1,1,1,1,False,False,True,Bridge / Diversifier,
7931,7931,"MIRAI INDUSTRY CO.,LTD.",Chemicals,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
6914,6914,"OPTEX GROUP Company,Limited",Electric Appliances,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
4994,4994,"Taisei Lamick Group Head Quarter & Innovation Co.,Ltd.",Chemicals,0,1,1,1,1,1,False,False,True,Bridge / Diversifier,
7949,7949,"KOMATSU WALL INDUSTRY CO.,LTD.",Other Products,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
6405,6405,"Suzumo Machinery Co.,Ltd.",Machinery,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
4182,4182,"Mitsubishi Gas Chemical Company,Inc.",Chemicals,1,1,1,1,1,1,False,False,True,Bridge / Diversifier,
9069,9069,"SENKO Group Holdings Co.,Ltd.",Land Transportation,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
4427,4427,"EduLab,Inc.",Information & Communication,3,1,1,1,3,3,False,False,True,Transformation Core,
2735,2735,"WATTS CO.,LTD.",Retail Trade,3,1,0,0,3,3,False,False,False,Rejected,
4403,4403,NOF CORPORATION,Chemicals,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
3196,3196,"HOTLAND HOLDINGS Co.,Ltd.",Retail Trade,1,1,1,0,1,1,False,False,False,Bridge / Diversifier,
6823,6823,"RION CO.,LTD.",Electric Appliances,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
3950,3950,THE PACK CORPORATION,Pulp and Paper,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
8014,8014,"CHORI CO.,LTD.",Wholesale Trade,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
6381,6381,ANEST IWATA Corporation,Machinery,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
4097,4097,"KOATSU GAS KOGYO CO.,LTD.",Chemicals,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
4092,4092,"Nippon Chemical Industrial Co.,Ltd.",Chemicals,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
6651,6651,NITTO KOGYO CORPORATION,Electric Appliances,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
2124,2124,"JAC Recruitment Co.,Ltd.",Services,3,1,1,1,3,3,False,False,True,Transformation Core,
8154,8154,"KAGA ELECTRONICS CO.,LTD.",Wholesale Trade,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
9468,9468,KADOKAWA CORPORATION,Information & Communication,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
6200,6200,"Insource Co.,Ltd.",Services,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
4095,4095,"NIHON PARKERIZING CO.,LTD.",Chemicals,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
6877,6877,Obara Group Incorporated,Electric Appliances,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
4967,4967,"KOBAYASHI PHARMACEUTICAL CO.,LTD.",Chemicals,0,1,1,1,1,1,False,False,True,Bridge / Diversifier,
4113,4113,"TAOKA CHEMICAL COMPANY,LIMITED",Chemicals,3,1,1,1,3,3,False,False,True,Transformation Core,
6277,6277,HOSOKAWA MICRON CORPORATION,Machinery,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
5563,5563,"Nippon Denko Co.,Ltd.",Iron and Steel,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
3360,3360,"SHIP HEALTHCARE HOLDINGS,INC.",Wholesale Trade,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
6315,6315,TOWA CORPORATION,Machinery,2,1,1,3,3,3,False,True,True,Emerging Core,Emerging Core
2753,2753,"AMIYAKI TEI CO.,LTD.",Retail Trade,3,1,1,0,3,3,False,False,False,Transformation Core,
6135,6135,"Makino Milling Machine Co.,Ltd.",Machinery,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
8848,8848,LEOPALACE21 CORPORATION,Real Estate,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
5698,5698,ENVIPRO HOLDINGS Inc.,Iron and Steel,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
3501,3501,"SUMINOE Co.,Ltd.",Textiles and Apparels,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
7414,7414,"ONOKEN CO.,LTD.",Wholesale Trade,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
7871,7871,"FUKUVI CHEMICAL INDUSTRY CO.,LTD.",Chemicals,2,1,1,1,2,2,False,False,True,Transformation Core,
6544,6544,"JAPAN ELEVATOR SERVICE HOLDINGS CO.,LTD.",Services,3,1,1,1,3,3,False,False,True,Transformation Core,
4784,4784,"GMO internet,Inc.",Services,3,1,1,1,3,3,False,False,True,Transformation Core,
7856,7856,HAGIHARA INDUSTRIES INC.,Other Products,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
6925,6925,USHIO INC.,Electric Appliances,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
2053,2053,"CHUBU SHIRYO CO.,LTD.",Foods,3,1,1,0,3,3,False,False,False,Transformation Core,
6547,6547,"GREENS CO.,LTD.",Services,3,1,1,1,3,3,False,False,True,Transformation Core,
3546,3546,"Alleanza Holdings Co.,Ltd.",Retail Trade,3,1,1,0,3,3,False,False,False,Transformation Core,
7839,7839,"SHOEI CO.,LTD.",Other Products,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
4548,4548,SEIKAGAKU CORPORATION,Pharmaceutical,1,1,1,0,1,1,False,False,False,Bridge / Diversifier,
6309,6309,"TOMOE ENGINEERING CO.,LTD.(TOMOE KOGYO CO.,LTD.)",Machinery,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
7224,7224,"ShinMaywa Industries,LTD.",Transportation Equipment,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
9119,9119,"IINO KAIUN KAISHA,LTD.",Marine Transportation,0,1,1,0,0,0,False,False,False,Bridge / Diversifier,
9143,9143,"SG HOLDINGS CO.,LTD.",Land Transportation,0,1,1,0,0,0,False,False,False,Bridge / Diversifier,
3236,3236,"PROPERST CO.,LTD.",Real Estate,2,1,1,0,2,2,False,False,False,Transformation Core,
4189,4189,"KH Neochem Co.,Ltd.",Chemicals,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
1379,1379,HOKUTO CORPORATION,"Fishery, Agriculture and Forestry",3,1,1,0,3,3,False,False,False,Transformation Core,
5578,5578,"AR advanced technology,Inc.",Information & Communication,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
4722,4722,Future Corporation,Information & Communication,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
2195,2195,"AMITA HOLDINGS CO.,LTD.",Services,0,1,1,1,1,1,False,False,True,Bridge / Diversifier,
5243,5243,note inc.,Information & Communication,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
1419,1419,"Tama Home Co.,Ltd.",Construction,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
7715,7715,"NAGANO KEIKI CO.,LTD.",Precision Instruments,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
9991,9991,GECOSS CORPORATION,Wholesale Trade,3,1,1,0,3,3,False,False,False,Transformation Core,
6858,6858,"ONO SOKKI Co.,Ltd.",Electric Appliances,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
8283,8283,PALTAC CORPORATION,Wholesale Trade,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
6489,6489,"Maezawa Industries,Inc.",Machinery,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
6258,6258,HIRATA Corporation,Machinery,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
6590,6590,SHIBAURA MECHATRONICS CORPORATION,Electric Appliances,1,1,1,1,1,1,False,False,True,Bridge / Diversifier,
1435,1435,robot home Inc.,Real Estate,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
6458,6458,SINKO INDUSTRIES LTD.,Machinery,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
9110,9110,"NS United Kaiun Kaisha,Ltd.",Marine Transportation,1,1,1,0,1,1,False,False,False,Bridge / Diversifier,
1899,1899,FUKUDA CORPORATION,Construction,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
5344,5344,"MARUWA CO.,LTD.",Glass and Ceramics Products,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
5902,5902,HOKKAN HOLDINGS LIMITED,Metal Products,3,1,1,0,3,3,False,False,False,Transformation Core,Transformation Core
6505,6505,"TOYO DENKI SEIZO K.K.(TOYO ELECTRIC MFG.CO.,LTD.)",Electric Appliances,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
6455,6455,MORITA HOLDINGS CORPORATION,Transportation Equipment,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
8074,8074,"YUASA CO.,LTD.",Wholesale Trade,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
6498,6498,KITZ CORPORATION,Machinery,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
2982,2982,"A.D.Works Group Co.,Ltd.",Real Estate,3,1,0,0,3,3,False,False,False,Bridge / Diversifier,
7729,7729,"TOKYO SEIMITSU CO.,LTD.",Precision Instruments,1,1,1,0,1,1,False,False,False,Bridge / Diversifier,
6249,6249,"Gamecard Holdings,Inc.",Machinery,3,1,1,1,3,3,False,False,True,Transformation Core,
4974,4974,TAKARA BIO INC.,Chemicals,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
4366,4366,Daito Chemix Corporation,Chemicals,2,1,1,1,2,2,False,False,True,Transformation Core,
5381,5381,Mipox Corporation,Glass and Ceramics Products,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
4951,4951,S.T.CORPORATION,Chemicals,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
6965,6965,HAMAMATSU PHOTONICS K.K.,Electric Appliances,0,1,1,1,1,1,False,False,True,Bridge / Diversifier,
9768,9768,"IDEA Consultants,Inc.",Services,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
8095,8095,"Astena Holdings Co.,Ltd.",Wholesale Trade,3,1,1,0,3,3,False,False,False,Transformation Core,
6262,6262,"PEGASUS CO.,LTD.",Machinery,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
6859,6859,ESPEC CORP.,Electric Appliances,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
4071,4071,"Plus Alpha Consulting Co.,LTD.",Information & Communication,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
5302,5302,"Nippon Carbon Co.,Ltd.",Glass and Ceramics Products,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
1719,1719,HAZAMA ANDO CORPORATION,Construction,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
9364,9364,"Kamigumi Co.,Ltd.",Warehousing and Harbor Transportation Service,3,1,1,0,3,3,False,False,False,Bridge / Diversifier,
2935,2935,"PICKLES HOLDINGS CO.,LTD.",Foods,3,1,1,0,3,3,False,False,False,Transformation Core,
5991,5991,"NHK SPRING CO.,LTD.",Metal Products,3,1,1,0,3,3,False,False,False,Transformation Core,
3632,3632,"GREE Holdings,Inc.",Information & Communication,1,1,1,1,1,1,False,False,True,Bridge / Diversifier,
6323,6323,RORZE CORPORATION,Machinery,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
6273,6273,SMC CORPORATION,Machinery,1,1,1,1,1,1,False,False,True,Bridge / Diversifier,
9025,9025,"Konoike Transport Co.,Ltd.",Land Transportation,3,1,1,0,3,3,False,False,False,Transformation Core,
6597,6597,HPC SYSTEMS Inc.,Electric Appliances,3,1,1,1,3,3,False,False,True,Transformation Core,
7071,7071,"Amvis Holdings,Inc.",Services,1,1,1,1,1,1,False,False,True,Bridge / Diversifier,
8084,8084,RYODEN CORPORATION,Wholesale Trade,2,1,1,0,2,2,False,False,False,Bridge / Diversifier,
7840,7840,"FRANCE BED HOLDINGS CO.,LTD.",Other Products,3,1,1,0,3,3,False,False,False,Transformation Core,
9876,9876,"COX CO.,LTD.",Retail Trade,2,1,1,0,2,2,False,False,False,Rejected,
4251,4251,KEIWA Incorporated,Chemicals,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
4725,4725,CAC Holdings Corporation,Information & Communication,3,1,1,1,3,3,False,False,True,Bridge / Diversifier,
4475,4475,HENNGE K.K.,Information & Communication,3,1,1,1,3,3,False,False,True,Transformation Core,
8141,8141,"Shinko Shoji Co.,Ltd.",Wholesale Trade,1,1,1,0,1,1,False,False,False,Bridge / Diversifier,
9744,9744,MEITEC Group Holdings Inc.,Services,2,1,1,1,2,2,False,False,True,Bridge / Diversifier,
3640,3640,"DENSAN CO.,LTD.",Information & Communication,2,1,1,1,2,2,False,False,True,Transformation Core,
