original_code,normalized_code,ticker_yfinance,company_name,sector,market,source_file,mapping_status
3974,3974,3974.T,SCAT Inc.,Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
5331,5331,5331.T,"NORITAKE CO.,LIMITED",Glass and Ceramics Products,Prime Market (Domestic),data/processed/scores.csv,ok
3741,3741,3741.T,"Systems Engineering Consultants Co.,LTD.",Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
7292,7292,7292.T,MURAKAMI CORPORATION,Transportation Equipment,Standard Market(Domestic),data/processed/scores.csv,ok
5966,5966,5966.T,"KYOTO TOOL CO.,LTD.",Metal Products,Standard Market(Domestic),data/processed/scores.csv,ok
9788,9788,9788.T,"NAC CO.,LTD.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
6546,6546,6546.T,Fulltech Co.Ltd.,Services,Standard Market(Domestic),data/processed/scores.csv,ok
4337,4337,4337.T,PIA CORPORATION,Services,Prime Market (Domestic),data/processed/scores.csv,ok
7245,7245,7245.T,"DAIDO METAL CO.,LTD.",Transportation Equipment,Prime Market (Domestic),data/processed/scores.csv,ok
5973,5973,5973.T,TOAMI CORPORATION,Metal Products,Standard Market(Domestic),data/processed/scores.csv,ok
7350,7350,7350.T,"Okinawa Financial Group,Inc.",Banks,Prime Market (Domestic),data/processed/scores.csv,ok
2488,2488,2488.T,"JTP CO.,LTD.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
3350,3350,3350.T,Metaplanet Inc.,Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
6255,6255,6255.T,NPC Incorporated,Machinery,Growth Market(Domestic),data/processed/scores.csv,ok
4491,4491,4491.T,"Computer Management Co.,Ltd.",Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
1736,1736,1736.T,OTEC CORPORATION,Construction,Standard Market(Domestic),data/processed/scores.csv,ok
7058,7058,7058.T,"Kyoei Security Service Co.,Ltd.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
9729,9729,9729.T,TOKAI Corp.,Services,Prime Market (Domestic),data/processed/scores.csv,ok
5984,5984,5984.T,KANEFUSA CORPORATION,Metal Products,Standard Market(Domestic),data/processed/scores.csv,ok
4356,4356,4356.T,"APPLIED TECHNOLOGY CO.,LTD.",Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
7678,7678,7678.T,"ASAKUMA CO.,LTD.",Retail Trade,Standard Market(Domestic),data/processed/scores.csv,ok
5071,5071,5071.T,VIS co.ltd.,Services,Standard Market(Domestic),data/processed/scores.csv,ok
9658,9658,9658.T,BUSINESS BRAIN SHOWA・OTA INC.,Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
4097,4097,4097.T,"KOATSU GAS KOGYO CO.,LTD.",Chemicals,Prime Market (Domestic),data/processed/scores.csv,ok
5901,5901,5901.T,"Toyo Seikan Group Holdings,Ltd.",Metal Products,Prime Market (Domestic),data/processed/scores.csv,ok
7256,7256,7256.T,"KASAI KOGYO CO.,LTD.",Transportation Equipment,Standard Market(Domestic),data/processed/scores.csv,ok
4992,4992,4992.T,"HOKKO CHEMICAL INDUSTRY CO.,LTD.",Chemicals,Standard Market(Domestic),data/processed/scores.csv,ok
8387,8387,8387.T,"The Shikoku Bank, Ltd.",Banks,Prime Market (Domestic),data/processed/scores.csv,ok
4430,4430,4430.T,"TOKAI SOFT CO.,LTD.",Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
2326,2326,2326.T,Digital Arts Inc.,Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
7833,7833,7833.T,IFIS JAPAN LTD.,Other Products,Standard Market(Domestic),data/processed/scores.csv,ok
5192,5192,5192.T,Mitsuboshi Belting Ltd.,Rubber Products,Prime Market (Domestic),data/processed/scores.csv,ok
4290,4290,4290.T,Prestige International Inc.,Services,Prime Market (Domestic),data/processed/scores.csv,ok
2301,2301,2301.T,"GAKUJO CO.,Ltd.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
8388,8388,8388.T,"The Awa Bank,Ltd.",Banks,Prime Market (Domestic),data/processed/scores.csv,ok
6240,6240,6240.T,YAMASHIN-FILTER CORP.,Machinery,Prime Market (Domestic),data/processed/scores.csv,ok
2818,2818,2818.T,"PIETRO Co.,Ltd.",Foods,Standard Market(Domestic),data/processed/scores.csv,ok
6535,6535,6535.T,"i-mobile Co.,Ltd.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
9768,9768,9768.T,"IDEA Consultants,Inc.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
9619,9619,9619.T,"ICHINEN HOLDINGS CO.,LTD.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
1379,1379,1379.T,HOKUTO CORPORATION,"Fishery, Agriculture and Forestry",Prime Market (Domestic),data/processed/scores.csv,ok
6888,6888,6888.T,ACMOS INC.,Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
4481,4481,4481.T,"BASE CO.,LTD.",Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
2208,2208,2208.T,BOURBON CORPORATION,Foods,Standard Market(Domestic),data/processed/scores.csv,ok
2198,2198,2198.T,IKK Holdings Inc.,Services,Prime Market (Domestic),data/processed/scores.csv,ok
1941,1941,1941.T,CHUDENKO CORPORATION,Construction,Prime Market (Domestic),data/processed/scores.csv,ok
3150,3150,3150.T,"grems,Inc.",Electric Power and Gas,Prime Market (Domestic),data/processed/scores.csv,ok
4463,4463,4463.T,"NICCA CHEMICAL CO.,LTD.",Chemicals,Standard Market(Domestic),data/processed/scores.csv,ok
5930,5930,5930.T,"Bunka Shutter Co.,Ltd.",Metal Products,Prime Market (Domestic),data/processed/scores.csv,ok
6059,6059,6059.T,"UCHIYAMA HOLDINGS Co.,Ltd.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
4362,4362,4362.T,"Nippon Fine Chemical Co.,Ltd.",Chemicals,Prime Market (Domestic),data/processed/scores.csv,ok
9404,9404,9404.T,"Nippon Television Holdings,Inc.",Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
9699,9699,9699.T,"NISHIO HOLDINGS CO.,LTD.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
3431,3431,3431.T,"MIYAJI ENGINEERING GROUP,INC.",Metal Products,Prime Market (Domestic),data/processed/scores.csv,ok
3553,3553,3553.T,"KYOWA LEATHER CLOTH CO.,LTD.",Chemicals,Standard Market(Domestic),data/processed/scores.csv,ok
8336,8336,8336.T,"The Musashino Bank,Ltd.",Banks,Prime Market (Domestic),data/processed/scores.csv,ok
3096,3096,3096.T,OCEAN SYSTEM CORPORATION,Retail Trade,Standard Market(Domestic),data/processed/scores.csv,ok
7266,7266,7266.T,"Imasen Electric Industrial Co.,Ltd.",Transportation Equipment,Standard Market(Domestic),data/processed/scores.csv,ok
9928,9928,9928.T,"MIROKU JYOHO SERVICE CO.,LTD.",Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
7966,7966,7966.T,LINTEC Corporation,Other Products,Prime Market (Domestic),data/processed/scores.csv,ok
4390,4390,4390.T,"IPS,Inc.",Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
7600,7600,7600.T,"Japan Medical Dynamic Marketing,INC.",Precision Instruments,Prime Market (Domestic),data/processed/scores.csv,ok
3766,3766,3766.T,"SYSTEMS DESIGN Co.,Ltd.",Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
7377,7377,7377.T,"DN HOLDINGS CO.,LTD.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
8362,8362,8362.T,"The Fukui Bank,Ltd.",Banks,Prime Market (Domestic),data/processed/scores.csv,ok
3771,3771,3771.T,"SYSTEM RESEARCH CO.,LTD.",Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
9340,9340,9340.T,"ASO INTERNATIONAL,INC.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
9067,9067,9067.T,MARUWN CORPORATION,Land Transportation,Standard Market(Domestic),data/processed/scores.csv,ok
5122,5122,5122.T,"OKAMOTO INDUSTRIES,INC.",Rubber Products,Prime Market (Domestic),data/processed/scores.csv,ok
5936,5936,5936.T,"TOYO SHUTTER CO.,LTD.",Metal Products,Standard Market(Domestic),data/processed/scores.csv,ok
2325,2325,2325.T,"NJS Co.,Ltd.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
7931,7931,7931.T,"MIRAI INDUSTRY CO.,LTD.",Chemicals,Prime Market (Domestic),data/processed/scores.csv,ok
9083,9083,9083.T,"Shinki Bus Co.,Ltd.",Land Transportation,Standard Market(Domestic),data/processed/scores.csv,ok
9686,9686,9686.T,"TOYO TEC CO.,LTD.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
7081,7081,7081.T,"Koyou Rentia Co.,Ltd.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
9780,9780,9780.T,HARIMA B.STEM CORPORATION,Services,Standard Market(Domestic),data/processed/scores.csv,ok
8418,8418,8418.T,"Yamaguchi Financial Group,Inc.",Banks,Prime Market (Domestic),data/processed/scores.csv,ok
9539,9539,9539.T,"KEIYO GAS CO.,LTD.",Electric Power and Gas,Standard Market(Domestic),data/processed/scores.csv,ok
4685,4685,4685.T,"Ryoyu Systems Co.,Ltd.",Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
4189,4189,4189.T,"KH Neochem Co.,Ltd.",Chemicals,Prime Market (Domestic),data/processed/scores.csv,ok
4709,4709,4709.T,ID Holdings Corporation,Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
9889,9889,9889.T,JBCC Holdings Inc.,Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
3252,3252,3252.T,"JINUSHI Co.,Ltd.",Real Estate,Prime Market (Domestic),data/processed/scores.csv,ok
2483,2483,2483.T,HONYAKU Center Inc.,Services,Standard Market(Domestic),data/processed/scores.csv,ok
4335,4335,4335.T,"IPS HOLDINGS CO.,LTD.",Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
4112,4112,4112.T,"Hodogaya Chemical Co.,Ltd.",Chemicals,Prime Market (Domestic),data/processed/scores.csv,ok
8395,8395,8395.T,THE BANK OF SAGA LTD.,Banks,Prime Market (Domestic),data/processed/scores.csv,ok
4925,4925,4925.T,"HABA LABORATORIES,INC.",Chemicals,Standard Market(Domestic),data/processed/scores.csv,ok
6897,6897,6897.T,TWINBIRD CORPORATION,Electric Appliances,Standard Market(Domestic),data/processed/scores.csv,ok
8601,8601,8601.T,Daiwa Securities Group Inc.,Securities and Commodities Futures,Prime Market (Domestic),data/processed/scores.csv,ok
8864,8864,8864.T,"AIRPORT FACILITIES Co.,LTD.",Real Estate,Standard Market(Domestic),data/processed/scores.csv,ok
8604,8604,8604.T,"Nomura Holdings, Inc.",Securities and Commodities Futures,Prime Market (Domestic),data/processed/scores.csv,ok
4671,4671,4671.T,"FALCO HOLDINGS Co.,Ltd.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
3371,3371,3371.T,SOFTCREATE HOLDINGS CORP.,Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
2186,2186,2186.T,Sobal Corporation,Services,Standard Market(Domestic),data/processed/scores.csv,ok
5970,5970,5970.T,G-TEKT CORPORATION,Metal Products,Prime Market (Domestic),data/processed/scores.csv,ok
4012,4012,4012.T,"AXIS CO.,LTD.",Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
5108,5108,5108.T,BRIDGESTONE CORPORATION,Rubber Products,Prime Market (Domestic),data/processed/scores.csv,ok
2410,2410,2410.T,"CAREER DESIGN CENTER CO.,LTD.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
2503,2503,2503.T,"Kirin Holdings Company,Limited",Foods,Prime Market (Domestic),data/processed/scores.csv,ok
2117,2117,2117.T,"WELLNEO SUGAR Co.,Ltd.",Foods,Prime Market (Domestic),data/processed/scores.csv,ok
2702,2702,2702.T,"McDonald's Holdings Company(Japan),Ltd.",Retail Trade,Standard Market(Domestic),data/processed/scores.csv,ok
6995,6995,6995.T,"TOKAI RIKA CO.,LTD.",Transportation Equipment,Prime Market (Domestic),data/processed/scores.csv,ok
6540,6540,6540.T,SEMBA CORPORATION,Services,Standard Market(Domestic),data/processed/scores.csv,ok
4674,4674,4674.T,CRESCO LTD.,Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
8803,8803,8803.T,"HEIWA REAL ESTATE CO.,LTD.",Real Estate,Prime Market (Domestic),data/processed/scores.csv,ok
9723,9723,9723.T,"THE KYOTO HOTEL,LTD.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
2317,2317,2317.T,Systena Corporation,Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
6200,6200,6200.T,"Insource Co.,Ltd.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
7327,7327,7327.T,"Daishi Hokuetsu Financial Group,Inc.",Banks,Prime Market (Domestic),data/processed/scores.csv,ok
7219,7219,7219.T,"HKS CO.,LTD.",Transportation Equipment,Standard Market(Domestic),data/processed/scores.csv,ok
6428,6428,6428.T,OIZUMI Corporation,Machinery,Standard Market(Domestic),data/processed/scores.csv,ok
4985,4985,4985.T,Earth Corporation,Chemicals,Prime Market (Domestic),data/processed/scores.csv,ok
2612,2612,2612.T,KADOYA SESAME MILLS INCORPORATED,Foods,Standard Market(Domestic),data/processed/scores.csv,ok
4231,4231,4231.T,TIGERS POLYMER CORPORATION,Chemicals,Standard Market(Domestic),data/processed/scores.csv,ok
7043,7043,7043.T,"Alue Co.,Ltd.",Services,Growth Market(Domestic),data/processed/scores.csv,ok
4372,4372,4372.T,"YMIRLINK,Inc.",Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
3443,3443,3443.T,"KAWADA TECHNOLOGIES,INC.",Metal Products,Prime Market (Domestic),data/processed/scores.csv,ok
6493,6493,6493.T,NITTAN Corporation,Transportation Equipment,Standard Market(Domestic),data/processed/scores.csv,ok
7314,7314,7314.T,"ODAWARA AUTO-MACHINE MFG.CO.,LTD.",Transportation Equipment,Standard Market(Domestic),data/processed/scores.csv,ok
7264,7264,7264.T,MURO CORPORATION,Transportation Equipment,Standard Market(Domestic),data/processed/scores.csv,ok
9793,9793,9793.T,"Daiseki Co.,Ltd.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
4613,4613,4613.T,"KANSAI PAINT CO.,LTD.",Chemicals,Prime Market (Domestic),data/processed/scores.csv,ok
3848,3848,3848.T,"Data Applications Company,Limited",Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
9434,9434,9434.T,SoftBank Corp.,Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
9322,9322,9322.T,"KAWANISHI WAREHOUSE CO.,LTD.",Warehousing and Harbor Transportation Service,Standard Market(Domestic),data/processed/scores.csv,ok
4847,4847,4847.T,INTELLIGENT WAVE INC.,Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
3426,3426,3426.T,"ATOM LIVIN TECH Co.,Ltd.",Metal Products,Standard Market(Domestic),data/processed/scores.csv,ok
7246,7246,7246.T,"PRESS KOGYO CO.,LTD.",Transportation Equipment,Prime Market (Domestic),data/processed/scores.csv,ok
2874,2874,2874.T,"YOKOREI CO.,LTD.",Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
6055,6055,6055.T,"JAPAN MATERIAL Co.,Ltd.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
4662,4662,4662.T,Focus Systems Corporation,Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
9074,9074,9074.T,"Japan Oil Transportation Co.,Ltd.",Land Transportation,Standard Market(Domestic),data/processed/scores.csv,ok
6664,6664,6664.T,"OPTOELECTRONICS CO.,LTD.",Electric Appliances,Standard Market(Domestic),data/processed/scores.csv,ok
4389,4389,4389.T,"Property Data Bank,Inc.",Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
6298,6298,6298.T,"Y.A.C.HOLDINGS CO.,LTD.",Machinery,Prime Market (Domestic),data/processed/scores.csv,ok
6196,6196,6196.T,"Strike Group Co.,Ltd.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
4301,4301,4301.T,AMUSE INC.,Services,Prime Market (Domestic),data/processed/scores.csv,ok
9742,9742,9742.T,INES Corporation,Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
2268,2268,2268.T,"B-R 31 ICE CREAM CO.,LTD.",Foods,Standard Market(Domestic),data/processed/scores.csv,ok
6038,6038,6038.T,"IID,Inc.",Services,Growth Market(Domestic),data/processed/scores.csv,ok
4931,4931,4931.T,"Shinnihonseiyaku Co.,Ltd.",Chemicals,Prime Market (Domestic),data/processed/scores.csv,ok
3593,3593,3593.T,"HOGY MEDICAL CO.,LTD.",Textiles and Apparels,Prime Market (Domestic),data/processed/scores.csv,ok
2749,2749,2749.T,"JP-HOLDINGS,INC.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
4245,4245,4245.T,"Daiki Axis Co.,Ltd.",Chemicals,Standard Market(Domestic),data/processed/scores.csv,ok
3010,3010,3010.T,"Polaris Holdings Co.,Ltd.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
9505,9505,9505.T,Hokuriku Electric Power Company,Electric Power and Gas,Prime Market (Domestic),data/processed/scores.csv,ok
5923,5923,5923.T,"TAKADAKIKO(Steel Construction)CO.,LTD.",Metal Products,Standard Market(Domestic),data/processed/scores.csv,ok
2497,2497,2497.T,"UNITED,Inc.",Services,Growth Market(Domestic),data/processed/scores.csv,ok
9766,9766,9766.T,KONAMI GROUP CORPORATION,Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
5290,5290,5290.T,Vertex Corporation,Glass and Ceramics Products,Standard Market(Domestic),data/processed/scores.csv,ok
7368,7368,7368.T,"HYOJITO Co.,Ltd.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
4691,4691,4691.T,WASHINGTON HOTEL CORPORATION,Services,Standard Market(Domestic),data/processed/scores.csv,ok
4183,4183,4183.T,"Mitsui Chemicals,Inc.",Chemicals,Prime Market (Domestic),data/processed/scores.csv,ok
4093,4093,4093.T,"Toho Acetylene Co.,Ltd.",Chemicals,Standard Market(Domestic),data/processed/scores.csv,ok
5355,5355,5355.T,"Nippon Crucible Co.,Ltd.",Glass and Ceramics Products,Standard Market(Domestic),data/processed/scores.csv,ok
9950,9950,9950.T,"HACHI-BAN CO.,LTD.",Retail Trade,Standard Market(Domestic),data/processed/scores.csv,ok
6090,6090,6090.T,"Human Metabolome Technologies,Inc.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
9247,9247,9247.T,TRE HOLDINGS CORPORATION,Services,Prime Market (Domestic),data/processed/scores.csv,ok
4544,4544,4544.T,"H.U. Group Holdings,Inc.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
4718,4718,4718.T,"WASEDA ACADEMY CO.,LTD.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
5280,5280,5280.T,"Yoshicon Co.,Ltd.",Real Estate,Standard Market(Domestic),data/processed/scores.csv,ok
9042,9042,9042.T,"Hankyu Hanshin Holdings,Inc.",Land Transportation,Prime Market (Domestic),data/processed/scores.csv,ok
7226,7226,7226.T,"KYOKUTO KAIHATSU KOGYO CO.,LTD.",Transportation Equipment,Prime Market (Domestic),data/processed/scores.csv,ok
9612,9612,9612.T,"LUCKLAND CO.,LTD.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
6233,6233,6233.T,KLASS Corporation,Machinery,Standard Market(Domestic),data/processed/scores.csv,ok
2573,2573,2573.T,"HOKKAIDO COCA-COLA BOTTLING CO.,LTD.",Foods,Standard Market(Domestic),data/processed/scores.csv,ok
4722,4722,4722.T,Future Corporation,Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
8600,8600,8600.T,"TOMONY Holdings,Inc.",Banks,Prime Market (Domestic),data/processed/scores.csv,ok
6594,6594,6594.T,NIDEC CORPORATION,Electric Appliances,Prime Market (Domestic),data/processed/scores.csv,ok
3636,3636,3636.T,"Mitsubishi Research Institute,Inc.",Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
7443,7443,7443.T,"YOKOHAMA GYORUI CO.,LTD.",Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
4792,4792,4792.T,"YAMADA Consulting Group Co.,Ltd.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
2597,2597,2597.T,UNICAFE INC.,Foods,Standard Market(Domestic),data/processed/scores.csv,ok
4528,4528,4528.T,"ONO PHARMACEUTICAL CO.,LTD.",Pharmaceutical,Prime Market (Domestic),data/processed/scores.csv,ok
1950,1950,1950.T,"NIPPON DENSETSU KOGYO CO.,LTD.",Construction,Prime Market (Domestic),data/processed/scores.csv,ok
4812,4812,4812.T,DENTSU SOKEN INC.,Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
1434,1434,1434.T,"JESCO Holdings,Inc.",Construction,Standard Market(Domestic),data/processed/scores.csv,ok
4409,4409,4409.T,"TOHO CHEMICAL INDUSTRY COMPANY,LIMITED",Chemicals,Standard Market(Domestic),data/processed/scores.csv,ok
9697,9697,9697.T,"CAPCOM CO.,LTD.",Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
9644,9644,9644.T,"TANABE CONSULTING GROUP CO.,LTD.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
6370,6370,6370.T,Kurita Water Industries Ltd.,Machinery,Prime Market (Domestic),data/processed/scores.csv,ok
4967,4967,4967.T,"KOBAYASHI PHARMACEUTICAL CO.,LTD.",Chemicals,Prime Market (Domestic),data/processed/scores.csv,ok
9466,9466,9466.T,Aidma Marketing Communication Corporation,Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
9072,9072,9072.T,"NIKKON Holdings Co.,Ltd.",Land Transportation,Prime Market (Domestic),data/processed/scores.csv,ok
6564,6564,6564.T,"MIDAC HOLDINGS CO.,LTD.",Services,Prime Market (Domestic),data/processed/scores.csv,ok
7296,7296,7296.T,"F.C.C.CO.,LTD.",Transportation Equipment,Prime Market (Domestic),data/processed/scores.csv,ok
5753,5753,5753.T,"NIPPON SHINDO CO.,LTD.",Nonferrous Metals,Standard Market(Domestic),data/processed/scores.csv,ok
4914,4914,4914.T,TAKASAGO INTERNATIONAL CORPORATION,Chemicals,Prime Market (Domestic),data/processed/scores.csv,ok
7297,7297,7297.T,"CAR MATE MFG. CO.,LTD.",Transportation Equipment,Standard Market(Domestic),data/processed/scores.csv,ok
2114,2114,2114.T,Fuji Nihon Corporation,Foods,Standard Market(Domestic),data/processed/scores.csv,ok
7282,7282,7282.T,"TOYODA GOSEI CO.,LTD.",Transportation Equipment,Prime Market (Domestic),data/processed/scores.csv,ok
9508,9508,9508.T,"Kyushu Electric Power Company,Incorporated",Electric Power and Gas,Prime Market (Domestic),data/processed/scores.csv,ok
5929,5929,5929.T,Sanwa Holdings Corporation,Metal Products,Prime Market (Domestic),data/processed/scores.csv,ok
9020,9020,9020.T,East Japan Railway Company,Land Transportation,Prime Market (Domestic),data/processed/scores.csv,ok
7908,7908,7908.T,"KIMOTO CO.,LTD.",Chemicals,Standard Market(Domestic),data/processed/scores.csv,ok
1926,1926,1926.T,"RAITO KOGYO CO.,LTD.",Construction,Prime Market (Domestic),data/processed/scores.csv,ok
5816,5816,5816.T,"Onamba Co.,Ltd.",Nonferrous Metals,Standard Market(Domestic),data/processed/scores.csv,ok
1450,1450,1450.T,TANAKEN Inc.,Construction,Standard Market(Domestic),data/processed/scores.csv,ok
1414,1414,1414.T,"SHO-BOND Holdings Co.,Ltd.",Construction,Prime Market (Domestic),data/processed/scores.csv,ok
6125,6125,6125.T,"OKAMOTO MACHINE TOOL WORKS,LTD.",Machinery,Standard Market(Domestic),data/processed/scores.csv,ok
2816,2816,2816.T,"DAISHO CO.,LTD.",Foods,Standard Market(Domestic),data/processed/scores.csv,ok
9376,9376,9376.T,"EURASIA TRAVEL Co.,Ltd.",Services,Standard Market(Domestic),data/processed/scores.csv,ok
2911,2911,2911.T,"ASAHIMATSU FOODS CO.,LTD.",Foods,Standard Market(Domestic),data/processed/scores.csv,ok
4929,4929,4929.T,"ADJUVANT HOLDINGS CO.,LTD.",Chemicals,Standard Market(Domestic),data/processed/scores.csv,ok
1976,1976,1976.T,"MEISEI INDUSTRIAL Co.,Ltd.",Construction,Prime Market (Domestic),data/processed/scores.csv,ok
2763,2763,2763.T,"FTGroup CO.,LTD.",Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
6707,6707,6707.T,"Sanken Electric Co.,Ltd.",Electric Appliances,Prime Market (Domestic),data/processed/scores.csv,ok
3512,3512,3512.T,Nippon Felt Company Limited,Textiles and Apparels,Standard Market(Domestic),data/processed/scores.csv,ok
6315,6315,6315.T,TOWA CORPORATION,Machinery,Prime Market (Domestic),data/processed/scores.csv,ok
7021,7021,7021.T,"NITCHITSU CO.,LTD.",Machinery,Standard Market(Domestic),data/processed/scores.csv,ok
4063,4063,4063.T,"Shin-Etsu Chemical Co.,Ltd.",Chemicals,Prime Market (Domestic),data/processed/scores.csv,ok
4495,4495,4495.T,"i Cubed Systems,Inc.",Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
2354,2354,2354.T,YE DIGITAL Corporation,Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
7927,7927,7927.T,MUTO SEIKO CO.,Chemicals,Standard Market(Domestic),data/processed/scores.csv,ok
2961,2961,2961.T,NITCHO CORPORATION,Metal Products,Standard Market(Domestic),data/processed/scores.csv,ok
2329,2329,2329.T,TOHOKUSHINSHA FILM CORPORATION,Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
6334,6334,6334.T,"Meiji Machine Co.,Ltd.",Machinery,Standard Market(Domestic),data/processed/scores.csv,ok
7521,7521,7521.T,"MUSASHI CO.,LTD.",Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
2814,2814,2814.T,"SATO FOODS INDUSTRIES CO.,LTD.",Foods,Standard Market(Domestic),data/processed/scores.csv,ok
4838,4838,4838.T,SPACE SHOWER SKIYAKI HOLDINGS INC.,Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
3842,3842,3842.T,"Nextgen,Inc.",Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
1878,1878,1878.T,"DAITO TRUST CONSTRUCTION CO.,LTD.",Real Estate,Prime Market (Domestic),data/processed/scores.csv,ok
4927,4927,4927.T,POLA ORBIS HOLDINGS INC.,Chemicals,Prime Market (Domestic),data/processed/scores.csv,ok
5840,5840,5840.T,"Nippon Souken Co.,Ltd.",Insurance,PRO Market,data/processed/scores.csv,ok
5724,5724,5724.T,"Asaka Riken Co.,Ltd.",Nonferrous Metals,Standard Market(Domestic),data/processed/scores.csv,ok
8157,8157,8157.T,"TSUZUKI DENKI CO.,LTD.",Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
3991,3991,3991.T,"Wantedly,Inc",Information & Communication,Growth Market(Domestic),data/processed/scores.csv,ok
3640,3640,3640.T,"DENSAN CO.,LTD.",Information & Communication,Standard Market(Domestic),data/processed/scores.csv,ok
9206,9206,9206.T,Star Flyer Inc.,Air Transportation,Standard Market(Domestic),data/processed/scores.csv,ok
4234,4234,4234.T,"Sun A.Kaken Company,Limited",Chemicals,Standard Market(Domestic),data/processed/scores.csv,ok
7242,7242,7242.T,KYB Corporation,Transportation Equipment,Prime Market (Domestic),data/processed/scores.csv,ok
7483,7483,7483.T,"DOSHISHA CO.,LTD.",Wholesale Trade,Prime Market (Domestic),data/processed/scores.csv,ok
8285,8285,8285.T,"MITANI SANGYO CO.,LTD.",Wholesale Trade,Standard Market(Domestic),data/processed/scores.csv,ok
3925,3925,3925.T,Double Standard Inc.,Information & Communication,Prime Market (Domestic),data/processed/scores.csv,ok
