code,ticker,company_name,sector_33,market,close,sector,market_equity_final,market_equity_method,book_equity,net_income,pbr_raw,per_raw,bm_raw,bm_method,ep_raw,ep_method,bm_winsorized,ep_winsorized,bm_available,ep_available,value_metric_quality_flag,notes,F_ROA,F_CFO,F_DROA,F_ACCRUAL,F_DTURN,F_DLEVER,piotroski_available_signal_score,available_signal_count,sloan_accruals,sloan_accruals_winsorized,value_pass,quality_pass,earnings_quality_pass,distress_pass,phase1_revised_candidate
6492,6492.T,OKANO VALVE MFG.CO.LTD.,Machinery,Standard Market(Domestic),17060.0,Machinery,27381300000.0,close_times_edinet_shares_outstanding,12001000000.0,825000000.0,,,0.4382918269037628,book_equity_over_market_equity,0.0301300522619451,net_income_over_market_equity,0.4382918269037628,0.0301300522619451,True,True,B_price_times_shares,,1,1,0,0,0,1,3,6,0.008832632054804048,0.008832632054804048,False,False,False,True,False
6914,6914.T,"OPTEX GROUP Company,Limited",Electric Appliances,Prime Market (Domestic),4380.0,Electric Appliances,156018595920.0,close_times_edinet_shares_outstanding,56149000000.0,6599000000.0,,,0.3598865870372973,book_equity_over_market_equity,0.0422962401442434,net_income_over_market_equity,0.3598865870372973,0.0422962401442434,True,True,B_price_times_shares,,1,1,1,1,0,1,5,6,-0.03729683042374434,-0.03729683042374434,False,True,True,True,False
7999,7999.T,"MUTOH HOLDINGS CO.,LTD.",Electric Appliances,Standard Market(Domestic),7560.0,Electric Appliances,34593940080.0,close_times_edinet_shares_outstanding,24604000000.0,1462000000.0,,,0.711222831024803,book_equity_over_market_equity,0.0422617370735759,net_income_over_market_equity,0.711222831024803,0.0422617370735759,True,True,B_price_times_shares,,1,1,1,0,0,1,4,6,0.004773839360305526,0.004773839360305526,False,True,False,True,False
6741,6741.T,"Nippon Signal Company,Limited",Electric Appliances,Prime Market (Domestic),1590.0,Electric Appliances,99170214360.0,close_times_edinet_shares_outstanding,102623000000.0,8503000000.0,,,1.0348167608821128,book_equity_over_market_equity,0.0857414704089785,net_income_over_market_equity,1.0348167608821128,0.0857414704089785,True,True,B_price_times_shares,,1,1,1,0,1,1,5,6,0.016408523986909375,0.016408523986909375,False,True,False,True,False
6929,6929.T,"NIPPON CERAMIC CO.,LTD.",Electric Appliances,Prime Market (Domestic),3975.0,Electric Appliances,84242401575.0,close_times_edinet_shares_outstanding,50037000000.0,7262000000.0,,,0.5939645483094717,book_equity_over_market_equity,0.0862036203174327,net_income_over_market_equity,0.5939645483094717,0.0862036203174327,True,True,B_price_times_shares,,1,1,1,0,1,0,4,6,0.04139277805868917,0.04139277805868917,False,True,False,True,False
6785,6785.T,"SUZUKI CO.,LTD.",Electric Appliances,Prime Market (Domestic),3420.0,Electric Appliances,49086918000.0,close_times_edinet_shares_outstanding,27901814000.0,3173055000.0,,,0.5684164974464275,book_equity_over_market_equity,0.0646415609144579,net_income_over_market_equity,0.5684164974464275,0.0646415609144579,True,True,B_price_times_shares,,1,1,1,1,1,0,5,6,-0.060590497480915224,-0.060590497480915224,False,True,True,True,False
6824,6824.T,"NEW COSMOS ELECTRIC CO.,LTD.",Electric Appliances,Standard Market(Domestic),4305.0,Electric Appliances,53214105000.0,close_times_edinet_shares_outstanding,51260878000.0,3807820000.0,,,0.9632949384378446,book_equity_over_market_equity,0.071556591997554,net_income_over_market_equity,0.9632949384378446,0.071556591997554,True,True,B_price_times_shares,,1,1,1,1,1,1,6,6,-0.016106429404286526,-0.016106429404286526,False,True,True,True,False
6703,6703.T,"Oki Electric Industry Company,Limited",Electric Appliances,Prime Market (Domestic),3470.0,Electric Appliances,300884400940.0,close_times_edinet_shares_outstanding,145745000000.0,13739000000.0,,,0.4843886872987587,book_equity_over_market_equity,0.0456620547860828,net_income_over_market_equity,0.4843886872987587,0.0456620547860828,True,True,B_price_times_shares,,1,1,0,1,1,1,5,6,-0.061177136118049195,-0.061177136118049195,False,True,True,True,False
6248,6248.T,"Yokota Manufacturing Co., Ltd.",Machinery,Standard Market(Domestic),1692.0,Machinery,3138998400.0,close_times_edinet_shares_outstanding,2918999000.0,319468000.0,,,0.929914140765411,book_equity_over_market_equity,0.1017738651921581,net_income_over_market_equity,0.929914140765411,0.1017738651921581,True,True,B_price_times_shares,,1,1,1,1,1,0,5,6,-0.041218841508423844,-0.041218841508423844,False,True,True,True,False
3723,3723.T,NIHON FALCOM CORPORATION,Information & Communication,Growth Market(Domestic),2349.0,Information & Communication,24147015300.0,close_times_edinet_shares_outstanding,10877198000.0,903682000.0,,,0.4504572455379195,book_equity_over_market_equity,0.0374241697689237,net_income_over_market_equity,0.4504572455379195,0.0374241697689237,True,True,B_price_times_shares,,1,1,0,1,0,0,3,6,-0.009865546687143945,-0.009865546687143945,False,False,True,True,False
6814,6814.T,"FURUNO ELECTRIC CO.,LTD.",Electric Appliances,Prime Market (Domestic),6100.0,Electric Appliances,192814009400.0,close_times_edinet_shares_outstanding,89772000000.0,16777000000.0,,,0.4655885756400852,book_equity_over_market_equity,0.0870113123636959,net_income_over_market_equity,0.4655885756400852,0.0870113123636959,True,True,B_price_times_shares,,1,1,1,1,0,1,5,6,-0.034702113763435176,-0.034702113763435176,False,True,True,True,False
3105,3105.T,Nisshinbo Holdings Inc.,Electric Appliances,Prime Market (Domestic),2422.0,Electric Appliances,378313345858.0,close_times_edinet_shares_outstanding,316591000000.0,17195000000.0,,,0.8368486162759706,book_equity_over_market_equity,0.0454517404375529,net_income_over_market_equity,0.8368486162759706,0.0454517404375529,True,True,B_price_times_shares,,1,1,1,1,1,1,6,6,-0.043321387222468574,-0.043321387222468574,False,True,True,True,False
9880,9880.T,INNOTECH CORPORATION,Electric Appliances,Prime Market (Domestic),4345.0,Electric Appliances,57393539500.0,close_times_edinet_shares_outstanding,26132585000.0,1304346000.0,,,0.4553227632876693,book_equity_over_market_equity,0.0227263558122251,net_income_over_market_equity,0.4553227632876693,0.0227263558122251,True,True,B_price_times_shares,,1,1,0,1,1,1,5,6,-0.008590258851139891,-0.008590258851139891,False,True,True,True,False
6490,6490.T,PILLAR Corporation,Machinery,Prime Market (Domestic),9530.0,Machinery,222355923180.0,close_times_edinet_shares_outstanding,73858000000.0,8299000000.0,,,0.3321611538101955,book_equity_over_market_equity,0.0373230444294567,net_income_over_market_equity,0.3321611538101955,0.0373230444294567,True,True,B_price_times_shares,,1,1,0,1,0,1,4,6,-0.05977957235004317,-0.05977957235004317,False,True,True,True,False
6894,6894.T,"PULSTEC INDUSTRIAL CO.,LTD.",Electric Appliances,Standard Market(Domestic),2124.0,Electric Appliances,2905969716.0,close_times_edinet_shares_outstanding,3863469000.0,359938000.0,,,1.329493896212372,book_equity_over_market_equity,0.1238615798431121,net_income_over_market_equity,1.329493896212372,0.1238615798431121,True,True,B_price_times_shares,,1,1,1,0,0,1,4,6,0.04050133052579465,0.04050133052579465,True,True,False,True,False
6961,6961.T,ENPLAS CORPORATION,Electric Appliances,Prime Market (Domestic),12950.0,Electric Appliances,114414506150.0,close_times_edinet_shares_outstanding,56216000000.0,4059000000.0,,,0.4913362989680658,book_equity_over_market_equity,0.0354762707683111,net_income_over_market_equity,0.4913362989680658,0.0354762707683111,True,True,B_price_times_shares,,1,1,0,1,0,1,4,6,-0.0499987785314691,-0.0499987785314691,False,True,True,True,False
6960,6960.T,"FUKUDA DENSHI CO.,LTD.",Electric Appliances,Standard Market(Domestic),11500.0,Electric Appliances,334334900000.0,close_times_edinet_shares_outstanding,181652000000.0,18667000000.0,,,0.5433234759518076,book_equity_over_market_equity,0.0558332378701715,net_income_over_market_equity,0.5433234759518076,0.0558332378701715,True,True,B_price_times_shares,,1,1,0,1,0,1,4,6,-0.06669377417893281,-0.06669377417893281,False,True,True,True,False
6419,6419.T,Mars Group Holdings Corporation,Machinery,Prime Market (Domestic),2978.0,Machinery,54922062800.0,close_times_edinet_shares_outstanding,78230262000.0,8716277000.0,,,1.4243868130896205,book_equity_over_market_equity,0.1587026516418462,net_income_over_market_equity,1.4243868130896205,0.1587026516418462,True,True,B_price_times_shares,,1,1,0,1,1,1,5,6,-0.02264354153649078,-0.02264354153649078,True,True,True,True,True
7747,7747.T,"ASAHI INTECC CO.,LTD.",Precision Instruments,Prime Market (Domestic),3700.0,Precision Instruments,997775300000.0,close_times_edinet_shares_outstanding,151354000000.0,21662000000.0,,,0.1516914680088793,book_equity_over_market_equity,0.0217102989019672,net_income_over_market_equity,0.1516914680088793,0.0217102989019672,True,True,B_price_times_shares,,1,1,1,1,1,0,5,6,-0.09813384060852233,-0.09813384060852233,False,True,True,True,False
5214,5214.T,"Nippon Electric Glass Co.,Ltd.",Glass and Ceramics Products,Prime Market (Domestic),6888.0,Glass and Ceramics Products,507534180352.0,raw_market_cap,496181000000.0,31537000000.0,1.0313244,18.025751,0.9776307078586786,book_equity_over_market_equity,0.0621376869201745,net_income_over_market_equity,0.9776307078586786,0.0621376869201745,True,True,A_raw_market_cap,,1,1,1,1,1,1,6,6,-0.029346057787044886,-0.029346057787044886,False,True,True,True,False
7749,7749.T,"MEDIKIT CO.,LTD.",Precision Instruments,Standard Market(Domestic),2850.0,Precision Instruments,41654745000.0,close_times_edinet_shares_outstanding,45156021000.0,3013544000.0,,,1.0840546737232457,book_equity_over_market_equity,0.0723457555675829,net_income_over_market_equity,1.0840546737232457,0.0723457555675829,True,True,B_price_times_shares,,1,1,0,1,1,0,4,6,-0.010592973932360599,-0.010592973932360599,False,True,True,True,False
6866,6866.T,HIOKI E.E.CORPORATION,Electric Appliances,Prime Market (Domestic),13180.0,Electric Appliances,178440922700.0,close_times_edinet_shares_outstanding,43956278000.0,5457622000.0,,,0.2463351866539076,book_equity_over_market_equity,0.0305850357497619,net_income_over_market_equity,0.2463351866539076,0.0305850357497619,True,True,B_price_times_shares,,1,1,0,1,0,1,4,6,-0.04142628467176189,-0.04142628467176189,False,True,True,True,False
6996,6996.T,NICHICON CORPORATION,Electric Appliances,Prime Market (Domestic),3970.0,Electric Appliances,266622421000.0,close_times_edinet_shares_outstanding,113814000000.0,10269000000.0,,,0.4268733273560666,book_equity_over_market_equity,0.0385151404802524,net_income_over_market_equity,0.4268733273560666,0.0385151404802524,True,True,B_price_times_shares,,1,1,0,1,1,1,5,6,-0.0404336214297693,-0.0404336214297693,False,True,True,True,False
6925,6925.T,USHIO INC.,Electric Appliances,Prime Market (Domestic),4060.0,Electric Appliances,361138218000.0,close_times_edinet_shares_outstanding,200509000000.0,27712000000.0,,,0.555214015039527,book_equity_over_market_equity,0.0767351629342093,net_income_over_market_equity,0.555214015039527,0.0767351629342093,True,True,B_price_times_shares,,1,1,1,0,1,0,4,6,0.022959754272662832,0.022959754272662832,False,True,False,True,False
1948,1948.T,"The Kodensha,Co.,Ltd.",Construction,Standard Market(Domestic),11460.0,Construction,100087056000.0,close_times_edinet_shares_outstanding,21914000000.0,2789000000.0,,,0.2189493914178073,book_equity_over_market_equity,0.0278657412003406,net_income_over_market_equity,0.2189493914178073,0.0278657412003406,True,True,B_price_times_shares,,1,1,1,0,1,1,5,6,0.05085183665405249,0.05085183665405249,False,True,False,True,False
5187,5187.T,"CREATE MEDIC CO.,LTD.",Precision Instruments,Standard Market(Domestic),1098.0,Precision Instruments,9206869446.0,close_times_edinet_shares_outstanding,16332321000.0,713734000.0,,,1.7739277281808,book_equity_over_market_equity,0.0775218986416808,net_income_over_market_equity,1.7739277281808,0.0775218986416808,True,True,B_price_times_shares,,1,1,0,0,1,1,4,6,0.009137082310175914,0.009137082310175914,True,True,False,True,False
5706,5706.T,"Mitsui Kinzoku Company,Limited",Nonferrous Metals,Prime Market (Domestic),53840.0,Nonferrous Metals,3080310489088.0,raw_market_cap,340856000000.0,67505000000.0,7.475629,33.747658,0.1106563774033437,book_equity_over_market_equity,0.0219149985818431,net_income_over_market_equity,0.1106563774033437,0.0219149985818431,True,True,A_raw_market_cap,,1,1,1,1,1,1,6,6,-0.01415705677377125,-0.01415705677377125,False,True,True,True,False
6136,6136.T,OSG Corporation,Machinery,Prime Market (Domestic),3443.0,Machinery,282985048731.0,close_times_edinet_shares_outstanding,193857000000.0,14790000000.0,,,0.6850432588906018,book_equity_over_market_equity,0.052264245289012,net_income_over_market_equity,0.6850432588906018,0.052264245289012,True,True,B_price_times_shares,,1,1,1,1,0,1,5,6,-0.03796739105528987,-0.03796739105528987,False,True,True,True,False
6855,6855.T,JAPAN ELECTRONIC MATERIALS CORPORATION,Electric Appliances,Standard Market(Domestic),7480.0,Electric Appliances,109563117568.0,raw_market_cap,27914000000.0,3454000000.0,2.210824,17.561983,0.2547755177071815,book_equity_over_market_equity,0.0315252073569035,net_income_over_market_equity,0.2547755177071815,0.0315252073569035,True,True,A_raw_market_cap,,1,1,1,0,1,0,4,6,0.04429972664415501,0.04429972664415501,False,True,False,True,False
