code,ticker,company_name,sector,phase2_rank,bm_raw,ep_raw,gross_profitability,piotroski_available_ratio,sloan_accruals,avg_daily_value_60d,distress_exclusion_flag,anomaly_flag_bool,phase1_top5_flag,top100_flag,top300_flag,top1200_flag,top2000_reference_flag,phase3_review_required,phase3_review_reasons,normalization_core_flag,normalization_robust_flag,normalization_fragile_flag,outlier_sensitive_flag,gross_profitability_proxy_flag,phase3_priority_flag,phase3_handoff_note,final_exploratory_weighted_score,gross_profitability_definition_status,gross_profitability_source,gross_profitability_proxy_note,distress_review_flag,anomaly_flags,anomaly_penalty,gp_missing_review_flag,normalization_top1200_count,sector_adjusted_candidate_flag,phase2_review_required,phase2_review_reasons,feature_missing_review_flag,phase3_review_action,rank,bm_score,ep_score,gp_score,piotroski_score,sloan_quality_score,distress_safety_score,liquidity_score,microcap_penalty,one_time_profit_penalty,missingness_penalty,phase2_selected_topn_flag,market,microcap_flag,one_time_profit_suspected,market_equity_final,liquidity_flag,in_market_percentile_top1200,in_sector_percentile_top1200,in_robust_zscore_top1200,in_winsorized_zscore_top1200,market_percentile_rank,market_percentile_score,sector_percentile_rank,sector_percentile_score,robust_zscore_rank,robust_zscore_score,winsorized_zscore_rank,winsorized_zscore_score,normalization_review_note,panel_latest_fiscal_year,panel_years_available,latest_fiscal_year,latest_revenue,latest_gross_profit,latest_operating_income,latest_net_income,latest_total_assets,latest_equity,latest_current_assets,latest_current_liabilities,latest_operating_cf,latest_capex,latest_rd_expense,latest_employees,latest_gross_margin,latest_asset_turnover,latest_current_ratio,latest_leverage,latest_roa,latest_negative_equity_flag,latest_gross_profitability_definition_status,latest_gross_profitability_proxy_flag,latest_feature_missing_review_flag,delta_roa_3y,delta_roe_3y,delta_operating_margin_3y,delta_gross_margin_3y,delta_asset_turnover_3y,delta_current_ratio_3y,delta_leverage_3y,persistent_loss_flag,negative_cfo_flag,cfo_to_net_income,latest_date,close,adj_close,volume,avg_trading_value_60d,phase2_confidence_score,negative_equity_flag,financial_missing_rate,financial_data_missing_too_much,base_hard_exclusion_reasons,base_hard_exclusion_flag,soft_review_reasons,soft_review_flag,bm_value_component,ep_value_component,gp_quality_component,piotroski_component,sloan_quality_component,liquidity_component,delta_roa_component,delta_roe_component,delta_operating_margin_component,delta_gross_margin_component,delta_asset_turnover_component,delta_current_ratio_component,delta_leverage_component,value_score,quality_score,improvement_score,improvement_component_count,execution_safety_score,liquidity_confidence_score,high_sloan_accrual_flag,value_trap_penalty,value_trap_penalty_reasons,transformation_lite_score,transformation_lite_missing_rate,transformation_scoring_reason,valuation_gap_score,capital_efficiency_improvement_score,shareholder_alignment_score,reform_evidence_score,execution_reliability_score,quality_trap_resistance_score,transformation_full_missing_rate,transformation_full_score,transformation_score,transformation_score_method,ai_infrastructure_category,emerging_evidence_level,evidence_snippet,evidence_source,source_type,rd_to_sales,employee_growth_proxy,rd_intensity_component,gross_margin_power_component,gross_profitability_power_component,intangible_capital_score,innovation_capacity_score,bottleneck_pricing_power_score,ai_infrastructure_exposure_score,data_customer_base_score,trust_safety_infrastructure_score,evidence_level_bonus,keyword_only_flag,no_revenue_evidence_flag,no_customer_or_product_evidence_flag,media_only_flag,theme_hype_penalty,financial_guardrail_penalty,emerging_score,emerging_missing_rate,emerging_penalty_reasons,transformation_evidence_level,transformation_evidence_basis,ai_keyword_only_flag,low_pbr_only_flag,evidence_level,evidence_level_label,transformation_grade,emerging_grade,transformation_grade_reason,emerging_grade_reason,role_candidate,dual_combined_score,bridge_score
7261,7261.T,Mazda Motor Corporation,Transportation Equipment,1,2.5609190009374183,0.1628279785698918,0.2279626242047051,0.5,-0.0415734057274953,8166730167.29655,False,False,False,True,True,True,True,True,top100_priority_check,True,True,False,False,False,high,Top100 and normalization core. Prioritize Phase3 moat review.,1.0,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,False,none,0.0,False,4,False,False,none,False,Review listed reasons before Phase3 adoption.,1,0.9362253156361282,0.9069090909090908,0.4316239316239316,0.2102291061632784,0.6859934853420195,1.0,0.9751532752500808,0.0,0.0,0.0,True,Prime Market (Domestic),False,False,706788851712.0,pass,True,True,True,True,1,1.0,3,0.9896495207239666,10,0.9287446459314648,38,0.8666696691948939,Core across normalization methods.,2025,3,2025,5018893000000.0,1078193000000.0,186125000000.0,115085000000.0,4090081000000.0,1810029000000.0,2227652000000.0,1501393000000.0,305626000000.0,,,48783.0,0.2148268552447721,1.2270889011733508,1.4837234488238589,0.5574588865110496,0.0281375845612837,False,original_gross_profit_over_total_assets,False,False,-0.0161176753128407,-0.0354289235112316,-1.4214489265071406e-05,0.0053745573169211,0.0529688349372738,0.1166629835600667,0.0044330532751312,False,False,2.6556545162271363,2026-06-01,1120.5,1120.5,7510000.0,8166730167.29655,0.98,False,0.0,False,none,False,phase3_review_required,True,0.9633333333333334,0.9033333333333332,0.4175,0.1258333333333333,0.6975,0.9533333333333334,0.1716666666666666,0.1525,0.3664440734557596,0.4307692307692308,0.7186978297161937,0.5708333333333333,0.3108333333333333,96.40790468476584,41.36111111111111,38.882063818207385,7,79.9375,92.21212121212122,False,0,none,70.17971851250557,0.0,value=96.4; quality=41.4; improvement=38.9; safety=79.9; penalty=0.0,96.40790468476584,38.882063818207385,,,79.9375,41.36111111111111,0.3333333333333333,,70.17971851250557,lite_due_to_missing_shareholder_or_reform_inputs,,0,no verified company disclosure,,,,,,0.2743589743589744,0.4175,98.91666666666666,35.0,23.061965811965813,0.0,0.0,0.0,0,False,False,True,False,10,0,17.206153846153843,0.0,no_customer_or_product_evidence,3,3 positive three-year financial improvement indicators,False,False,3,Level 3,B,D,score=70.2; evidence=L3; trap=0.0; confidence=0.98,score=17.2; evidence=L0; hype=10.0,Transformation Core,43.692936179329706,77.74419474386698
7211,7211.T,MITSUBISHI MOTORS CORPORATION,Transportation Equipment,2,2.08613505000056,0.1085296350500257,0.2371500267107117,0.8333333333333334,-0.0523004660404182,5211658271.408691,False,False,False,True,True,True,True,True,top100_priority_check,True,True,False,False,False,high,Top100 and normalization core. Prioritize Phase3 moat review.,0.9931305702633936,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,False,none,0.0,False,4,False,False,none,False,Review listed reasons before Phase3 adoption.,2,0.8938167691809648,0.761090909090909,0.4569362261669954,0.707647628267183,0.7602605863192182,1.0,0.958050984188448,0.0,0.0,0.0,True,Prime Market (Domestic),False,False,466683592704.0,pass,True,True,True,True,2,0.9902682589842378,19,0.9534697060404678,26,0.9071496474478764,74,0.8016727929070843,Core across normalization methods.,2025,3,2025,2788232000000.0,536703000000.0,138826000000.0,50649000000.0,2245920000000.0,973565000000.0,1391131000000.0,1003936000000.0,174734000000.0,,,28572.0,0.1924886451342642,1.241465412837501,1.3856769754247282,0.5665183978057989,0.0225515601624278,False,original_gross_profit_over_total_assets,False,False,-0.0575570373363957,-0.1603626573483178,-0.0277055801320428,-0.0201919944222136,0.1249020685360078,-0.0784634906712882,-0.0562992503324907,False,False,3.449900294181524,2026-06-01,348.70001220703125,348.70001220703125,28974600.0,5211658271.408691,0.98,False,0.0,False,none,False,phase3_review_required,True,0.9333333333333332,0.7433333333333333,0.4458333333333333,0.62,0.79,0.9191666666666668,0.04,0.0158333333333333,0.0834724540901502,0.0923076923076923,0.8881469115191987,0.3083333333333333,0.7983333333333333,90.51011579228432,61.861111111111114,31.806100827386302,7,90.58333333333334,90.50378787878788,False,0,none,73.05352257993025,0.0,value=90.5; quality=61.9; improvement=31.8; safety=90.6; penalty=0.0,90.51011579228432,31.806100827386302,,,90.58333333333334,61.861111111111114,0.3333333333333333,,73.05352257993025,lite_due_to_missing_shareholder_or_reform_inputs,,0,no verified company disclosure,,,,,,0.2273504273504273,0.4458333333333333,97.41666666666666,35.0,22.43945868945869,0.0,0.0,0.0,0,False,False,True,False,10,0,16.82410256410256,0.0,no_customer_or_product_evidence,1,1 positive three-year financial improvement indicators,False,False,1,Level 1,B,D,score=73.1; evidence=L1; trap=0.0; confidence=0.98,score=16.8; evidence=L0; hype=10.0,Transformation Core,44.9388125720164,79.46847718432178
9533,9533.T,"TOHO GAS CO.,LTD.",Electric Power and Gas,3,3.7970202710801617,0.2155456004765327,0.2277964850777249,0.6666666666666666,-0.0772013990593917,1168177015.8333333,False,False,False,True,True,True,True,True,top100_priority_check,True,True,False,False,False,high,Top100 and normalization core. Prioritize Phase3 moat review.,0.9905049928140924,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,False,none,0.0,False,4,False,False,none,False,Review listed reasons before Phase3 adoption.,3,0.9812236969893168,0.9545454545454546,0.4312952005259697,0.4406260083898031,0.8680781758957654,1.0,0.8747983220393676,0.0,0.0,0.0,True,Prime Market (Domestic),False,False,118091020850.0,pass,True,True,True,True,3,0.9865486722451432,80,0.9130175479195216,3,0.9835546150419382,70,0.8051527851646008,Core across normalization methods.,2025,3,2025,656010000000.0,172844000000.0,30887000000.0,25454000000.0,758765000000.0,448394000000.0,187725000000.0,120293000000.0,83096000000.0,-44243000000.0,,6074.0,0.2634776908888584,0.8645759886130752,1.5605646213827904,0.4090462791509888,0.03354661851825,False,original_gross_profit_over_total_assets,False,False,-0.0150764184857829,-0.0270114259953739,-0.0148693939246527,0.008276033269887,-0.1535258946806773,0.1297521989473391,-0.0105759662381065,False,False,3.264555669050051,2026-06-01,1210.0,1210.0,577800.0,1168177015.8333333,0.98,False,0.0,False,none,False,phase3_review_required,True,0.9925,0.9625,0.4166666666666667,0.3308333333333333,0.905,0.7541666666666667,0.1875,0.1916666666666666,0.1552587646076794,0.4837606837606837,0.0984974958263772,0.5866666666666667,0.4475,96.36415550411662,55.08333333333334,30.726432536115343,7,89.29166666666666,82.25378787878788,False,0,none,72.15491194633685,0.0,value=96.4; quality=55.1; improvement=30.7; safety=89.3; penalty=0.0,96.36415550411662,30.726432536115343,,,89.29166666666666,55.08333333333334,0.3333333333333333,,72.15491194633685,lite_due_to_missing_shareholder_or_reform_inputs,,0,no verified company disclosure,,,,,,0.4170940170940171,0.4166666666666667,81.41666666666667,35.0,27.79202279202279,0.0,0.0,0.0,0,False,False,True,False,10,0,14.907564102564102,0.0,no_customer_or_product_evidence,2,2 positive three-year financial improvement indicators,False,False,2,Level 2,B,D,score=72.2; evidence=L2; trap=0.0; confidence=0.98,score=14.9; evidence=L0; hype=10.0,Transformation Core,43.531238024450474,78.92931080416575
9507,9507.T,"Shikoku Electric Power Company,Incorporated",Electric Power and Gas,4,1.5210845189509965,0.236369625854869,0.3592865040089916,1.0,-0.0284462935638381,1122384626.6666667,False,False,False,True,True,True,True,True,gross_profitability_proxy;top100_priority_check,True,True,False,False,True,high,Top100 and normalization core. Prioritize Phase3 moat review.,0.9898966402528044,gross_profit_over_total_assets_derived_from_revenue_minus_cost,derived_revenue_minus_cost_of_sales_panel_confirmed,Gross profit was reconstructed as revenue minus cost of sales in the point-in-time panel.,False,none,0.0,False,4,False,False,none,False,Review listed reasons before Phase3 adoption.,4,0.7934606668824863,0.9618181818181818,0.6729125575279421,0.9209422394320748,0.5801302931596091,1.0,0.8712487899322362,0.0,0.0,0.0,True,Prime Market (Domestic),False,False,289821502032.0,pass,True,True,True,True,4,0.9856868351204132,377,0.8629261028115789,15,0.9188219045832065,253,0.7425881613123222,Core across normalization methods.,2025,3,2025,851399000000.0,783818000000.0,89073000000.0,68505000000.0,1687484000000.0,440843000000.0,346400000000.0,244652000000.0,129821000000.0,-78297000000.0,,7962.0,0.9206235854164734,0.5045375245039361,1.4158886908752024,0.7387566341369756,0.0405959404652133,False,gross_profit_over_total_assets_derived_from_revenue_minus_cost,True,False,0.0547836856924895,0.2320635104876474,0.1193638792060457,0.0064778130176701,-0.0123297697377785,0.1403550343044575,-0.0761891638500283,False,False,1.8950587548354136,2026-06-01,1416.0,1416.0,629800.0,1122384626.6666667,0.8800000000000001,False,0.0,False,none,False,phase3_review_required;gross_profitability_proxy,True,0.8366666666666667,0.9725,0.7016666666666667,0.8929166666666667,0.5558333333333334,0.7466666666666667,0.9383333333333334,0.9858333333333332,0.98330550918197,0.4555555555555555,0.4307178631051753,0.6016666666666667,0.8783333333333333,91.44449011496648,71.68055555555556,75.33922277870525,7,87.584067768776,77.33333333333334,False,5,gross_profitability_proxy,77.08744958843064,0.0,value=91.4; quality=71.7; improvement=75.3; safety=87.6; penalty=5.0,91.44449011496648,75.33922277870525,,,87.584067768776,71.68055555555556,0.3333333333333333,,77.08744958843064,lite_due_to_missing_shareholder_or_reform_inputs,,0,no verified company disclosure,,,,,,0.994017094017094,0.7016666666666667,85.5,35.0,56.522792022792025,0.0,0.0,0.0,0,False,False,True,False,10,0,20.81410256410256,0.0,no_customer_or_product_evidence,3,5 positive three-year financial improvement indicators,False,False,3,Level 3,A,D,score=77.1; evidence=L3; trap=5.0; confidence=0.88,score=20.8; evidence=L0; hype=10.0,Transformation Core,48.9507760762666,78.25246975305839
7419,7419.T,"Nojima Co.,Ltd.",Retail Trade,5,1.4375356459111268,0.2251948479761692,0.394318782962761,0.8333333333333334,-0.0195499046929336,1256600990.0,False,False,False,True,True,True,True,True,top100_priority_check,True,True,False,False,False,high,Top100 and normalization core. Prioritize Phase3 moat review.,0.9898935704779284,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,False,none,0.0,False,4,False,False,none,False,Review listed reasons before Phase3 adoption.,5,0.7640012949174491,0.9567272727272728,0.7126890203813281,0.707647628267183,0.5045602605863192,1.0,0.8818973862536302,0.0,0.0,0.0,True,Prime Market (Domestic),False,False,144905624144.0,pass,True,True,True,True,5,0.9856824862508248,56,0.924056166546526,17,0.9159348809740032,257,0.742283433895332,Core across normalization methods.,2025,3,2025,853427000000.0,245980000000.0,48371000000.0,32632000000.0,623810000000.0,208307000000.0,396676000000.0,305202000000.0,44078000000.0,,,11868.0,0.2882261751737407,1.3680880396274506,1.2997162534976836,0.6660713999454962,0.0523107997627482,False,original_gross_profit_over_total_assets,False,False,0.0101651094019852,0.0111822605170061,0.0030646530779591,-0.0018129668634657,0.24167075609879,0.0854401106331779,-0.0442082341646484,False,False,1.3507599901936749,2026-06-01,1492.0,1492.0,1245100.0,1256600990.0,0.98,False,0.0,False,none,False,phase3_review_required,True,0.7958333333333333,0.9666666666666668,0.745,0.62,0.47,0.7675,0.5958333333333333,0.5566666666666666,0.4273789649415693,0.2888888888888888,0.9649415692821368,0.5275,0.7266666666666667,91.80596631993376,61.16666666666667,58.398229853989456,7,74.46783321075428,82.92045454545453,False,0,none,74.64038129680766,0.0,value=91.8; quality=61.2; improvement=58.4; safety=74.5; penalty=0.0,91.80596631993376,58.398229853989456,,,74.46783321075428,61.16666666666667,0.3333333333333333,,74.64038129680766,lite_due_to_missing_shareholder_or_reform_inputs,,0,no verified company disclosure,,,,,,0.5017094017094017,0.745,90.75,35.0,41.55698005698006,0.0,0.0,0.0,0,False,False,True,False,10,0,19.06525641025641,0.0,no_customer_or_product_evidence,3,5 positive three-year financial improvement indicators,False,False,3,Level 3,B,D,score=74.6; evidence=L3; trap=0.0; confidence=0.98,score=19.1; evidence=L0; hype=10.0,Transformation Core,46.852818853532035,80.42059241444824
8012,8012.T,"NAGASE & CO.,LTD.",Wholesale Trade,6,3.2318551329825733,0.2088792088339837,0.2243303474756324,0.8333333333333334,-0.0125599898530377,1227580922.5,False,False,False,True,True,True,True,True,top100_priority_check,True,True,False,False,False,high,Top100 and normalization core. Prioritize Phase3 moat review.,0.9858411683359852,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,False,none,0.0,False,4,False,False,none,False,Review listed reasons before Phase3 adoption.,6,0.9721592748462284,0.9523636363636364,0.4220907297830374,0.707647628267183,0.4358306188925082,1.0,0.8793159083575347,0.0,0.0,0.0,True,Prime Market (Domestic),False,False,125766466402.5,pass,True,True,True,True,6,0.979941554375948,1,1.0,5,0.9610301380349052,92,0.7846182344521224,Core across normalization methods.,2025,3,2025,944961000000.0,181291000000.0,39078000000.0,26270000000.0,808143000000.0,406459000000.0,560126000000.0,269576000000.0,36321000000.0,,,7484.0,0.1918502456715144,1.1692992453068332,2.0778036620470663,0.497044458715846,0.0325066232090112,False,original_gross_profit_over_total_assets,False,False,0.0007636300060239,0.0006494205740009,0.0047989926346217,0.0216117957275996,-0.0276462946780624,0.2255100103383138,-0.0068313069970011,False,False,1.3826037304910543,2026-06-01,1156.5,1156.5,3018300.0,1227580922.5,0.98,False,0.0,False,none,False,phase3_review_required,True,0.9866666666666668,0.96,0.4025,0.62,0.4016666666666666,0.7625,0.4133333333333333,0.4316666666666666,0.4624373956594323,0.7256410256410256,0.3772954924874791,0.6833333333333333,0.4091666666666667,98.16520552606536,47.47222222222222,50.04105591125624,7,73.15754663113819,82.67045454545455,False,0,none,71.8507720652884,0.0,value=98.2; quality=47.5; improvement=50.0; safety=73.2; penalty=0.0,98.16520552606536,50.04105591125624,,,73.15754663113819,47.47222222222222,0.3333333333333333,,71.8507720652884,lite_due_to_missing_shareholder_or_reform_inputs,,0,no verified company disclosure,,,,,,0.2239316239316239,0.4025,84.33333333333334,35.0,20.88105413105413,0.0,0.0,0.0,0,False,False,True,False,10,0,14.188589743589745,0.0,no_customer_or_product_evidence,3,5 positive three-year financial improvement indicators,False,False,3,Level 3,B,D,score=71.9; evidence=L3; trap=0.0; confidence=0.98,score=14.2; evidence=L0; hype=10.0,Transformation Core,43.01968090443907,78.74682687553667
2695,2695.T,"Kura Sushi,Inc.",Retail Trade,7,1.3266371658947702,0.0561211599892185,0.8835641033443901,0.6666666666666666,-0.0719613640590827,922079620.0,False,False,False,True,True,True,True,True,top100_priority_check,True,True,False,False,False,high,Top100 and normalization core. Prioritize Phase3 moat review.,0.9828227566197852,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,False,none,0.0,False,4,False,False,none,False,Review listed reasons before Phase3 adoption.,7,0.7228876659112982,0.3254545454545454,0.9539776462853384,0.4406260083898031,0.850814332247557,1.0,0.856727976766699,0.0,0.0,0.0,True,Prime Market (Domestic),False,False,65020038800.0,pass,True,True,True,True,7,0.9756654496296592,17,0.9585028856116576,7,0.9336584160332004,127,0.76589992857075,Core across normalization methods.,2025,3,2025,245109000000.0,145174000000.0,5460000000.0,3649000000.0,156015000000.0,86258000000.0,38000000000.0,30168000000.0,14869000000.0,,,2854.0,0.5922834330848724,1.571060474954331,1.2596128347918325,0.4471108547255071,0.0233887767201871,False,original_gross_profit_over_total_assets,False,False,0.0127446740142026,0.0226763067470444,0.0106582924143076,0.0282759592786709,-0.0536446027053496,0.0842278666973768,-0.0105701910864035,False,False,4.0748150178130995,2026-06-01,1636.0,1636.0,397100.0,922079620.0,0.98,False,0.0,False,none,False,phase3_review_required,True,0.7466666666666667,0.2866666666666667,0.9641666666666666,0.3308333333333333,0.8883333333333333,0.72,0.6441666666666667,0.6691666666666667,0.5626043405676127,0.7871794871794872,0.2829716193656093,0.5233333333333333,0.4466666666666666,74.18754171436626,72.77777777777777,55.94412543494347,7,88.875,80.54545454545455,False,0,none,73.83018861139959,0.0,value=74.2; quality=72.8; improvement=55.9; safety=88.9; penalty=0.0,74.18754171436626,55.94412543494347,,,88.875,72.77777777777777,0.3333333333333333,,73.83018861139959,lite_due_to_missing_shareholder_or_reform_inputs,,0,no verified company disclosure,,,,,,0.8982905982905983,0.9641666666666666,62.66666666666667,35.0,62.08190883190884,0.0,0.0,0.0,0,False,False,True,False,10,0,17.704743589743593,0.0,no_customer_or_product_evidence,3,5 positive three-year financial improvement indicators,False,False,3,Level 3,B,D,score=73.8; evidence=L3; trap=0.0; confidence=0.98,score=17.7; evidence=L0; hype=10.0,Transformation Core,45.767466100571596,79.9344768032034
4022,4022.T,"Rasa Industries,Ltd.",Chemicals,8,1.7852927535571048,0.2005148190762024,0.2101531480431083,1.0,-0.0423021040139306,2427613683.3333335,False,False,False,True,True,True,True,True,top100_priority_check,True,True,False,False,False,high,Top100 and normalization core. Prioritize Phase3 moat review.,0.9826186177217648,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,False,none,0.0,False,4,False,False,none,False,Review listed reasons before Phase3 adoption.,8,0.8562641631595985,0.9447272727272727,0.3780407626561473,0.9209422394320748,0.6925081433224756,1.0,0.926105195224266,0.0,0.0,0.0,True,Prime Market (Domestic),False,False,15614806000.0,pass,True,True,True,True,8,0.9753762514046318,12,0.9675331921400429,24,0.9088462674868616,179,0.7543996480402038,Core across normalization methods.,2025,3,2025,45421000000.0,9633000000.0,4736000000.0,3131000000.0,45838000000.0,27877000000.0,23581000000.0,11004000000.0,5038000000.0,,,628.0,0.2120825168974703,0.990902744447838,2.142948018902217,0.3918364675596666,0.0683057725031633,False,original_gross_profit_over_total_assets,False,False,-0.0002928143070655,-0.0279741959038673,0.0110834666144905,0.0222841298006961,-0.0521658961981916,0.5184960903262497,-0.1191830479181261,False,False,1.6090705844778026,2026-06-01,2000.0,2000.0,1844600.0,2427613683.3333335,0.98,False,0.0,False,none,False,phase3_review_required,True,0.9025,0.9475,0.35,0.8929166666666667,0.7058333333333333,0.86,0.3858333333333333,0.1858333333333333,0.5692821368948247,0.735897435897436,0.2904841402337229,0.8591666666666666,0.9641666666666666,94.82273608861686,64.95833333333333,57.009481614656906,7,87.75921563930586,87.54545454545455,False,0,none,79.14677239858973,0.0,value=94.8; quality=65.0; improvement=57.0; safety=87.8; penalty=0.0,94.82273608861686,57.009481614656906,,,87.75921563930586,64.95833333333333,0.3333333333333333,,79.14677239858973,lite_due_to_missing_shareholder_or_reform_inputs,,0,no verified company disclosure,,,,,,0.2658119658119658,0.35,17.0,35.0,20.527065527065528,0.0,0.0,0.0,0,False,False,True,False,10,0,2.0048717948717947,0.0,no_customer_or_product_evidence,3,3 positive three-year financial improvement indicators,False,False,3,Level 3,A,D,score=79.1; evidence=L3; trap=0.0; confidence=0.98,score=2.0; evidence=L0; hype=10.0,Transformation Core,40.57582209673076,83.12442707551747
1333,1333.T,Umios Corporation,"Fishery, Agriculture and Forestry",9,4.33046990092831,0.4689838080262125,0.2137340706477141,1.0,-0.0138269283642717,835708894.1666666,False,False,False,True,True,True,True,True,top100_priority_check,True,True,False,False,False,high,Top100 and normalization core. Prioritize Phase3 moat review.,0.9818830469903836,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,False,none,0.0,False,4,False,False,none,False,Review listed reasons before Phase3 adoption.,9,0.9873745548721268,0.9898181818181818,0.3898750821827745,0.9209422394320748,0.4472312703583062,1.0,0.851242336237496,0.0,0.0,0.0,True,Prime Market (Domestic),False,False,63594946114.5,pass,True,True,True,True,9,0.97433418763354,9,0.9760186669771304,1,1.0,43,0.8437796535219746,Core across normalization methods.,2025,3,2025,1078631000000.0,145598000000.0,30381000000.0,29825000000.0,681211000000.0,275396000000.0,414576000000.0,236915000000.0,39179000000.0,,,12454.0,0.1349840677673829,1.5834022057776518,1.749893421691324,0.5957258470576664,0.0437823229513322,False,original_gross_profit_over_total_assets,False,False,0.0053564558741368,-0.0069177115405679,-0.000815882420521,0.0024413613694588,-0.0179988647984539,0.2707374288038282,-0.070761919468234,False,False,1.3136295054484493,2026-06-01,1258.5,1258.5,708800.0,835708894.1666666,0.98,False,0.0,False,none,False,phase3_review_required,True,0.9958333333333332,1.0,0.365,0.8929166666666667,0.4125,0.7066666666666667,0.5141666666666667,0.3441666666666667,0.3480801335559265,0.3735042735042735,0.4165275459098497,0.7266666666666667,0.8608333333333333,98.6546546986001,55.68055555555556,51.19921837576261,7,76.73286881810562,79.87878787878788,False,0,none,74.30680374734358,0.0,value=98.7; quality=55.7; improvement=51.2; safety=76.7; penalty=0.0,98.6546546986001,51.19921837576261,,,76.73286881810562,55.68055555555556,0.3333333333333333,,74.30680374734358,lite_due_to_missing_shareholder_or_reform_inputs,,0,no verified company disclosure,,,,,,0.088034188034188,0.365,91.58333333333334,35.0,15.101139601139602,0.0,0.0,0.0,0,False,False,True,False,10,0,14.453205128205129,0.0,no_customer_or_product_evidence,3,3 positive three-year financial improvement indicators,False,False,3,Level 3,B,D,score=74.3; evidence=L3; trap=0.0; confidence=0.98,score=14.5; evidence=L0; hype=10.0,Transformation Core,44.38000443777435,80.22044588476979
1515,1515.T,"Nittetsu Mining Co.,Ltd.",Mining,10,3.9995725898048793,0.2524422441216311,0.1425228683606809,0.8333333333333334,-0.0345753965888674,2948757588.3333335,False,False,False,True,True,True,True,True,top100_priority_check,True,True,False,False,False,high,Top100 and normalization core. Prioritize Phase3 moat review.,0.980881397611317,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,False,none,0.0,False,4,False,False,none,False,Review listed reasons before Phase3 adoption.,10,0.9844609906118484,0.9694545454545456,0.1834319526627219,0.707647628267183,0.6280130293159609,1.0,0.9383672152307196,0.0,0.0,0.0,True,Prime Market (Domestic),False,False,37996810056.0,pass,True,True,True,True,10,0.9729151772179112,28,0.9448647183246308,2,0.9874556998880336,46,0.8359356954755481,Core across normalization methods.,2025,3,2025,196766000000.0,34231000000.0,10257000000.0,9592000000.0,240179000000.0,151971000000.0,101970000000.0,55606000000.0,17713000000.0,,,2199.0,0.1739680635882215,0.8192473113802622,1.8337949142178904,0.3672552554553062,0.0399368804100275,False,original_gross_profit_over_total_assets,False,False,-0.0129346966173562,-0.0158942433940438,-0.0309839073554035,-0.0393047080249963,0.0319576096978756,-0.1177571600495885,0.0364227021157329,False,False,1.846643035863219,2026-06-01,2412.0,2412.0,646600.0,2948757588.3333335,0.98,False,0.0,False,none,False,phase3_review_required,True,0.9941666666666666,0.98,0.1408333333333333,0.62,0.6141666666666667,0.8833333333333333,0.2058333333333333,0.2675,0.0759599332220367,0.047008547008547,0.6460767946577629,0.2725,0.135,97.29866405523022,45.83333333333333,23.569694403166856,7,84.27053794829024,88.7121212121212,False,0,none,68.79552447473928,0.0,value=97.3; quality=45.8; improvement=23.6; safety=84.3; penalty=0.0,97.29866405523022,23.569694403166856,,,84.27053794829024,45.83333333333333,0.3333333333333333,,68.79552447473928,lite_due_to_missing_shareholder_or_reform_inputs,,0,no verified company disclosure,,,,,,0.1752136752136752,0.1408333333333333,56.333333333333336,35.0,10.534900284900283,0.0,0.0,0.0,0,False,False,True,False,10,0,7.286282051282051,0.0,no_customer_or_product_evidence,1,1 positive three-year financial improvement indicators,False,False,1,Level 1,B,D,score=68.8; evidence=L1; trap=0.0; confidence=0.98,score=7.3; evidence=L0; hype=10.0,Transformation Core,38.04090326301067,76.91367832120721
