rank,code,ticker,company_name,sector,final_exploratory_weighted_score,bm_raw,ep_raw,gross_profitability,gross_profitability_definition_status,gross_profitability_source,gross_profitability_proxy_flag,gross_profitability_proxy_note,piotroski_available_ratio,sloan_accruals,avg_daily_value_60d,distress_exclusion_flag,distress_review_flag,anomaly_flags,anomaly_flag_bool,anomaly_penalty,gp_missing_review_flag,normalization_top1200_count,normalization_core_flag,normalization_robust_flag,normalization_fragile_flag,sector_adjusted_candidate_flag,outlier_sensitive_flag,phase2_review_required,phase2_review_reasons,phase3_review_required,phase3_review_reasons,phase1_top5_flag,top100_flag,top300_flag,top1200_flag,top2000_reference_flag,phase3_priority_flag,phase3_handoff_note,feature_missing_review_flag
329,9005,9005.T,TOKYU CORPORATION,Land Transportation,0.9110612030024052,0.9389444269101824,0.088874618738232,0.022591118648112,phase2_snapshot_metric_source_unverified,phase2_snapshot_metric_source_unverified,True,"Phase2 snapshot contains a gross_profitability value, but direct historical XBRL source was not confirmed for this row.",1.0,-0.0271116680937998,5938184926.666667,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,gross_profitability_unverified,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
330,7972,7972.T,ITOKI CORPORATION,Other Products,0.910859423763484,0.4559380166146067,0.0754372653473202,0.4957926624032312,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,0.003645843698382,710911855.0,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
331,7685,7685.T,"BuySell Technologies Co.,Ltd.",Wholesale Trade,0.9108547067359196,0.170856510176788,0.0420181329791456,0.973859100699147,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0444737845301298,1251450550.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
332,8185,8185.T,"CHIYODA CO.,LTD.",Retail Trade,0.9107227170591484,1.5491879162772018,0.0073484416011067,0.5395544665990762,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.3333333333333333,0.0581909762012632,135331973.33333334,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
333,6103,6103.T,OKUMA Corporation,Machinery,0.9106672300131928,0.9608907427131004,0.0394019088499581,0.1882251727796736,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,-0.0233290292628432,2060773266.6666667,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
334,8897,8897.T,"MIRARTH HOLDINGS,Inc.",Real Estate,0.9106324734644444,1.576670518040988,0.1468258605800231,0.1135841377903293,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,0.0011859906613799,371027965.0,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
335,8136,8136.T,"Sanrio Company,Ltd.",Wholesale Trade,0.9105802471799443,0.0951766612877562,0.0371143693866332,0.5273084950699326,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,0.005864532372628,26216736795.707905,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
336,5332,5332.T,TOTO LTD.,Glass and Ceramics Products,0.910497123047581,0.4257666652834273,0.0244749768563051,0.3121519945351163,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0509805950582821,8295119741.666667,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
337,6932,6932.T,ENDO Lighting Corporation,Electric Appliances,0.9104567614208906,1.1654716462715746,0.1269658229015092,0.3076832133831853,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,0.0288759392731176,158684013.33333334,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
338,6718,6718.T,"AIPHONE CO.,LTD.",Electric Appliances,0.9104301110466207,1.521000006460998,0.0824483474886142,0.317190465655166,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0240102083440623,105267921.66666669,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
339,4530,4530.T,"HISAMITSU PHARMACEUTICAL CO.,INC.",Pharmaceutical,0.9102745040895872,0.6311232416293835,0.0503733958403937,0.2658248510499376,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,0.0105262061153804,2874384023.3333335,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
340,4634,4634.T,"artience Co.,Ltd.",Chemicals,0.9100399559118738,1.393452527317591,0.0519742411531054,0.1643212278426286,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0368061561685163,489590258.3333333,False,False,none,False,0.0,False,3,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
341,6432,6432.T,"TAKEUCHI MFG.CO.,LTD.",Machinery,0.9099420587586476,0.6073355582972771,0.0918467715145051,0.2366702892140757,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,0.023217984121505,2105206250.0,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
342,7846,7846.T,PILOT CORPORATION,Other Products,0.909860098676849,0.79919417828574,0.0664230759970096,0.2949465456009958,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0225006368541719,524889803.3333333,False,False,none,False,0.0,False,3,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
343,9882,9882.T,YELLOW HAT LTD.,Wholesale Trade,0.9098327209663252,0.8702004053635107,0.081258825188637,0.3632252674697496,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,-0.0304401256201356,265018991.66666663,False,False,none,False,0.0,False,3,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
344,7745,7745.T,"A&D HOLON Holdings Company,Limited",Precision Instruments,0.909420326281698,0.5564319450096794,0.0838022461303105,0.4376929208028404,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0011915654190693,457789410.0,False,False,none,False,0.0,False,3,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
345,6351,6351.T,"TSURUMI MANUFACTURING CO.,LTD.",Machinery,0.9093630280148336,1.877382943688822,0.1748857854212482,0.1976928775531802,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.3333333333333333,0.0153611940057422,142272755.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
346,4617,4617.T,"Chugoku Marine Paints,Ltd.",Chemicals,0.90934225209416,0.5491356389527025,0.0953243226336524,0.2629470513437774,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,0.0062678388669578,1528042148.3333333,False,False,none,False,0.0,False,3,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
347,3191,3191.T,"JOYFUL HONDA CO.,LTD.",Retail Trade,0.9093113688200246,0.9190251308627042,0.0628348750293021,0.2883484121903197,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,-0.0045624617617128,459830761.6666667,False,False,none,False,0.0,False,3,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
348,5715,5715.T,"FURUKAWA CO.,LTD.",Nonferrous Metals,0.909140688251712,0.9435778160512384,0.1325383088128749,0.114956029979736,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,0.0725630337437256,1683821891.6666667,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
349,6951,6951.T,JEOL Ltd.,Electric Appliances,0.9091335954012192,0.3716916673360551,0.050830745605118,0.415293546560233,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0195096521087963,2197945460.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
350,5711,5711.T,Mitsubishi Materials Corporation,Nonferrous Metals,0.9091324466817624,1.0424928415970327,0.0606856195920981,0.0701561246892556,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0081585340700902,8394102790.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
351,9678,9678.T,"KANAMOTO CO.,LTD.",Services,0.908885330540498,0.9171438782661142,0.0683796773263825,0.2007695440744489,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.1102882643084918,562789908.3333334,False,False,none,False,0.0,False,3,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
352,4368,4368.T,"FUSO CHEMICAL CO.,LTD.",Chemicals,0.9087904452014192,0.6594766442037818,0.0736668006654409,0.1835390380964812,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0805018258570139,2355934975.1916504,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
353,4553,4553.T,"TOWA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,0.9087711781955716,0.9043820123742592,0.1111869509750728,0.2011039284994002,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0051033987171639,513262933.3333333,False,False,none,False,0.0,False,3,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
354,9536,9536.T,"SAIBU GAS HOLDINGS CO.,LTD.",Electric Power and Gas,0.9086059906992028,1.3716969338097356,0.0877103115971223,0.1720399129918217,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0714379113950677,266079590.0,False,False,none,False,0.0,False,2,False,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
355,4350,4350.T,"MEDICAL SYSTEM NETWORK Co.,Ltd.",Retail Trade,0.9085700636774872,1.4402040488562742,0.1742577065503354,0.7187827614541127,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.02579017551447,30067965.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,True,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
356,7283,7283.T,"AISAN INDUSTRY CO.,LTD.",Transportation Equipment,0.9085146429225516,1.1985807829176267,0.1408442167559362,0.1627074044295007,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0409079892804399,309820258.3333333,False,False,none,False,0.0,False,3,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
357,9532,9532.T,"OSAKA GAS CO.,LTD.",Electric Power and Gas,0.9085068500829476,0.8509521261432511,0.0660754804366553,0.1238533903123811,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,-0.0472151235034119,7527891846.666667,False,False,none,False,0.0,False,3,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
358,7373,7373.T,"Aidma Holdings,Inc.",Services,0.9084656430998792,0.4354304414981156,0.1193748625046682,0.8503450515398665,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0407666157565853,223847833.33333337,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
359,6465,6465.T,HOSHIZAKI CORPORATION,Machinery,0.9083617684118666,0.5632365803316516,0.052699416504598,0.2933536618884861,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,0.0131786290850736,2348703273.3333335,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
360,5975,5975.T,Topre Corporation,Metal Products,0.9083476771991428,1.6396325584090234,0.1050947648263352,0.1275634219560964,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.1030014485257483,237861173.33333337,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
361,7226,7226.T,"KYOKUTO KAIHATSU KOGYO CO.,LTD.",Transportation Equipment,0.9083197703069232,1.4203400426151185,0.0710708987734863,0.131836291198841,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,0.0035907144013893,632643893.3333334,False,False,none,False,0.0,False,3,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
362,9076,9076.T,"SEINO HOLDINGS CO.,LTD.",Land Transportation,0.9082703384782032,1.0237390046897836,0.1180039076447018,0.1049834853489288,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0049060783709117,1150331653.3333333,False,False,none,False,0.0,False,3,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
363,6670,6670.T,"MCJ Co.,Ltd.",Electric Appliances,0.9082645594336604,0.4175065449999248,0.0656466804519441,0.3851112667869014,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0275470854304869,1258634811.6666667,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
364,4979,4979.T,"OAT Agrio Co.,Ltd.",Chemicals,0.9081194161457644,0.7583011259597562,0.0934386885515654,0.4118687680926343,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0678328771310666,206192960.0,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
365,8179,8179.T,"ROYAL HOLDINGS Co., Ltd.",Retail Trade,0.9080343951771724,0.4441884313582682,0.0465796992419459,0.8416390604094074,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0744670113382753,451804678.3333333,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
366,2003,2003.T,"NITTO FUJI FLOUR MILLING CO.,LTD.",Foods,0.9079979803188146,3.20206674191644,0.230893980257156,0.2692783053552152,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0229623070111269,44604015.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
367,2915,2915.T,"KENKO Mayonnaise Co.,Ltd.",Foods,0.9079370373712156,1.3861844250270172,0.1215074954550369,0.3105174030058363,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0159899165329288,89062971.66666667,False,False,none,False,0.0,False,3,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
368,4526,4526.T,"RIKEN VITAMIN CO.,LTD.",Foods,0.9078660760586014,0.9299559961730902,0.1103500814650846,0.2767281126381649,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,0.0129953618811347,263002075.0,False,False,none,False,0.0,False,3,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
369,8005,8005.T,Scroll Corporation,Retail Trade,0.9078486234406836,0.6639733827243758,0.0487578480230559,0.6214169546655824,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,-0.0725013036676516,289173661.6666667,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
370,4681,4681.T,"RESORTTRUST,INC.",Services,0.9076991033023664,0.4237398490061827,0.0574180398017824,0.3917727797398919,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0338320606876238,1176155907.5,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
371,9746,9746.T,TKC Corporation,Information & Communication,0.90760029670668,0.6117051947406009,0.0681858726526339,0.4360445858400671,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0030781432200361,423318908.3333333,False,False,none,False,0.0,False,3,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
372,3034,3034.T,"Qol Holdings Co.,Ltd.",Retail Trade,0.9074086438068436,0.9130802241953154,0.109855285913357,0.2302857345015861,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.035611757377939,334768013.3333333,False,False,none,False,0.0,False,3,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
373,7575,7575.T,"Japan Lifeline Co.,Ltd.",Wholesale Trade,0.9074024407781393,0.6582219877135282,0.1023576169096862,0.4551335809272792,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,0.0027450347166155,263144780.0,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
374,7762,7762.T,"Citizen Watch Co.,Ltd.",Precision Instruments,0.907391336819462,0.4683332533859975,0.0423322042568875,0.3237861928230402,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0286138217105476,2374966998.3333335,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
375,2585,2585.T,"LIFEDRINK COMPANY,INC.",Foods,0.9072274876094998,0.154652502682046,0.0368644616372101,0.585900563134279,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0567553599674251,2207372208.3333335,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
376,3907,3907.T,Silicon Studio Corp.,Information & Communication,0.9070867864643892,0.5809974759718617,0.057074620910922,0.6745182012847966,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0403688881155385,289592470.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
377,3089,3089.T,"Techno Alpha Co.,Ltd.",Wholesale Trade,0.9069851689682594,1.241324974790293,0.1866662770388016,0.4601549466439741,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0611430355899481,48838031.666666664,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
378,4064,4064.T,"Nippon Carbide Industries Company,Incorporated",Chemicals,0.9068056688985342,1.2483797369105671,0.0806872356732678,0.2462594696969696,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0266119954976684,182367516.66666663,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
379,8007,8007.T,"Takashima & Co.,Ltd.",Wholesale Trade,0.9066795104386332,1.918089488917609,0.1255529234093368,0.2170408367197388,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,0.0714967663736063,127447115.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
380,5943,5943.T,NORITZ CORPORATION,Metal Products,0.9066669457565556,1.4286797356008674,0.0355916394977965,0.2686414838119256,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,-0.0275512816618426,230872905.0,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive,False,False,False,True,True,review,Requires Phase3 due diligence before adoption.,False
381,4443,4443.T,"Sansan,Inc.",Information & Communication,0.906563249895519,0.0740653326887729,0.0027790187767513,0.7796348782927642,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,-0.2110638496774796,2592403153.3333335,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
382,3097,3097.T,The Monogatari Corporation,Retail Trade,0.9064248368082026,0.2220153727052278,0.0349546054291379,1.0894010212627996,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0809112101271799,838203425.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
383,7309,7309.T,SHIMANO INC.,Transportation Equipment,0.9061603910761472,0.6282509795166679,0.093815574026279,0.1775816679989341,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,0.0696404127549872,5550893725.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,False,none,False,False,False,True,True,standard,Formal Top1200 member for Phase3 candidate universe.,False
