rank,code,ticker,company_name,sector,final_exploratory_weighted_score,bm_score,ep_score,gp_score,piotroski_score,sloan_quality_score,distress_safety_score,liquidity_score,anomaly_penalty,microcap_penalty,one_time_profit_penalty,missingness_penalty,bm_raw,ep_raw,gross_profitability,piotroski_available_ratio,sloan_accruals,avg_daily_value_60d,distress_exclusion_flag,anomaly_flags,gp_missing_review_flag,phase1_top5_flag,phase2_selected_topn_flag,phase3_priority_flag,phase3_handoff_note,market,distress_review_flag,microcap_flag,one_time_profit_suspected,market_equity_final,liquidity_flag,sector_percentile_score,sector_percentile_rank
701,7071,7071.T,"Amvis Holdings,Inc.",Services,0.8865615730144524,0.7807606263982103,0.7391304347826086,0.14027149321266968,0.21316964285714285,0.5353075170842825,1.0,0.8571428571428571,0.0,0.0,0.0,0.0,1.0209066053425624,0.1033757968060251,0.1761706791189679,0.5,-0.0303699613473219,232705380.0,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,35404805700.0,pass,0.8865856815351782,191
209,7599,7599.T,IDOM Inc.,Wholesale Trade,0.9221382108691908,0.19391634980988592,0.50199203187251,0.7954545454545454,0.07196969696969698,0.3939393939393939,1.0,0.946969696969697,0.0,0.0,0.0,0.0,0.6654565106841445,0.088922468562,0.3629527207514044,0.3333333333333333,0.0037996986587845,1004378630.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,134746596600.0,pass,0.8865553773547781,192
151,7988,7988.T,NIFCO INC.,Chemicals,0.9303392777896812,0.24324324324324326,0.8235294117647058,0.7783783783783784,0.6054054054054054,0.4098360655737705,1.0,0.8540540540540541,0.0,0.0,0.0,0.0,0.6783691390819069,0.1114888636579567,0.2822419276702403,0.8333333333333334,-0.0221225143741096,1597828465.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,410875117900.0,pass,0.8864625147486886,193
85,3333,3333.T,"ASAHI CO.,LTD.",Retail Trade,0.9441535764104128,0.7380952380952381,0.5675675675675675,0.5675675675675675,0.21621621621621623,0.8033898305084746,1.0,0.7027027027027027,0.0,0.0,0.0,0.0,1.2312420551992873,0.0695601177886431,0.691742225881895,0.5,-0.0729406778259452,224447166.66666663,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,32616692900.0,pass,0.8863878115854179,194
596,9556,9556.T,INTLOOP Inc.,Services,0.8928281776868284,0.232662192393736,0.6624040920716112,0.830316742081448,0.9084821428571429,0.40318906605922555,1.0,0.8549107142857143,0.0,0.0,0.0,0.0,0.393275054690257,0.0904053119030373,0.6737708137504912,1.0,-0.0172186829465758,228855426.66666663,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Growth Market(Domestic),False,False,False,16789544420.0,pass,0.8861273543719654,195
2598,9501,9501.T,"Tokyo Electric Power Company Holdings,Incorporated",Electric Power and Gas,0.6399215330444228,1.0,0.76,0.5,0.6730769230769231,0.12,1.0,1.0,0.0,0.0,0.0,0.1666666666666666,4.226769719047491,0.1806820610884888,,0.8333333333333334,-0.0093855600671043,35605341998.17322,False,,True,False,False,reference,Phase3 review required: Gross Profitability is missing.,Prime Market (Domestic),False,False,False,895750242304.0,pass,0.8859280896152146,196
38,7516,7516.T,"KOHNAN SHOJI CO.,LTD.",Retail Trade,0.9586032918939504,0.8095238095238095,0.8108108108108109,0.23648648648648649,0.21621621621621623,0.4101694915254237,1.0,0.7905405405405406,0.0,0.0,0.0,0.0,1.4728443132235791,0.1041036239546465,0.4026422711883881,0.5,-0.0217564766786711,381394408.3333333,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,118036236715.0,pass,0.8857989678385544,197
287,6841,6841.T,YOKOGAWA ELECTRIC CORPORATION,Electric Appliances,0.915068912248725,0.18518518518518517,0.3625,0.8421052631578947,0.42105263157894735,0.8095238095238095,1.0,0.9157894736842105,0.0,0.0,0.0,0.0,0.3679920051596237,0.0427043721778987,0.3723368857765372,0.6666666666666666,-0.0629967559236919,7155156395.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,1292748193792.0,pass,0.8856975951429655,198
73,6676,6676.T,BUFFALO INC.,Electric Appliances,0.9463845670489271,0.7354497354497355,0.925,0.8947368421052632,0.9289473684210526,0.8677248677248677,1.0,0.46842105263157896,0.0,0.0,0.0,0.0,1.2518549409299973,0.1669436413443516,0.4161266794219934,1.0,-0.0759991283504031,192503180.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Standard Market(Domestic),False,False,False,35976213000.0,pass,0.8856594640700342,199
286,4194,4194.T,"Visional,Inc.",Information & Communication,0.9152532104919976,0.10080645161290322,0.2860635696821516,0.9083503054989817,0.4909819639278557,0.6158536585365854,1.0,0.9559118236472945,0.0,0.0,0.0,0.0,0.2041643488930477,0.0483933294111666,0.7641004140244222,0.6666666666666666,-0.0410670921680186,2253251585.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,331884584000.0,pass,0.8854991270504278,200
208,5970,5970.T,G-TEKT CORPORATION,Metal Products,0.9221739741608352,0.7317073170731707,0.8695652173913043,0.12195121951219512,0.2073170731707317,0.5365853658536586,1.0,0.8658536585365854,0.0,0.0,0.0,0.0,2.2483138654990382,0.1392564044176026,0.0874267124267124,0.5,-0.0244961228172498,406910966.6666667,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,94451670320.0,pass,0.8854114554635093,201
336,5332,5332.T,TOTO LTD.,Glass and Ceramics Products,0.910497123047581,0.11363636363636363,0.07317073170731707,0.9318181818181818,0.6363636363636364,0.8636363636363636,1.0,0.9545454545454546,0.0,0.0,0.0,0.0,0.4257666652834273,0.0244749768563051,0.3121519945351163,0.8333333333333334,-0.0509805950582821,8295119741.666667,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,1245762158592.0,pass,0.8852582194518807,202
318,4547,4547.T,"KISSEI PHARMACEUTICAL CO.,LTD.",Pharmaceutical,0.9118361626423122,0.8260869565217391,0.7407407407407407,0.325,0.8617021276595744,0.21276595744680848,1.0,0.7446808510638298,0.0,0.0,0.0,0.0,1.2884259218819962,0.073426898216008,0.1784253702938866,0.8333333333333334,0.0213640227350179,492095616.6666667,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,163087373850.0,pass,0.8851529824254052,203
2563,7269,7269.T,SUZUKI MOTOR CORPORATION,Transportation Equipment,0.6573790922072503,0.22727272727272727,0.22413793103448276,0.9848484848484849,0.4318181818181818,0.5,1.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.9100879398179522,0.0617355972356181,0.596937187338984,0.6666666666666666,,16100622640.833334,False,,False,False,False,reference,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,3743755796480.0,pass,0.8851285519881673,204
497,4825,4825.T,WEATHERNEWS INC.,Information & Communication,0.8990429505072234,0.4153225806451613,0.511002444987775,0.5865580448065173,0.4909819639278557,0.6910569105691057,1.0,0.8777555110220441,0.0,0.0,0.0,0.0,0.4717719123174236,0.068314268494976,0.4221649156539654,0.6666666666666666,-0.0535769123404044,448546900.0,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,45669492900.0,pass,0.8849077137444225,205
448,6088,6088.T,SIGMAXYZ Holdings Inc.,Services,0.9016875401672464,0.14988814317673377,0.6982097186700768,0.7714932126696833,0.9084821428571429,0.6947608200455582,1.0,0.8973214285714286,0.0,0.0,0.0,0.0,0.3062789542254113,0.0943097668212431,0.5942888419585195,1.0,-0.0523408924412119,364978625.0,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,46598164200.0,pass,0.884588002847059,206
244,3923,3923.T,"RAKUS Co.,Ltd.",Information & Communication,0.9187534852583408,0.02217741935483871,0.2273838630806846,0.9938900203665988,0.7615230460921844,0.5914634146341464,1.0,0.9619238476953907,0.0,0.0,0.0,0.0,0.1167501553613234,0.0425149698938286,1.1470904151134138,0.8333333333333334,-0.0379292088942671,2854616212.4676514,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,188239578200.0,pass,0.8845704178495022,207
84,2681,2681.T,GEO HOLDINGS CORPORATION,Retail Trade,0.9441550456585228,0.6972789115646258,0.4362934362934363,0.5371621621621622,0.21621621621621623,0.33220338983050846,1.0,0.7837837837837838,0.0,0.0,0.0,0.0,1.1161655838869795,0.0571968701643661,0.6751039330398289,0.5,-0.0139523734739591,374649705.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,81053386080.0,pass,0.8843845158088398,208
723,3916,3916.T,Digital Information Technologies Corporation,Information & Communication,0.8851670750579315,0.5846774193548387,0.960880195599022,0.7678207739307535,0.9448897795591182,0.48983739837398377,1.0,0.6212424849699398,0.0,0.0,0.0,0.0,0.6440792461528135,0.172239602977785,0.5447504454724286,1.0,-0.0191566643340715,79438595.0,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,12703756640.0,pass,0.8843449790582882,209
243,6356,6356.T,"NIPPON GEAR CO.,LTD.",Machinery,0.91876164081058,0.22340425531914893,0.4482758620689655,0.7925531914893617,0.2047872340425532,0.2712765957446809,1.0,0.9361702127659575,0.0,0.0,0.0,0.0,0.5913700192449329,0.0729892320740976,0.2800242960595509,0.5,0.0174169526347404,5332541846.666667,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Standard Market(Domestic),False,False,False,21241489408.0,pass,0.8842230849214433,210
47,8016,8016.T,"ONWARD HOLDINGS CO.,LTD.",Textiles and Apparels,0.9540323345534888,0.1951219512195122,0.6571428571428571,0.975609756097561,0.5121951219512195,0.17500000000000004,1.0,0.8292682926829268,0.0,0.0,0.0,0.0,0.9797284524528492,0.1023618080472307,0.6839284864947707,0.6666666666666666,0.0100151720356854,464536056.6666667,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,98610997525.0,pass,0.8837575500203607,211
693,9364,9364.T,"Kamigumi Co.,Ltd.",Warehousing and Harbor Transportation Service,0.8873693107482944,0.26666666666666666,0.3548387096774194,0.6451612903225806,0.5806451612903226,0.4838709677419355,1.0,0.967741935483871,0.0,0.0,0.0,0.0,0.8208395282067796,0.0576930315078004,0.1130867536021763,0.8333333333333334,-0.0274519416664188,1545779260.0,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,468444789495.0,pass,0.8837514524439266,212
105,3104,3104.T,"Fujibo Holdings,Inc.",Textiles and Apparels,0.9395292480889932,0.21951219512195122,0.6285714285714286,0.6097560975609756,0.926829268292683,0.875,1.0,0.926829268292683,0.0,0.0,0.0,0.0,1.0292663292663975,0.0970928225058083,0.2234566418448234,1.0,-0.0647304832713754,1066016735.740153,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,46110514500.0,pass,0.8835065158452393,213
331,7685,7685.T,"BuySell Technologies Co.,Ltd.",Wholesale Trade,0.9108547067359196,0.0076045627376425855,0.11952191235059761,0.9886363636363636,0.928030303030303,0.8333333333333334,1.0,0.9659090909090909,0.0,0.0,0.0,0.0,0.170856510176788,0.0420181329791456,0.973859100699147,1.0,-0.0444737845301298,1251450550.0,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Growth Market(Domestic),False,False,False,125424111600.0,pass,0.8831688859508304,214
602,2395,2395.T,"SHIN NIPPON BIOMEDICAL LABORATORIES,LTD.",Services,0.8923621779213913,0.6599552572706935,0.7647058823529411,0.1493212669683258,0.4419642857142857,0.4851936218678815,1.0,0.8995535714285714,0.0,0.0,0.0,0.0,0.8651011395822421,0.106284867381753,0.1835272438556107,0.6666666666666666,-0.0250167060462803,369319210.0,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,46336304700.0,pass,0.8830862553594299,215
247,7867,7867.T,"TOMY COMPANY,LTD.",Other Products,0.9184110282459133,0.11224489795918367,0.2976190476190476,0.9387755102040817,0.9336734693877551,0.34693877551020413,1.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.3711551235618009,0.0570347776296118,0.6113832418411052,1.0,-0.0039093794989488,1572488375.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,286667199900.0,pass,0.8830744096996587,216
498,8850,8850.T,STARTS CORPORATION INC.,Real Estate,0.8990100761408916,0.45528455284552843,0.5932203389830508,0.7479674796747967,0.8089430894308943,0.6311475409836065,1.0,0.7560975609756098,0.0,0.0,0.0,0.0,0.8215314514815072,0.1148094801079049,0.2325182003734485,0.8333333333333334,-0.0030588850576809,322550091.6666667,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,216959435550.0,pass,0.8829118145910946,217
205,7610,7610.T,"TAY TWO CO.,LTD.",Retail Trade,0.9227028278811564,0.5510204081632653,0.806949806949807,0.8141891891891891,0.9273648648648649,0.8338983050847457,1.0,0.6182432432432432,0.0,0.0,0.0,0.0,0.8298274749704683,0.1032326110034534,0.9790798348206045,1.0,-0.0772060159346117,130786970.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Standard Market(Domestic),False,False,False,8406471478.0,pass,0.8824754606645614,218
686,9768,9768.T,"IDEA Consultants,Inc.",Services,0.8877548970605977,0.901565995525727,0.7851662404092071,0.20361990950226244,0.4419642857142857,0.12072892938496582,1.0,0.7566964285714286,0.0,0.0,0.0,0.0,1.4035840375180209,0.1088185116372029,0.2157479467181781,0.6666666666666666,0.0314688720565735,108113850.0,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Standard Market(Domestic),False,False,False,21881111625.0,pass,0.8823282170879923,219
207,7600,7600.T,"Japan Medical Dynamic Marketing,INC.",Precision Instruments,0.9225144918157242,0.8947368421052632,0.11764705882352941,0.9473684210526315,0.2894736842105263,0.4473684210526315,1.0,0.5263157894736842,0.0,0.0,0.0,0.0,1.1105020794184812,0.0232801769293446,0.4461848671190748,0.6666666666666666,-0.0153851278175979,332300625.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,22279555760.0,pass,0.8816390792088669,220
172,2613,2613.T,"J-OIL MILLS, INC.",Foods,0.9277038932381958,0.8504672897196262,0.77,0.29906542056074764,0.6728971962616822,0.8317757009345794,1.0,0.6915887850467289,0.0,0.0,0.0,0.0,1.6202918954849683,0.1075184285982941,0.2235137866998895,0.8333333333333334,-0.0645557734661471,210030045.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,65598056928.0,pass,0.8816350576428671,221
51,6648,6648.T,KAWADEN CORPORATION,Electric Appliances,0.9527293395438796,0.9576719576719577,0.975,0.7684210526315789,0.42105263157894735,0.2063492063492064,1.0,0.43157894736842106,0.0,0.0,0.0,0.0,3.203906598028923,0.3544637115342725,0.3153164610373536,0.6666666666666666,0.0177810487014362,162615866.66666666,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Standard Market(Domestic),False,False,False,5538332800.0,pass,0.8811599719039453,222
547,5185,5185.T,"Fukoku Co.,Ltd.",Rubber Products,0.8957646074106165,0.8333333333333334,0.8181818181818182,0.75,0.4583333333333333,0.75,1.0,0.5,0.0,0.0,0.0,0.0,1.639659699309184,0.1143649790270512,0.2143019067529785,0.6666666666666666,-0.0440956026634927,83295231.66666667,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,28015569340.0,pass,0.8807589507347234,223
645,6547,6547.T,"GREENS CO.,LTD.",Services,0.8898991560625278,0.22371364653243847,0.9769820971867008,0.7375565610859729,0.6964285714285714,0.7630979498861048,1.0,0.8102678571428571,0.0,0.0,0.0,0.0,0.3896073908403707,0.1969756704940743,0.5595306920591736,0.8333333333333334,-0.064371016976383,154029598.33333334,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Standard Market(Domestic),False,False,False,26703805535.0,pass,0.8806287069986343,224
148,2726,2726.T,"PAL GROUP Holdings CO.,LTD",Retail Trade,0.9307435832021256,0.20748299319727892,0.6216216216216216,0.6858108108108109,0.9273648648648649,0.41355932203389834,1.0,0.918918918918919,0.0,0.0,0.0,0.0,0.3656750597813177,0.0758493430602375,0.8088464157183154,1.0,-0.0221429142994318,1488770916.6666667,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,235638164800.0,pass,0.8806221501618591,225
155,5210,5210.T,"Nihon Yamamura Glass Co.,Ltd.",Glass and Ceramics Products,0.9298692424004916,0.8636363636363636,0.6341463414634146,0.38636363636363635,0.3409090909090909,0.7045454545454546,1.0,0.6818181818181818,0.0,0.0,0.0,0.0,1.969799159694988,0.1004153092424095,0.1493152562386007,0.6666666666666666,-0.041058852786023,408525683.3333333,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Standard Market(Domestic),False,False,False,27605352420.0,pass,0.8803217914852923,226
115,3087,3087.T,"DOUTOR・NICHIRES Holdings Co.,Ltd.",Retail Trade,0.9373600938865032,0.6360544217687075,0.5135135135135135,0.5540540540540541,0.4814189189189189,0.23050847457627122,1.0,0.7804054054054054,0.0,0.0,0.0,0.0,0.9627624285949304,0.0662826095515031,0.6825506680459837,0.6666666666666666,0.0018104409454034,371988901.6666667,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,109636600749.0,pass,0.8802968758686398,227
182,7832,7832.T,Bandai Namco Holdings Inc.,Other Products,0.9259468735165206,0.08163265306122448,0.25,0.8061224489795918,0.7040816326530612,0.826530612244898,1.0,0.9795918367346939,0.0,0.0,0.0,0.0,0.3323731078359931,0.0542035466801582,0.4490919940941525,0.8333333333333334,-0.0558975431844409,9826299475.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,2386522800128.0,pass,0.8802520083806578,228
276,9830,9830.T,TRUSCO NAKAYAMA CORPORATION,Wholesale Trade,0.9162006567782592,0.6007604562737643,0.7051792828685259,0.44696969696969696,0.07196969696969698,0.24242424242424243,1.0,0.8257575757575758,0.0,0.0,0.0,0.0,1.278076366560757,0.108976713148591,0.2164068504567728,0.3333333333333333,0.0266068030878822,335124091.6666667,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,145728381240.0,pass,0.8802123293985528,229
510,3489,3489.T,"FaithNetwork Co.,Ltd",Real Estate,0.8985754684356133,0.7642276422764228,0.9915254237288136,0.7642276422764228,0.9349593495934959,0.8442622950819672,1.0,0.4796747967479675,0.0,0.0,0.0,0.0,1.428541781843485,0.4036005965489497,0.2422617402786091,1.0,-0.056658905335617,66867393.333333336,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Standard Market(Domestic),False,False,False,6943671600.0,pass,0.8800878523102524,230
353,4553,4553.T,"TOWA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,0.9087711781955716,0.6304347826086957,0.9259259259259259,0.375,0.8617021276595744,0.44680851063829785,1.0,0.7659574468085106,0.0,0.0,0.0,0.0,0.9043820123742592,0.1111869509750728,0.2011039284994002,0.8333333333333334,-0.0051033987171639,513262933.3333333,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,189770470500.0,pass,0.8799978014497484,231
720,9621,9621.T,"CTI Engineering Co.,Ltd.",Services,0.8855361411231192,0.7203579418344519,0.6163682864450127,0.36877828054298645,0.08035714285714286,0.24145785876993164,1.0,0.8080357142857143,0.0,0.0,0.0,0.0,0.9272075537814212,0.0833466821523791,0.2976034770710505,0.3333333333333333,0.0025255472903424,153798066.66666666,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,72060456936.0,pass,0.8799506729050262,232
125,7581,7581.T,"SAIZERIYA CO.,LTD.",Retail Trade,0.9347522580451564,0.2789115646258503,0.28185328185328185,0.6317567567567568,0.4814189189189189,0.840677966101695,1.0,0.9459459459459459,0.0,0.0,0.0,0.0,0.4457400572055082,0.0424749865449123,0.7515728977616455,0.6666666666666666,-0.0785855025448269,2746001683.3333335,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,262837046180.0,pass,0.8798813727749488,233
248,7936,7936.T,ASICS Corporation,Other Products,0.918396239492972,0.01020408163265306,0.08333333333333333,0.9693877551020408,0.7040816326530612,0.5714285714285714,1.0,0.9897959183673469,0.0,0.0,0.0,0.0,0.0811272798558366,0.0293305292150962,0.7574178548114726,0.8333333333333334,-0.0196672152454631,16440098733.333334,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,3369458466816.0,pass,0.8797878839381069,234
231,9861,9861.T,"YOSHINOYA HOLDINGS CO.,LTD.",Retail Trade,0.92015426491414,0.16666666666666666,0.11969111969111969,0.8783783783783784,0.9273648648648649,0.8542372881355932,1.0,0.9121621621621622,0.0,0.0,0.0,0.0,0.3356654014170914,0.0231700576161553,1.121418957892713,1.0,-0.0816358322025768,1260047870.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,204703850054.0,pass,0.8797302948786104,235
305,8803,8803.T,"HEIWA REAL ESTATE CO.,LTD.",Real Estate,0.9133356291654132,0.7886178861788617,0.6440677966101694,0.04878048780487805,0.6341463414634146,0.6967213114754098,1.0,0.8617886178861789,0.0,0.0,0.0,0.0,1.5202978362789097,0.1232353562657969,0.0453972317365883,0.6666666666666666,-0.0157064638046322,591125973.3333334,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,77615712648.0,pass,0.8796454866848761,236
211,2206,2206.T,"Ezaki Glico Co.,Ltd.",Foods,0.9220417666419322,0.42990654205607476,0.08,0.6822429906542056,0.37383177570093457,0.8037383177570093,1.0,0.8785046728971962,0.0,0.0,0.0,0.0,0.8150531583097451,0.0148799610457866,0.3428243037178183,0.6666666666666666,-0.0575048581422464,1226195435.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,341734765592.0,pass,0.8795924288929962,237
454,9743,9743.T,"TANSEISHA CO.,LTD.",Services,0.9013680169878168,0.40939597315436244,0.6675191815856778,0.4841628959276018,0.6964285714285714,0.09111617312072895,1.0,0.9107142857142857,0.0,0.0,0.0,0.0,0.5710895853091209,0.0908679114498224,0.3841543292956483,0.8333333333333334,0.040779250516886,413237021.6666667,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,65952874941.0,pass,0.8794629115704381,238
80,8242,8242.T,H2O RETAILING CORPORATION,Retail Trade,0.9447581452449136,0.6632653061224489,0.8687258687258688,0.10810810810810811,0.4814189189189189,0.29491525423728815,1.0,0.8952702702702703,0.0,0.0,0.0,0.0,1.0340400969264516,0.1177259038307273,0.2764124549101711,0.6666666666666666,-0.0098639180022793,945686011.6666666,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,303102366080.0,pass,0.8794480215974941,239
374,7762,7762.T,"Citizen Watch Co.,Ltd.",Precision Instruments,0.907391336819462,0.3684210526315789,0.29411764705882354,0.6578947368421053,0.5921052631578947,0.5526315789473684,1.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.4683332533859975,0.0423322042568875,0.3237861928230402,0.8333333333333334,-0.0286138217105476,2374966998.3333335,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,564015042900.0,pass,0.8793222392595287,240
220,6436,6436.T,Amano Corporation,Machinery,0.9215646740047272,0.19680851063829788,0.4367816091954023,0.9787234042553191,0.9202127659574468,0.7074468085106382,1.0,0.8031914893617021,0.0,0.0,0.0,0.0,0.5366572976172441,0.0707589266558006,0.4060399921785754,1.0,-0.0351839291887797,1123186771.6666667,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,254469659886.0,pass,0.8792547529994323,241
735,4673,4673.T,"Kawasaki Geological Engineering Co.,Ltd.",Services,0.8846266403214536,0.8747203579418344,0.9386189258312021,0.3031674208144796,0.21316964285714285,0.0,1.0,0.703125,0.0,0.0,0.0,0.0,1.2891718755166048,0.1524183354858481,0.2660299543119006,0.5,0.1914623078131274,75247000.0,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Standard Market(Domestic),False,False,False,4071052200.0,pass,0.879107681198171,242
475,6146,6146.T,DISCO CORPORATION,Machinery,0.9001918153548314,0.010638297872340425,0.05172413793103448,0.9840425531914894,0.675531914893617,0.35106382978723405,1.0,1.0,0.0,0.0,0.0,0.0,0.0712457889406376,0.0179414804919182,0.4243625083513355,0.8333333333333334,0.0061331493333443,151512555166.66666,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,6915538550784.0,pass,0.8789545329654144,243
731,9612,9612.T,"LUCKLAND CO.,LTD.",Services,0.8848308088888843,0.6957494407158836,0.9130434782608695,0.40497737556561086,0.9084821428571429,0.8496583143507973,1.0,0.6875,0.0,0.0,0.0,0.0,0.8958834116407971,0.1447321902293768,0.3278412911903161,1.0,-0.0842219607133158,70864825.0,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,14696108700.0,pass,0.8788244980827823,244
386,2331,2331.T,"ALSOK CO.,LTD.",Services,0.9059012840139454,0.5548098434004475,0.3452685421994885,0.2398190045248869,0.4419642857142857,0.4715261958997722,1.0,0.9754464285714286,0.0,0.0,0.0,0.0,0.7191585534279001,0.0554784920232172,0.2287797736555777,0.6666666666666666,-0.0239323556992639,1541879085.0,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,522833244780.0,pass,0.8787305738966371,245
74,3391,3391.T,TSURUHA HOLDINGS INC.,Retail Trade,0.9463836281390964,0.6564625850340136,0.3783783783783784,0.0945945945945946,0.4814189189189189,0.5254237288135593,1.0,0.972972972972973,0.0,0.0,0.0,0.0,1.0160114382977483,0.0514479246487493,0.2694139070778122,0.6666666666666666,-0.0351590947693832,5370741455.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,881590468608.0,pass,0.8786911233675647,246
252,3626,3626.T,TIS Inc.,Information & Communication,0.9180032440759284,0.4173387096774194,0.5256723716381418,0.2790224032586558,0.4909819639278557,0.5040650406504066,1.0,0.9979959919839679,0.0,0.0,0.0,0.0,0.4738429855200302,0.0692192107285174,0.2870812882693517,0.6666666666666666,-0.0216592970788375,7694157528.333333,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,751438790656.0,pass,0.8781853979539129,247
213,1301,1301.T,"KYOKUYO CO.,LTD.","Fishery, Agriculture and Forestry",0.921937719021305,0.8181818181818182,0.9090909090909091,0.2727272727272727,0.5909090909090909,0.18181818181818177,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,1.3298087865698802,0.1557523099301947,0.2131448181194234,0.8333333333333334,0.0125706481468028,285001450.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,51402126900.0,pass,0.878142046113674,248
