rank,code,ticker,company_name,sector,final_exploratory_weighted_score,bm_score,ep_score,gp_score,piotroski_score,sloan_quality_score,distress_safety_score,liquidity_score,anomaly_penalty,microcap_penalty,one_time_profit_penalty,missingness_penalty,bm_raw,ep_raw,gross_profitability,piotroski_available_ratio,sloan_accruals,avg_daily_value_60d,distress_exclusion_flag,anomaly_flags,gp_missing_review_flag,phase1_top5_flag,phase2_selected_topn_flag,phase3_priority_flag,phase3_handoff_note,market,distress_review_flag,microcap_flag,one_time_profit_suspected,market_equity_final,liquidity_flag,robust_zscore_score,robust_zscore_rank
112,2433,2433.T,HAKUHODO DY HOLDINGS INCORPORATED,Services,0.9377333374949984,0.2438914963104371,0.10379586838392792,0.3906564917457881,0.5,0.6027626756156022,1.0,1.0,0.0,0.0,0.0,0.0,0.9960339045325776,0.0301327210640666,0.380500308991412,0.5,-0.0670735011665519,1050303739.1666666,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,415329235398.0,pass,0.867876155232695,113
127,6794,6794.T,"Foster Electric Company,Limited",Electric Appliances,0.9343511630425492,0.27424866026793293,0.32890417696535135,0.25840394798922733,1.0,0.643532994481316,1.0,0.984598505818988,0.0,0.0,0.0,0.0,1.1159323840996305,0.0943325013693799,0.2258158126298841,1.0,-0.0860893340268069,557762190.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,61590649200.0,pass,0.8676363261784463,114
234,6474,6474.T,NACHI-FUJIKOSHI CORP.,Machinery,0.9197395107789104,0.3397332991123437,0.24458989771551448,0.20198237885224396,0.8333333333333334,0.5170779889458762,1.0,1.0,0.0,0.0,0.0,0.0,1.3745701357498046,0.0702864844162453,0.1598243257519733,0.8333333333333334,-0.0271089944929224,668484025.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,126766903680.0,pass,0.8674788748847827,115
191,9247,9247.T,TRE HOLDINGS CORPORATION,Services,0.9248326482715294,0.21620929348736295,0.5123245356746634,0.24407028607069536,0.8333333333333334,0.556774234654863,1.0,1.0,0.0,0.0,0.0,0.0,0.8867004360241063,0.1466430838035253,0.2090509534301567,0.8333333333333334,-0.0456238649816227,730388958.3333334,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,85063677580.0,pass,0.8671364744269456,116
166,6526,6526.T,Socionext Inc.,Electric Appliances,0.9279836506797624,0.06088826804747701,0.13516457888329741,0.5870186970741145,0.6666666666666665,0.6062238531699405,1.0,1.0,0.0,0.0,0.0,0.0,0.2732454103467318,0.0390789227178899,0.6101683968246512,0.6666666666666666,-0.0686878415912552,17619074970.833332,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,501549137920.0,pass,0.866839527084016,117
162,5331,5331.T,"NORITAKE CO.,LIMITED",Glass and Ceramics Products,0.928625900711913,0.292097848721851,0.3557908079878213,0.23188951530811575,0.8333333333333334,0.3416288515531711,1.0,1.0,0.0,0.0,0.0,0.0,1.1864294358046907,0.1020004360434492,0.1948041470006858,0.8333333333333334,0.0547228764601716,853827866.6666666,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,127156319160.0,pass,0.8662311454919166,118
203,2201,2201.T,"Morinaga & Co.,Ltd.",Foods,0.923023669383885,0.14671277161534602,0.2875000088087407,0.43196818379177054,0.8333333333333334,0.3889140734899442,1.0,1.0,0.0,0.0,0.0,0.0,0.6122173743217698,0.0825242366450364,0.4288190641280847,0.8333333333333334,0.0326684039388418,912455010.8333334,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,216251621651.0,pass,0.865995648834366,119
232,2767,2767.T,TSUBURAYA FIELDS HOLDINGS INC.,Wholesale Trade,0.9200456589918238,0.1572132931338209,0.5110223392587966,0.37001789012345315,0.33333333333333326,0.3543721026942596,1.0,1.0,0.0,0.0,0.0,0.0,0.6536901735097648,0.146271703802761,0.3563611007245864,0.3333333333333333,0.0487792502993525,664230243.3333334,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,86045350350.0,pass,0.8659913081763703,120
214,9409,9409.T,TV Asahi Holdings Corporation,Information & Communication,0.9219274686014732,0.3369758109315995,0.2777140932188176,0.19791039448014475,0.6666666666666665,0.46028587126514714,1.0,1.0,0.0,0.0,0.0,0.0,1.3636791763453535,0.0797333417424071,0.1550616736781531,0.6666666666666666,-0.0006203761145936,921650425.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,328407156000.0,pass,0.865932944492697,121
2633,9505,9505.T,Hokuriku Electric Power Company,Electric Power and Gas,0.6142127802698599,0.5957638293324787,1.0,0.5,1.0,0.5370849838670791,1.0,1.0,0.0,0.0,0.0,0.1666666666666666,2.385786840285232,0.3976618913450199,,1.0,-0.0364405298363339,1064338543.5148112,False,,True,False,False,reference,Phase3 review required: Gross Profitability is missing.,Prime Market (Domestic),False,False,False,168014590923.0,pass,0.8658443092781923,122
256,8103,8103.T,Meiwa Corporation,Wholesale Trade,0.9176257076350932,0.26874790876324267,0.4044101699442063,0.20912695168435766,1.0,0.46469141952615445,1.0,1.0,0.0,0.0,0.0,0.0,1.094206647703043,0.1158664384840273,0.1681807219229841,1.0,-0.0026751839188944,616020121.6666666,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,35558182800.0,pass,0.8656901205193659,123
100,5947,5947.T,RINNAI CORPORATION,Metal Products,0.9406144604348736,0.23983076670805173,0.27490242141902677,0.28530465010881156,1.0,0.5325463300520251,1.0,1.0,0.0,0.0,0.0,0.0,0.9799956703305742,0.0789314668006302,0.2572792646055135,1.0,-0.0343236397859545,1455609815.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,471142897850.0,pass,0.8655822003211971,124
407,5253,5253.T,COVER Corporation,Information & Communication,0.9046282627076953,0.03172894961310968,0.17995575141474385,0.629246269283749,0.5,0.4378896160415161,1.0,1.0,0.0,0.0,0.0,0.0,0.1580779345447339,0.051853144399255,0.6595583787053841,0.5,0.0098255428253814,2215731995.0,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Growth Market(Domestic),False,False,False,107206613300.0,pass,0.8655373288083846,125
204,9404,9404.T,"Nippon Television Holdings,Inc.",Information & Communication,0.922904634943713,0.3458136679967013,0.2328335603582084,0.17842244336822788,1.0,0.4597919294892804,1.0,1.0,0.0,0.0,0.0,0.0,1.3985851256039965,0.0669336349355199,0.1322682829633874,1.0,-0.0003899949325499,1402408172.5,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,708567524320.0,pass,0.8655161601829524,126
330,7972,7972.T,ITOKI CORPORATION,Other Products,0.910859423763484,0.10714431251378324,0.26265045147058336,0.4892294410267335,0.6666666666666665,0.4511390122553699,1.0,1.0,0.0,0.0,0.0,0.0,0.4559380166146067,0.0754372653473202,0.4957926624032312,0.6666666666666666,0.003645843698382,710911855.0,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,124606849900.0,pass,0.8654967904439301,127
167,5262,5262.T,Nippon Hume Corporation,Glass and Ceramics Products,0.9279593956167446,0.4644724980156429,0.4619123711014115,0.17381762124170408,0.8333333333333334,0.3815259970874646,1.0,0.9043517184015962,0.0,0.0,0.0,0.0,1.8672393558343376,0.1322657828912961,0.126882416111655,0.8333333333333334,0.0361143035525064,512303433.3333333,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,23073133000.0,pass,0.8651352129436427,128
212,3697,3697.T,SHIFT Inc.,Information & Communication,0.9219537945691016,0.047603551794711416,0.17223551296600334,0.5651716594114864,0.6666666666666665,0.6560819563080871,1.0,1.0,0.0,0.0,0.0,0.0,0.2207761717045294,0.0496513704379243,0.5846157842105947,0.6666666666666666,-0.0919423410011594,5806373240.805766,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,185876037632.0,pass,0.864909174379252,129
324,9418,9418.T,"U-NEXT HOLDINGS Co.,Ltd.",Information & Communication,0.9114578838756836,0.08889770576652732,0.23792437557203353,0.48931827116461557,1.0,0.470405307067442,1.0,1.0,0.0,0.0,0.0,0.0,0.3838713239117887,0.0683855103476809,0.4958965594229007,1.0,-0.0053402190103612,1030255606.6666666,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,283188644810.0,pass,0.8646549947885559,130
143,4751,4751.T,"CyberAgent,Inc.",Services,0.9324118664886714,0.09336341420818592,0.21243993494558927,0.4705299010919146,1.0,0.6083954203761274,1.0,1.0,0.0,0.0,0.0,0.0,0.4015090602001421,0.0611174734647609,0.4739214088541573,1.0,-0.0697006901582157,5048035577.5,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,686612152320.0,pass,0.864223995821581,131
206,7984,7984.T,"KOKUYO CO.,LTD.",Other Products,0.9226472952249456,0.17705893200647746,0.21630884037994044,0.41322769151465233,0.6666666666666665,0.41510233918987627,1.0,1.0,0.0,0.0,0.0,0.0,0.7320723942666145,0.0622208662292156,0.4068999121245578,0.6666666666666666,0.0204538395865221,856846988.002828,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,348950461731.1997,pass,0.864206101365458,132
281,8022,8022.T,Mizuno Corporation,Other Products,0.9157545329471866,0.15058986349103234,0.2141542021664934,0.451026303371471,0.6666666666666665,0.37394832049200727,1.0,1.0,0.0,0.0,0.0,0.0,0.627530314018226,0.0616063740284948,0.4511097176387661,0.6666666666666666,0.0396486352824812,805257741.6666666,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,250379936220.0,pass,0.8639844691327799,133
70,6770,6770.T,"ALPS ALPINE CO.,LTD.",Electric Appliances,0.9467098565853882,0.22276379426734053,0.33282397820130616,0.2675270864493314,1.0,0.5230940191867174,1.0,1.0,0.0,0.0,0.0,0.0,0.912588054476894,0.0954504093656446,0.2364863679012845,1.0,-0.0299149530609404,3605413966.6666665,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,455314967100.0,pass,0.8635560454048528,134
185,1766,1766.T,TOKEN CORPORATION,Construction,0.9255816110872428,0.20074803027673802,0.33964731153346345,0.30282117336144665,0.8333333333333334,0.5267567325644922,1.0,1.0,0.0,0.0,0.0,0.0,0.8256347200785887,0.0973963904075481,0.2777668446578589,0.8333333333333334,-0.0316232925428118,679098200.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,161997790000.0,pass,0.8635273720988388,135
87,4042,4042.T,TOSOH CORPORATION,Chemicals,0.9437130953518532,0.2628884989147875,0.2956350604895314,0.23217477528363611,1.0,0.5159041449364874,1.0,1.0,0.0,0.0,0.0,0.0,1.0710643563818367,0.0848443132960065,0.1951377912119207,1.0,-0.0265614976347283,3747044575.8333335,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,842543209120.0,pass,0.8634957444050587,136
250,5703,5703.T,"Nippon Light Metal Holdings Company,Ltd.",Nonferrous Metals,0.9181123220764172,0.31883146299750775,0.24641082593999233,0.20067859974600902,0.8333333333333334,0.45292803820516453,1.0,1.0,0.0,0.0,0.0,0.0,1.2920163644608456,0.070805804172588,0.1582994067698034,0.8333333333333334,0.0028114175915859,874260236.6666666,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,193868287500.0,pass,0.8634446511513263,137
187,9603,9603.T,"H.I.S.Co.,Ltd.",Services,0.9254795961520216,0.20608587140276574,0.2529513791006434,0.3264222919750789,0.8333333333333334,0.5419263492548638,1.0,1.0,0.0,0.0,0.0,0.0,0.846717026583811,0.0726711377030789,0.305371055833096,0.8333333333333334,-0.0386986086934742,673689895.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,79371263232.0,pass,0.863379398991146,138
177,6849,6849.T,NIHON KOHDEN CORPORATION,Electric Appliances,0.927163754156796,0.1912763735882379,0.25365938202729743,0.3895660887079843,0.33333333333333326,0.4482818078055196,1.0,1.0,0.0,0.0,0.0,0.0,0.7882255194852027,0.0728730566488217,0.3792249577585146,0.3333333333333333,0.0049784828284532,922057090.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,230002702930.0,pass,0.8631995440806656,139
398,8153,8153.T,"MOS FOOD SERVICES,INC.",Wholesale Trade,0.9053225096914176,0.11669806813807936,0.09904983884660087,0.5475681886888085,0.8333333333333334,0.5707534608333631,1.0,0.9752705648939977,0.0,0.0,0.0,0.0,0.4936714746909973,0.0287791768277875,0.5640265091342335,0.8333333333333334,-0.0521439667596249,552478033.3333334,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,110044843150.0,pass,0.8631328516673551,140
161,9107,9107.T,"Kawasaki Kisen Kaisha,Ltd.",Marine Transportation,0.9289650457297156,0.25163375880716554,0.6582184282664152,0.13584201243341956,0.6666666666666665,0.4247833396683238,1.0,1.0,0.0,0.0,0.0,0.0,1.0266126998069478,0.1882513030260937,0.0824655923918429,0.6666666666666666,0.0159384889064218,17849093597.5,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,1633964785664.0,pass,0.863001510830459,141
361,7226,7226.T,"KYOKUTO KAIHATSU KOGYO CO.,LTD.",Transportation Equipment,0.9083197703069232,0.3513218077577148,0.24734034621153358,0.17805309795167354,0.5,0.4512572105501148,1.0,1.0,0.0,0.0,0.0,0.0,1.4203400426151185,0.0710708987734863,0.131836291198841,0.5,0.0035907144013893,632643893.3333334,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,82565439600.0,pass,0.8629909632604503,142
2658,6532,6532.T,"BayCurrent,Inc.",Services,0.5942826544689379,0.008768069356153974,0.0214518032079412,0.9918955876200704,0.33333333333333326,0.5,1.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0673917743953639,0.006648599455856,1.0837182895042452,0.3333333333333333,,9717307288.333334,False,,False,False,False,reference,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,911921381376.0,pass,0.8629474522285221,143
220,6436,6436.T,Amano Corporation,Machinery,0.9215646740047272,0.12758167299388723,0.24624645593024583,0.41249247497415703,1.0,0.5343908074161109,1.0,1.0,0.0,0.0,0.0,0.0,0.5366572976172441,0.0707589266558006,0.4060399921785754,1.0,-0.0351839291887797,1123186771.6666667,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,254469659886.0,pass,0.862831281945862,144
230,7864,7864.T,"FUJI SEAL INTERNATIONAL,INC.",Other Products,0.9202757102874948,0.25116134663940304,0.2998744625269741,0.24505815534873526,0.8333333333333334,0.5541559582084223,1.0,1.0,0.0,0.0,0.0,0.0,1.0247468634355723,0.0860533698659077,0.2102063796881643,0.8333333333333334,-0.0444026651315198,597209216.6666666,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,141760863276.0,pass,0.8628254112571145,145
71,2267,2267.T,"YAKULT HONSHA CO.,LTD.",Foods,0.9466190902028716,0.19014596125733724,0.23716873842430924,0.3576638109906563,0.6666666666666665,0.5345646629744721,1.0,1.0,0.0,0.0,0.0,0.0,0.7837608494669953,0.0681700063568236,0.3419115903077227,0.6666666666666666,-0.0352650177927348,4761358286.666667,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,803197812736.0,pass,0.8625867319947251,146
137,6814,6814.T,"FURUNO ELECTRIC CO.,LTD.",Electric Appliances,0.9328742892228292,0.10958774301995662,0.30323336522679406,0.4181689880199627,0.8333333333333334,0.5333577856878449,1.0,1.0,0.0,0.0,0.0,0.0,0.4655885756400852,0.0870113123636959,0.4126793242975581,0.8333333333333334,-0.0347021137634351,2906114066.6666665,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,192814009400.0,pass,0.8621571530560062,147
156,3002,3002.T,GUNZE LIMITED,Textiles and Apparels,0.9298468821660628,0.23762498194396414,0.17633086396288047,0.2965512382769129,1.0,0.5288393154660569,1.0,1.0,0.0,0.0,0.0,0.0,0.9712837155565194,0.0508193443609195,0.2704334375019571,1.0,-0.0325946376162761,1160320833.3333333,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,124558867880.0,pass,0.8621548457131318,148
93,8088,8088.T,IWATANI  CORPORATION,Wholesale Trade,0.9426417517924492,0.21531769093406836,0.3238282484051894,0.29502258956763816,0.6666666666666665,0.4857053725651457,1.0,1.0,0.0,0.0,0.0,0.0,0.8831789677252955,0.0928848715574843,0.2686455077654742,0.6666666666666666,-0.0124763782641942,2687886657.5,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,449728780366.0,pass,0.862111365928138,149
96,1925,1925.T,"DAIWA HOUSE INDUSTRY CO.,LTD.",Construction,0.9419656872449944,0.25519546592409803,0.441215466832385,0.19887888282964938,0.6666666666666665,0.4875838586876415,1.0,1.0,0.0,0.0,0.0,0.0,1.040679997680401,0.1263631277852053,0.1561944317206063,0.6666666666666666,-0.0133525298158498,9620377458.333334,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,2610547916800.0,pass,0.8620840817204312,150
129,3349,3349.T,COSMOS Pharmaceutical Corporation,Retail Trade,0.9340817959238568,0.13280558064940387,0.23325279455836098,0.41283378678791693,0.8333333333333334,0.550981722444704,1.0,1.0,0.0,0.0,0.0,0.0,0.5572896131448768,0.0670531984634762,0.4064391954340597,0.8333333333333334,-0.042922158272088,2960785696.6666665,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,461991384600.0,pass,0.8620449988336871,151
173,2670,2670.T,"ABC-MART,INC.",Retail Trade,0.9273827256927586,0.15184048614498089,0.25541720471374924,0.4241062622703061,0.33333333333333326,0.43595654440362674,1.0,1.0,0.0,0.0,0.0,0.0,0.6324697660345767,0.0733743790166946,0.4196236465093498,0.3333333333333333,0.0107271538060087,1687652441.6666667,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,634022401599.0,pass,0.861402994660627,152
74,3391,3391.T,TSURUHA HOLDINGS INC.,Retail Trade,0.9463836281390964,0.24894961940061805,0.1785349002497349,0.29567955756422387,0.6666666666666665,0.5343375619335132,1.0,1.0,0.0,0.0,0.0,0.0,1.0160114382977483,0.0514479246487493,0.2694139070778122,0.6666666666666666,-0.0351590947693832,5370741455.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,881590468608.0,pass,0.8613316061217111,153
179,4206,4206.T,"Aica Kogyo Company,Limited",Chemicals,0.9268722234594612,0.2162282583575959,0.30462943086150035,0.26688660146532917,1.0,0.5202899944277135,1.0,1.0,0.0,0.0,0.0,0.0,0.8867753395661269,0.0874094634030989,0.2357372473599067,1.0,-0.0286071176640955,1029594755.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,213947086184.0,pass,0.8612780913911396,154
152,2296,2296.T,ITOHAM YONEKYU HOLDINGS INC.,Foods,0.9300466063106996,0.25874261948447924,0.16824542904326903,0.3093247439434798,0.5,0.44440673942369047,1.0,1.0,0.0,0.0,0.0,0.0,1.054689814910892,0.0485134181657333,0.2853735152855726,0.5,0.0067858675809156,1231731283.3333333,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,271471285635.0,pass,0.86113152121839,155
47,8016,8016.T,"ONWARD HOLDINGS CO.,LTD.",Textiles and Apparels,0.9540323345534888,0.23976310966222625,0.35705791264383524,0.6500822859666048,0.6666666666666665,0.4374830472928758,1.0,0.8200296031056621,0.0,0.0,0.0,0.0,0.9797284524528492,0.1023618080472307,0.6839284864947707,0.6666666666666666,0.0100151720356854,464536056.6666667,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,98610997525.0,pass,0.860782520541902,156
375,2585,2585.T,"LIFEDRINK COMPANY,INC.",Foods,0.9072274876094998,0.03086166257947642,0.1273998546751997,0.566270122960315,0.8333333333333334,0.5806403783761732,1.0,1.0,0.0,0.0,0.0,0.0,0.154652502682046,0.0368644616372101,0.585900563134279,0.8333333333333334,-0.0567553599674251,2207372208.3333335,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,92012736640.0,pass,0.8607634297859453,157
151,7988,7988.T,NIFCO INC.,Chemicals,0.9303392777896812,0.1634617744063122,0.38906076438395365,0.3066472912066764,0.8333333333333334,0.5063868777042299,1.0,1.0,0.0,0.0,0.0,0.0,0.6783691390819069,0.1114888636579567,0.2822419276702403,0.8333333333333334,-0.0221225143741096,1597828465.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,410875117900.0,pass,0.8605340579971686,158
310,7956,7956.T,PIGEON CORPORATION,Other Products,0.9125912927410657,0.08948621258302858,0.1374687589076317,0.49123453834474085,0.8333333333333334,0.5418318953690758,1.0,1.0,0.0,0.0,0.0,0.0,0.3861956870378087,0.0397360635061547,0.4981378533536807,0.8333333333333334,-0.0386545541127126,1752277466.6666667,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,222392437002.0,pass,0.8604172210471117,159
389,7906,7906.T,"YONEX CO.,LTD.",Other Products,0.9058690308542072,0.07754167595540969,0.19711693008758088,0.4907769316285633,0.8333333333333334,0.484216105689441,1.0,1.0,0.0,0.0,0.0,0.0,0.3390196141085437,0.0567474279888714,0.4976026298909557,0.8333333333333334,-0.0117817638785184,1171481036.6666667,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Standard Market(Domestic),False,False,False,204784611600.0,pass,0.8603858690820838,160
273,3101,3101.T,"TOYOBO CO.,LTD.",Chemicals,0.9164307855708425,0.33965362090508766,0.10610233504411432,0.1996514355061343,0.6666666666666665,0.5461982692791733,1.0,1.0,0.0,0.0,0.0,0.0,1.3742554391622708,0.0307905139896082,0.1570980205536104,0.6666666666666666,-0.0406910904653781,1210438066.6666667,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,168850705180.0,pass,0.8603313127523955,161
433,6958,6958.T,CMK CORPORATION,Electric Appliances,0.9029429057005032,0.36651157428496267,0.24693472599188024,0.12646164370484556,0.5,0.5129155591260709,1.0,1.0,0.0,0.0,0.0,0.0,1.4803334568268511,0.0709552178856806,0.0714941768617509,0.5,-0.0251675804459373,624305203.3333334,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,55006525472.0,pass,0.8602724467908167,162
117,9934,9934.T,"INABA DENKISANGYO CO.,LTD.",Wholesale Trade,0.9363347074859816,0.28006072465282866,0.43165021750292587,0.26480054838494016,1.0,0.4945430656231224,1.0,0.9396321937138532,0.0,0.0,0.0,0.0,1.1388876800512058,0.123635165812648,0.2332973693737611,1.0,-0.0165983988599676,532289361.6666667,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,151922795400.0,pass,0.8599607317165818,163
237,4544,4544.T,"H.U. Group Holdings,Inc.",Services,0.9194895591311384,0.18241622283290046,0.4226752207546747,0.27083185041874835,0.8333333333333334,0.45816646755750357,1.0,1.0,0.0,0.0,0.0,0.0,0.7532315191962684,0.1210755409675694,0.2403516678470001,0.8333333333333334,0.0003681426850925,854278609.1666666,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,182274634692.0,pass,0.859888302624096,164
104,1928,1928.T,"Sekisui House,Ltd.",Construction,0.9400639665584382,0.2522808154823241,0.3882845001091386,0.20875111716558586,0.6666666666666665,0.4501075143580554,1.0,1.0,0.0,0.0,0.0,0.0,1.0291683111168135,0.1112674769121007,0.1677411404102194,0.6666666666666666,0.0041269483881845,8520466928.333333,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,2126218788864.0,pass,0.8598719541254342,165
209,7599,7599.T,IDOM Inc.,Wholesale Trade,0.9221382108691908,0.16019241870798687,0.30993458970434157,0.37565361016346216,0.33333333333333326,0.45080914420064,1.0,1.0,0.0,0.0,0.0,0.0,0.6654565106841445,0.088922468562,0.3629527207514044,0.3333333333333333,0.0037996986587845,1004378630.0,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,134746596600.0,pass,0.8597440654693478,166
2632,9504,9504.T,"The Chugoku Electric Power Company,Incorporated",Electric Power and Gas,0.6151671420741354,0.5751397676762589,1.0,0.5,0.6666666666666665,0.49424213652142496,1.0,1.0,0.0,0.0,0.0,0.1666666666666666,2.3043301653949104,0.3214730985487287,,0.6666666666666666,-0.016458041422011,1703961685.296529,False,,True,False,False,reference,Phase3 review required: Gross Profitability is missing.,Prime Market (Domestic),False,False,False,306321121252.61816,pass,0.8597428621738258,167
114,7912,7912.T,"Dai Nippon Printing Co.,Ltd.",Other Products,0.937525823675502,0.24999133620961103,0.3341642150678442,0.21614153056285743,0.8333333333333334,0.48018194156472005,1.0,1.0,0.0,0.0,0.0,0.0,1.0201257969945152,0.0958326383154823,0.1763850752774739,0.8333333333333334,-0.0099001747013721,5125957500.833333,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,1184930332672.0,pass,0.8597359357628536,168
262,5817,5817.T,"JMACS Japan Co.,Ltd.",Nonferrous Metals,0.917023427107054,0.25536304466789844,0.25680139767226845,0.2038799301654324,1.0,0.6545729719894274,1.0,1.0,0.0,0.0,0.0,0.0,1.0413418657197726,0.0737691440273559,0.1620437293329056,1.0,-0.091238530131127,928973493.3333334,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Standard Market(Domestic),False,False,False,5428950075.0,pass,0.859721466143205,169
311,7458,7458.T,"DAIICHIKOSHO CO.,LTD.",Wholesale Trade,0.9125089540701824,0.167566011725631,0.374568116557076,0.2849138857613485,1.0,0.5245858023868336,1.0,1.0,0.0,0.0,0.0,0.0,0.6945792111116154,0.1073556319154629,0.2568222209482314,1.0,-0.0306107410946465,587280254.1666666,False,,False,False,True,universe_top1200,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,169688349600.0,pass,0.859568098053906,170
249,2270,2270.T,"MEGMILK SNOW BRAND Co.,Ltd.",Foods,0.9182777998581948,0.2614479805175647,0.21014823512092212,0.25721478687569,0.6666666666666665,0.4927855545472865,1.0,1.0,0.0,0.0,0.0,0.0,1.06537489323379,0.0604638919679405,0.2244249525169866,0.6666666666666666,-0.0157786717202751,717011033.3333334,False,,False,False,True,candidate_top300,Use as candidate universe sensitivity reference.,Prime Market (Domestic),False,False,False,232816637200.0,pass,0.8594913578972565,171
