effective_date,code,ticker,company_name,market,sector_33_code,sector_33,sector_17_code,sector_17,scale_category_code,scale_category,is_financial,latest_date,close,adj_close,volume,avg_trading_value_60d,history_days,daily_return_mean,annual_volatility,max_drawdown,return_12m_ex_1m,cumulative_return,price_history_days,company_name_ja,revenue,operating_income,ordinary_income,net_income,total_assets,equity,operating_cf,investing_cf,financing_cf,rd_expense,capex,employees,revenue_growth,operating_income_growth,operating_margin,roe,equity_ratio,ocf_margin,rd_ratio,capex_ratio,market_cap,enterprise_value,trailing_pe,forward_pe,price_to_book,dividend_yield,beta,shares_outstanding,ebitda,dividend_yield_clean,pe_for_score,pbr_for_score,profitability_score,cash_generation_score,stability_score,competitive_position_score,moat_score,transformation_score,ai_infrastructure_exposure,automation_exposure,data_software_exposure,trust_security_exposure,intangible_investment_score,future_moat_score,valuation_score,bb_score,momentum_score,risk_score,adjusted_bb_score,price_available,liquid_20m_60d,operating_loss_years_3y,operating_income_years_available,negative_ocf_years_3y,operating_cf_years_available,is_financial_like,investment_eligible,category,score_rank
20260430,9022,9022.T,Central Japan Railway Company,Prime Market (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS,2,TOPIX Large70,False,2026-06-01,3386.0,3386.0,2912500.0,11293249795.0,1222.0,0.00017218639588152044,0.23271911196613473,-0.3030610509381947,0.2862562232403768,0.08213360086557864,1222.0,東海旅客鉄道株式会社,2033041000000.0,703824000000.0,649294000000.0,464391000000.0,10640544000000.0,4658550000000.0,624550000000.0,,-95532000000.0,,,29144.0,0.1273747952625106,0.3708956092729525,0.3461927231177334,0.0996857391248349,0.437811262281327,0.307199903986196,,,3234494414848.0,7828844576768.0,5.930986,7.976067,0.6381434,0.92,0.159,955255309.0,1036102991872.0,0.92,5.930986,0.6381434,0.4129531939655757,0.9228490527858381,0.8036868230498782,0.6957943761301352,0.6751421209204138,1.8758957916284467,0.0,0.0,0.0,0.0,0.0,-0.411080513804854,2.760599394025213,0.9622823391455615,-0.009272099355305935,-0.7836871543015949,1.0397238446401904,True,True,0.0,3.0,0.0,3.0,False,True,Transformation Moat,1
20260430,7267,7267.T,"HONDA MOTOR CO.,LTD.",Prime Market (Domestic),3700,Transportation Equipment,6,AUTOMOBILES & TRANSPORTATION EQUIPMENT,1,TOPIX Core30,False,2026-06-01,1402.0,1402.0,16225900.0,31130279253.333332,1222.0,0.0005482756354353281,0.30869182716258203,-0.3418342992846687,-0.042337988500071644,0.5501955327414341,1222.0,本田技研工業株式会社,4596209000000.0,-12992000000.0,1025746000000.0,930050000000.0,4501503000000.0,4000022000000.0,,,,,,194173.0,0.1320552293926076,,-0.0028266773769426,0.2325112211882834,0.8885969863843254,,,,5457397678080.0,14417091624960.0,,6.1453495,0.46180597,4.82,0.269,3892580441.0,888917000192.0,0.0482,6.1453495,0.46180597,0.6424548128231303,0.0,0.32697516340299415,-0.24655683751324017,0.2409428496660464,1.727791869745258,0.0,1.0986122886681098,0.0,0.0,0.0,0.034810871645624325,2.6061965914817544,0.9056035725520788,-0.5934195873669966,-0.4520156965348204,0.8914631834688611,True,True,2.0,3.0,0.0,0.0,False,False,Transformation Moat,2
20260430,9501,9501.T,"Tokyo Electric Power Company Holdings,Incorporated",Prime Market (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS,4,TOPIX Mid400,False,2026-06-01,558.9000244140625,558.9000244140625,32028700.0,35605341998.17322,1222.0,0.0008460238439197929,0.46994069778928405,-0.6648306887521163,0.41211706940531123,0.6535503680889423,1222.0,東京電力ホールディングス株式会社,8917288000000.0,234452000000.0,403481000000.0,161846000000.0,21346787000000.0,3786130000000.0,361249000000.0,,194169000000.0,,,38074.0,-0.0404651953427093,-0.159236308345526,0.0262918501678985,0.0427470794716504,0.177362991442225,0.0405110836388821,,,895750242304.0,6608599908352.0,,2.6368184,0.26426095,,-0.008,1602702047.0,726727983104.0,,2.6368184,0.26426095,-0.6045854679117583,-0.027293645851091036,-0.6848251458774542,-0.1679369105621948,-0.38898073651981796,2.040370881651407,1.0986122886681098,0.0,0.0,0.0,0.0,0.23936768093594596,3.2217824040371363,0.9484761643432604,0.21447285566643873,0.830335228733784,0.8868899270365259,True,True,1.0,3.0,1.0,3.0,False,True,Transformation Moat,3
20260430,8309,8309.T,"Sumitomo Mitsui Trust Group,Inc.",Prime Market (Domestic),7050,Banks,15,BANKS,2,TOPIX Large70,True,2026-06-01,5468.0,5468.0,2643900.0,12596604166.666666,1222.0,0.0011813966034256052,0.2731632091504134,-0.2606695465210208,0.4604328227115899,2.5227157068689086,1222.0,三井住友トラストグループ株式会社,157127000000.0,150244000000.0,367694000000.0,259138000000.0,78247102000000.0,3127317000000.0,3976669000000.0,,-47585000000.0,,,23125.0,0.4183039435272186,0.4474065694311384,0.9561946705531196,0.0828627222632051,0.0399671926507898,25.308629325322823,,,3811114221568.0,-467693010944.0,12.107793,14.723067,1.0710787,0.87,0.334,696985020.0,,0.87,12.107793,1.0710787,0.7716717928632685,2.899583956008088,0.5499092314265771,1.959826919309974,1.4969283466514762,1.1147050320315595,0.0,0.0,0.0,0.0,0.0,-0.411080513804854,1.0208526265275406,0.7575585018410075,0.3003645875255153,-0.7585850389470676,0.8634534644882659,True,True,0.0,3.0,0.0,3.0,True,True,Core Moat,4
20260430,3449,3449.T,TECHNOFLEX CORPORATION,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,-,,False,2026-06-01,6830.0,6830.0,139100.0,702634568.3333334,1222.0,0.001870799655111386,0.2655215031428141,-0.14798969616050184,4.048340451063108,7.294320707569151,1222.0,株式会社テクノフレックス,26608142000.0,4609699000.0,3924174000.0,3123183000.0,38995023000.0,25688017000.0,5219019000.0,,-2332487000.0,,,809.0,0.1135524323034233,0.5250105424428597,0.173243926614643,0.121581319414418,0.6587511693479448,0.1961436841399899,,,,,,,,,,,,,,,0.4045510372478811,0.5271847115222237,0.5978592137853305,0.22883320419569853,0.43872752451352015,0.11907282552999442,1.0986122886681098,0.0,0.0,0.0,0.0,0.23936768093594596,0.0,0.23319676801733846,5.109614166478054,-1.0533377501226089,0.8494919596774049,True,True,0.0,3.0,0.0,3.0,False,True,Core Moat,5
20260430,8630,8630.T,"Sompo Holdings,Inc.",Prime Market (Domestic),7150,Insurance,16,FINANCIALS (EX BANKS),2,TOPIX Large70,True,2026-06-01,5906.0,5906.0,2798500.0,16838103215.0,1222.0,0.001487300220074102,0.3087939913682631,-0.28954803865686907,0.2696448579070625,3.8703222809261293,1222.0,ＳＯＭＰＯホールディングス株式会社,142732000000.0,119448000000.0,117818000000.0,153753000000.0,1428183000000.0,2865132000000.0,473137000000.0,,-87612000000.0,,,54106.0,-0.0170715238004429,-0.0099826230732406,0.8368690973292604,0.0536634961321153,2.00613786888655,3.314862819830171,,,5269587230720.0,5016131731456.0,8.421983,21.636078,1.0196918,3.36,0.177,892243020.0,943981985792.0,0.0336,8.421983,1.0196918,1.8566730603446413,2.899583956008088,0.3263341060454839,1.959826919309974,1.831963765193738,0.45965524357512194,0.0,0.0,0.0,1.0986122886681098,0.0,-0.1926235192046947,1.0991999848863894,0.7715958824234518,-0.03880240447085883,-0.577335781986873,0.8254492201750532,True,True,0.0,3.0,0.0,2.0,True,True,Core Moat,6
20260430,8473,8473.T,"SBI Holdings,Inc.",Prime Market (Domestic),7100,Securities and Commodities Futures,16,FINANCIALS (EX BANKS),4,TOPIX Mid400,True,2026-06-01,2911.0,2911.0,2920900.0,11570306420.0,1222.0,0.000997687968657123,0.31938094694547364,-0.31743967915009685,0.5681549613673558,1.6347975092028215,1222.0,ＳＢＩホールディングス株式会社,176300000000.0,131256000000.0,112730000000.0,59680000000.0,2209943000000.0,571359000000.0,,,,,,19156.0,0.5654236266123918,0.8058963727044945,0.744503686897334,0.1044527171183091,0.2585401523930707,,,,1881560842240.0,-1703848443904.0,4.6614037,7.1542673,1.0482572,3.26,0.45,646362398.0,883399000064.0,0.0326,4.6614037,1.0482572,0.9454094011112967,0.0,0.2599033466502228,1.771232645731125,0.7371204888652234,1.3721741861615424,0.0,0.0,0.0,0.0,0.0,-0.411080513804854,1.8979852573664118,0.7255533276634583,0.4918640554124197,-0.4770781136489973,0.8224475445696,True,True,0.0,3.0,0.0,0.0,True,True,Transformation Moat,7
20260430,7181,7181.T,"JAPAN POST INSURANCE Co.,Ltd.",Prime Market (Domestic),7150,Insurance,16,FINANCIALS (EX BANKS),4,TOPIX Mid400,True,2026-06-01,1406.0,1406.0,3698000.0,4113656849.5731606,1222.0,0.0008755224106573096,0.28364577492138054,-0.2356125904528369,0.49954745746902907,1.392947361794664,1222.0,株式会社かんぽ生命保険,,,170981000000.0,124093000000.0,59555692000000.0,3242487000000.0,-1627842000000.0,,60143000000.0,,,18656.0,,,,0.0382709321579392,0.0544446196679236,,,,1523559038976.0,4389452906496.0,9.217859,6.1392016,0.36680195,3.5,0.051,1083612396.0,235690000384.0,0.035,9.217859,0.36680195,-0.6401933526530682,0.0,0.484133494530589,0.0,-0.12724097452245606,1.7404602454998699,0.0,0.0,0.0,1.0986122886681098,0.0,-0.1926235192046947,2.1942828726498282,0.6682981441542966,0.3698993353137712,-0.7858874466744611,0.7838768223531198,True,True,0.0,0.0,3.0,3.0,True,False,Transformation Moat,8
20260430,6178,6178.T,"JAPAN POST HOLDINGS Co.,Ltd.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",2,TOPIX Large70,False,2026-06-01,2035.0,2035.0,5647800.0,10722098913.333334,1222.0,0.0009533728110344937,0.25582179164880275,-0.28079546237327735,0.4301590420339574,1.7256368509806475,1222.0,日本郵政株式会社,207244000000.0,139262000000.0,955906000000.0,599405000000.0,304492161000000.0,15289540000000.0,2794869000000.0,,215896000000.0,,,218718.0,-0.1029789844663696,-0.121962715340067,0.6719712030263844,0.039203599323459,0.0502132467048962,13.485886201771825,,,5710855274496.0,-19740376432640.0,15.770305,16.348007,0.5878693,2.9,0.19,2806316928.0,,0.028999999999999998,15.770305,0.5878693,0.40794552546128676,2.899583956008088,0.6587227165895889,1.5753951819469287,1.3145005026207761,0.569405371019038,0.0,0.0,1.0986122886681098,0.6931471805599453,0.0,0.06544409106438462,0.8130709977235504,0.6782953705188403,0.24654637556801284,-0.7646636672278373,0.7794163747984253,True,True,0.0,3.0,2.0,3.0,True,True,Core Moat,9
20260430,6777,6777.T,santec Holdings Corporation,Standard Market(Domestic),3650,Electric Appliances,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,-,,False,2026-06-01,25380.0,25380.0,150300.0,6644598083.333333,1222.0,0.0030296065621020782,0.5776400668276193,-0.6218053398486106,5.088906370455208,17.217455545476266,1222.0,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ株式会社,24026716000.0,7429087000.0,7887932000.0,5067844000.0,29527373000.0,21428211000.0,6001678000.0,,-700473000.0,,,350.0,0.2553557856733508,0.3657576332554233,0.3092010993096185,0.2365033646532601,0.7257066519259943,0.2497918566981854,,,298478436352.0,280270340096.0,38.927574,57.394844,12.032057,0.92,1.185,11760380.0,11098999808.0,0.92,38.927574,12.032057,1.0355377253305107,0.7183191557220214,-1.3606144055403482,0.5959171156087733,0.38907853480986915,0.05993106690966282,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.9723460085165826,-0.3948089729194864,0.36418878378742825,5.109614166478054,1.065049150073305,0.7686452854279032,True,True,0.0,3.0,0.0,3.0,False,True,Future Moat,10
20260430,5844,5844.T,"Kyoto Financial Group,Inc.",Prime Market (Domestic),7050,Banks,15,BANKS,4,TOPIX Mid400,True,2026-06-01,4341.0,4341.0,970900.0,5527211130.0,1222.0,0.0012672551397826725,0.3237207151558594,-0.36016805260233864,0.8597906951690399,2.6393552344677293,1222.0,株式会社京都フィナンシャルグループ,31329000000.0,30044000000.0,50915000000.0,36554000000.0,12161140000000.0,1083193000000.0,501615000000.0,,-24020000000.0,,,3580.0,1.6236496105853782,1.677957037169088,0.9589836892336174,0.0337465253191259,0.0890700213960204,16.01120367710428,,,1229082460160.0,1030209404928.0,12.807576,31.207764,1.0852517,2.49,0.182,283133476.0,,0.024900000000000002,12.807576,1.0852517,0.6921940932244152,2.899583956008088,0.23267227954005965,1.959826919309974,1.405663761400574,1.0288353327158584,0.0,0.0,0.0,0.0,0.0,-0.411080513804854,0.4594327962113272,0.6244987268893798,1.0103098320813748,-0.3607804828250046,0.7616077583800178,True,True,0.0,2.0,1.0,2.0,True,True,Core Moat,11
20260430,6627,6627.T,"Tera Probe,Inc.",Standard Market(Domestic),3650,Electric Appliances,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,-,,False,2026-06-01,11040.0,11040.0,95500.0,1317274283.3333333,1222.0,0.0023263326203263324,0.5998656684228829,-0.7400823272046615,3.1645008510296124,6.241571894274277,1222.0,株式会社テラプローブ,41746379000.0,8893949000.0,8750990000.0,6952842000.0,100572987000.0,59928689000.0,20140044000.0,,11838381000.0,,,1127.0,0.0858898018658074,0.1123056961888198,0.2130471962610218,0.1160185900278913,0.5958726173659334,0.4824381055899483,,,,,,,,,,,,,,,0.3918096016134114,1.5471770525843813,-1.5000750447413023,0.3363018990736263,0.29117299457725404,0.005791688265390129,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.9723460085165826,0.0,0.38050362299449847,5.107432057729099,1.4190347673181183,0.7493433520355965,True,True,0.0,3.0,0.0,3.0,False,True,Future Moat,12
20260430,6524,6524.T,"KOHOKU KOGYO CO.,LTD.",Standard Market(Domestic),3650,Electric Appliances,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,-,,False,2026-06-01,6070.0,6070.0,171400.0,1717554650.0,1084.0,0.001797629684030761,0.5438920731585133,-0.5850666409072383,2.3767692198368775,2.7447741188807093,1084.0,湖北工業株式会社,17454000000.0,4624000000.0,4547000000.0,2992000000.0,28319000000.0,23441000000.0,3343000000.0,,-3646000000.0,641000000.0,,1710.0,0.1382337235828095,0.2823342868880141,0.2649249455712157,0.1276396058188643,0.8277481549489741,0.1915320270425117,0.0367251059928956,,,,,,,,,,,,,,0.7722001105681365,0.5107545802775781,-1.148853353823924,0.8299250392403015,0.3341730208515178,0.08202143163950087,1.3862943611198906,1.3862943611198906,0.0,0.0,0.7071067811865475,1.1491227038132195,0.0,0.4654940753092964,3.7070682133651744,0.8708229281976265,0.7491186038260512,True,True,0.0,3.0,0.0,3.0,False,True,Future Moat,13
