code,ticker,company_name,company_name_ja,market,sector_33,sector_17,scale_category,is_financial,revenue,operating_income,ordinary_income,net_income,total_assets,equity,operating_cf,investing_cf,financing_cf,rd_expense,capex,employees,revenue_growth,operating_income_growth,operating_margin,roe,equity_ratio,ocf_margin,rd_ratio,capex_ratio,market_cap,enterprise_value,trailing_pe,forward_pe,price_to_book,dividend_yield,beta,shares_outstanding,ebitda
3662,3662.T,"Ateam Holdings Co.,Ltd.",株式会社エイチームホールディングス,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 2,False,23917000000.0,1853000000.0,1585000000.0,1054000000.0,15209000000.0,9169000000.0,1624000000.0,,-3710000000.0,,,783.0,-0.06829851674969167,0.02608036190685814,0.07747627210770582,0.11495255753081034,0.6028667236504701,0.06790149266212317,,,,,,,,,,,
3663,3663.T,"CELSYS,Inc.",株式会社セルシス,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 2,False,9471638000.0,2967854000.0,2934988000.0,1681102000.0,7910280000.0,-6644237000.0,2616170000.0,,-3022936000.0,,,260.0,0.08018650858015186,0.1675470676043227,0.31334115598590234,-0.2530165615705761,-0.8399496604418554,0.2762109362710019,,,,,,,,,,,
3664,3664.T,WIZE INC.,株式会社モブキャストホールディングス,Growth Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,2808134000.0,-353311000.0,-436640000.0,-643247000.0,3238327000.0,2050146000.0,-345042000.0,,1432232000.0,,,95.0,-0.13661539227161734,,-0.12581700161032203,-0.3137566787926323,0.6330880111860229,-0.12287234156204796,,,,,,,,,,,
3665,3665.T,Enigmo Inc.,株式会社エニグモ,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 2,False,6295864000.0,1141628000.0,413646000.0,707043000.0,15817919000.0,12591627000.0,209995000.0,,-557135000.0,,,157.0,0.007395728116707856,0.06873340932732375,0.1813298381286508,0.05615183804285181,0.7960356226378451,0.03335443713523672,,,,,,,,,,,
3667,3667.T,"enish,inc.",株式会社ｅｎｉｓｈ,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,2170101000.0,-856653000.0,-832442000.0,-1151722000.0,1593585000.0,-9043210000.0,-873463000.0,,1019132000.0,,,82.0,-0.21356287244815442,,-0.3947525944644973,0.1273576528688375,-5.674758484799995,-0.40249877770665976,,,,,,,,,,,
3668,3668.T,"COLOPL,Inc.",株式会社コロプラ,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 1,False,25933000000.0,1180000000.0,1805000000.0,-662000000.0,75742000000.0,68940000000.0,2645000000.0,,-3232000000.0,,,1148.0,-0.0842761948572156,-0.6539589442815249,0.045501870203987195,-0.009602552944589499,0.9101951361199863,0.10199359888944588,,,,,,,,,,,
3670,3670.T,"Kyoritsu Computer & Communication Co.,Ltd.",協立情報通信株式会社,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,4476026000.0,715624000.0,301887000.0,171821000.0,3198137000.0,2119478000.0,220970000.0,,-79791000.0,,,186.0,-0.05227024560770832,0.08758888683953536,0.1598793215231547,0.0810676024945765,0.6627227038741618,0.04936745228915113,,,,,,,,,,,
3671,3671.T,"SOFTMAX CO.,LTD",ソフトマックス株式会社,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,6928650000.0,740630000.0,794725000.0,573459000.0,9129108000.0,3925692000.0,388949000.0,,883556000.0,,,230.0,0.14762833935766428,0.12881145623521495,0.10689383934821357,0.14607844935364261,0.43001923079450916,0.056136332474580185,,,,,,,,,,,
3672,3672.T,AltPlusInc.,株式会社オルトプラス,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,2897753000.0,-494463000.0,-485723000.0,-480221000.0,1746749000.0,1389670000.0,-573010000.0,,651297000.0,,,199.0,-0.1873483905315787,,-0.1706366967785039,-0.34556477437089383,0.795575094074764,-0.19774287180446368,,,,,,,,,,,
3673,3673.T,"Broadleaf Co.,Ltd.",株式会社ブロードリーフ,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 1,False,18539650000.0,2144946000.0,2142335000.0,626265000.0,30891771000.0,15656632000.0,,,,,,924.0,0.16171724912202023,2.335421198884744,0.11569506436205645,0.03999998211620481,0.5068220918768302,,,,,,,,,,,,
3674,3674.T,"Aucfan Co.,Ltd.",株式会社オークファン,Growth Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,4849512000.0,619197000.0,-168562000.0,-329112000.0,7084468000.0,4561705000.0,203032000.0,,-391244000.0,,,163.0,-0.04487473780964846,-0.0791660661424789,0.12768233174801918,-0.07214670830314543,0.6439022661969819,0.041866480586087836,,,,,,,,,,,
3675,3675.T,Cross Marketing Group Inc.,株式会社クロス・マーケティンググループ,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,30587329000.0,4722989000.0,2400265000.0,1356038000.0,16421218000.0,8032542000.0,1955968000.0,,-1143970000.0,,,1535.0,0.07602504349119177,0.0965422783863914,0.15440998460506308,0.1688180404160974,0.48915628548381734,0.06394700236820286,,,,,,,,,,,
3676,3676.T,"DIGITAL HEARTS HOLDINGS Co.,Ltd.",株式会社デジタルハーツホールディングス,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 2,False,40065352000.0,2430067000.0,2278445000.0,670368000.0,19949490000.0,9298826000.0,3119272000.0,,-2555521000.0,,,1759.0,0.045467383213961154,-0.29242463547428954,0.06065258081346696,0.072091681250945,0.4661184822268639,0.07785460115263682,,,,,,,,,,,
3678,3678.T,"MEDIA DO Co.,Ltd.",株式会社メディアドゥ,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 2,False,109823000000.0,4919000000.0,2851000000.0,1843000000.0,56926000000.0,19443000000.0,2454000000.0,,-1596000000.0,,,507.0,0.07483841031931049,0.0009160773461580618,0.044790253407756116,0.09478989867818752,0.3415486772300882,0.022345046119665278,,,,,,,,,,,
3679,3679.T,"ZIGExN Co.,Ltd.",株式会社じげん,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 2,False,7505000000.0,748000000.0,1770000000.0,1389000000.0,17425000000.0,10002000000.0,,,,,,964.0,0.02689695335861142,-0.21440359205784476,0.09966688874083944,0.138872225554889,0.5740028694404591,,,,,,,,,,,,
3680,3680.T,Hotto Link Inc.,株式会社ホットリンク,Growth Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,2328437000.0,-276679000.0,-249984000.0,-690629000.0,5123880000.0,4790391000.0,,,,,,136.0,0.032427824585777865,,-0.11882606228985367,-0.1441696512873375,0.9349147521019228,,,,,,,,,,,,
3681,3681.T,"V-cube,Inc.",株式会社ブイキューブ,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 2,False,9859467000.0,-2083393000.0,-2026101000.0,-3941033000.0,9127070000.0,-6273513000.0,-570788000.0,,1121071000.0,,,344.0,-0.05688364560206083,,-0.21130888718426666,0.6282019340678819,-0.6873523485631204,-0.05789237896937025,,,,,,,,,,,
3682,3682.T,"Encourage Technologies Co.,Ltd.",エンカレッジ・テクノロジ株式会社,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,2501582000.0,297990000.0,303146000.0,220239000.0,4659554000.0,3513011000.0,345945000.0,,-134295000.0,,,127.0,0.08619575329913665,0.10626327864285923,0.11912062047136572,0.06269237414855804,0.7539371793952812,0.13829048977806843,,,,,,,,,,,
3683,3683.T,"CYBERLINKS CO.,LTD.",株式会社サイバーリンクス,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,18431000000.0,1846000000.0,2297000000.0,1303000000.0,15791000000.0,9516000000.0,1581000000.0,,244000000.0,,,815.0,0.09752530419432248,0.33229125944742277,0.1001573436058814,0.13692728036990331,0.6026217465644987,0.08577939341327112,,,,,,,,,,,
3686,3686.T,DLE Inc.,株式会社ディー・エル・イー,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,1978904000.0,-489248000.0,-633225000.0,-754244000.0,2630624000.0,2512066000.0,-463090000.0,,29185000.0,,,127.0,-0.010420729708003229,,-0.24723180103734188,-0.3002484807325922,0.9549316055810333,-0.2340133730590266,,,,,,,,,,,
3687,3687.T,Fixstars Corporation,株式会社フィックスターズ,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 2,False,9925974000.0,3236011000.0,2581516000.0,2012086000.0,9871235000.0,8522059000.0,1978609000.0,,-1043624000.0,,,334.0,0.17205976878902263,0.20689997776475622,0.32601445460163403,0.2361032703481635,0.8633224718082387,0.1993365084373584,,,,,,,,,,,
3690,3690.T,YRGLM Inc.,株式会社イルグルム,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,4941238000.0,278892000.0,279654000.0,-301144000.0,3207320000.0,1684802000.0,590444000.0,,-264204000.0,,,334.0,0.16477748431225714,-0.06987051184719861,0.056441725737558075,-0.1787414782271151,0.5252990035294265,0.11949313107362973,,,,,,,,,,,
3691,3691.T,"DIGITAL PLUS,Inc.",株式会社デジタルプラス,Growth Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,284982000.0,-237851000.0,-196475000.0,-139974000.0,1589283000.0,775511000.0,,,,,,31.0,0.11958834914674354,,-0.8346176249728053,-0.1804926042312746,0.48796281090277815,,,,,,,,,,,,
3692,3692.T,"FFRI Security,Inc.",株式会社ＦＦＲＩセキュリティ,Growth Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,3087797000.0,900631000.0,880538000.0,687022000.0,4315472000.0,2788963000.0,641498000.0,,-79641000.0,,,215.0,0.25186160079887165,0.7801822450127085,0.2916742907645807,0.24633600374045836,0.6462706744476618,0.20775264695185597,,,,,,,,,,,
3694,3694.T,OPTiM CORPORATION,株式会社オプティム,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 2,False,10580636000.0,1954346000.0,1915908000.0,1178528000.0,11094073000.0,8519286000.0,2111097000.0,,-312955000.0,,,403.0,0.06793358333136701,0.04898220375693607,0.1847096904193661,0.13833647561544477,0.7679132812628869,0.1995245843444572,,,,,,,,,,,
3695,3695.T,"GMO Product Platform,Inc.",ＧＭＯプロダクトプラットフォーム株式会社,Growth Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,6818184000.0,340678000.0,323432000.0,161895000.0,9456559000.0,2455016000.0,990783000.0,,455827000.0,,,199.0,0.15429824589343322,-0.12063531629174673,0.04996609067751765,0.06594458040191999,0.25960986443377554,0.14531479349926607,,,,,,,,,,,
3696,3696.T,CERES INC.,株式会社セレス,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 2,False,29680486000.0,4895012000.0,2817770000.0,3672324000.0,37504114000.0,13964060000.0,1670237000.0,,-820352000.0,,,351.0,0.11001433683366924,0.23915730884690367,0.1649235797553989,0.2629839745747297,0.37233408580189364,0.05627391007007095,,,,,,,,,,,
3697,3697.T,SHIFT Inc.,株式会社ＳＨＩＦＴ,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Mid400,False,135166000000.0,24865000000.0,15181000000.0,9229000000.0,77001000000.0,41037000000.0,15652000000.0,,-1192000000.0,,,11688.0,0.21321203395118982,0.21719296750082662,0.18395898376810738,0.22489460730560226,0.5329411306346671,0.11579835165648165,,,185876037632.0,174976106496.0,22.626013,0.9899804,4.818926,,1.094,255605108.0,17774999552.0
3698,3698.T,"CRI Middleware Co.,Ltd.",株式会社ＣＲＩ・ミドルウェア,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,3448587000.0,554381000.0,566774000.0,429315000.0,5839834000.0,4098049000.0,849681000.0,,-104503000.0,,,173.0,0.07377438657947244,0.2678530057517181,0.1607559849874746,0.10476082643228522,0.7017406659161887,0.24638525865811128,,,,,,,,,,,
3708,3708.T,"Tokushu Tokai Paper Co.,Ltd.",特種東海製紙株式会社,Prime Market (Domestic),Pulp and Paper,RAW MATERIALS & CHEMICALS,TOPIX Small 2,False,101692000000.0,3928000000.0,6227000000.0,3927000000.0,146045000000.0,85834000000.0,8773000000.0,,-1495000000.0,,,1863.0,0.06288420064171718,0.5476181542032621,0.03862644062463124,0.04575110096232262,0.5877229621007224,0.08627030641545058,,,,,,,,,,,
3710,3710.T,"Jorudan Co.,Ltd.",ジョルダン株式会社,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,2993797000.0,357719000.0,258244000.0,262787000.0,5502462000.0,4602885000.0,322270000.0,,-40520000.0,,,178.0,-0.017493813050561746,0.17183103205411698,0.11948672538585615,0.05709180220665952,0.836513727854913,0.10764590919157177,,,,,,,,,,,
3712,3712.T,"Information Planning CO.,LTD.",株式会社情報企画,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,3843500000.0,1536833000.0,1537993000.0,1077526000.0,8416377000.0,7856126000.0,1145834000.0,,-332911000.0,,,154.0,0.04369975670118209,0.038919335236053954,0.3998524782099649,0.13715742339163095,0.933433233801195,0.29812254455574344,,,,,,,,,,,
3719,3719.T,"AI storm Co.,Ltd.",ＡＩストーム株式会社,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,2653555000.0,563709000.0,259476000.0,177799000.0,5059487000.0,2057720000.0,-1033541000.0,,1343475000.0,,,34.0,0.9883326474524166,12.241494232823005,0.2124353932743056,0.08640582780942013,0.4067052647827734,-0.38949296321350035,,,,,,,,,,,
3723,3723.T,NIHON FALCOM CORPORATION,日本ファルコム株式会社,Growth Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,2612982000.0,1340777000.0,1364655000.0,903682000.0,11495220000.0,10877198000.0,1013181000.0,,-204897000.0,,,69.0,0.02779115871961646,0.004487894892487798,0.5131214068830172,0.08308040361129769,0.9462366096516639,0.38774893971715074,,,,,,,,,,,
3726,3726.T,"4Cs HD Co.,Ltd.",株式会社フォーシーズＨＤ,Standard Market(Domestic),Retail Trade,RETAIL TRADE,,False,2441403000.0,-474049000.0,-206464000.0,-243929000.0,2986712000.0,1945753000.0,-713648000.0,,938047000.0,,,92.0,0.06804041538532823,,-0.19417072888007428,-0.12536483304921026,0.6514699107245694,-0.2923106099238839,,,,,,,,,,,
3727,3727.T,Aplix Corporation,株式会社アプリックス,Growth Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,373995000.0,-222942000.0,77084000.0,1616000.0,2685291000.0,2166130000.0,,,,,,53.0,-0.23874965590132502,,-0.5961095736574018,0.0007460309399712852,0.8066649014948473,,,,,,,,,,,,
3733,3733.T,"Software Service,Inc.",株式会社ソフトウェア・サービス,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,42298000000.0,8388000000.0,8471000000.0,6112000000.0,52188000000.0,41896000000.0,3214000000.0,,-733000000.0,,,1804.0,0.11998687420568421,0.13453251265080013,0.19830724856967233,0.14588504869199923,0.8027899133900513,0.07598468012671994,,,,,,,,,,,
3741,3741.T,"Systems Engineering Consultants Co.,LTD.",株式会社セック,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 2,False,10295370000.0,1793256000.0,1893682000.0,1344002000.0,11775495000.0,9330262000.0,-250488000.0,,-445434000.0,,,351.0,0.17249094986289926,0.21456760119417528,0.1741808210875374,0.14404761624057288,0.7923456296317055,-0.02433016006224157,,,,,,,,,,,
3744,3744.T,SIOS Corporation,サイオス株式会社,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,19071610000.0,1212032000.0,497779000.0,320134000.0,8662023000.0,1856735000.0,196864000.0,,-70976000.0,,,493.0,0.09556649129224071,4.08168210976479,0.06355163512676695,0.17241771173592355,0.21435350610359727,0.010322358731119186,,,,,,,,,,,
3747,3747.T,"INTERTRADE Co.,Ltd.",株式会社インタートレード,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,1836499000.0,393712000.0,-213206000.0,-156691000.0,1538814000.0,1478433000.0,-12661000.0,,-47862000.0,,,91.0,-0.04439620180328796,-0.12875141291665604,0.21438182106279394,-0.10598451197991386,0.9607613395771029,-0.006894095776801403,,,,,,,,,,,
3750,3750.T,"ADR120S,Inc.",株式会社サイトリ細胞研究所,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,150691000.0,-806888000.0,-2805364000.0,-3168302000.0,3537592000.0,-5875306000.0,-987038000.0,,171650000.0,,,10.0,-0.7349308615021383,,-5.354586538014878,0.5392573595315716,-1.6608206938505061,-6.550079301351773,,,,,,,,,,,
3753,3753.T,FLIGHT SOLUTIONS Inc.,株式会社フライトソリューションズ,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,3063284000.0,-298933000.0,-333065000.0,-382695000.0,1509773000.0,-2429384000.0,-75631000.0,,331626000.0,,,110.0,0.008899988263004754,,-0.09758579354705603,0.1575275872402222,-1.6091054747965423,-0.02468951621854193,,,,,,,,,,,
3758,3758.T,Aeria Inc.,株式会社アエリア,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,16572000000.0,667000000.0,541000000.0,366000000.0,21238000000.0,9231000000.0,-727000000.0,,303000000.0,,,460.0,-0.14619422820092232,0.18374849702193097,0.04024861211682356,0.03964900877478063,0.43464544684056877,-0.043869176924933626,,,,,,,,,,,
3760,3760.T,"CAVE Interactive CO.,LTD.",株式会社ケイブ,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,13969156000.0,1133685000.0,1131607000.0,-614469000.0,13248570000.0,6266838000.0,922451000.0,,279646000.0,,,221.0,0.41635881386023077,-0.4150712093280272,0.08115629892027836,-0.09805088307692013,0.47301995611601855,0.06603484133186,,,,,,,,,,,
3762,3762.T,TECHMATRIX CORPORATION,テクマトリックス株式会社,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 1,False,46321664000.0,4912708000.0,4954797000.0,3023613000.0,82440172000.0,18104040000.0,,,,,,619.0,0.22404999202360232,0.3470502046318298,0.10605638001260058,0.16701316391258525,0.21960216191688683,,,,,,,,,,,,
3763,3763.T,Pro-Ship Incorporated,株式会社プロシップ,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 2,False,7564803000.0,2309487000.0,2431933000.0,1930537000.0,11380076000.0,12437906000.0,1474495000.0,,-531286000.0,,,258.0,0.07057761384692784,0.19019650050017511,0.30529373996917036,0.15521398859261357,1.0929545637480804,0.19491518814171366,,,,,,,,,,,
3765,3765.T,"GungHo Online Entertainment,Inc.",ガンホー・オンライン・エンターテイメント株式会社,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 1,False,93242000000.0,5056000000.0,6780000000.0,4291000000.0,169474000000.0,152249000000.0,-355000000.0,,-8827000000.0,,,1614.0,-0.13741031401670423,-0.5741495133080368,0.054224491109156815,0.028184093163173485,0.8983619906298311,-0.0038072971407734713,,,,,,,,,,,
3766,3766.T,"SYSTEMS DESIGN Co.,Ltd.",システムズ・デザイン株式会社,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,9609075000.0,454455000.0,477768000.0,297649000.0,6394826000.0,4616819000.0,122888000.0,,-141260000.0,,,545.0,0.010492306694720677,-0.12137344103189018,0.04729435455545929,0.06447058028482382,0.7219616296049337,0.012788743973795605,,,,,,,,,,,
3768,3768.T,Riskmonster.com,リスクモンスター株式会社,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,4134121000.0,502595000.0,289951000.0,-165689000.0,7556035000.0,5982175000.0,226009000.0,,199668000.0,,,199.0,-0.0028147900665502767,-0.17123523760955905,0.12157239713109509,-0.02769711685131244,0.7917082173388557,0.05466917876859434,,,,,,,,,,,
3769,3769.T,"GMO Payment Gateway,Inc.",ＧＭＯペイメントゲートウェイ株式会社,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Mid400,False,44566796000.0,21817363000.0,29405094000.0,22117305000.0,293947072000.0,70846353000.0,,,,,,882.0,0.17869325698043315,0.19744794916839026,0.4895429996807489,0.31218692372210044,0.24101737948252125,,,,,,,,,,,,
3771,3771.T,"SYSTEM RESEARCH CO.,LTD.",株式会社システムリサーチ,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 2,False,25931487000.0,2997558000.0,3066064000.0,2197791000.0,17526376000.0,11829067000.0,2056993000.0,,-1035237000.0,,,1484.0,0.09680329589700065,0.09466995086898988,0.11559529925915933,0.18579580283043456,0.6749294320742634,0.07932414365593458,,,,,,,,,,,
3772,3772.T,"Wealth Management,Inc.",ウェルス・マネジメント株式会社,Standard Market(Domestic),Real Estate,REAL ESTATE,,False,18414974000.0,3486418000.0,1048713000.0,1102812000.0,62102417000.0,19398994000.0,-3078726000.0,,1924138000.0,,,396.0,0.09749226644007791,-0.12585796137505312,0.18932516548760808,0.056848927320664155,0.3123709983783723,-0.16718600851676468,,,,,,,,,,,
3773,3773.T,"Advanced Media,Inc.",株式会社アドバンスト・メディア,Growth Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,6665147000.0,1506845000.0,1539804000.0,1408637000.0,15970795000.0,12309103000.0,1432469000.0,,-1209511000.0,,,265.0,0.13432458586505214,0.1480520974258297,0.226078284544962,0.11443863943619612,0.7707257528507504,0.2149193408637499,,,,,,,,,,,
3774,3774.T,Internet Initiative Japan Inc.,株式会社インターネットイニシアティブ,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Mid400,False,259314000000.0,22669000000.0,24501000000.0,17661000000.0,227115000000.0,116711000000.0,,,,,,5221.0,0.11170760282323311,0.011122914659755123,0.08741911350717663,0.15132249745096862,0.5138850362151333,,,,,,,,,,,,
3776,3776.T,"BroadBand Tower,Inc.",株式会社ブロードバンドタワー,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,15289750000.0,974190000.0,909196000.0,300208000.0,19182027000.0,12069404000.0,1339541000.0,,-654224000.0,,,218.0,0.0744727611448266,0.22685456297107875,0.06371523406203503,0.024873473454033023,0.6292037853976538,0.08761039258326657,,,,,,,,,,,
3777,3777.T,Environment Friendly Holdings Corp.,株式会社環境フレンドリーホールディングス,Growth Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,1371110000.0,275116000.0,109365000.0,22006000.0,6389036000.0,3731108000.0,687596000.0,,-2450000.0,,,36.0,-0.7159983103838716,-0.3048360483832251,0.2006520264603132,0.005897979903020765,0.5839860661295382,0.5014885749502228,,,,,,,,,,,
3778,3778.T,SAKURA internet Inc.,さくらインターネット株式会社,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 1,False,31412382000.0,4145586000.0,4060431000.0,2953355000.0,81419470000.0,30257381000.0,5787563000.0,,26763654000.0,,,997.0,0.23417165305425902,0.9474770759252584,0.13197299077796776,0.09760775395596863,0.37162340899541596,0.18424463958193302,,,119429111808.0,141738360832.0,547.52295,40.161507,3.9677265,0.18,1.371,40023161.0,7335587840.0
3779,3779.T,"J ESCOM HOLDINGS,INC.",ジェイ・エスコムホールディングス株式会社,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,1412210000.0,-149268000.0,-222863000.0,370450000.0,3191647000.0,731352000.0,13377000.0,,99388000.0,,,59.0,-0.07182112147549491,,-0.10569816103837248,0.5065276364869448,0.229145641732936,0.009472387251187854,,,,,,,,,,,
3787,3787.T,"Techno Mathematical Co.,Ltd.",株式会社テクノマセマティカル,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,416588000.0,-286658000.0,-282073000.0,-285004000.0,1843643000.0,-2422588000.0,-202852000.0,,-53000.0,,,57.0,-0.1663249198536133,,-0.6881091150009122,0.11764443644565234,-1.3140222917343543,-0.48693673365531415,,,,,,,,,,,
3788,3788.T,GMO GlobalSign Holdings K.K.,ＧＭＯグローバルサイン・ホールディングス株式会社,Prime Market (Domestic),Information & Communication,"IT & SERVICES, OTHERS",TOPIX Small 2,False,21214732000.0,1475276000.0,1435440000.0,1010065000.0,20820361000.0,10350478000.0,2842049000.0,,-822525000.0,,,962.0,0.0836827190664855,0.06977760716455883,0.06954016671056698,0.0975863143711817,0.4971324944846057,0.13396582148669142,,,,,,,,,,,
3791,3791.T,"IG Port,Inc.",株式会社ＩＧポート,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,14598270000.0,1934069000.0,1420281000.0,828016000.0,13092090000.0,7829395000.0,-1858966000.0,,-514551000.0,,,517.0,0.14352756207448292,0.30707956992950636,0.13248617815672678,0.10575734140377385,0.5980248378983035,-0.12734152745496555,,,,,,,,,,,
3793,3793.T,"Drecom Co.,Ltd.",株式会社ドリコム,Growth Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,12703199000.0,976374000.0,103789000.0,-1035569000.0,13506236000.0,4719137000.0,634082000.0,,-1739032000.0,,,356.0,0.08444201134151896,-0.4200891312217523,0.07686048215099205,-0.21944033411193614,0.349404304796688,0.04991514342174755,,,,,,,,,,,
3796,3796.T,"e-Seikatsu Co.,Ltd.",株式会社いい生活,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,3028187000.0,-81216000.0,-47910000.0,-43693000.0,2349571000.0,1872662000.0,316334000.0,,-34294000.0,,,223.0,0.05965831007310429,-0.2487306398598268,-0.026820008143486514,-0.023332026815303563,0.7970229458909733,0.10446316558389558,,,,,,,,,,,
3798,3798.T,"ULS Group,Inc.",ＵＬＳグループ株式会社,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,13203000000.0,2623000000.0,2638000000.0,1695000000.0,13570000000.0,10479000000.0,1587000000.0,,-249000000.0,,,693.0,0.24519562079706358,0.23209976653066322,0.1986669696281148,0.1617520755797309,0.7722181282240236,0.12019995455578278,,,,,,,,,,,
3799,3799.T,Keyware Solutions Inc.,キーウェアソリューションズ株式会社,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,21487089000.0,939261000.0,1224599000.0,1430678000.0,10779132000.0,7569625000.0,-333355000.0,,-166053000.0,,,1289.0,0.04463997072352832,0.02591853814511058,0.04371280818914093,0.18900249351850323,0.7022481030940153,-0.01551420017853512,,,,,,,,,,,
3800,3800.T,UNIRITA Inc.,株式会社ユニリタ,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,12465195000.0,1286985000.0,1001623000.0,716887000.0,15366436000.0,11971981000.0,429108000.0,,-522743000.0,,,681.0,0.004043341742984818,0.03784218827447883,0.10324627893907797,0.059880399075140534,0.779099395591795,0.034424491554283745,,,,,,,,,,,
3802,3802.T,"ECOMIC CO.,LTD",株式会社エコミック,Standard Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,2121744000.0,76377000.0,77210000.0,58914000.0,2011372000.0,1801074000.0,149596000.0,,-170655000.0,,,154.0,-0.029397783342616446,-0.4085478461767075,0.03599727394068276,0.032710482745295304,0.8954454969046004,0.07050614965801717,,,,,,,,,,,
3803,3803.T,Image Information Inc.,イメージ情報開発株式会社,Growth Market(Domestic),Information & Communication,"IT & SERVICES, OTHERS",,False,646058000.0,138363000.0,-69393000.0,-36568000.0,614394000.0,352285000.0,-7531000.0,,-66824000.0,,,54.0,0.08763149040652185,-0.11584530165198959,0.21416498209139118,-0.10380231914501044,0.5733861333281249,-0.011656848146760818,,,,,,,,,,,
