ticker,latest_date,close,adj_close,volume,avg_trading_value_60d,history_days
1301.T,2026-06-01,4300.0,4300.0,71800.0,285001450.0,1222
1306.T,2026-06-01,417.5,417.5,39102560.0,8174313720.114055,1221
1332.T,2026-06-01,1308.5,1308.5,1287700.0,1936423690.8333333,1222
1333.T,2026-06-01,1258.5,1258.5,708800.0,835708894.1666666,1222
1375.T,2026-06-01,1050.0,1050.0,59100.0,49594011.666666664,1222
1376.T,2026-06-01,1382.0,1382.0,73800.0,31808988.333333332,1222
1377.T,2026-06-01,4150.0,4150.0,206600.0,792116691.6666666,1222
1379.T,2026-06-01,1829.0,1829.0,122300.0,194170863.33333334,1222
1380.T,2026-06-01,1005.0,1005.0,900.0,1933170.0,1222
1381.T,2026-06-01,3780.0,3780.0,9500.0,48760233.333333336,1222
1382.T,2026-06-01,1541.0,1541.0,2600.0,3380536.6666666665,1222
1383.T,2026-06-01,2870.0,2870.0,6200.0,24511438.333333332,1222
1384.T,2026-06-01,2019.0,2019.0,39600.0,94858213.33333333,1222
1401.T,2026-06-01,1288.0,1288.0,2200.0,6442451.666666667,1222
1407.T,2026-06-01,2600.0,2600.0,1103200.0,1913371075.0,1222
1414.T,2026-06-01,1249.5,1249.5,813100.0,1236836335.0,1222
1417.T,2026-06-01,3882.0,3882.0,302100.0,1027705946.6666666,1222
1418.T,2026-06-01,511.0,511.0,125500.0,44587205.0,1222
1419.T,2026-06-01,2915.0,2915.0,671700.0,607815516.6666666,1222
1420.T,2026-06-01,608.0,608.0,38800.0,50934911.666666664,1222
1429.T,2026-06-01,693.0,693.0,137200.0,148338330.0,1222
1430.T,2026-06-01,895.0,895.0,135600.0,51754656.666666664,1222
1431.T,2026-06-01,645.0,645.0,19000.0,13440485.0,1222
1432.T,2026-05-29,174.0,174.0,0.0,0.0,1221
1433.T,2026-06-01,1024.0,1024.0,56600.0,115547265.0,1222
1434.T,2026-06-01,1974.0,1974.0,77300.0,149722740.0,1222
1435.T,2026-06-01,161.0,161.0,372700.0,133587750.0,1222
1436.T,2026-06-01,1880.0,1880.0,128000.0,273848571.97387695,1222
1438.T,2026-06-01,1845.0,1845.0,4900.0,2035386.6666666667,897
1443.T,2026-06-01,237.0,237.0,45200.0,78790425.0,1222
1444.T,2026-06-01,2747.0,2747.0,800.0,4919520.0,819
1445.T,2026-05-29,2900.0,2900.0,0.0,0.0,1221
1446.T,2026-06-01,525.0,525.0,6400.0,13868190.0,1222
1447.T,2026-06-01,286.0,286.0,105400.0,80032645.0,1222
1450.T,2026-06-01,1415.0,1415.0,3900.0,11574583.333333334,1222
1452.T,2026-05-29,18530.0,18530.0,0.0,0.0,1221
1491.T,2026-06-01,718.0,718.0,73700.0,86605223.33333333,1222
1514.T,2026-06-01,569.0,569.0,396600.0,1566456366.6666667,1222
1515.T,2026-06-01,2412.0,2412.0,646600.0,2948757588.3333335,1222
1518.T,2026-06-01,1399.0,1399.0,307300.0,372819925.0,1222
1605.T,2026-06-01,3416.0,3416.0,7288600.0,45866992531.666664,1222
1662.T,2026-06-01,1753.0,1753.0,2114000.0,7950185018.333333,1222
1663.T,2026-06-01,4120.0,4120.0,128600.0,1031066625.0,1222
1711.T,2026-06-01,227.0,227.0,101300.0,49337213.333333336,1222
1716.T,2026-06-01,1370.0,1370.0,27200.0,27889593.333333332,1222
1717.T,2026-06-01,913.0,913.0,30900.0,26438580.0,1222
1718.T,2026-06-01,7110.0,7110.0,800.0,19455050.0,1222
1719.T,2026-06-01,1753.5,1753.5,768100.0,1509714267.5,1222
1720.T,2026-06-01,1144.0,1144.0,576400.0,620717418.3333334,1222
1721.T,2026-06-01,5380.0,5380.0,574500.0,3514694575.0,1222
1723.T,2026-06-01,2220.0,2220.0,243400.0,641578548.3333334,1222
1724.T,2026-06-01,694.0,694.0,4800.0,4286483.333333333,1222
1726.T,2026-05-29,526.0,526.0,103000.0,105231643.33333333,1221
1736.T,2026-06-01,2294.0,2294.0,5200.0,14883283.333333334,1222
1758.T,2026-06-01,2411.0,2411.0,800.0,7346603.333333333,1222
1762.T,2026-06-01,3450.0,3450.0,50600.0,263385241.66666666,1222
1764.T,2026-06-01,2921.0,2921.0,2600.0,4931460.0,1222
1766.T,2026-06-01,12050.0,12050.0,39400.0,679098200.0,1222
1768.T,2026-06-01,991.0,991.0,33500.0,20667578.333333332,1222
1770.T,2026-06-01,1675.0,1675.0,3900.0,7177660.0,1222
1776.T,2026-05-28,1996.0,1996.0,6500.0,101454415.0,1220
1780.T,2026-06-01,1342.0,1342.0,64700.0,66698318.333333336,1222
1783.T,2026-06-01,56.0,56.0,2275200.0,77294278.33333333,1222
1786.T,2026-06-01,317.0,317.0,775800.0,158868866.66666666,1222
1787.T,2026-06-01,5360.0,5360.0,700.0,7024716.666666667,1222
1788.T,2026-06-01,4555.0,4555.0,500.0,3270375.0,1222
1793.T,2026-06-01,1870.0,1870.0,1600.0,8362963.333333333,1222
1795.T,2026-05-29,4810.0,4810.0,200.0,2750983.3333333335,1221
1798.T,2026-06-01,986.0,986.0,8300.0,28610513.333333332,1222
1799.T,2026-06-01,3140.0,3140.0,55300.0,120250950.0,1222
1801.T,2026-06-01,13305.0,13305.0,838400.0,15360286533.333334,1222
1802.T,2026-06-01,3167.0,3167.0,2725100.0,10812431821.666666,1222
1803.T,2026-06-01,2568.0,2568.0,2981700.0,11804376233.333334,1222
1807.T,2026-06-01,1799.0,1799.0,1300.0,15933770.0,1222
1808.T,2026-06-01,2660.5,2660.5,822000.0,2806570245.8333335,1222
1810.T,2026-06-01,1338.0,1338.0,78700.0,106979841.66666667,1222
1811.T,2026-06-01,8040.0,8040.0,11800.0,36353866.666666664,1222
1812.T,2026-06-01,5628.0,5628.0,2154700.0,13824471666.666666,1222
1813.T,2026-06-01,2713.0,2713.0,124800.0,315120176.6666667,1222
1814.T,2026-06-01,3180.0,3180.0,76100.0,380603916.6666667,1222
1815.T,2026-06-01,4515.0,4515.0,117300.0,531203658.3333333,1222
1820.T,2026-06-01,5334.0,5334.0,150500.0,775371245.0,1222
1822.T,2026-06-01,722.0,722.0,321100.0,154266280.0,1222
1826.T,2026-06-01,981.0,981.0,20700.0,31655318.333333332,1222
1827.T,2026-06-01,1267.0,1267.0,9100.0,62481733.333333336,1222
1828.T,2026-06-01,2206.0,2206.0,12600.0,28184173.333333332,1222
1833.T,2026-06-01,5590.0,5590.0,133800.0,669114400.0,1222
1835.T,2026-06-01,4070.0,4070.0,189500.0,457907033.3333333,1222
1840.T,2026-06-01,227.0,227.0,7300.0,3607246.6666666665,1222
1844.T,2026-06-01,503.0,503.0,143600.0,154772025.0,1222
1847.T,2026-06-01,2629.0,2629.0,57300.0,158522773.33333334,1222
1848.T,2026-06-01,598.0,598.0,4500.0,8067521.666666667,1222
1850.T,2026-06-01,401.0,401.0,65900.0,41102088.333333336,1222
1852.T,2026-06-01,791.0,791.0,646700.0,383774358.3333333,1222
1853.T,2026-06-01,312.0,312.0,118700.0,15406673.333333334,1222
1860.T,2026-06-01,1597.5,1597.5,1454800.0,1410755331.6666667,1222
1861.T,2026-06-01,1391.0,1391.0,769400.0,1539420790.0,1222
1866.T,2026-06-01,977.0,977.0,56400.0,20775515.0,1222
1867.T,2026-06-01,2275.0,2275.0,14300.0,43087495.0,1222
1870.T,2026-06-01,1855.0,1855.0,260700.0,383455415.0,1222
1871.T,2026-06-01,2092.0,2092.0,147000.0,378934330.0,1222
1873.T,2026-06-01,289.0,289.0,117700.0,42986025.0,1222
1878.T,2026-06-01,3100.0,3100.0,1546200.0,5921914433.333333,1222
1879.T,2026-06-01,2283.0,2283.0,181000.0,289679720.0,1222
1882.T,2026-06-01,1508.0,1508.0,275400.0,459838096.6666667,1222
1885.T,2026-06-01,2238.0,2238.0,555300.0,1820299350.0,1222
1887.T,2026-06-01,532.0,532.0,328400.0,253472253.33333334,1222
1888.T,2026-06-01,3340.0,3340.0,17400.0,81090441.66666667,1222
1893.T,2026-06-01,1691.5,1691.5,1939100.0,4410752068.333333,1222
1897.T,2026-06-01,3315.0,3315.0,500.0,3418533.3333333335,1222
1898.T,2026-06-01,1433.0,1433.0,285400.0,225326983.33333334,1222
1899.T,2026-06-01,7170.0,7170.0,34100.0,222369383.33333334,1222
1904.T,2026-06-01,5030.0,5030.0,21600.0,110884541.66666667,1222
1905.T,2026-06-01,1458.0,1458.0,17400.0,13639980.0,1222
1909.T,2026-06-01,3750.0,3750.0,299800.0,1098486153.3333333,1222
1911.T,2026-06-01,1286.5,1286.5,4829800.0,5753079290.0,1222
1914.T,2026-06-01,696.0,696.0,20200.0,28611308.333333332,1222
1921.T,2026-06-01,1768.0,1768.0,91800.0,95491888.33333333,1222
1925.T,2026-06-01,4215.0,4215.0,3146300.0,9620377458.333334,1222
1926.T,2026-06-01,4055.0,4055.0,186400.0,671334425.0,1222
1928.T,2026-06-01,3280.0,3280.0,2956400.0,8520466928.333333,1222
1929.T,2026-06-01,1101.0,1101.0,126500.0,132105578.33333333,1222
1930.T,2026-06-01,1623.0,1623.0,66000.0,154086250.0,1222
1934.T,2026-06-01,2335.0,2335.0,193500.0,384479453.3333333,1222
1938.T,2026-06-01,2732.0,2732.0,116200.0,407385053.3333333,1222
1939.T,2026-06-01,1866.0,1866.0,173100.0,237354626.66666666,1222
1941.T,2026-06-01,4845.0,4845.0,99600.0,385413541.6666667,1222
1942.T,2026-06-01,6087.0,6087.0,1217500.0,7770475881.666667,1222
1944.T,2026-06-01,6823.0,6823.0,640800.0,5339883436.666667,1222
1945.T,2026-06-01,2408.0,2408.0,262200.0,751726303.3333334,1222
1946.T,2026-06-01,2094.0,2094.0,311900.0,466363165.0,1222
1948.T,2026-06-01,11460.0,11460.0,154000.0,492083900.0,1222
1950.T,2026-06-01,4380.0,4380.0,147700.0,810168816.6666666,1222
1951.T,2026-06-01,2809.5,2809.5,519800.0,1685198310.0,1222
1952.T,2026-06-01,3240.0,3240.0,267700.0,669762766.6666666,1222
1959.T,2026-06-01,8963.0,8963.0,420300.0,2420183995.0,1222
1960.T,2026-06-01,1351.0,1351.0,50900.0,78368048.33333333,1222
1961.T,2026-06-01,2211.0,2211.0,486000.0,1726008034.3977864,1222
1963.T,2026-06-01,2632.5,2632.5,1557700.0,7475130711.666667,1222
1964.T,2026-06-01,4160.0,4160.0,38000.0,167249083.33333334,1222
1965.T,2026-06-01,6030.0,6030.0,64400.0,578125116.6666666,1222
1966.T,2026-06-01,1600.0,1600.0,10700.0,31959431.666666668,1222
1967.T,2026-06-01,2094.0,2094.0,56500.0,120988950.0,1222
1968.T,2026-06-01,2611.0,2611.0,163500.0,481476985.0,1222
1969.T,2026-06-01,4440.0,4440.0,779000.0,3151319321.6666665,1222
1972.T,2026-06-01,1197.0,1197.0,238300.0,121127770.0,1222
1975.T,2026-06-01,3870.0,3870.0,107000.0,410787575.0,1222
1976.T,2026-06-01,1691.0,1691.0,88500.0,188124856.66666666,1222
1979.T,2026-06-01,4390.0,4390.0,267400.0,715695591.6666666,1222
1980.T,2026-06-01,2450.0,2450.0,829300.0,1721383641.6666667,1222
1981.T,2026-06-01,1313.0,1313.0,2200.0,9374901.666666666,1222
1982.T,2026-06-01,3025.0,3025.0,79300.0,360486961.6666667,1222
1992.T,2026-05-29,2758.0,2758.0,200.0,527945.0,1221
1994.T,2026-06-01,570.0,570.0,10700.0,6557818.333333333,1222
1997.T,2026-06-01,3500.0,3500.0,300.0,9045325.0,1222
2001.T,2026-06-01,2583.0,2583.0,257900.0,587806231.6666666,1222
2002.T,2026-06-01,1917.0,1917.0,1027300.0,1916750076.6666667,1222
2003.T,2026-06-01,1692.0,1692.0,37000.0,44604015.0,1222
2004.T,2026-06-01,3150.0,3150.0,58500.0,240991866.66666666,1222
2009.T,2026-06-01,1074.0,1074.0,21300.0,24039206.666666668,1222
2053.T,2026-06-01,1708.0,1708.0,95900.0,157912838.33333334,1222
2055.T,2026-06-01,328.0,328.0,25100.0,9290550.0,1222
2060.T,2026-06-01,1176.0,1176.0,106200.0,120609050.0,1222
2108.T,2026-06-01,4170.0,4170.0,40000.0,130737350.0,1222
2109.T,2026-06-01,3225.0,3225.0,88700.0,178308575.0,1222
2112.T,2026-06-01,427.0,427.0,107400.0,57909498.333333336,1222
2114.T,2026-06-01,614.0,614.0,22800.0,9393005.0,1222
2117.T,2026-06-01,2541.0,2541.0,66400.0,108024063.33333333,1222
2120.T,2026-06-01,196.0,196.0,726600.0,173272230.0,1222
2121.T,2026-06-01,2715.0,2715.0,448300.0,757822020.0,1222
2122.T,2026-06-01,1239.0,1239.0,7800.0,12051875.0,1222
2124.T,2026-06-01,864.0,864.0,415800.0,335563013.3333333,1222
2127.T,2026-06-01,654.4000244140625,654.4000244140625,1165800.0,1514637376.0428874,1222
2130.T,2026-06-01,1105.0,1105.0,110000.0,108817055.0,1222
2134.T,2026-06-01,28.0,28.0,868500.0,134564418.33333334,1222
2136.T,2026-06-01,1388.0,1388.0,1700.0,4678095.0,1222
2138.T,2026-06-01,474.0,474.0,63700.0,14737348.333333334,1222
2139.T,2026-06-01,495.0,495.0,1800.0,3366376.6666666665,1222
2146.T,2026-06-01,183.0,183.0,5540900.0,1003249258.3333334,1222
2148.T,2026-06-01,1143.0,1143.0,77500.0,144048401.66666666,1222
2152.T,2026-06-01,1479.0,1479.0,100.0,1521293.3333333333,1222
2153.T,2026-06-01,1586.0,1586.0,129300.0,114817305.0,1222
2154.T,2026-06-01,1880.0,1880.0,258500.0,351091536.6666667,1222
2156.T,2026-06-01,276.0,276.0,2100.0,2982330.0,1222
2157.T,2026-06-01,930.0,930.0,606300.0,402662761.6666667,1222
2158.T,2026-06-01,582.0,582.0,359500.0,324048711.6666667,1222
2160.T,2026-06-01,2574.0,2574.0,1106100.0,3937115046.6666665,1222
2162.T,2026-06-01,471.0,471.0,9500.0,15175833.333333334,1222
2163.T,2026-06-01,1925.0,1925.0,13500.0,42283543.333333336,1222
2164.T,2026-06-01,294.0,294.0,31100.0,19499450.0,1222
2168.T,2026-06-01,1516.0,1516.0,883900.0,433144513.3333333,1222
2169.T,2026-06-01,1760.0,1760.0,5600.0,5894430.0,1222
2170.T,2026-06-01,554.0,554.0,303300.0,312827465.0,1222
2173.T,2026-06-01,694.0,694.0,67800.0,28267111.666666668,1222
2175.T,2026-06-01,2022.0,2022.0,371100.0,746426730.0,1222
2179.T,2026-06-01,800.0,800.0,700.0,1461943.3333333333,1222
2180.T,2026-06-01,1317.0,1317.0,421000.0,89460860.0,1222
2181.T,2026-06-01,246.0,246.0,8746600.0,2518003718.737335,1222
2183.T,2026-06-01,222.0,222.0,41000.0,11590081.666666666,1222
2185.T,2026-06-01,1821.0,1821.0,1100.0,4570485.0,1222
2186.T,2026-06-01,905.0,905.0,2400.0,2934936.6666666665,1222
2193.T,2026-06-01,124.0,124.0,248900.0,70525475.0,1222
2195.T,2026-06-01,374.0,374.0,66900.0,510353323.3333333,1222
2198.T,2026-06-01,788.0,788.0,36400.0,45254250.0,1222
2201.T,2026-06-01,2514.5,2514.5,511900.0,912455010.8333334,1222
2204.T,2026-06-01,3055.0,3055.0,10900.0,44950083.333333336,1222
2206.T,2026-06-01,5368.0,5368.0,299400.0,1226195435.0,1222
2207.T,2026-06-01,2957.0,2957.0,47000.0,257003321.66666666,1222
2208.T,2026-06-01,2890.0,2890.0,10800.0,28596980.0,1222
2209.T,2026-06-01,2206.0,2206.0,41900.0,62597641.666666664,1222
2211.T,2026-06-01,2290.0,2290.0,85200.0,103493280.0,1222
2212.T,2026-06-01,3078.0,3078.0,1041700.0,2279715938.3333335,1222
2215.T,2026-06-01,602.0,602.0,5900.0,7234241.666666667,1222
2216.T,2026-06-01,1051.0,1051.0,207100.0,166399418.33333334,1222
2217.T,2026-06-01,1474.0,1474.0,49000.0,49824975.0,1222
2220.T,2026-06-01,1195.0,1195.0,372100.0,259911348.64074707,1222
2221.T,2026-06-01,3015.0,3015.0,2800.0,10606150.0,1222
2222.T,2026-06-01,2066.0,2066.0,655600.0,1111039233.3333333,1222
2224.T,2026-06-01,3490.0,3490.0,2400.0,13155275.0,1222
2226.T,2026-06-01,4665.0,4665.0,1300.0,6738658.333333333,1222
2229.T,2026-06-01,2870.5,2870.5,653400.0,1546889987.5,1222
2264.T,2026-06-01,4851.0,4851.0,454500.0,2097093838.3333333,1222
2266.T,2026-06-01,1046.0,1046.0,78600.0,38681195.0,1222
2267.T,2026-06-01,2757.5,2757.5,1684300.0,4761358286.666667,1222
2268.T,2026-06-01,4080.0,4080.0,15000.0,23928108.333333332,1222
2269.T,2026-06-01,3747.0,3747.0,973300.0,4417956616.666667,1222
2270.T,2026-06-01,3440.0,3440.0,197300.0,717011033.3333334,1222
2281.T,2026-06-01,2382.0,2382.0,131100.0,274876876.6666667,1222
2282.T,2026-06-01,5925.0,5925.0,904200.0,3542155693.3333335,1222
2286.T,2026-06-01,867.0,867.0,32400.0,47552393.333333336,1222
2288.T,2026-06-01,2197.0,2197.0,103600.0,313430735.0,1222
2291.T,2026-06-01,537.0,537.0,17000.0,2229755.0,1222
2292.T,2026-06-01,2655.0,2655.0,117600.0,251349011.66666666,1222
2293.T,2026-06-01,2659.0,2659.0,200.0,3649190.0,1222
2294.T,2026-06-01,2522.0,2522.0,41000.0,139525793.33333334,1222
2296.T,2026-06-01,4785.0,4785.0,295300.0,1231731283.3333333,1222
2300.T,2026-06-01,497.0,497.0,800.0,1173248.3333333333,1222
2301.T,2026-06-01,1559.0,1559.0,98000.0,219050666.66666666,1222
2303.T,2026-06-01,1305.0,1305.0,18100.0,31981955.0,1222
2304.T,2026-06-01,923.0,923.0,9900.0,4606323.333333333,1222
2305.T,2026-06-01,1770.0,1770.0,45800.0,60766175.0,1222
2307.T,2026-06-01,921.0,921.0,31000.0,34459491.666666664,1222
2311.T,2026-06-01,780.0,780.0,32700.0,17077015.0,1222
2315.T,2026-06-01,63.0,63.0,1052200.0,144677983.33333334,1222
2317.T,2026-06-01,417.0,417.0,2041300.0,459048755.0,1222
2321.T,2026-06-01,144.0,144.0,307500.0,442908396.6666667,1222
2323.T,2026-06-01,382.0,382.0,92700.0,37875328.333333336,1222
2325.T,2026-06-01,4995.0,4995.0,30600.0,133162350.0,1222
2326.T,2026-06-01,4070.0,4070.0,194300.0,822751933.3333334,1222
2327.T,2026-06-01,3566.0,3566.0,251400.0,958490851.6666666,1222
2329.T,2026-06-01,540.0,540.0,103000.0,29663890.0,1222
2330.T,2026-06-01,77.0,77.0,278600.0,37373433.333333336,1222
2331.T,2026-06-01,1078.0,1078.0,2383200.0,1541879085.0,1222
2332.T,2026-06-01,1908.0,1908.0,39600.0,124968250.0,1222
2334.T,2026-06-01,510.0,510.0,2238700.0,806421556.6666666,1222
2335.T,2026-06-01,1011.0,1011.0,21900.0,21618931.666666668,1222
2337.T,2026-06-01,445.0,445.0,883800.0,559580690.0,1222
2338.T,2026-06-01,136.0,136.0,1499700.0,275955643.3333333,1222
2340.T,2026-06-01,473.0,473.0,71400.0,11762055.0,1222
2341.T,2026-06-01,162.0,162.0,33600.0,19746480.0,1222
2342.T,2026-06-01,240.0,240.0,160600.0,73990141.66666667,1222
2344.T,2026-05-07,1493.0,1493.0,66300.0,74722575.0,1205
2345.T,2026-06-01,221.0,221.0,118800.0,72104656.66666667,1222
2349.T,2026-06-01,2343.0,2343.0,4400.0,6431566.666666667,1222
2351.T,2026-06-01,370.0,370.0,50200.0,15966476.666666666,1222
2353.T,2026-06-01,240.0,240.0,2131200.0,398459690.0,1222
2354.T,2026-06-01,1009.0,1009.0,145000.0,160879241.66666666,1222
2359.T,2026-06-01,2048.0,2048.0,28400.0,77066276.66666667,1222
2370.T,2026-06-01,28.0,28.0,794100.0,33330170.0,1222
2371.T,2026-06-01,3374.0,3374.0,729500.0,5345890295.0,1222
2373.T,2026-06-01,409.0,409.0,5100.0,5719023.333333333,1222
2375.T,2026-06-01,210.0,210.0,21200.0,20281675.0,1222
2376.T,2026-06-01,779.0,779.0,2700.0,7429856.666666667,1222
2378.T,2026-06-01,992.0,992.0,54600.0,51859750.0,1222
2379.T,2026-06-01,1760.0,1760.0,229300.0,831188383.3333334,1222
2384.T,2026-06-01,4780.0,4780.0,111400.0,417870308.3333333,1222
2385.T,2026-06-01,241.0,241.0,72600.0,20000671.666666668,1222
2388.T,2026-06-01,44.0,44.0,25600.0,6305975.0,1222
2391.T,2026-06-01,1191.0,1191.0,12300.0,5576828.333333333,1222
2393.T,2026-06-01,2395.0,2395.0,8700.0,8690386.666666666,1222
2395.T,2026-06-01,1113.0,1113.0,716200.0,369319210.0,1222
2404.T,2026-06-01,579.0,579.0,9700.0,3345010.0,1222
2408.T,2026-06-01,934.0,934.0,60700.0,17104638.333333332,1222
2410.T,2026-06-01,2583.0,2583.0,29400.0,51596796.666666664,1222
2411.T,2026-06-01,444.0,444.0,17500.0,17687643.333333332,1222
2413.T,2026-06-01,1474.5,1474.5,5170800.0,7659193630.833333,1222
2415.T,2026-06-01,1544.0,1544.0,20800.0,12648345.0,1222
2418.T,2026-06-01,571.0,571.0,217100.0,96762128.33333333,1222
2424.T,2026-06-01,594.0,594.0,3000.0,1449185.0,1222
2425.T,2026-06-01,661.0,661.0,6200.0,3505725.0,1222
2428.T,2026-06-01,611.0,611.0,133500.0,47740811.666666664,1222
2429.T,2026-06-01,2392.0,2392.0,77400.0,175359536.66666666,1222
2432.T,2026-06-01,2737.0,2737.0,1683800.0,4887536460.833333,1222
2433.T,2026-06-01,1130.5,1130.5,789700.0,1050303739.1666666,1222
2435.T,2026-06-01,210.0,210.0,8900.0,39905021.666666664,1222
2436.T,2026-06-01,1045.0,1045.0,19400.0,13138833.333333334,1222
2437.T,2026-06-01,416.0,416.0,79700.0,77031813.33333333,1222
2438.T,2026-06-01,353.0,353.0,131300.0,29310848.333333332,1222
2440.T,2026-06-01,124.0,124.0,205200.0,22073506.666666668,1222
2445.T,2026-06-01,387.0,387.0,154300.0,54566161.666666664,1222
2449.T,2026-06-01,1056.0,1056.0,900.0,2678050.0,1222
2452.T,2026-05-29,412.0,412.0,0.0,0.0,1221
2454.T,2026-06-01,361.0,361.0,7900.0,3673526.6666666665,1222
2459.T,2026-06-01,192.0,192.0,35900.0,25571976.666666668,1222
2461.T,2026-06-01,420.0,420.0,98900.0,36207763.333333336,1222
2462.T,2026-06-01,1492.0,1492.0,97600.0,102403223.33333333,1222
2464.T,2026-06-01,328.0,328.0,11700.0,4060258.3333333335,1222
2469.T,2026-06-01,2719.0,2719.0,22600.0,125646036.66666667,1222
2471.T,2026-06-01,235.0,235.0,449600.0,142951161.66666666,1222
2475.T,2026-06-01,1818.0,1818.0,21700.0,69015713.33333333,1222
2477.T,2026-06-01,2126.0,2126.0,8000.0,22112080.0,1222
2479.T,2026-06-01,238.0,238.0,12400.0,11587646.666666666,1222
2480.T,2026-06-01,1700.0,1700.0,500.0,2690310.0,1222
2481.T,2026-06-01,665.0,665.0,2200.0,1211195.0,1222
2483.T,2026-06-01,2120.0,2120.0,11100.0,20210875.0,1222
2484.T,2026-06-01,118.0,118.0,207000.0,65827140.0,1222
2485.T,2026-06-01,445.0,445.0,38700.0,20027006.666666668,1222
2488.T,2026-06-01,1392.0,1392.0,22900.0,39581460.0,1222
2489.T,2026-06-01,267.0,267.0,77600.0,52447903.333333336,1222
2491.T,2026-06-01,479.0,479.0,222600.0,170931293.33333334,1222
2492.T,2026-06-01,381.0,381.0,1611600.0,878068175.0,1222
2493.T,2026-06-01,909.0,909.0,18900.0,12765085.0,1222
2497.T,2026-06-01,495.0,495.0,28000.0,19354265.0,1222
2498.T,2026-06-01,2913.0,2913.0,38700.0,29672093.333333332,1222
2499.T,2026-06-01,279.0,279.0,32100.0,4652681.666666667,1222
2501.T,2026-06-01,1613.0,1613.0,1411500.0,2109641199.1666667,1222
2502.T,2026-06-01,1489.0,1489.0,7450300.0,10966719740.833334,1222
2503.T,2026-06-01,2612.5,2612.5,3760400.0,9774626105.833334,1222
2531.T,2026-06-01,2230.0,2230.0,743400.0,1061036350.8333334,1222
2533.T,2026-06-01,484.0,484.0,111000.0,49686715.0,1222
2540.T,2026-06-01,4020.0,4020.0,14100.0,184667466.66666666,1222
2573.T,2026-06-01,4255.0,4255.0,9700.0,29738141.666666668,1222
2579.T,2026-06-01,3553.0,3553.0,825400.0,3339914483.3333335,1222
2585.T,2026-06-01,1760.0,1760.0,1175400.0,2207372208.3333335,1084
2586.T,2026-06-01,121.0,121.0,17620500.0,212399843.33333334,1222
2587.T,2026-06-01,4327.0,4327.0,1138600.0,4097920073.3333335,1222
2588.T,2026-06-01,3420.0,3420.0,16000.0,33177975.0,1222
2590.T,2026-06-01,2568.0,2568.0,162400.0,376493425.0,1222
2593.T,2026-06-01,3010.0,3010.0,868100.0,1507178258.3333333,1222
2594.T,2026-06-01,1951.0,1951.0,66900.0,166351081.66666666,1222
2597.T,2026-06-01,1082.0,1082.0,2600.0,5221080.0,1222
2602.T,2026-06-01,1739.0,1739.0,482700.0,538747864.448649,1222
2607.T,2026-06-01,3519.0,3519.0,282000.0,1523366266.6666667,1222
2612.T,2026-06-01,1456.0,1456.0,16400.0,28797646.64347331,1222
2613.T,2026-06-01,1968.0,1968.0,93000.0,210030045.0,1222
2652.T,2026-06-01,344.0,344.0,109400.0,28634163.333333332,1222
2653.T,2026-06-01,2802.0,2802.0,19100.0,61239341.666666664,1222
2654.T,2026-06-01,394.0,394.0,5300.0,2400871.6666666665,1222
2656.T,2026-06-01,183.0,183.0,174000.0,160490510.0,1222
2659.T,2026-06-01,3105.0,3105.0,215300.0,695597795.0,1222
2664.T,2026-06-01,3310.0,3310.0,169300.0,400199793.3333333,1222
2666.T,2026-06-01,157.0,157.0,39600.0,11774988.333333334,1222
2667.T,2026-06-01,208.0,208.0,171500.0,127810865.0,1222
2668.T,2026-06-01,1251.0,1251.0,1700.0,1718923.3333333333,1222
2669.T,2026-06-01,3910.0,3910.0,5600.0,37489150.0,1222
2670.T,2026-06-01,2560.5,2560.5,516200.0,1687652441.6666667,1222
2673.T,2026-06-01,95.0,95.0,136900.0,44943388.333333336,1222
2674.T,2026-06-01,2377.0,2377.0,53800.0,111042623.33333333,1222
2676.T,2026-06-01,1993.0,1993.0,22800.0,56368933.333333336,1222
2678.T,2026-06-01,1207.0,1207.0,474700.0,586196151.6666666,1222
2681.T,2026-06-01,2040.0,2040.0,220200.0,374649705.0,1222
2683.T,2026-06-01,1002.0,1002.0,1000.0,1422493.3333333333,1222
2685.T,2026-06-01,3230.0,3230.0,253300.0,655337998.3333334,1222
2686.T,2026-06-01,296.0,296.0,104800.0,30826566.666666668,1222
2687.T,2026-06-01,480.0,480.0,6400.0,3086808.3333333335,1222
2689.T,2026-06-01,2061.0,2061.0,9600.0,6099351.666666667,1222
2692.T,2026-05-19,12940.0,12940.0,0.0,688365833.3333334,1213
2693.T,2026-06-01,407.0,407.0,785200.0,161684946.66666666,1222
2694.T,2026-06-01,70.0,70.0,606400.0,20029323.333333332,1222
2695.T,2026-06-01,1636.0,1636.0,397100.0,922079620.0,1222
2698.T,2026-06-01,3190.0,3190.0,10200.0,40718258.333333336,1222
2700.T,2026-06-01,1740.0,1740.0,21400.0,60802623.333333336,1222
2702.T,2026-06-01,7750.0,7750.0,730000.0,3969068333.3333335,1222
2705.T,2026-06-01,7630.0,7630.0,9500.0,105290916.66666667,1222
2708.T,2026-06-01,1830.0,1830.0,2500.0,6293358.333333333,1222
2721.T,2026-06-01,115.0,115.0,162300.0,19659251.666666668,1222
2722.T,2026-06-01,370.0,370.0,23400.0,6684533.333333333,1222
2726.T,2026-06-01,1357.0,1357.0,1029500.0,1488770916.6666667,1222
2730.T,2026-06-01,2340.0,2340.0,312200.0,1040772180.0,1222
