code,ticker,company_name,sector_33,is_financial_like,liquidity_passed,missing_financial_data,low_equity_ratio,repeated_operating_loss,repeated_negative_operating_cf,excessive_leverage,extreme_valuation_outlier,extreme_profitability_outlier,other_data_quality_issue,investment_eligible,exclusion_reasons
3529,3529.T,アツギ株式会社,Textiles and Apparels,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
3543,3543.T,株式会社コメダホールディングス,Wholesale Trade,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
3563,3563.T,株式会社ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,Retail Trade,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
3591,3591.T,株式会社ワコールホールディングス,Textiles and Apparels,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
3608,3608.T,株式会社ＴＳＩホールディングス,Textiles and Apparels,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
3612,3612.T,株式会社ワールド,Textiles and Apparels,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
3623,3623.T,ビリングシステム株式会社,Information & Communication,False,True,False,False,False,False,True,False,False,False,False,excessive_leverage
3624,3624.T,アクセルマーク株式会社,Information & Communication,False,True,False,False,True,True,False,False,True,False,False,repeated_operating_loss;repeated_negative_operating_cf;extreme_profitability_outlier
3628,3628.T,株式会社データホライゾン,Information & Communication,False,True,False,True,True,True,True,False,True,False,False,low_equity_ratio;repeated_operating_loss;repeated_negative_operating_cf;excessive_leverage;extreme_profitability_outlier
3634,3634.T,株式会社ソケッツ,Information & Communication,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
3647,3647.T,株式会社ジー・スリーホールディングス,Information & Communication,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
3656,3656.T,ＫＬａｂ株式会社,Information & Communication,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
3659,3659.T,株式会社ネクソン,Information & Communication,False,True,True,False,True,False,False,False,True,False,False,missing_financial_data;repeated_operating_loss;extreme_profitability_outlier
3663,3663.T,株式会社セルシス,Information & Communication,False,True,False,True,False,False,True,False,False,False,False,low_equity_ratio;excessive_leverage
3664,3664.T,株式会社モブキャストホールディングス,Information & Communication,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
3667,3667.T,株式会社ｅｎｉｓｈ,Information & Communication,False,True,False,True,True,True,True,False,False,False,False,low_equity_ratio;repeated_operating_loss;repeated_negative_operating_cf;excessive_leverage
3672,3672.T,株式会社オルトプラス,Information & Communication,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
3673,3673.T,株式会社ブロードリーフ,Information & Communication,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
3679,3679.T,株式会社じげん,Information & Communication,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
3681,3681.T,株式会社ブイキューブ,Information & Communication,False,True,False,True,True,False,True,False,False,False,False,low_equity_ratio;repeated_operating_loss;excessive_leverage
3686,3686.T,株式会社ディー・エル・イー,Information & Communication,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
3691,3691.T,株式会社デジタルプラス,Information & Communication,False,True,True,False,True,False,False,False,True,False,False,missing_financial_data;repeated_operating_loss;extreme_profitability_outlier
3719,3719.T,ＡＩストーム株式会社,Information & Communication,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
3727,3727.T,株式会社アプリックス,Information & Communication,False,True,True,False,True,False,False,False,True,False,False,missing_financial_data;repeated_operating_loss;extreme_profitability_outlier
3753,3753.T,株式会社フライトソリューションズ,Information & Communication,False,True,False,True,True,False,True,False,False,False,False,low_equity_ratio;repeated_operating_loss;excessive_leverage
3762,3762.T,テクマトリックス株式会社,Information & Communication,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
3769,3769.T,ＧＭＯペイメントゲートウェイ株式会社,Information & Communication,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
3772,3772.T,ウェルス・マネジメント株式会社,Real Estate,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
3774,3774.T,株式会社インターネットイニシアティブ,Information & Communication,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
3777,3777.T,株式会社環境フレンドリーホールディングス,Information & Communication,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
3778,3778.T,さくらインターネット株式会社,Information & Communication,False,True,False,False,False,False,False,True,False,False,False,extreme_valuation_outlier
3803,3803.T,イメージ情報開発株式会社,Information & Communication,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
3810,3810.T,サイバーステップ株式会社,Information & Communication,False,True,False,True,True,True,True,False,True,False,False,low_equity_ratio;repeated_operating_loss;repeated_negative_operating_cf;excessive_leverage;extreme_profitability_outlier
3823,3823.T,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ株式会社,Information & Communication,False,True,False,True,True,True,True,False,False,False,False,low_equity_ratio;repeated_operating_loss;repeated_negative_operating_cf;excessive_leverage
3825,3825.T,株式会社リミックスポイント,Retail Trade,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
3840,3840.T,パス株式会社,Information & Communication,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
3845,3845.T,株式会社アイフリークモバイル,Information & Communication,False,True,False,False,True,False,False,False,False,False,False,repeated_operating_loss
3853,3853.T,アステリア株式会社,Information & Communication,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
3903,3903.T,株式会社ｇｕｍｉ,Information & Communication,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
3905,3905.T,データセクション株式会社,Information & Communication,False,True,False,True,True,False,True,False,False,False,False,low_equity_ratio;repeated_operating_loss;excessive_leverage
3911,3911.T,株式会社Ａｉｍｉｎｇ,Information & Communication,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
3926,3926.T,株式会社オープンドア,Information & Communication,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
3936,3936.T,株式会社グローバルウェイ,Information & Communication,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
3962,3962.T,株式会社チェンジホールディングス,Information & Communication,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
3983,3983.T,株式会社オロ,Information & Communication,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
3987,3987.T,エコモット株式会社,Information & Communication,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
3989,3989.T,シェアリングテクノロジー株式会社,Information & Communication,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
3994,3994.T,株式会社マネーフォワード,Information & Communication,False,True,False,False,True,False,False,False,False,False,False,repeated_operating_loss
4004,4004.T,株式会社レゾナック・ホールディングス,Chemicals,False,True,False,False,False,False,False,False,False,True,False,other_data_quality_issue
4005,4005.T,住友化学株式会社,Chemicals,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4023,4023.T,株式会社クレハ,Chemicals,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4028,4028.T,石原産業株式会社,Chemicals,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
4088,4088.T,エア・ウォーター株式会社,Chemicals,False,True,True,False,True,False,False,False,False,False,False,missing_financial_data;repeated_operating_loss
4091,4091.T,日本酸素ホールディングス株式会社,Chemicals,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4114,4114.T,株式会社日本触媒,Chemicals,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4151,4151.T,協和キリン株式会社,Pharmaceutical,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4169,4169.T,ＥＮＥＣＨＡＮＧＥ株式会社,Information & Communication,False,True,False,False,True,True,False,False,True,True,False,repeated_operating_loss;repeated_negative_operating_cf;extreme_profitability_outlier;other_data_quality_issue
4175,4175.T,株式会社ｃｏｌｙ,Information & Communication,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
4180,4180.T,Ａｐｐｉｅｒ　Ｇｒｏｕｐ株式会社,Information & Communication,False,True,True,False,True,False,False,False,True,False,False,missing_financial_data;repeated_operating_loss;extreme_profitability_outlier
4183,4183.T,三井化学株式会社,Chemicals,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4188,4188.T,三菱ケミカルグループ株式会社,Chemicals,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4192,4192.T,スパイダープラス株式会社,Information & Communication,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
4199,4199.T,ワンダープラネット株式会社,Information & Communication,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
4203,4203.T,住友ベークライト株式会社,Chemicals,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4235,4235.T,ウルトラファブリックス・ホールディングス株式会社,Chemicals,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4241,4241.T,株式会社アテクト,Chemicals,False,True,False,False,True,False,False,False,False,False,False,repeated_operating_loss
4259,4259.T,株式会社エクサウィザーズ,Information & Communication,False,True,False,False,False,False,False,False,True,False,False,extreme_profitability_outlier
4263,4263.T,サスメド株式会社,Information & Communication,False,True,True,False,False,True,False,False,False,True,False,missing_financial_data;repeated_negative_operating_cf;other_data_quality_issue
4265,4265.T,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ株式会社,Information & Communication,False,True,False,False,True,True,False,False,True,True,False,repeated_operating_loss;repeated_negative_operating_cf;extreme_profitability_outlier;other_data_quality_issue
4286,4286.T,株式会社ＣＬホールディングス,Services,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4288,4288.T,株式会社アズジェント,Information & Communication,False,True,False,False,True,True,False,False,True,False,False,repeated_operating_loss;repeated_negative_operating_cf;extreme_profitability_outlier
4293,4293.T,株式会社セプテーニ・ホールディングス,Services,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4301,4301.T,株式会社アミューズ,Services,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4307,4307.T,株式会社野村総合研究所,Information & Communication,False,True,True,False,False,False,False,True,False,False,False,missing_financial_data;extreme_valuation_outlier
4316,4316.T,株式会社ビーマップ,Information & Communication,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
4324,4324.T,株式会社電通グループ,Services,False,True,True,True,False,False,True,False,True,False,False,missing_financial_data;low_equity_ratio;excessive_leverage;extreme_profitability_outlier
4337,4337.T,ぴあ株式会社,Services,False,True,False,True,False,False,True,False,False,False,False,low_equity_ratio;excessive_leverage
4344,4344.T,ソースネクスト株式会社,Information & Communication,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
4360,4360.T,株式会社マナック・ケミカル・パートナーズ,Chemicals,False,True,False,False,True,False,False,False,False,False,False,repeated_operating_loss
4373,4373.T,シンプレクス・ホールディングス株式会社,Information & Communication,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4375,4375.T,セーフィー株式会社,Information & Communication,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
4415,4415.T,株式会社ブロードエンタープライズ,Information & Communication,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
4419,4419.T,株式会社Ｆｉｎａｔｅｘｔホールディングス,Information & Communication,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
4422,4422.T,ＶＡＬＵＥＮＥＸ株式会社,Information & Communication,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
4425,4425.T,Ｋｕｄａｎ株式会社,Information & Communication,False,True,False,False,True,True,False,False,True,False,False,repeated_operating_loss;repeated_negative_operating_cf;extreme_profitability_outlier
4432,4432.T,ウイングアーク１ｓｔ株式会社,Information & Communication,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4436,4436.T,株式会社ミンカブ・ジ・インフォノイド,Information & Communication,False,True,False,True,True,False,True,False,True,False,False,low_equity_ratio;repeated_operating_loss;excessive_leverage;extreme_profitability_outlier
4438,4438.T,株式会社Ｗｅｌｂｙ,Information & Communication,False,True,False,True,True,True,True,False,True,False,False,low_equity_ratio;repeated_operating_loss;repeated_negative_operating_cf;excessive_leverage;extreme_profitability_outlier
4448,4448.T,株式会社ｋｕｂｅｌｌ,Information & Communication,False,True,False,True,False,False,True,False,False,False,False,low_equity_ratio;excessive_leverage
4449,4449.T,株式会社ギフティ,Information & Communication,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
4452,4452.T,花王株式会社,Chemicals,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4478,4478.T,フリー株式会社,Information & Communication,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
4479,4479.T,株式会社マクアケ,Information & Communication,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
4483,4483.T,株式会社ＪＭＤＣ,Information & Communication,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4490,4490.T,株式会社ビザスク,Information & Communication,False,True,False,True,False,False,True,False,False,False,False,low_equity_ratio;excessive_leverage
4499,4499.T,株式会社Ｓｐｅｅｅ,Information & Communication,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
4502,4502.T,武田薬品工業株式会社,Pharmaceutical,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4503,4503.T,アステラス製薬株式会社,Pharmaceutical,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4506,4506.T,住友ファーマ株式会社,Pharmaceutical,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4507,4507.T,塩野義製薬株式会社,Pharmaceutical,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4512,4512.T,わかもと製薬株式会社,Pharmaceutical,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
4516,4516.T,日本新薬株式会社,Pharmaceutical,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4519,4519.T,中外製薬株式会社,Pharmaceutical,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4523,4523.T,エーザイ株式会社,Pharmaceutical,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4528,4528.T,小野薬品工業株式会社,Pharmaceutical,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4536,4536.T,参天製薬株式会社,Pharmaceutical,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4543,4543.T,テルモ株式会社,Precision Instruments,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4547,4547.T,キッセイ薬品工業株式会社,Pharmaceutical,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
4552,4552.T,ＪＣＲファーマ株式会社,Pharmaceutical,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
4563,4563.T,アンジェス株式会社,Pharmaceutical,False,True,True,True,False,True,True,False,False,False,False,missing_financial_data;low_equity_ratio;repeated_negative_operating_cf;excessive_leverage
4564,4564.T,オンコセラピー・サイエンス株式会社,Pharmaceutical,False,True,False,False,True,True,False,False,True,True,False,repeated_operating_loss;repeated_negative_operating_cf;extreme_profitability_outlier;other_data_quality_issue
4565,4565.T,ネクセラファーマ株式会社,Pharmaceutical,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4568,4568.T,第一三共株式会社,Pharmaceutical,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4571,4571.T,ＮＡＮＯ　ＭＲＮＡ株式会社,Pharmaceutical,False,True,False,False,True,True,False,False,True,True,False,repeated_operating_loss;repeated_negative_operating_cf;extreme_profitability_outlier;other_data_quality_issue
4572,4572.T,カルナバイオサイエンス株式会社,Pharmaceutical,False,True,False,False,True,True,False,False,True,True,False,repeated_operating_loss;repeated_negative_operating_cf;extreme_profitability_outlier;other_data_quality_issue
4575,4575.T,株式会社キャンバス,Pharmaceutical,False,True,True,True,False,True,True,False,False,False,False,missing_financial_data;low_equity_ratio;repeated_negative_operating_cf;excessive_leverage
4576,4576.T,株式会社デ・ウエスタン・セラピテクス研究所,Pharmaceutical,False,True,False,False,True,True,False,False,True,False,False,repeated_operating_loss;repeated_negative_operating_cf;extreme_profitability_outlier
4578,4578.T,大塚ホールディングス株式会社,Pharmaceutical,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4579,4579.T,ラクオリア創薬株式会社,Pharmaceutical,False,True,True,False,False,True,False,False,False,False,False,missing_financial_data;repeated_negative_operating_cf
4582,4582.T,シンバイオ製薬株式会社,Pharmaceutical,False,True,False,True,True,True,True,False,True,True,False,low_equity_ratio;repeated_operating_loss;repeated_negative_operating_cf;excessive_leverage;extreme_profitability_outlier;other_data_quality_issue
4583,4583.T,株式会社カイオム・バイオサイエンス,Pharmaceutical,False,True,False,False,True,True,False,False,True,False,False,repeated_operating_loss;repeated_negative_operating_cf;extreme_profitability_outlier
4584,4584.T,キッズウェル・バイオ株式会社,Pharmaceutical,False,True,False,True,False,True,True,False,False,False,False,low_equity_ratio;repeated_negative_operating_cf;excessive_leverage
4586,4586.T,株式会社メドレックス,Pharmaceutical,False,True,False,False,True,True,False,False,True,True,False,repeated_operating_loss;repeated_negative_operating_cf;extreme_profitability_outlier;other_data_quality_issue
4587,4587.T,ペプチドリーム株式会社,Pharmaceutical,False,True,True,False,False,False,False,False,True,False,False,missing_financial_data;extreme_profitability_outlier
4588,4588.T,オンコリスバイオファーマ株式会社,Pharmaceutical,False,True,False,False,True,True,False,True,True,True,False,repeated_operating_loss;repeated_negative_operating_cf;extreme_valuation_outlier;extreme_profitability_outlier;other_data_quality_issue
4591,4591.T,株式会社リボミック,Pharmaceutical,False,True,True,False,False,True,False,False,False,True,False,missing_financial_data;repeated_negative_operating_cf;other_data_quality_issue
4592,4592.T,サンバイオ株式会社,Pharmaceutical,False,True,True,False,False,True,False,False,False,True,False,missing_financial_data;repeated_negative_operating_cf;other_data_quality_issue
4593,4593.T,株式会社ヘリオス,Pharmaceutical,False,True,True,False,True,False,False,False,True,False,False,missing_financial_data;repeated_operating_loss;extreme_profitability_outlier
4594,4594.T,ブライトパス・バイオ株式会社,Pharmaceutical,False,True,False,True,True,True,True,False,True,True,False,low_equity_ratio;repeated_operating_loss;repeated_negative_operating_cf;excessive_leverage;extreme_profitability_outlier;other_data_quality_issue
4596,4596.T,窪田製薬ホールディングス株式会社,Pharmaceutical,False,True,True,False,True,False,False,False,True,True,False,missing_financial_data;repeated_operating_loss;extreme_profitability_outlier;other_data_quality_issue
4597,4597.T,ソレイジア・ファーマ株式会社,Pharmaceutical,False,True,True,False,True,False,False,False,True,False,False,missing_financial_data;repeated_operating_loss;extreme_profitability_outlier
4598,4598.T,ＤｅｌｔａーＦｌｙ　Ｐｈａｒｍａ株式会社,Pharmaceutical,False,True,True,True,False,True,True,False,False,False,False,missing_financial_data;low_equity_ratio;repeated_negative_operating_cf;excessive_leverage
4599,4599.T,株式会社ステムリム,Pharmaceutical,False,True,True,False,False,True,False,False,False,True,False,missing_financial_data;repeated_negative_operating_cf;other_data_quality_issue
4612,4612.T,日本ペイントホールディングス株式会社,Chemicals,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4680,4680.T,株式会社ラウンドワン,Services,False,True,False,False,False,False,False,False,False,True,False,other_data_quality_issue
4689,4689.T,ＬＩＮＥヤフー株式会社,Information & Communication,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4755,4755.T,楽天グループ株式会社,Services,False,True,True,False,False,False,False,True,False,False,False,missing_financial_data;extreme_valuation_outlier
4772,4772.T,株式会社ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,Information & Communication,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
4813,4813.T,株式会社ＡＣＣＥＳＳ,Information & Communication,False,True,False,True,True,False,True,False,False,False,False,low_equity_ratio;repeated_operating_loss;excessive_leverage
4819,4819.T,株式会社デジタルガレージ,Information & Communication,False,True,True,False,True,False,False,False,True,False,False,missing_financial_data;repeated_operating_loss;extreme_profitability_outlier
4833,4833.T,株式会社Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,Services,False,True,False,False,True,True,False,False,True,True,False,repeated_operating_loss;repeated_negative_operating_cf;extreme_profitability_outlier;other_data_quality_issue
4840,4840.T,株式会社トライアイズ,Services,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
4881,4881.T,株式会社ファンペップ,Pharmaceutical,False,True,True,True,False,True,True,False,False,False,False,missing_financial_data;low_equity_ratio;repeated_negative_operating_cf;excessive_leverage
4882,4882.T,株式会社ペルセウスプロテオミクス,Pharmaceutical,False,True,False,True,True,True,True,False,True,True,False,low_equity_ratio;repeated_operating_loss;repeated_negative_operating_cf;excessive_leverage;extreme_profitability_outlier;other_data_quality_issue
4883,4883.T,株式会社モダリス,Pharmaceutical,False,True,True,False,False,True,False,False,True,False,False,missing_financial_data;repeated_negative_operating_cf;extreme_profitability_outlier
4884,4884.T,クリングルファーマ株式会社,Pharmaceutical,False,True,False,False,True,True,False,False,True,True,False,repeated_operating_loss;repeated_negative_operating_cf;extreme_profitability_outlier;other_data_quality_issue
4887,4887.T,サワイグループホールディングス株式会社,Pharmaceutical,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4888,4888.T,ステラファーマ株式会社,Pharmaceutical,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
4889,4889.T,株式会社レナサイエンス,Pharmaceutical,False,True,True,False,False,True,False,False,False,False,False,missing_financial_data;repeated_negative_operating_cf
4890,4890.T,株式会社坪田ラボ,Pharmaceutical,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
4891,4891.T,㈱ティムス,Pharmaceutical,False,True,True,False,False,True,False,False,False,False,False,missing_financial_data;repeated_negative_operating_cf
4892,4892.T,株式会社サイフューズ,Pharmaceutical,False,True,False,False,True,True,False,False,True,False,False,repeated_operating_loss;repeated_negative_operating_cf;extreme_profitability_outlier
4893,4893.T,ノイルイミューン・バイオテック株式会社,Pharmaceutical,False,True,True,True,False,True,True,False,False,False,False,missing_financial_data;low_equity_ratio;repeated_negative_operating_cf;excessive_leverage
4894,4894.T,クオリプス株式会社,Pharmaceutical,False,True,False,False,True,True,False,False,True,True,False,repeated_operating_loss;repeated_negative_operating_cf;extreme_profitability_outlier;other_data_quality_issue
4896,4896.T,株式会社ケイファーマ,Pharmaceutical,False,True,False,False,True,True,False,False,True,False,False,repeated_operating_loss;repeated_negative_operating_cf;extreme_profitability_outlier
4901,4901.T,富士フイルムホールディングス株式会社,Chemicals,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4902,4902.T,コニカミノルタ株式会社,Electric Appliances,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4911,4911.T,株式会社資生堂,Chemicals,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4912,4912.T,ライオン株式会社,Chemicals,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
4935,4935.T,株式会社リベルタ,Chemicals,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
4978,4978.T,株式会社リプロセル,Chemicals,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
4997,4997.T,日本農薬株式会社,Chemicals,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
5020,5020.T,ＥＮＥＯＳホールディングス株式会社,Oil and Coal Products,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
5026,5026.T,株式会社トリプルアイズ,Information & Communication,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
5027,5027.T,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ株式会社,Information & Communication,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
5036,5036.T,日本ビジネスシステムズ株式会社,Information & Communication,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
5076,5076.T,インフロニア・ホールディングス株式会社,Construction,False,True,False,False,False,False,False,False,False,True,False,other_data_quality_issue
5101,5101.T,横浜ゴム株式会社,Rubber Products,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
5108,5108.T,株式会社ブリヂストン,Rubber Products,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
5110,5110.T,住友ゴム工業株式会社,Rubber Products,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
5129,5129.T,株式会社ＦＩＸＥＲ,Information & Communication,False,True,False,False,False,True,False,False,True,False,False,repeated_negative_operating_cf;extreme_profitability_outlier
5136,5136.T,ｔｒｉｐｌａ株式会社,Information & Communication,False,True,False,False,False,False,True,False,False,True,False,excessive_leverage;other_data_quality_issue
5195,5195.T,バンドー化学株式会社,Rubber Products,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
5201,5201.T,ＡＧＣ株式会社,Glass and Ceramics Products,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
5202,5202.T,日本板硝子株式会社,Glass and Ceramics Products,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
5216,5216.T,株式会社倉元製作所,Glass and Ceramics Products,False,True,False,False,True,True,False,False,True,True,False,repeated_operating_loss;repeated_negative_operating_cf;extreme_profitability_outlier;other_data_quality_issue
5240,5240.T,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ株式会社,Information & Communication,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
5246,5246.T,株式会社ＥＬＥＭＥＮＴＳ,Information & Communication,False,True,False,False,True,True,False,False,False,False,False,repeated_operating_loss;repeated_negative_operating_cf
5255,5255.T,株式会社モンスターラボ,Information & Communication,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
5280,5280.T,ヨシコン株式会社,Real Estate,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
5334,5334.T,日本特殊陶業株式会社,Glass and Ceramics Products,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
5341,5341.T,ＡＳＡＨＩ　ＥＩＴＯホールディングス株式会社,Glass and Ceramics Products,False,True,False,True,True,True,True,False,False,False,False,low_equity_ratio;repeated_operating_loss;repeated_negative_operating_cf;excessive_leverage
5401,5401.T,日本製鉄株式会社,Iron and Steel,False,True,True,False,False,False,False,True,False,False,False,missing_financial_data;extreme_valuation_outlier
5411,5411.T,ＪＦＥホールディングス株式会社,Iron and Steel,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
5482,5482.T,愛知製鋼株式会社,Iron and Steel,False,True,True,False,False,False,False,False,False,False,False,missing_financial_data
5491,5491.T,日本金属株式会社,Iron and Steel,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
5527,5527.T,株式会社ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,Real Estate,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
5535,5535.T,ミガロホールディングス株式会社,Real Estate,False,True,False,False,False,True,False,False,False,False,False,repeated_negative_operating_cf
5541,5541.T,大平洋金属株式会社,Iron and Steel,False,True,False,False,True,False,False,False,True,False,False,repeated_operating_loss;extreme_profitability_outlier
5597,5597.T,ブルーイノベーション株式会社,Information & Communication,False,True,False,True,True,True,True,False,True,False,False,low_equity_ratio;repeated_operating_loss;repeated_negative_operating_cf;excessive_leverage;extreme_profitability_outlier
