effective_date,code,ticker,company_name,market,sector_33_code,sector_33,sector_17_code,sector_17,scale_category_code,scale_category,is_financial
20260430,4263,4263.T,"SUSMED,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4264,4264.T,"SECURE,INC.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4265,4265.T,Institution for a Global Society Corporation,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4270,4270.T,BeeX Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4272,4272.T,"NIPPON KAYAKU CO.,LTD.",Prime Market (Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,4,TOPIX Mid400,False
20260430,4274,4274.T,"HOSOYA PYRO-ENGINEERING CO.,LTD.",Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,,False
20260430,4275,4275.T,"Carlit Co.,Ltd.",Prime Market (Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,7,TOPIX Small 2,False
20260430,4284,4284.T,"SOLXYZ Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4286,4286.T,CL Holdings Inc.,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4287,4287.T,JUST PLANNING INC.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4288,4288.T,"Asgent,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4290,4290.T,Prestige International Inc.,Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",6,TOPIX Small 1,False
20260430,4293,4293.T,"SEPTENI HOLDINGS CO.,LTD.",Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,4299,4299.T,"HIMACS,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4301,4301.T,AMUSE INC.,Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4307,4307.T,"Nomura Research Institute,Ltd.",Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",2,TOPIX Large70,False
20260430,4308,4308.T,J-Stream Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4310,4310.T,Dream Incubator Inc.,Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4316,4316.T,"BeMap,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4317,4317.T,Ray Corporation,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,4318,4318.T,"QUICK CO.,LTD.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4320,4320.T,"CE Holdings Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4323,4323.T,"Japan System Techniques Co.,Ltd.",Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4324,4324.T,DENTSU GROUP INC.,Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",4,TOPIX Mid400,False
20260430,4326,4326.T,INTAGE HOLDINGS Inc.,Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4331,4331.T,"TAKE AND GIVE. NEEDS Co.,Ltd.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4334,4334.T,"YUKE'S Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4335,4335.T,"IPS HOLDINGS CO.,LTD.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4337,4337.T,PIA CORPORATION,Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4341,4341.T,SEIRYO ELECTRIC CORPORATION,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,4343,4343.T,"AEON Fantasy Co.,LTD.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4344,4344.T,SOURCENEXT CORPORATION,Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4345,4345.T,"CTS Co.,Ltd.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4346,4346.T,NEXYZ.Group Corporation,Standard Market(Domestic),7200,Other Financing Business,16,FINANCIALS (EX BANKS),-,,True
20260430,4347,4347.T,Broadmedia Corporation,Standard Market(Domestic),9050,Services,10,"IT & SERVICES, OTHERS",-,,False
20260430,4350,4350.T,"MEDICAL SYSTEM NETWORK Co.,Ltd.",Standard Market(Domestic),6100,Retail Trade,14,RETAIL TRADE,7,TOPIX Small 2,False
20260430,4351,4351.T,YAMADA SERVICER SYNTHETIC OFFICE,Standard Market(Domestic),7200,Other Financing Business,16,FINANCIALS (EX BANKS),-,,True
20260430,4356,4356.T,"APPLIED TECHNOLOGY CO.,LTD.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4360,4360.T,"MANAC Chemical Partners Co.,Ltd",Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,,False
20260430,4361,4361.T,"KAWAGUCHI CHEMICAL INDUSTRY CO.,LTD.",Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,,False
20260430,4362,4362.T,"Nippon Fine Chemical Co.,Ltd.",Prime Market (Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,7,TOPIX Small 2,False
20260430,4365,4365.T,"MATSUMOTO YUSHI-SEIYAKU CO.,LTD.",Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,,False
20260430,4366,4366.T,Daito Chemix Corporation,Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,,False
20260430,4367,4367.T,"KOEI CHEMICAL COMPANY,LIMITED",Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,,False
20260430,4368,4368.T,"FUSO CHEMICAL CO.,LTD.",Prime Market (Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,6,TOPIX Small 1,False
20260430,4369,4369.T,Tri Chemical Laboratories Inc.,Prime Market (Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,6,TOPIX Small 1,False
20260430,4370,4370.T,Mobilus Corporation,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4371,4371.T,Core Concept Technologies Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4372,4372.T,"YMIRLINK,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4373,4373.T,"Simplex Holdings,Inc.",Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",6,TOPIX Small 1,False
20260430,4374,4374.T,ROBOT PAYMENT INC.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4375,4375.T,Safie Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4376,4376.T,Kufu Company Holdings Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4377,4377.T,ONE CAREER Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4378,4378.T,CINC Corp.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4379,4379.T,Photosynth inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4380,4380.T,M - mart Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4381,4381.T,"BPLATS,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4382,4382.T,"HEROZ,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4384,4384.T,RAKSUL INC.,Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",6,TOPIX Small 1,False
20260430,4385,4385.T,"Mercari,Inc.",Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",4,TOPIX Mid400,False
20260430,4386,4386.T,"SIG Group Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4387,4387.T,"ZUU Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4388,4388.T,"AI,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4389,4389.T,"Property Data Bank,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4390,4390.T,"IPS,Inc.",Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4391,4391.T,"Logizard Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4392,4392.T,"Future Innovation Group,Inc.",Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4393,4393.T,"Bank of Innovation,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4394,4394.T,"eXmotion Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4395,4395.T,Accrete Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4396,4396.T,System Support Holdings Inc.,Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4397,4397.T,TeamSpirit Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4398,4398.T,"BroadBand Security,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4401,4401.T,ADEKA CORPORATION,Prime Market (Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,4,TOPIX Mid400,False
20260430,4403,4403.T,NOF CORPORATION,Prime Market (Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,4,TOPIX Mid400,False
20260430,4404,4404.T,"Miyoshi Oil & Fat Co.,Ltd.",Standard Market(Domestic),3050,Foods,1,FOODS,-,,False
20260430,4406,4406.T,"New Japan Chemical Co.,Ltd.",Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,,False
20260430,4409,4409.T,"TOHO CHEMICAL INDUSTRY COMPANY,LIMITED",Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,,False
20260430,4410,4410.T,"HARIMA CHEMICALS GROUP,INC.",Prime Market (Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,7,TOPIX Small 2,False
20260430,4412,4412.T,"Science Arts,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4413,4413.T,"baudroie,inc.",Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4414,4414.T,"FLECT Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4415,4415.T,"BROAD ENTERPRISE CO.,LTD.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4416,4416.T,True Data Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4417,4417.T,Global Security Experts Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4418,4418.T,Japan Data Science Consortium Co.Ltd.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4419,4419.T,Finatext Holdings Ltd.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4420,4420.T,"eSOL Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4421,4421.T,"D.I.System Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4422,4422.T,VALUENEX Japan Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4424,4424.T,"Amazia,inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4425,4425.T,Kudan Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4426,4426.T,"Passlogy Co.,Ltd.",PRO Market,5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4427,4427.T,"EduLab,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4428,4428.T,sinops Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4429,4429.T,"Ricksoft Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4430,4430.T,"TOKAI SOFT CO.,LTD.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4431,4431.T,"Smaregi,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4432,4432.T,WingArc1st Inc.,Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",6,TOPIX Small 1,False
20260430,4433,4433.T,"HITO-Communications Holdings,Inc.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4434,4434.T,"Serverworks Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4436,4436.T,"MINKABU THE INFONOID,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4437,4437.T,"gooddays holdings,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4438,4438.T,Welby Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4439,4439.T,"TOUMEI CO.,LTD.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4440,4440.T,WITZ Corporation,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4441,4441.T,Tobila Systems Inc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4442,4442.T,"VALTES HOLDINGS CO.,LTD.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4443,4443.T,"Sansan,Inc.",Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",6,TOPIX Small 1,False
20260430,4444,4444.T,infoNet inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4445,4445.T,Living Technologies Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4446,4446.T,Link-U Group Inc.,Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4447,4447.T,"PBsystems,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4448,4448.T,"kubell Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4449,4449.T,giftee Inc.,Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4450,4450.T,"Power Solutions,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4452,4452.T,Kao Corporation,Prime Market (Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,2,TOPIX Large70,False
20260430,4461,4461.T,DKS Co.Ltd.,Prime Market (Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,7,TOPIX Small 2,False
20260430,4462,4462.T,"ISHIHARA CHEMICAL CO.,LTD.",Prime Market (Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,7,TOPIX Small 2,False
20260430,4463,4463.T,"NICCA CHEMICAL CO.,LTD.",Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,,False
20260430,4464,4464.T,SOFT99corporation,Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,,False
20260430,4465,4465.T,"Niitaka Co., Ltd.",Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,,False
20260430,4471,4471.T,"SANYO CHEMICAL INDUSTRIES,LTD.",Prime Market (Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,6,TOPIX Small 1,False
20260430,4475,4475.T,HENNGE K.K.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4476,4476.T,AI CROSS Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4477,4477.T,"BASE,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4478,4478.T,freee K.K.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4479,4479.T,"Makuake,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4480,4480.T,"MEDLEY,INC.",Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",6,TOPIX Small 1,False
20260430,4481,4481.T,"BASE CO.,LTD.",Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",7,TOPIX Small 2,False
20260430,4482,4482.T,WILLs Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4483,4483.T,JMDC Inc.,Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",6,TOPIX Small 1,False
20260430,4484,4484.T,"LANCERS,INC.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4486,4486.T,Unite and Grow Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4487,4487.T,"Spacemarket,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4488,4488.T,AI inside Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4490,4490.T,VisasQ Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4491,4491.T,"Computer Management Co.,Ltd.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4492,4492.T,GENETEC CORPORATION,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4493,4493.T,"Cyber Security Cloud,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4494,4494.T,Vario Secure Inc.,Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4495,4495.T,"i Cubed Systems,Inc.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4496,4496.T,Commerce One Holdings Inc.,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4498,4498.T,"Cybertrust Japan Co.,Ltd.",Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4499,4499.T,"Speee,Inc.",Standard Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False
20260430,4502,4502.T,Takeda Pharmaceutical Company Limited,Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,1,TOPIX Core30,False
20260430,4503,4503.T,Astellas Pharma Inc.,Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,2,TOPIX Large70,False
20260430,4506,4506.T,"Sumitomo Pharma Co.,Ltd.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,4,TOPIX Mid400,False
20260430,4507,4507.T,"Shionogi & Co.,Ltd.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,2,TOPIX Large70,False
20260430,4512,4512.T,"WAKAMOTO PHARMACEUTICAL CO.,LTD.",Standard Market(Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,-,,False
20260430,4516,4516.T,"Nippon Shinyaku Co.,Ltd.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,4,TOPIX Mid400,False
20260430,4519,4519.T,"CHUGAI PHARMACEUTICAL CO.,LTD.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,2,TOPIX Large70,False
20260430,4521,4521.T,"KAKEN PHARMACEUTICAL CO.,LTD.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,6,TOPIX Small 1,False
20260430,4523,4523.T,"Eisai Co.,Ltd.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,4,TOPIX Mid400,False
20260430,4524,4524.T,"MORISHITA JINTAN CO.,LTD.",Standard Market(Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,-,,False
20260430,4526,4526.T,"RIKEN VITAMIN CO.,LTD.",Prime Market (Domestic),3050,Foods,1,FOODS,7,TOPIX Small 2,False
20260430,4527,4527.T,"ROHTO PHARMACEUTICAL CO.,LTD.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,4,TOPIX Mid400,False
20260430,4528,4528.T,"ONO PHARMACEUTICAL CO.,LTD.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,4,TOPIX Mid400,False
20260430,4530,4530.T,"HISAMITSU PHARMACEUTICAL CO.,INC.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,-,,False
20260430,4531,4531.T,"Yuki Gosei Kogyo Co.,Ltd.",Standard Market(Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,-,,False
20260430,4534,4534.T,"Mochida Pharmaceutical Co.,Ltd.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,7,TOPIX Small 2,False
20260430,4536,4536.T,"SANTEN PHARMACEUTICAL CO.,LTD.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,4,TOPIX Mid400,False
20260430,4538,4538.T,"Fuso Pharmaceutical Industries,Ltd.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,7,TOPIX Small 2,False
20260430,4539,4539.T,"NIPPON CHEMIPHAR CO.,LTD.",Standard Market(Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,-,,False
20260430,4540,4540.T,TSUMURA & CO.,Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,4,TOPIX Mid400,False
20260430,4543,4543.T,TERUMO CORPORATION,Prime Market (Domestic),3750,Precision Instruments,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,2,TOPIX Large70,False
20260430,4544,4544.T,"H.U. Group Holdings,Inc.",Prime Market (Domestic),9050,Services,10,"IT & SERVICES, OTHERS",4,TOPIX Mid400,False
20260430,4547,4547.T,"KISSEI PHARMACEUTICAL CO.,LTD.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,6,TOPIX Small 1,False
20260430,4548,4548.T,SEIKAGAKU CORPORATION,Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,7,TOPIX Small 2,False
20260430,4549,4549.T,"EIKEN CHEMICAL CO.,LTD.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,6,TOPIX Small 1,False
20260430,4552,4552.T,"JCR Pharmaceuticals Co.,Ltd.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,6,TOPIX Small 1,False
20260430,4553,4553.T,"TOWA PHARMACEUTICAL CO.,LTD.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,6,TOPIX Small 1,False
20260430,4554,4554.T,"Fuji Pharma Co.,Ltd.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,7,TOPIX Small 2,False
20260430,4556,4556.T,"KAINOS Laboratories,Inc.",Standard Market(Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,-,,False
20260430,4558,4558.T,"CHUKYO IYAKUHIN CO.,LTD.",Standard Market(Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,-,,False
20260430,4559,4559.T,"ZERIA PHARMACEUTICAL CO.,LTD.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,6,TOPIX Small 1,False
20260430,4563,4563.T,"AnGes,Inc.",Growth Market(Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,-,,False
20260430,4564,4564.T,"OncoTherapy Science,Inc.",Growth Market(Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,-,,False
20260430,4565,4565.T,"Nxera Pharma Co.,Ltd.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,6,TOPIX Small 1,False
20260430,4568,4568.T,"DAIICHI SANKYO COMPANY,LIMITED",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,1,TOPIX Core30,False
20260430,4569,4569.T,"KYORIN Pharmaceutical Co.,Ltd.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,6,TOPIX Small 1,False
20260430,4570,4570.T,"Immuno-Biological Laboratories Co.,Ltd.",Growth Market(Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,-,,False
20260430,4571,4571.T,"Nano Holdings,Inc.",Growth Market(Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,-,,False
20260430,4572,4572.T,"Carna Biosciences,Inc.",Growth Market(Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,-,,False
20260430,4574,4574.T,"TAIKO PHARMACEUTICAL CO.,LTD.",Prime Market (Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,7,TOPIX Small 2,False
20260430,4575,4575.T,"CanBas Co.,Ltd.",Growth Market(Domestic),3250,Pharmaceutical,5,PHARMACEUTICAL,-,,False
