category,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,capm_alpha,capm_beta,information_ratio
Future Moat,1222,7.127676359060889,0.5404678747617566,0.319329513789131,1.6925083696418182,-0.4369996242632034,0.2615026363315515,1.2597083930924844,1.4141863448204601
Core Moat,1222,5.161290304744402,0.4549415595223638,0.2772111865292314,1.6411370883634637,-0.3322182958192724,0.24264864042037323,0.974602043226205,1.158054685060366
Transformation Moat,1222,1.6972863135788696,0.22705909775223443,0.2122763623563242,1.0696391026858476,-0.28078242189813385,0.08325025807764219,0.8482326758153643,0.4089134056303633
Discovery,1222,0.7117374185395005,0.11722140408667014,0.3059219954059681,0.3831741615411264,-0.3234979851593448,0.09517190705121917,0.36329518960027674,-0.03913982537904791
