code,ticker,company_name,market,sector_33,investment_eligible,profitability_score,cash_generation_score,stability_score,competitive_position_score,moat_score,transformation_score,future_moat_score,valuation_score,momentum_score,risk_score,adjusted_bb_score
7322,7322.T,"San ju San Financial Group,Inc.",Prime Market (Domestic),Banks,True,0.45038234177460074,-0.1291967750348798,0.11290205183405323,0.32646114973201756,0.21320726617560445,-0.0775180650209279,-0.411080513804854,0.0,1.9575495969509273,-0.6503447974657649,0.1820479488976624
7325,7325.T,IRRC Corporation,Growth Market(Domestic),Insurance,False,-0.07841096702737904,0.17601662280275765,0.004971907480413022,-1.9235430295464495,-0.36715390717210056,0.10560997368165459,-0.1926235192046947,0.0,-0.1203364166470003,-0.11858672053036799,-0.14170570410428815
7326,7326.T,"SBI Insurance Group Co.,Ltd.",Growth Market(Domestic),Insurance,True,0.3892561889448431,-0.078540737523549,0.2674612297987036,-0.649588040195551,0.04017911967043833,-0.0471244425141294,-0.1926235192046947,0.0,1.0015221166642698,-0.19816161384656794,0.06245394256227453
7327,7327.T,"Daishi Hokuetsu Financial Group,Inc.",Prime Market (Domestic),Banks,True,0.6916075440054543,-0.04790384645682138,-0.11891132566066664,0.7317394525826654,0.3526523041721034,-0.028742307874092828,-0.411080513804854,0.0,0.8559291256090485,-0.593764579320182,0.12025533063457468
7337,7337.T,"Hirogin Holdings,Inc.",Prime Market (Domestic),Banks,True,0.20645313601781254,-0.0068360115755360384,0.11834570620025409,0.7175834917925051,0.23773543431090222,-0.004101606945321623,-0.411080513804854,0.0,0.5305880830970302,-0.5960681063348493,0.05963669335867202
7343,7343.T,"Broad-Minded Co.,Ltd.",Growth Market(Domestic),Insurance,False,-0.31412607366682443,-0.057400018623286815,-0.49024339572965875,-1.7873889578278594,-0.5798206011507139,-0.03444001117397209,-0.1926235192046947,0.0,-0.1397691409495582,0.47397328264014493,-0.30171748125908593
7345,7345.T,Ai Partners Financial Inc.,Growth Market(Domestic),Other Financing Business,False,-0.6690051536532878,-0.39823225883378255,-0.5386139353031495,-1.9327956213170934,-0.8279917798111449,-0.23893935530026955,-0.411080513804854,0.0,1.002362668628855,1.2761266366042454,-0.45883292370740614
7347,7347.T,"Mercuria Holdings Co.,Ltd.",Prime Market (Domestic),Securities and Commodities Futures,True,-0.06679383509922347,0.11472901147442267,-0.07688821028261325,-1.2020171110499909,-0.2504766536826434,0.0688374068846536,-0.411080513804854,0.0,-0.4301042058319585,0.07578604246382184,-0.23184682335466383
7350,7350.T,"Okinawa Financial Group,Inc.",Prime Market (Domestic),Banks,True,0.9707578853522868,-0.10521840844440877,-0.8572670183209269,0.1395079998336867,0.16990885406475015,-0.06313104506664527,-0.411080513804854,0.0,1.7082890140473788,-0.5444577048962533,0.13714041270567076
7380,7380.T,"Juroku Financial Group,Inc.",Prime Market (Domestic),Banks,True,0.38967988762154276,-0.09583483403326874,-0.06264859682319877,0.5998980561553763,0.21987914402565828,-0.05750090041996125,-0.411080513804854,0.0,1.6412372142574307,-0.6174440773403458,0.1541324931210286
7381,7381.T,"CCI Group,Inc.",Prime Market (Domestic),Banks,True,-0.06767945292395437,-0.14524774095156442,-0.8498194953392072,0.34050151123785694,-0.16186334058154517,-0.08714864457093867,-0.411080513804854,0.0,1.374440129771774,-0.33411266859906186,-0.022815037621570812
7383,7383.T,"Net Protections Holdings,Inc.",Prime Market (Domestic),Other Financing Business,True,-0.4456648363768765,-0.270199599582257,-1.770475578168859,-0.8182117441073945,-0.7412700570827218,-0.1621197597493542,-0.411080513804854,0.0,-0.5452098252194807,2.059671762793134,-0.6467232700048727
