effective_date,code,ticker,company_name,market,sector_33_code,sector_33,sector_17_code,sector_17,scale_category_code,scale_category,is_financial,latest_date,close,adj_close,volume,avg_trading_value_60d,history_days,daily_return_mean,annual_volatility,max_drawdown,return_12m_ex_1m,cumulative_return,price_history_days,company_name_ja,revenue,operating_income,ordinary_income,net_income,total_assets,equity,operating_cf,investing_cf,financing_cf,rd_expense,capex,employees,revenue_growth,operating_income_growth,operating_margin,roe,equity_ratio,ocf_margin,rd_ratio,capex_ratio,market_cap,enterprise_value,trailing_pe,forward_pe,price_to_book,dividend_yield,beta,shares_outstanding,ebitda,dividend_yield_clean,pe_for_score,pbr_for_score,is_financial_like,ordinary_margin,net_margin,profitability_score,cash_generation_score,stability_score,competitive_position_score,score_treatment,moat_score,moat_component_profitability,moat_component_cashflow,moat_component_stability,moat_component_competitive_position,transformation_score,transformation_component_valuation_gap,transformation_component_capital_efficiency,transformation_component_shareholder_return,transformation_component_reform_signal,ai_infrastructure_exposure,automation_exposure,data_software_exposure,trust_security_exposure,intangible_investment_score,future_moat_component_ai_infrastructure,future_moat_component_intangible_asset,future_moat_component_automation,future_moat_component_data,future_moat_component_trust,future_moat_score,future_moat_category_flags,future_moat_keyword_evidence,valuation_score,bb_score,momentum_score,risk_score,adjusted_bb_score,price_available,liquid_20m_60d,operating_loss_years_3y,operating_income_years_available,ordinary_loss_years_3y,ordinary_income_years_available,net_loss_years_3y,net_income_years_available,negative_ocf_years_3y,operating_cf_years_available,investment_exclusion_reasons,investment_eligible,score_calculation_target,moat_rank,moat_percentile,transformation_rank,transformation_percentile,future_moat_rank,future_moat_percentile,valuation_rank,valuation_percentile,momentum_rank,momentum_percentile,risk_rank,risk_percentile,adjusted_bb_rank,adjusted_bb_percentile,category,score_rank,role_score_transformation,role_score_future,role_score_moat,role_score_bridge
20260430,9513,9513.T,"Electric Power Development Co.,Ltd.",Prime Market (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS,4,TOPIX Mid400,False,2026-06-01,3954.0,3954.0,719900.0,5372123065.0,1222.0,0.0010576501326825,0.2605049348436094,-0.1790906796786056,0.6121708880824486,2.092807224323274,1222.0,電源開発株式会社,1383337000000.0,138310000000.0,140598000000.0,102530000000.0,3931480000000.0,1463502000000.0,250335000000.0,,-133697000000.0,,,7127.0,-0.1783211060872911,-0.1326889179762284,0.0999828675152909,0.0700579842050096,0.3722521798406707,0.1809645805758105,,,695936745472.0,2117931368448.0,12.151945,10.946238,0.49702734,2.74,-0.234,176008295.0,217066995712.0,0.0274,12.151945,0.49702734,False,0.1016368390348844,0.0741178758321363,-0.183005014419765,0.4731055251334715,0.6293370488668076,0.0310285897323641,general_operating_margin_ocf_leverage_quality,0.1862977539562844,-0.183005014419765,0.4731055251334715,0.6293370488668076,0.0310285897323641,0.8468416553871603,1.805180729043269,-0.8309889305478545,-0.4261780594259426,-1.2016633652345805,1.0986122886681098,0.0,0.0,0.0,0.0,1.6228956389961116,0.0,-0.4374900164137864,-0.6316485798498609,-0.6525572050265103,0.2393676809359459,半導体・光通信・データセンター・電力,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter",1.312225274398718,0.5362438354742669,0.5701119128136252,-0.9943524596167784,0.6926902727173073,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,742.0,0.6225165562913907,14.0,0.9933774834437086,305.0,0.7862964849719817,12.0,0.9943963321446764,424.0,0.7845134997452878,1813.0,0.0769230769230769,11.0,0.9949057564951604,Transformation Moat,14,0.8044958668449506,0.5825244011217613,0.46990962264120634,0.6311557173555856
20260430,8309,8309.T,"Sumitomo Mitsui Trust Group,Inc.",Prime Market (Domestic),7050,Banks,15,BANKS,2,TOPIX Large70,True,2026-06-01,5468.0,5468.0,2643900.0,12596604166.666666,1222.0,0.0011813966034256,0.2731632091504134,-0.2606695465210208,0.4604328227115899,2.522715706868909,1222.0,三井住友トラストグループ株式会社,157127000000.0,150244000000.0,367694000000.0,259138000000.0,78247102000000.0,3127317000000.0,3976669000000.0,,-47585000000.0,,,23125.0,0.4183039435272186,0.4474065694311384,0.9561946705531196,0.0828627222632051,0.0399671926507898,25.308629325322823,,,3811114221568.0,-467693010944.0,12.107793,14.723067,1.0710787,0.87,0.334,696985020.0,,0.87,12.107793,1.0710787,True,2.3401070471656684,1.6492264219389412,0.4151617430380385,1.6577017456966328,0.5689073902824737,1.5742790241673623,financial_sector_relative_roe_profit_stability_valuation,0.9883693293774388,0.4151617430380385,1.6577017456966328,0.5689073902824737,1.5742790241673623,1.0977351104346007,0.1728420691620932,0.1291295170206786,4.784391102079739,-0.0580652147992656,0.0,0.0,0.0,0.0,0.0,-0.5452650101398884,0.0,-0.4374900164137864,-0.6316485798498609,-0.6525572050265103,-0.411080513804854,,,0.8589115515411094,0.5764571550115921,0.3003645875255153,-0.7585850389470676,0.6823521176588505,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,16.0,0.9923586347427408,7.0,0.9969434538970964,1074.0,0.2269485481406011,22.0,0.9893020886398368,563.0,0.7137035150280183,1602.0,0.184411614875191,12.0,0.9943963321446764,Transformation Moat,15,0.8521114738010986,0.3580120129547432,0.7169175693929741,0.7141756891607861
20260430,8050,8050.T,SEIKO GROUP CORPORATION,Prime Market (Domestic),3750,Precision Instruments,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,6,TOPIX Small 1,False,2026-06-01,7420.0,7420.0,436100.0,1845328000.0,1222.0,0.0019565289157285,0.3862891128609567,-0.3719009043404572,2.3792878497384877,6.611660153170776,1222.0,セイコーグループ株式会社,315445000000.0,30533000000.0,20769000000.0,13508000000.0,369236000000.0,158014000000.0,32609000000.0,,-16520000000.0,,,11367.0,0.0748107111617399,0.2008632106792029,0.0967934188210306,0.0854860961686939,0.4279485207292897,0.103374597790423,,,,,,,,,,,,,,,False,0.0658403208166241,0.0428220450474726,-0.0854425138952777,0.1966726565381851,-0.1599303098805966,0.0224170889285991,general_operating_margin_ocf_leverage_quality,-0.0082393599192004,-0.0854425138952777,0.1966726565381851,-0.1599303098805966,0.0224170889285991,0.0178164611677985,0.0,0.0714626036506039,0.0,0.0890823058389928,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,2.1906491179855268,0.0,2.375771403005273,-0.6316485798498609,-0.6525572050265103,0.9723460085165826,半導体・光通信・データセンター・電力;電子部品・精密機器・省人化,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter; automation: robot, automation, factory, fa, control, sensor",0.0,0.2936861098711643,3.7115456243410527,-0.1361657663271351,0.6784572489379831,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,1428.0,0.2730514518593989,727.0,0.63015792154865,2.0,0.957208354559348,62.0,0.5106979113601631,40.0,0.9801324503311258,830.0,0.5776872134488028,13.0,0.9938869077941924,Future Moat,16,0.308935941322122,0.6984591512177081,0.28497520769918294,0.40356496006508036
20260430,6617,6617.T,"TAKAOKA TOKO CO.,LTD.",Prime Market (Domestic),3650,Electric Appliances,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,7,TOPIX Small 2,False,2026-06-01,8180.0,8180.0,161000.0,971058550.0,1222.0,0.0018243740326068,0.3812551586665256,-0.446317270388011,2.4306687127349313,5.5247138633578015,1222.0,株式会社東光高岳,115222000000.0,11254000000.0,6302000000.0,4280000000.0,113652000000.0,66456000000.0,5039000000.0,,-3349000000.0,,,2547.0,0.0448823419651787,0.0879498305639594,0.0976723195223134,0.0644035151077404,0.5847323408299018,0.0437329676624255,,,,,,,,,,,,,,,False,0.054694415996945,0.0371456839839614,0.0315047538802546,-0.0158149135336357,-0.1283433822262605,0.0247901178815799,general_operating_margin_ocf_leverage_quality,-0.0136377173942559,0.0315047538802546,-0.0158149135336357,-0.1283433822262605,0.0247901178815799,-0.029318055419867,0.0,-0.142983346422988,0.0,-0.1465902770993353,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,2.1906491179855268,0.0,2.375771403005273,-0.6316485798498609,-0.6525572050265103,0.9723460085165826,半導体・光通信・データセンター・電力;電子部品・精密機器・省人化,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter; automation: robot, automation, factory, fa, control, sensor",0.0,0.2802829734817312,3.802886253539211,0.0268492620739026,0.6578866726282621,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,1450.0,0.2618441161487519,1073.0,0.4538970962812022,2.0,0.957208354559348,62.0,0.5106979113601631,37.0,0.9816607233825776,702.0,0.6428935303107488,14.0,0.9933774834437086,Future Moat,19,0.28601325398463046,0.8852318598184885,0.26983016611204946,0.38481588863884986
20260430,6356,6356.T,"NIPPON GEAR CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False,2026-06-01,1492.0,1492.0,527500.0,5332541846.666667,1222.0,0.0018517295247381,0.5388403879290268,-0.4792169163431881,2.0098422041820996,3.8617259028626494,1222.0,日本ギア工業株式会社,9555548000.0,2105777000.0,2152900000.0,1550400000.0,15233746000.0,12561580000.0,1289921000.0,,-384305000.0,,,264.0,0.1272292937098107,0.4774873825492756,0.2203721858756818,0.1234239641828496,0.8245890406732527,0.1349918392958729,,,21241489408.0,23802957824.0,12.129095,,3.8963141,0.6,0.395,14236923.0,1256057984.0,0.6,12.129095,3.8963141,False,0.2253036665191782,0.1622512910824162,0.677061702310859,0.3093166403704316,-1.1171551679221152,0.3560793465264513,general_operating_margin_ocf_leverage_quality,0.1620855916222757,0.677061702310859,0.3093166403704316,-1.1171551679221152,0.3560793465264513,0.2645319198849592,-0.0091994918358319,0.5092445170602138,1.7731526023111672,0.591005723332248,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,1.6228956389961116,0.0,2.375771403005273,-0.6316485798498609,-0.6525572050265103,0.8020199648197579,半導体・光通信・データセンター・電力;電子部品・精密機器・省人化,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter; automation: robot, automation, factory, fa, control, sensor",0.3727357169046759,0.4112750044395513,3.0547758514788113,0.6006134762258731,0.6566912419648452,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,821.0,0.5822720326031584,126.0,0.936321956189506,169.0,0.8818135506877228,39.0,0.9806418746816098,60.0,0.9699439633214468,377.0,0.8084564442180336,15.0,0.9928680590932246,Future Moat,20,0.42236906758728926,0.8514266661965604,0.3417321940189163,0.4550528595525291
20260430,1909,1909.T,"Nippon Dry-Chemical CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False,2026-06-01,3750.0,3750.0,299800.0,1098486153.3333333,1222.0,0.00215208951066,0.3956032723115382,-0.4066914944077054,2.323115467814848,8.497687643870103,1222.0,日本ドライケミカル株式会社,55727078000.0,6128252000.0,5817169000.0,4204018000.0,50939579000.0,30517857000.0,8942669000.0,,-3361717000.0,,,1157.0,0.0533518479875068,0.2602916039048215,0.1099690172163701,0.1377560029853996,0.5990991209409092,0.160472598258247,,,,,,,,,,,,,,,False,0.1043867579060937,0.0754394120574561,0.2689346887371733,0.4000979376602753,-0.2183745605358641,0.0579911605152452,general_operating_margin_ocf_leverage_quality,0.1620749454689556,0.2689346887371733,0.4000979376602753,-0.2183745605358641,0.0579911605152452,0.0157621308901862,0.0,0.2067549525498407,0.0,0.078810654450931,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,1.6228956389961116,0.0,2.375771403005273,-0.6316485798498609,-0.6525572050265103,0.8020199648197579,半導体・光通信・データセンター・電力;電子部品・精密機器・省人化,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter; automation: robot, automation, factory, fa, control, sensor",0.0,0.2931690058091606,3.611687030902876,-0.0233260246461744,0.6566703113640656,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,822.0,0.5817626082526745,748.0,0.6194600101884871,169.0,0.8818135506877228,62.0,0.5106979113601631,44.0,0.97809475292919,747.0,0.6199694345389709,16.0,0.9923586347427408,Future Moat,21,0.31564966738327166,0.5130022324101738,0.3282380512215639,0.4104829453231244
20260430,4971,4971.T,MEC COMPANY LTD.,Prime Market (Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,6,TOPIX Small 1,False,2026-06-01,11100.0,11100.0,335400.0,2863908933.3333335,1222.0,0.0016418289054507,0.4891852339921811,-0.607191279290515,3.435703362550969,3.178125383093156,1222.0,メック株式会社,26740510000.0,5914601000.0,7224721000.0,5766868000.0,41814028000.0,30472068000.0,3979322000.0,,-2252707000.0,,,508.0,0.2520458349051624,0.5403550527231435,0.2211850484527034,0.1892509559902531,0.7287522742367705,0.1488124946008883,,,,,,,,,,,,,,,False,0.2701788784133137,0.2156603595069802,0.7519679709647513,0.3585560299756523,-0.8055802718288644,0.3582740727648664,general_operating_margin_ocf_leverage_quality,0.2633665575187763,0.7519679709647513,0.3585560299756523,-0.8055802718288644,0.3582740727648664,0.222519382869513,0.0,1.0359785391336065,0.0,1.1125969143475651,1.0986122886681098,0.0,0.0,0.0,0.0,1.6228956389961116,0.0,-0.4374900164137864,-0.6316485798498609,-0.6525572050265103,0.2393676809359459,半導体・光通信・データセンター・電力,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter",0.0,0.2064501172537949,5.109614166478054,0.7522456099124031,0.6421869729103602,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,466.0,0.7631176770249618,151.0,0.9235863474274072,305.0,0.7862964849719817,62.0,0.5106979113601631,1.0,0.9946510443199184,320.0,0.8374936321956189,17.0,0.9918492103922568,Core Moat,22,0.33333835878329776,0.5061988585425058,0.7135517774883262,0.3613598443418187
20260430,6278,6278.T,UNION TOOL CO.,Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False,2026-06-01,23070.0,23070.0,373300.0,5832879450.0,1222.0,0.0019620681240233,0.4414634156104669,-0.5625445979653356,4.719437395404624,5.859530169246042,1222.0,ユニオンツール株式会社,54730000000.0,8728000000.0,8136000000.0,6114000000.0,98070000000.0,79998000000.0,7507000000.0,,-2258000000.0,,,1530.0,0.2748684406212598,0.519939816590155,0.1594737803763932,0.0764269106727668,0.8157234628326705,0.13716426091723,,,443256012800.0,369221107712.0,65.073906,59.92986,4.873522,0.59,0.936,19213523.0,13437500416.0,0.59,65.073906,4.873522,False,0.1486570436689201,0.1117120409281929,0.4298779557006694,0.3170564119109307,-0.5061366204694355,0.191653855422336,general_operating_margin_ocf_leverage_quality,0.166824834463547,0.4298779557006694,0.3170564119109307,-0.5061366204694355,0.191653855422336,-0.052906912907284,-1.0388922676774448,0.768702587330393,1.7347430553021363,1.1718949112788704,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,1.6228956389961116,0.0,2.375771403005273,-0.6316485798498609,-0.6525572050265103,0.8020199648197579,半導体・光通信・データセンター・電力;電子部品・精密機器・省人化,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter; automation: robot, automation, factory, fa, control, sensor",-0.6467403629947238,0.1804156571089618,5.109614166478054,0.4951488556894702,0.6418621881878204,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,809.0,0.5883851248089659,1259.0,0.3591441670911869,169.0,0.8818135506877228,1941.0,0.0117167600611309,1.0,0.9946510443199184,429.0,0.7819663779928681,18.0,0.9913397860417728,Future Moat,23,0.13818822452063456,0.8335741594628703,0.2607563039440283,0.3050374320391659
20260430,9503,9503.T,"The Kansai Electric Power Company,Incorporated",Prime Market (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS,4,TOPIX Mid400,False,2026-06-01,2288.5,2288.5,4726200.0,10170685626.666666,1222.0,0.0009621231539307,0.3025433441481986,-0.44769335169837,0.4663709302025981,1.5880941736242589,1222.0,関西電力株式会社,5405733000000.0,468877000000.0,540270000000.0,451137000000.0,12563154000000.0,3107452000000.0,575299000000.0,,137673000000.0,,,31428.0,0.0312632645245176,-0.3567643205498433,0.0867369883048237,0.1451790727580023,0.2473464863998324,0.1064238651816506,,,2549534162944.0,6218482450432.0,6.7068167,6.9658785,0.73788524,3.43,0.201,1114063522.0,822817980416.0,0.0343,6.7068167,0.73788524,False,0.0999438929003707,0.0834552871923197,-0.1401497515451562,0.2075364008233541,0.3655555081296291,-0.0047352398199925,general_operating_margin_ocf_leverage_quality,0.0749957408269611,-0.1401497515451562,0.2075364008233541,0.3655555081296291,-0.0047352398199925,0.8646823918747814,2.0980208850880966,-0.2912612704526855,-0.3996754719897114,-0.6984925555987989,1.0986122886681098,0.0,0.0,0.0,0.0,1.6228956389961116,0.0,-0.4374900164137864,-0.6316485798498609,-0.6525572050265103,0.2393676809359459,半導体・光通信・データセンター・電力,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter",1.8129456945318805,0.5824214786773496,0.3109208616486753,-0.2169445887480186,0.635208023717019,True,True,1.0,3.0,1.0,3.0,0.0,3.0,0.0,3.0,,True,True,1124.0,0.4279164544065206,13.0,0.9938869077941924,305.0,0.7862964849719817,4.0,0.998471726948548,554.0,0.7182883341823739,908.0,0.5379521141110545,19.0,0.9908303616912888,Transformation Moat,24,0.8721029216304261,0.39641922458308027,0.43765522555126246,0.6357764551660505
20260430,6941,6941.T,"YAMAICHI ELECTRONICS CO.,LTD.",Prime Market (Domestic),3650,Electric Appliances,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,6,TOPIX Small 1,False,2026-06-01,10080.0,10080.0,799000.0,3975964583.3333335,1222.0,0.0020496691199986,0.4667089412705804,-0.5274260024244461,3.505801064605503,6.240652277553357,1222.0,山一電機株式会社,45298813000.0,8300040000.0,7689163000.0,5240971000.0,53389812000.0,39676501000.0,9005984000.0,,-5493183000.0,,,2061.0,-0.0181124097858463,-0.0467672853723359,0.1832286422162982,0.132092570360476,0.7431474192117402,0.1988128033288642,,,186045759488.0,149209038848.0,20.459528,31.091917,3.9948258,1.72,0.851,18456920.0,14830999552.0,0.0172,20.459528,3.9948258,False,0.169743145366745,0.1156977557005743,0.5440690669900475,0.5366940869276041,-0.6645466023289952,0.2557919029149327,general_operating_margin_ocf_leverage_quality,0.2428467552956051,0.5440690669900475,0.5366940869276041,-0.6645466023289952,0.2557919029149327,-0.4947431342458253,-0.5043992882657167,-0.21202862999107,-0.4653557973751542,-0.5262634449731466,1.6094379124341005,1.3862943611198906,0.0,0.0,0.0,2.1906491179855268,0.0,2.375771403005273,-0.6316485798498609,-0.6525572050265103,0.9723460085165826,半導体・光通信・データセンター・電力;電子部品・精密機器・省人化,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter; automation: robot, automation, factory, fa, control, sensor",-0.4562752975333535,0.1724307509521969,5.109614166478054,0.4900143725015419,0.6343907303498483,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,545.0,0.7228731533367295,1937.0,0.0137544574630667,2.0,0.957208354559348,1906.0,0.0295466123280692,1.0,0.9946510443199184,432.0,0.7804381049414162,20.0,0.9903209373408048,Future Moat,25,0.0703189424937881,0.5085092747037848,0.2588616234754105,0.28694006205292477
20260430,6871,6871.T,"MICRONICS JAPAN CO.,LTD.",Prime Market (Domestic),3650,Electric Appliances,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,6,TOPIX Small 1,False,2026-06-01,14500.0,14500.0,863200.0,12744986383.333334,1222.0,0.0026411883785009,0.6018077302369536,-0.7066136657066697,2.9782580841401423,9.51869835358426,1222.0,株式会社日本マイクロニクス,70173000000.0,20844000000.0,17100000000.0,12063000000.0,99026000000.0,66052000000.0,12903000000.0,,3276000000.0,,,1785.0,0.3537267061655753,0.5584622146466922,0.2970373220469411,0.1826288378853025,0.6670167430775756,0.183874139626352,,,562081300480.0,559288745984.0,46.622295,66.20702,7.5972314,0.64,1.621,38764228.0,25488250880.0,0.64,46.622295,7.5972314,False,0.243683468000513,0.171903723654397,0.8024928428628989,0.4834715250449966,-1.5122610447826137,0.5630749576951287,general_operating_margin_ocf_leverage_quality,0.2119031588457667,0.8024928428628989,0.4834715250449966,-1.5122610447826137,0.5630749576951287,0.0236553646952603,-1.0264965308396037,1.2762924818854646,1.926790790347291,1.5000796034003798,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,2.1906491179855268,0.0,2.375771403005273,-0.6316485798498609,-0.6525572050265103,0.9723460085165826,半導体・光通信・データセンター・電力;電子部品・精密機器・省人化,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter; automation: robot, automation, factory, fa, control, sensor",-0.5826973500864419,0.2737839888695536,4.776345140943221,1.344708268327134,0.6169476761311623,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,649.0,0.6698930208863983,680.0,0.6541008660213958,2.0,0.957208354559348,1931.0,0.0168110035659704,25.0,0.9877738155883852,123.0,0.9378502292409576,21.0,0.9898115129903208,Future Moat,27,0.1209557278837697,0.839297709774423,0.24471034821660148,0.2952848431591228
20260430,6264,6264.T,"Marumae Co.,Ltd.",Prime Market (Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False,2026-06-01,2237.0,2237.0,952000.0,1848958473.3333333,1222.0,0.0013927886661722,0.54261806458261,-0.7158522018107996,2.5412712784768248,1.684031273340452,1222.0,株式会社マルマエ,11404610000.0,2209608000.0,1936263000.0,1355987000.0,25423446000.0,8151519000.0,3058988000.0,,7875602000.0,,,462.0,0.2885771851016432,0.6033864656049648,0.1937469146248753,0.1663477690477075,0.3206299806879051,0.2682238147556119,,,,,,,,,,,,,,,False,0.169778975344181,0.1188981473281418,0.190754141183368,0.783987414132848,-1.140859237238084,0.2841912032277687,general_operating_margin_ocf_leverage_quality,0.0914271961453277,0.190754141183368,0.783987414132848,-1.140859237238084,0.2841912032277687,0.2631423237138325,0.0,1.109106584464663,0.0,1.3157116185691626,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,1.6228956389961116,0.0,2.375771403005273,-0.6316485798498609,-0.6525572050265103,0.8020199648197579,半導体・光通信・データセンター・電力;電子部品・精密機器・省人化,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter; automation: robot, automation, factory, fa, control, sensor",0.0,0.3338197292179838,3.999506305376302,1.1810934385595506,0.6156610158996589,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,1066.0,0.4574630667345899,127.0,0.935812531839022,169.0,0.8818135506877228,62.0,0.5106979113601631,34.0,0.9831889964340296,168.0,0.9149261334691798,22.0,0.9893020886398368,Future Moat,28,0.2929210857698599,0.45260854661762834,0.25484143290013894,0.3559515694949852
20260430,6920,6920.T,Lasertec Corporation,Prime Market (Domestic),3650,Electric Appliances,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,2,TOPIX Large70,False,2026-06-01,38380.0,38380.0,2395600.0,170069025650.0,1222.0,0.0011701858664441,0.5691391776085571,-0.7664965808552269,1.935143535073598,0.9184169810893408,1222.0,レーザーテック株式会社,251477000000.0,122843000000.0,119444000000.0,84652000000.0,329601000000.0,209900000000.0,77874000000.0,,-24568000000.0,,,1163.0,0.2827498932083228,0.4043536909403522,0.488486024566859,0.4032968080038113,0.6368305921401938,0.3096664903748653,,,3440025272320.0,3516851552256.0,39.684425,35.14105,15.255912,0.82,1.737,89630673.0,126549000192.0,0.82,39.684425,15.255912,False,0.4749698779610063,0.3366192534506138,1.7139234868200914,0.931636856656654,-1.3072732422343551,1.079985813981028,general_operating_margin_ocf_leverage_quality,0.78732494890053,1.7139234868200914,0.931636856656654,-1.3072732422343551,1.079985813981028,0.0152425652993097,-1.040299620444031,1.5894284541708137,2.6181626365098474,1.0696737408410992,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,2.1906491179855268,0.0,2.375771403005273,-0.6316485798498609,-0.6525572050265103,0.9723460085165826,半導体・光通信・データセンター・電力;電子部品・精密機器・省人化,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter; automation: robot, automation, factory, fa, control, sensor",-0.4722784947997788,0.4608701543299943,2.9219827639608416,1.386046800397687,0.6144637506863098,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,36.0,0.9821701477330615,751.0,0.6179317371370352,2.0,0.957208354559348,1910.0,0.0275089149261334,64.0,0.9679062659195108,116.0,0.9414161996943454,23.0,0.9887926642893532,Future Moat,29,0.1952937850438798,0.893647941077096,0.4478513370512808,0.416964473735638
20260430,5985,5985.T,SUNCALL CORPORATION,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,7,TOPIX Small 2,False,2026-06-01,1686.0,1686.0,628900.0,4600344573.333333,1222.0,0.0017837663251455,0.583290702770308,-0.6552721318374307,4.5659171629090345,3.127083782638411,1222.0,サンコール株式会社,66972000000.0,4129000000.0,3156000000.0,-2285000000.0,63203000000.0,26592000000.0,654000000.0,,-284000000.0,,,2133.0,0.0991043844329124,1.533128834355828,0.0616526309502478,-0.0859280986762936,0.4207395218581396,0.0097652750403153,,,51071107072.0,49894641664.0,8.226798,,1.4927381,1.76,0.752,30291286.0,9696000000.0,0.0176,8.226798,1.4927381,False,0.0471241712954667,-0.0341187361882577,-0.6227715208345079,-0.1368329415574961,-1.3960708721327844,-0.0724629207541912,general_operating_margin_ocf_leverage_quality,-0.5458850262588469,-0.6227715208345079,-0.1368329415574961,-1.3960708721327844,-0.0724629207541912,0.6744546584766362,0.987762001968722,0.6678606889223463,-0.463819415494793,1.6828819512381243,1.0986122886681098,0.0,0.0,0.0,0.0,1.6228956389961116,0.0,-0.4374900164137864,-0.6316485798498609,-0.6525572050265103,0.2393676809359459,半導体・光通信・データセンター・電力,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter",0.9058427098787618,0.212534867504103,5.109614166478054,1.163206960462558,0.6071755881056528,True,True,1.0,3.0,1.0,3.0,2.0,3.0,0.0,3.0,,True,True,1938.0,0.0132450331125827,25.0,0.9877738155883852,305.0,0.7862964849719817,21.0,0.9898115129903208,1.0,0.9946510443199184,176.0,0.9108507386653082,24.0,0.9882832399388692,Transformation Moat,30,0.5102623705934427,0.265676886760975,0.08799733401165316,0.3215808992256126
