effective_date,code,ticker,company_name,market,sector_33_code,sector_33,sector_17_code,sector_17,scale_category_code,scale_category,is_financial,latest_date,close,adj_close,volume,avg_trading_value_60d,history_days,daily_return_mean,annual_volatility,max_drawdown,return_12m_ex_1m,cumulative_return,price_history_days,company_name_ja,revenue,operating_income,ordinary_income,net_income,total_assets,equity,operating_cf,investing_cf,financing_cf,rd_expense,capex,employees,revenue_growth,operating_income_growth,operating_margin,roe,equity_ratio,ocf_margin,rd_ratio,capex_ratio,market_cap,enterprise_value,trailing_pe,forward_pe,price_to_book,dividend_yield,beta,shares_outstanding,ebitda,dividend_yield_clean,pe_for_score,pbr_for_score,is_financial_like,ordinary_margin,net_margin,profitability_score,cash_generation_score,stability_score,competitive_position_score,score_treatment,moat_score,transformation_score,ai_infrastructure_exposure,automation_exposure,data_software_exposure,trust_security_exposure,intangible_investment_score,future_moat_score,valuation_score,bb_score,momentum_score,risk_score,adjusted_bb_score,price_available,liquid_20m_60d,operating_loss_years_3y,operating_income_years_available,ordinary_loss_years_3y,ordinary_income_years_available,net_loss_years_3y,net_income_years_available,negative_ocf_years_3y,operating_cf_years_available,investment_eligible,category,score_rank,needs_financial_explanation,is_small_cap_candidate
20260430,9513,9513.T,"Electric Power Development Co.,Ltd.",Prime Market (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS,4,TOPIX Mid400,False,2026-06-01,3954.0,3954.0,719900.0,5372123065.0,1222.0,0.0010576501326825,0.2605049348436094,-0.1790906796786056,0.6121708880824486,2.092807224323274,1222.0,電源開発株式会社,1383337000000.0,138310000000.0,140598000000.0,102530000000.0,3931480000000.0,1463502000000.0,250335000000.0,,-133697000000.0,,,7127.0,-0.1783211060872911,-0.1326889179762284,0.0999828675152909,0.0700579842050096,0.3722521798406707,0.1809645805758105,,,695936745472.0,2117931368448.0,12.151945,10.946238,0.49702734,2.74,-0.234,176008295.0,217066995712.0,0.0274,12.151945,0.49702734,False,0.1016368390348844,0.0741178758321363,-0.183005014419765,0.4731055251334715,0.6293370488668076,0.0310285897323641,general_operating_margin_ocf_leverage_quality,0.1862977539562844,0.8468416553871603,1.0986122886681098,0.0,0.0,0.0,0.0,0.2393676809359459,1.312225274398718,0.5362438354742669,0.5701119128136252,-0.9943524596167784,0.6926902727173073,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,True,Transformation Moat,14,False,False
20260430,8309,8309.T,"Sumitomo Mitsui Trust Group,Inc.",Prime Market (Domestic),7050,Banks,15,BANKS,2,TOPIX Large70,True,2026-06-01,5468.0,5468.0,2643900.0,12596604166.666666,1222.0,0.0011813966034256,0.2731632091504134,-0.2606695465210208,0.4604328227115899,2.522715706868909,1222.0,三井住友トラストグループ株式会社,157127000000.0,150244000000.0,367694000000.0,259138000000.0,78247102000000.0,3127317000000.0,3976669000000.0,,-47585000000.0,,,23125.0,0.4183039435272186,0.4474065694311384,0.9561946705531196,0.0828627222632051,0.0399671926507898,25.308629325322823,,,3811114221568.0,-467693010944.0,12.107793,14.723067,1.0710787,0.87,0.334,696985020.0,,0.87,12.107793,1.0710787,True,2.3401070471656684,1.6492264219389412,0.4151617430380385,1.6577017456966328,0.5689073902824737,1.5742790241673623,financial_sector_relative_roe_profit_stability_valuation,0.9883693293774388,1.0977351104346007,0.0,0.0,0.0,0.0,0.0,-0.411080513804854,0.8589115515411094,0.5764571550115921,0.3003645875255153,-0.7585850389470676,0.6823521176588505,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,True,Transformation Moat,15,True,False
20260430,8050,8050.T,SEIKO GROUP CORPORATION,Prime Market (Domestic),3750,Precision Instruments,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,6,TOPIX Small 1,False,2026-06-01,7420.0,7420.0,436100.0,1845328000.0,1222.0,0.0019565289157285,0.3862891128609567,-0.3719009043404572,2.3792878497384877,6.611660153170776,1222.0,セイコーグループ株式会社,315445000000.0,30533000000.0,20769000000.0,13508000000.0,369236000000.0,158014000000.0,32609000000.0,,-16520000000.0,,,11367.0,0.0748107111617399,0.2008632106792029,0.0967934188210306,0.0854860961686939,0.4279485207292897,0.103374597790423,,,,,,,,,,,,,,,False,0.0658403208166241,0.0428220450474726,-0.0854425138952777,0.1966726565381851,-0.1599303098805966,0.0224170889285991,general_operating_margin_ocf_leverage_quality,-0.0082393599192004,0.0178164611677985,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.9723460085165826,0.0,0.2936861098711643,3.7115456243410527,-0.1361657663271351,0.6784572489379831,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,True,Future Moat,16,False,True
20260430,6617,6617.T,"TAKAOKA TOKO CO.,LTD.",Prime Market (Domestic),3650,Electric Appliances,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,7,TOPIX Small 2,False,2026-06-01,8180.0,8180.0,161000.0,971058550.0,1222.0,0.0018243740326068,0.3812551586665256,-0.446317270388011,2.4306687127349313,5.5247138633578015,1222.0,株式会社東光高岳,115222000000.0,11254000000.0,6302000000.0,4280000000.0,113652000000.0,66456000000.0,5039000000.0,,-3349000000.0,,,2547.0,0.0448823419651787,0.0879498305639594,0.0976723195223134,0.0644035151077404,0.5847323408299018,0.0437329676624255,,,,,,,,,,,,,,,False,0.054694415996945,0.0371456839839614,0.0315047538802546,-0.0158149135336357,-0.1283433822262605,0.0247901178815799,general_operating_margin_ocf_leverage_quality,-0.0136377173942559,-0.029318055419867,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.9723460085165826,0.0,0.2802829734817312,3.802886253539211,0.0268492620739026,0.6578866726282621,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,True,Future Moat,19,False,True
20260430,6356,6356.T,"NIPPON GEAR CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False,2026-06-01,1492.0,1492.0,527500.0,5332541846.666667,1222.0,0.0018517295247381,0.5388403879290268,-0.4792169163431881,2.0098422041820996,3.8617259028626494,1222.0,日本ギア工業株式会社,9555548000.0,2105777000.0,2152900000.0,1550400000.0,15233746000.0,12561580000.0,1289921000.0,,-384305000.0,,,264.0,0.1272292937098107,0.4774873825492756,0.2203721858756818,0.1234239641828496,0.8245890406732527,0.1349918392958729,,,21241489408.0,23802957824.0,12.129095,,3.8963141,0.6,0.395,14236923.0,1256057984.0,0.6,12.129095,3.8963141,False,0.2253036665191782,0.1622512910824162,0.677061702310859,0.3093166403704316,-1.1171551679221152,0.3560793465264513,general_operating_margin_ocf_leverage_quality,0.1620855916222757,0.2645319198849592,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,0.8020199648197579,0.3727357169046759,0.4112750044395513,3.0547758514788113,0.6006134762258731,0.6566912419648452,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,True,Future Moat,20,False,False
20260430,4971,4971.T,MEC COMPANY LTD.,Prime Market (Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,6,TOPIX Small 1,False,2026-06-01,11100.0,11100.0,335400.0,2863908933.3333335,1222.0,0.0016418289054507,0.4891852339921811,-0.607191279290515,3.435703362550969,3.178125383093156,1222.0,メック株式会社,26740510000.0,5914601000.0,7224721000.0,5766868000.0,41814028000.0,30472068000.0,3979322000.0,,-2252707000.0,,,508.0,0.2520458349051624,0.5403550527231435,0.2211850484527034,0.1892509559902531,0.7287522742367705,0.1488124946008883,,,,,,,,,,,,,,,False,0.2701788784133137,0.2156603595069802,0.7519679709647513,0.3585560299756523,-0.8055802718288644,0.3582740727648664,general_operating_margin_ocf_leverage_quality,0.2633665575187763,0.222519382869513,1.0986122886681098,0.0,0.0,0.0,0.0,0.2393676809359459,0.0,0.2064501172537949,5.109614166478054,0.7522456099124031,0.6421869729103602,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,True,Core Moat,22,False,True
20260430,9503,9503.T,"The Kansai Electric Power Company,Incorporated",Prime Market (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS,4,TOPIX Mid400,False,2026-06-01,2288.5,2288.5,4726200.0,10170685626.666666,1222.0,0.0009621231539307,0.3025433441481986,-0.44769335169837,0.4663709302025981,1.5880941736242589,1222.0,関西電力株式会社,5405733000000.0,468877000000.0,540270000000.0,451137000000.0,12563154000000.0,3107452000000.0,575299000000.0,,137673000000.0,,,31428.0,0.0312632645245176,-0.3567643205498433,0.0867369883048237,0.1451790727580023,0.2473464863998324,0.1064238651816506,,,2549534162944.0,6218482450432.0,6.7068167,6.9658785,0.73788524,3.43,0.201,1114063522.0,822817980416.0,0.0343,6.7068167,0.73788524,False,0.0999438929003707,0.0834552871923197,-0.1401497515451562,0.2075364008233541,0.3655555081296291,-0.0047352398199925,general_operating_margin_ocf_leverage_quality,0.0749957408269611,0.8646823918747814,1.0986122886681098,0.0,0.0,0.0,0.0,0.2393676809359459,1.8129456945318805,0.5824214786773496,0.3109208616486753,-0.2169445887480186,0.635208023717019,True,True,1.0,3.0,1.0,3.0,0.0,3.0,0.0,3.0,True,Transformation Moat,24,False,False
20260430,5985,5985.T,SUNCALL CORPORATION,Standard Market(Domestic),3550,Metal Products,3,CONSTRUCTION & MATERIALS,7,TOPIX Small 2,False,2026-06-01,1686.0,1686.0,628900.0,4600344573.333333,1222.0,0.0017837663251455,0.583290702770308,-0.6552721318374307,4.5659171629090345,3.127083782638411,1222.0,サンコール株式会社,66972000000.0,4129000000.0,3156000000.0,-2285000000.0,63203000000.0,26592000000.0,654000000.0,,-284000000.0,,,2133.0,0.0991043844329124,1.533128834355828,0.0616526309502478,-0.0859280986762936,0.4207395218581396,0.0097652750403153,,,51071107072.0,49894641664.0,8.226798,,1.4927381,1.76,0.752,30291286.0,9696000000.0,0.0176,8.226798,1.4927381,False,0.0471241712954667,-0.0341187361882577,-0.6227715208345079,-0.1368329415574961,-1.3960708721327844,-0.0724629207541912,general_operating_margin_ocf_leverage_quality,-0.5458850262588469,0.6744546584766362,1.0986122886681098,0.0,0.0,0.0,0.0,0.2393676809359459,0.9058427098787618,0.212534867504103,5.109614166478054,1.163206960462558,0.6071755881056528,True,True,1.0,3.0,1.0,3.0,2.0,3.0,0.0,3.0,True,Transformation Moat,30,False,True
20260430,4368,4368.T,"FUSO CHEMICAL CO.,LTD.",Prime Market (Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,6,TOPIX Small 1,False,2026-06-01,4475.0,4475.0,1908000.0,2355934975.1916504,1222.0,0.0013246777515792,0.3636943087392735,-0.4194148148153577,2.412293716401199,2.6681718907237153,1222.0,扶桑化学工業株式会社,69501527000.0,18460617000.0,16561893000.0,11622785000.0,141502071000.0,104048977000.0,22701537000.0,,-2409233000.0,,,915.0,0.0075825891225,-0.0578744997970311,0.2656145526126354,0.1117049425675756,0.7353176972229615,0.3266336436032549,,,,,,,,,,,,,,,False,0.2382953830640296,0.1672306422850249,0.6282980704940067,0.9920863975695928,-0.0181530080638578,0.478233585351686,general_operating_margin_ocf_leverage_quality,0.5599420395228661,-0.0892150090033764,1.0986122886681098,0.0,0.0,0.0,0.0,0.2393676809359459,0.0,0.2174891638867995,3.770220711764384,-0.0929246433583354,0.6038036993990715,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,True,Core Moat,34,False,True
20260430,3723,3723.T,NIHON FALCOM CORPORATION,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False,2026-06-01,2349.0,2349.0,14200.0,35234886.666666664,1222.0,0.0006256541239648,0.3060472156030265,-0.3234979851593452,1.0837021156526625,0.711737418539506,1222.0,日本ファルコム株式会社,2612982000.0,1340777000.0,1364655000.0,903682000.0,11495220000.0,10877198000.0,1013181000.0,,-204897000.0,,,69.0,0.0277911587196164,0.0044878948924877,0.5131214068830172,0.0830804036112976,0.946236609651664,0.3877489397171507,,,,,,,,,,,,,,,False,0.5222596252098177,0.345843178406893,1.2282952672013618,1.2098242551296832,0.3435695047058835,1.1465012638136065,general_operating_margin_ocf_leverage_quality,1.0303735610067954,-0.0605266065816973,0.0,0.0,1.6094379124341005,0.6931471805599453,0.0,0.1854386963944602,0.0,0.3496120255749523,1.408360951484392,-0.5043790269838638,0.5408860234217779,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,True,Discovery,58,False,False
