name,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,capm_alpha,capm_beta,information_ratio
Portfolio,1222,4.012420963068697,0.39432277746077116,0.22904260555180833,1.721613219124759,-0.33276265517280645,0.17451166016435837,1.0601302014581433,1.7057211559301784
1306.T,1219,1.0755998776678974,0.16295282262776611,0.1907729411637874,0.8541715697922987,-0.23296328694444624,,,
^N225,1221,1.3229519915417507,0.18999842729637617,0.22305526249768215,0.8517997969151277,-0.26258607248225596,,,
